Date,PPH
2020-01-02,56.81092834472656
2020-01-03,56.15842819213867
2020-01-06,56.26425552368164
2020-01-07,56.017356872558594
2020-01-08,56.0879020690918
2020-01-09,56.43177032470703
2020-01-10,56.54639434814453
2020-01-13,56.80210876464844
2020-01-14,57.79848861694336
2020-01-15,58.759586334228516
2020-01-16,58.883033752441406
2020-01-17,58.786041259765625
2020-01-21,58.83894729614258
2020-01-22,58.883033752441406
2020-01-23,58.62732696533203
2020-01-24,57.59568405151367
2020-01-27,57.163639068603516
2020-01-28,57.71030807495117
2020-01-29,57.70149612426758
2020-01-30,57.31351089477539
2020-01-31,56.51112747192383
2020-02-03,56.987266540527344
2020-02-04,58.09828186035156
2020-02-05,58.750762939453125
2020-02-06,59.068199157714844
2020-02-07,58.759586334228516
2020-02-10,59.24455261230469
2020-02-11,59.44735336303711
2020-02-12,59.62371063232422
2020-02-13,58.750762939453125
2020-02-14,58.56560516357422
2020-02-18,58.48625183105469
2020-02-19,58.65376663208008
2020-02-20,58.442169189453125
2020-02-21,58.724334716796875
2020-02-24,56.907928466796875
2020-02-25,56.0438117980957
2020-02-26,55.647029876708984
2020-02-27,53.46029281616211
2020-02-28,52.067138671875
2020-03-02,54.50957107543945
2020-03-03,53.1693115234375
2020-03-04,55.71756362915039
2020-03-05,54.32439041137695
2020-03-06,53.40739440917969
2020-03-09,50.33009719848633
2020-03-10,51.91724395751953
2020-03-11,49.93330764770508
2020-03-12,45.665653228759766
2020-03-13,48.989837646484375
2020-03-16,44.58992385864258
2020-03-17,47.288063049316406
2020-03-18,44.783897399902344
2020-03-19,44.431217193603516
2020-03-20,43.276119232177734
2020-03-23,41.91823959350586
2020-03-24,44.44884490966797
2020-03-25,44.827999114990234
2020-03-26,47.464412689208984
2020-03-27,46.670841217041016
2020-03-30,48.831119537353516
2020-03-31,47.95819091796875
2020-04-01,46.42060852050781
2020-04-02,46.98843765258789
2020-04-03,46.686767578125
2020-04-06,48.9847412109375
2020-04-07,48.68307113647461
2020-04-08,49.934085845947266
2020-04-09,50.93666458129883
2020-04-13,50.608394622802734
2020-04-14,52.21429443359375
2020-04-15,51.29158020019531
2020-04-16,51.841670989990234
2020-04-17,53.00394821166992
2020-04-20,52.968475341796875
2020-04-21,51.5577392578125
2020-04-22,52.1788215637207
2020-04-23,52.55146026611328
2020-04-24,53.42095184326172
2020-04-27,54.4945182800293
2020-04-28,53.86457824707031
2020-04-29,54.2993278503418
2020-04-30,53.73149108886719
2020-05-01,52.71116256713867
2020-05-04,52.77326965332031
2020-05-05,53.5717887878418
2020-05-06,53.46532440185547
2020-05-07,53.00394821166992
2020-05-08,53.40321731567383
2020-05-11,54.21060562133789
2020-05-12,53.77585220336914
2020-05-13,53.41209411621094
2020-05-14,53.216896057128906
2020-05-15,53.784725189208984
2020-05-18,54.849422454833984
2020-05-19,54.769569396972656
2020-05-20,54.982513427734375
2020-05-21,54.7252082824707
2020-05-22,54.48564910888672
2020-05-26,54.53888702392578
2020-05-27,55.06235885620117
2020-05-28,55.834259033203125
2020-05-29,56.16254425048828
2020-06-01,56.04719543457031
2020-06-02,56.50856018066406
2020-06-03,56.535179138183594
2020-06-04,56.21577072143555
2020-06-05,56.45532989501953
2020-06-08,57.03203201293945
2020-06-09,56.67713928222656
2020-06-10,56.10931396484375
2020-06-11,53.252384185791016
2020-06-12,53.38546371459961
2020-06-15,53.6871337890625
2020-06-16,55.23980712890625
2020-06-17,55.435001373291016
2020-06-18,55.3107795715332
2020-06-19,55.887489318847656
2020-06-22,56.06494140625
2020-06-23,56.091556549072266
2020-06-24,54.76070022583008
2020-06-25,55.372886657714844
2020-06-26,54.56549835205078
2020-06-29,54.60098648071289
2020-06-30,55.23980712890625
2020-07-01,55.17031478881836
2020-07-02,55.29502487182617
2020-07-06,55.83845901489258
2020-07-07,55.17031478881836
2020-07-08,55.25940704345703
2020-07-09,54.70707702636719
2020-07-10,54.68925857543945
2020-07-13,54.99215316772461
2020-07-14,55.865177154541016
2020-07-15,57.41526412963867
2020-07-16,57.02328872680664
2020-07-17,57.70032501220703
2020-07-20,57.58453369140625
2020-07-21,57.25490951538086
2020-07-22,57.272727966308594
2020-07-23,56.5600471496582
2020-07-24,56.0700798034668
2020-07-27,56.586769104003906
2020-07-28,56.47987365722656
2020-07-29,56.8718376159668
2020-07-30,56.73821258544922
2020-07-31,56.14134216308594
2020-08-03,57.53997802734375
2020-08-04,57.3172607421875
2020-08-05,57.664703369140625
2020-08-06,57.3350830078125
2020-08-07,56.80057144165039
2020-08-10,56.898563385009766
2020-08-11,56.75602722167969
2020-08-12,57.48651885986328
2020-08-13,57.201454162597656
2020-08-14,57.210365295410156
2020-08-17,57.905216217041016
2020-08-18,57.53997802734375
2020-08-19,57.29053497314453
2020-08-20,57.26380920410156
2020-08-21,56.898563385009766
2020-08-24,57.03219223022461
2020-08-25,57.15691375732422
2020-08-26,57.23708724975586
2020-08-27,57.228179931640625
2020-08-28,57.210365295410156
2020-08-31,57.48651885986328
2020-09-01,56.5422248840332
2020-09-02,57.058921813964844
2020-09-03,55.82954025268555
2020-09-04,55.499935150146484
2020-09-08,55.11687469482422
2020-09-09,55.758277893066406
2020-09-10,54.876338958740234
2020-09-11,55.17922592163086
2020-09-14,55.793907165527344
2020-09-15,56.1324348449707
2020-09-16,56.27497482299805
2020-09-17,56.43531799316406
2020-09-18,56.35514450073242
2020-09-21,55.339576721191406
2020-09-22,55.09904479980469
2020-09-23,54.62690734863281
2020-09-24,54.15475082397461
2020-09-25,54.81398391723633
2020-09-28,55.125770568847656
2020-09-29,54.84071350097656
2020-09-30,55.38411331176758
2020-10-01,54.95390319824219
2020-10-02,54.783958435058594
2020-10-05,55.624725341796875
2020-10-06,54.739234924316406
2020-10-07,55.54422378540039
2020-10-08,56.8858642578125
2020-10-09,57.181034088134766
2020-10-12,57.2794303894043
2020-10-13,56.73382568359375
2020-10-14,56.36710739135742
2020-10-15,55.98249816894531
2020-10-16,56.36710739135742
2020-10-19,55.508445739746094
2020-10-20,55.45478057861328
2020-10-21,55.0791130065918
2020-10-22,55.669456481933594
2020-10-23,55.8662109375
2020-10-26,55.15962219238281
2020-10-27,54.32779312133789
2020-10-28,52.91460418701172
2020-10-29,52.869869232177734
2020-10-30,52.69099044799805
2020-11-02,53.83586120605469
2020-11-03,54.69452667236328
2020-11-04,57.13631057739258
2020-11-05,57.04686737060547
2020-11-06,56.70698928833008
2020-11-09,57.61930465698242
2020-11-10,58.35274124145508
2020-11-11,58.272247314453125
2020-11-12,57.68191909790039
2020-11-13,58.49583435058594
2020-11-16,58.44218444824219
2020-11-17,58.200687408447266
2020-11-18,57.547752380371094
2020-11-19,58.048641204833984
2020-11-20,57.98603439331055
