Date,LLY
2020-06-08,139.7158660888672
2020-06-09,139.6409149169922
2020-06-10,141.3919219970703
2020-06-11,134.9122772216797
2020-06-12,134.40660095214844
2020-06-15,132.51515197753906
2020-06-16,153.293212890625
2020-06-17,149.7911834716797
2020-06-18,150.8212127685547
2020-06-19,149.76312255859375
2020-06-22,150.24063110351562
2020-06-23,149.20130920410156
2020-06-24,147.03829956054688
2020-06-25,152.49725341796875
2020-06-26,152.46922302246094
2020-06-29,152.36619567871094
2020-06-30,153.7333221435547
2020-07-01,152.90931701660156
2020-07-02,153.4430694580078
2020-07-06,156.2708740234375
2020-07-07,156.13975524902344
2020-07-08,158.36834716796875
2020-07-09,155.85887145996094
2020-07-10,152.96546936035156
2020-07-13,151.76693725585938
2020-07-14,153.45236206054688
2020-07-15,154.92247009277344
2020-07-16,154.50108337402344
2020-07-17,155.4000244140625
2020-07-20,156.4113006591797
2020-07-21,154.78199768066406
2020-07-22,154.35133361816406
2020-07-23,151.24256896972656
2020-07-24,149.3885040283203
2020-07-27,150.2874298095703
2020-07-28,152.30064392089844
2020-07-29,151.45791625976562
2020-07-30,143.2647247314453
2020-07-31,140.7270965576172
2020-08-03,143.11483764648438
2020-08-04,144.99697875976562
2020-08-05,144.51937866210938
2020-08-06,143.15232849121094
2020-08-07,143.19906616210938
2020-08-10,143.2647247314453
2020-08-11,141.0455322265625
2020-08-12,142.8433074951172
2020-08-13,141.57302856445312
2020-08-14,141.22486877441406
2020-08-17,142.5798797607422
2020-08-18,144.06658935546875
2020-08-19,143.2949676513672
2020-08-20,142.40109252929688
2020-08-21,140.44395446777344
2020-08-24,140.68853759765625
2020-08-25,140.839111328125
2020-08-26,140.44395446777344
2020-08-27,140.1710968017578
2020-08-28,138.6373291015625
2020-08-31,139.6253204345703
2020-09-01,138.59971618652344
2020-09-02,140.71678161621094
2020-09-03,140.21810913085938
2020-09-04,141.99649047851562
2020-09-08,140.490966796875
2020-09-09,142.99388122558594
2020-09-10,137.58348083496094
2020-09-11,139.343017578125
2020-09-14,140.1992950439453
2020-09-15,141.21551513671875
2020-09-16,142.04351806640625
2020-09-17,143.46435546875
2020-09-18,145.06399536132812
2020-09-21,142.2505340576172
2020-09-22,141.00848388671875
2020-09-23,140.96144104003906
2020-09-24,140.02052307128906
2020-09-25,141.38485717773438
2020-09-28,139.3524627685547
2020-09-29,137.62109375
2020-09-30,139.27716064453125
2020-10-01,135.76748657226562
2020-10-02,136.63314819335938
2020-10-05,137.9692840576172
2020-10-06,135.61695861816406
2020-10-07,140.1616668701172
2020-10-08,144.43350219726562
2020-10-09,147.61386108398438
2020-10-12,145.36502075195312
2020-10-13,141.21551513671875
2020-10-14,139.6912078857422
2020-10-15,138.1104278564453
2020-10-16,137.48936462402344
2020-10-19,134.36549377441406
2020-10-20,135.1088104248047
2020-10-21,132.96347045898438
2020-10-22,133.28341674804688
2020-10-23,133.9703369140625
2020-10-26,133.33045959472656
2020-10-27,124.10929870605469
2020-10-28,123.5541763305664
2020-10-29,124.72090911865234
2020-10-30,122.75437927246094
2020-11-02,123.85525512695312
2020-11-03,123.24362182617188
2020-11-04,139.8135223388672
2020-11-05,136.92481994628906
2020-11-06,134.30905151367188
2020-11-09,133.92327880859375
2020-11-10,137.90341186523438
2020-11-11,136.20973205566406
2020-11-12,133.38186645507812
2020-11-13,134.65867614746094
2020-11-16,132.9657440185547
2020-11-17,133.5426483154297
2020-11-18,132.56851196289062
2020-11-19,135.63282775878906
2020-11-20,137.60000610351562
2020-11-23,135.60443115234375
2020-11-24,137.04205322265625
2020-11-25,136.90013122558594
2020-11-27,139.44424438476562
2020-11-30,137.7513427734375
2020-12-01,137.6662139892578
2020-12-02,137.2878875732422
2020-12-03,136.29483032226562
2020-12-04,140.3994903564453
2020-12-07,139.42532348632812
2020-12-08,141.2034149169922
2020-12-09,149.4315948486328
2020-12-10,152.26885986328125
2020-12-11,151.36094665527344
2020-12-14,149.34645080566406
2020-12-15,158.35015869140625
2020-12-16,162.7196502685547
2020-12-17,163.26821899414062
2020-12-18,162.10488891601562
2020-12-21,159.6269989013672
2020-12-22,157.6786651611328
2020-12-23,156.50592041015625
2020-12-24,157.6219482421875
2020-12-28,157.4706268310547
2020-12-29,157.54629516601562
2020-12-30,157.9529571533203
2020-12-31,159.6837158203125
2021-01-04,156.52484130859375
2021-01-05,157.3004150390625
2021-01-06,155.4088134765625
2021-01-07,156.83694458007812
2021-01-08,157.38548278808594
2021-01-11,175.85638427734375
2021-01-12,169.10357666015625
2021-01-13,175.44020080566406
2021-01-14,176.5657196044922
2021-01-15,180.42445373535156
2021-01-19,187.71629333496094
2021-01-20,190.34556579589844
2021-01-21,191.37648010253906
2021-01-22,194.96090698242188
2021-01-25,200.83416748046875
2021-01-26,201.18409729003906
2021-01-27,196.3134002685547
2021-01-28,198.72508239746094
2021-01-29,196.6916961669922
2021-02-01,192.12362670898438
2021-02-02,186.84620666503906
2021-02-03,186.27879333496094
2021-02-04,190.68605041503906
2021-02-05,190.82791137695312
2021-02-08,194.61097717285156
2021-02-09,190.7711944580078
2021-02-10,193.30584716796875
2021-02-11,192.39405822753906
2021-02-12,196.86727905273438
2021-02-16,195.4141845703125
2021-02-17,196.0790557861328
2021-02-18,191.00750732421875
2021-02-19,190.81756591796875
2021-02-22,190.5896453857422
2021-02-23,192.29913330078125
2021-02-24,194.23654174804688
2021-02-25,193.57180786132812
2021-02-26,194.58790588378906
2021-03-01,196.08853149414062
2021-03-02,193.8756561279297
2021-03-03,191.84329223632812
2021-03-04,190.4566650390625
2021-03-05,196.515869140625
2021-03-08,196.620361328125
2021-03-09,195.74659729003906
2021-03-10,195.1197967529297
2021-03-11,194.89186096191406
2021-03-12,197.61753845214844
2021-03-15,179.64891052246094
2021-03-16,181.30137634277344
2021-03-17,177.34103393554688
2021-03-18,174.681884765625
2021-03-19,175.02374267578125
2021-03-22,176.49578857421875
2021-03-23,174.4444580078125
2021-03-24,171.11085510253906
2021-03-25,173.88406372070312
2021-03-26,175.9924774169922
2021-03-29,176.97061157226562
2021-03-30,176.17286682128906
2021-03-31,177.42657470703125
2021-04-01,175.92596435546875
2021-04-05,175.5935516357422
2021-04-06,173.60865783691406
2021-04-07,173.15281677246094
2021-04-08,173.42819213867188
2021-04-09,175.2136993408203
2021-04-12,172.67794799804688
2021-04-13,173.3522186279297
2021-04-14,173.7986297607422
2021-04-15,176.57179260253906
2021-04-16,179.73435974121094
2021-04-19,180.104736328125
2021-04-20,181.02597045898438
2021-04-21,181.348876953125
2021-04-22,177.6449737548828
2021-04-23,179.23098754882812
2021-04-26,177.8064727783203
2021-04-27,173.04837036132812
2021-04-28,171.47178649902344
2021-04-29,173.03884887695312
2021-04-30,173.58016967773438
2021-05-03,176.57179260253906
2021-05-04,178.73715209960938
2021-05-05,183.11532592773438
2021-05-06,184.1410369873047
2021-05-07,185.59413146972656
2021-05-10,184.96728515625
2021-05-11,184.9578094482422
2021-05-12,183.4857635498047
2021-05-13,185.95640563964844
2021-05-14,187.16786193847656
2021-05-17,186.51918029785156
2021-05-18,185.66065979003906
2021-05-19,187.45399475097656
2021-05-20,190.3348388671875
2021-05-21,190.66873168945312
2021-05-24,191.75624084472656
2021-05-25,190.0391845703125
2021-05-26,191.72756958007812
2021-05-27,190.0200958251953
2021-05-28,190.53515625
2021-06-01,189.27598571777344
2021-06-02,189.9532928466797
2021-06-03,193.3587646484375
2021-06-04,192.71009826660156
2021-06-07,212.265380859375
2021-06-08,210.529296875
2021-06-09,215.5850067138672
2021-06-10,222.77755737304688
2021-06-11,213.76304626464844
2021-06-14,215.680419921875
2021-06-15,213.21926879882812
2021-06-16,210.58648681640625
2021-06-17,211.9696807861328
2021-06-18,208.47833251953125
2021-06-21,212.4085235595703
2021-06-22,211.23516845703125
2021-06-23,207.0951690673828
2021-06-24,222.2338104248047
2021-06-25,219.6105499267578
2021-06-28,217.7027130126953
2021-06-29,218.7997283935547
2021-06-30,218.94281005859375
2021-07-01,220.4785919189453
2021-07-02,223.17820739746094
2021-07-06,224.57089233398438
2021-07-07,224.95249938964844
2021-07-08,226.19256591796875
2021-07-09,224.16075134277344
2021-07-12,225.1337127685547
2021-07-13,224.45643615722656
2021-07-14,225.4580535888672
2021-07-15,220.80291748046875
2021-07-16,221.74732971191406
2021-07-19,223.3499298095703
2021-07-20,224.1893310546875
2021-07-21,226.3546905517578
2021-07-22,227.49945068359375
2021-07-23,232.8985595703125
2021-07-26,232.00189208984375
2021-07-27,232.3548583984375
2021-07-28,235.14984130859375
2021-07-29,234.02418518066406
2021-07-30,232.27853393554688
2021-08-02,235.2357177734375
2021-08-03,244.19297790527344
2021-08-04,250.3743438720703
2021-08-05,252.0150146484375
2021-08-06,251.2996368408203
2021-08-09,254.8481903076172
2021-08-10,257.03271484375
2021-08-11,251.9292755126953
2021-08-12,252.1397247314453
2021-08-13,252.84791564941406
2021-08-16,258.33148193359375
2021-08-17,260.982421875
2021-08-18,256.9725341796875
2021-08-19,258.7718505859375
2021-08-20,259.2598571777344
2021-08-23,256.3026123046875
2021-08-24,251.4698944091797
2021-08-25,252.5225372314453
2021-08-26,250.0822296142578
2021-08-27,248.57972717285156
2021-08-30,251.02967834472656
2021-08-31,247.18252563476562
2021-09-01,246.33078002929688
2021-09-02,248.407470703125
2021-09-03,248.36920166015625
2021-09-07,243.8425750732422
2021-09-08,243.88088989257812
2021-09-09,229.67906188964844
2021-09-10,229.2006072998047
2021-09-13,227.726806640625
2021-09-14,223.06619262695312
2021-09-15,223.67869567871094
2021-09-16,221.1043701171875
2021-09-17,220.20477294921875
2021-09-20,221.67857360839844
2021-09-21,220.27178955078125
2021-09-22,218.48220825195312
2021-09-23,222.19537353515625
2021-09-24,221.71685791015625
2021-09-27,216.6639404296875
2021-09-28,212.07032775878906
2021-09-29,220.45359802246094
2021-09-30,221.11395263671875
2021-10-01,219.71673583984375
2021-10-04,215.1805877685547
2021-10-05,220.99908447265625
2021-10-06,218.05154418945312
2021-10-07,223.15234375
2021-10-08,223.87962341308594
2021-10-11,223.62124633789062
2021-10-12,222.76950073242188
2021-10-13,226.27215576171875
2021-10-14,226.51138305664062
2021-10-15,227.65023803710938
2021-10-18,228.70291137695312
2021-10-19,231.8897247314453
2021-10-20,233.2390899658203
2021-10-21,230.79872131347656
2021-10-22,233.26780700683594
2021-10-25,234.5118865966797
2021-10-26,237.75608825683594
2021-10-27,239.41168212890625
2021-10-28,242.4549560546875
2021-10-29,243.80429077148438
2021-11-01,238.5886993408203
2021-11-02,245.80445861816406
2021-11-03,254.8097686767578
2021-11-04,259.3459167480469
2021-11-05,253.6039276123047
2021-11-08,249.32618713378906
2021-11-09,250.75213623046875
2021-11-10,253.26898193359375
2021-11-11,251.33587646484375
2021-11-12,249.29086303710938
2021-11-15,248.1195068359375
2021-11-16,247.43783569335938
2021-11-17,250.75979614257812
2021-11-18,250.90380859375
2021-11-19,250.2989501953125
2021-11-22,250.04930114746094
2021-11-23,251.50868225097656
2021-11-24,251.547119140625
2021-11-26,249.9821319580078
2021-11-29,244.6631622314453
2021-11-30,238.1440887451172
2021-12-01,239.19056701660156
2021-12-02,237.99044799804688
2021-12-03,235.7821807861328
2021-12-06,236.50225830078125
2021-12-07,235.33091735839844
2021-12-08,234.57249450683594
2021-12-09,233.2091064453125
2021-12-10,234.39964294433594
2021-12-13,238.614501953125
2021-12-14,239.43057250976562
2021-12-15,264.2972106933594
2021-12-16,267.9072570800781
2021-12-17,256.75091552734375
2021-12-20,252.9680938720703
2021-12-21,254.3122100830078
2021-12-22,255.86758422851562
2021-12-23,262.2042541503906
2021-12-27,267.3023376464844
2021-12-28,265.4013366699219
2021-12-29,267.31201171875
2021-12-30,266.18865966796875
2021-12-31,265.1997375488281
2022-01-03,260.888916015625
2022-01-04,256.1651916503906
2022-01-05,250.25094604492188
2022-01-06,248.9835968017578
2022-01-07,249.1468505859375
2022-01-10,249.73251342773438
2022-01-11,251.85427856445312
2022-01-12,245.7096710205078
2022-01-13,239.70901489257812
2022-01-14,234.38043212890625
2022-01-18,237.21275329589844
2022-01-19,235.27333068847656
2022-01-20,233.42996215820312
2022-01-21,233.36276245117188
2022-01-24,230.82806396484375
2022-01-25,229.90635681152344
2022-01-26,228.37020874023438
2022-01-27,227.2757110595703
2022-01-28,235.3213348388672
2022-01-31,235.5997772216797
2022-02-01,238.37448120117188
2022-02-02,240.82275390625
2022-02-03,235.0428924560547
2022-02-04,232.60426330566406
2022-02-07,233.8331756591797
2022-02-08,230.3384246826172
2022-02-09,233.5643768310547
2022-02-10,230.0791778564453
2022-02-11,226.33480834960938
2022-02-14,226.26730346679688
2022-02-15,235.0889129638672
2022-02-16,236.76644897460938
2022-02-17,232.32191467285156
2022-02-18,231.68557739257812
2022-02-22,230.54795837402344
2022-02-23,229.75738525390625
2022-02-24,234.356201171875
2022-02-25,241.84730529785156
2022-02-28,240.97964477539062
2022-03-01,240.54576110839844
2022-03-02,245.0481719970703
2022-03-03,249.35777282714844
2022-03-04,253.4359893798828
2022-03-07,252.25009155273438
2022-03-08,250.60145568847656
2022-03-09,253.3588409423828
2022-03-10,256.4728698730469
2022-03-11,256.74285888671875
2022-03-14,259.345947265625
2022-03-15,265.5740966796875
2022-03-16,266.5189514160156
2022-03-17,275.263427734375
2022-03-18,277.3170166015625
2022-03-21,279.2452392578125
2022-03-22,274.7909851074219
2022-03-23,273.99090576171875
2022-03-24,277.3650817871094
2022-03-25,278.6474304199219
2022-03-28,281.1927490234375
2022-03-29,278.0400695800781
2022-03-30,279.48626708984375
2022-03-31,276.09259033203125
2022-04-01,282.1665344238281
2022-04-04,280.9613342285156
2022-04-05,281.992919921875
2022-04-06,294.8638000488281
2022-04-07,297.3608703613281
2022-04-08,300.5038757324219
2022-04-11,297.87188720703125
2022-04-12,297.0234069824219
2022-04-13,291.8075866699219
2022-04-14,291.0266418457031
2022-04-18,288.0958251953125
2022-04-19,286.3507080078125
2022-04-20,282.4075012207031
2022-04-21,279.21624755859375
2022-04-22,268.7267761230469
2022-04-25,274.9645080566406
2022-04-26,272.67962646484375
2022-04-27,274.8585205078125
2022-04-28,286.6013488769531
2022-04-29,281.6458435058594
2022-05-02,279.1680908203125
2022-05-03,277.7314758300781
2022-05-04,284.3164367675781
2022-05-05,281.877197265625
2022-05-06,286.24462890625
2022-05-09,278.84991455078125
2022-05-10,275.4466552734375
2022-05-11,276.4010925292969
2022-05-12,281.3276672363281
2022-05-13,282.111328125
2022-05-16,289.60833740234375
2022-05-17,291.56231689453125
2022-05-18,285.5550842285156
2022-05-19,276.92620849609375
2022-05-20,289.0956115722656
2022-05-23,292.7232360839844
2022-05-24,295.97344970703125
2022-05-25,296.9892578125
2022-05-26,303.2287292480469
2022-05-27,312.9216613769531
2022-05-31,303.20941162109375
2022-06-01,300.92633056640625
2022-06-02,292.5587463378906
2022-06-03,291.80426025390625
2022-06-06,293.4584045410156
2022-06-07,301.9131774902344
2022-06-08,303.2577819824219
2022-06-09,293.3519592285156
2022-06-10,287.3157043457031
2022-06-13,281.7726745605469
2022-06-14,281.2987060546875
2022-06-15,283.4268798828125
2022-06-16,278.6674499511719
2022-06-17,281.40509033203125
2022-06-21,287.6348876953125
2022-06-22,296.67974853515625
2022-06-23,302.5129699707031
2022-06-24,314.9918518066406
2022-06-27,316.58795166015625
2022-06-28,307.2529296875
2022-06-29,312.4573059082031
2022-06-30,313.647216796875
2022-07-01,314.1114807128906
2022-07-05,316.5009765625
2022-07-06,319.37396240234375
2022-07-07,317.2458190917969
2022-07-08,319.6835632324219
2022-07-11,320.263916015625
2022-07-12,313.0281066894531
2022-07-13,311.93499755859375
2022-07-14,316.2203674316406
2022-07-15,320.77667236328125
2022-07-18,311.2674560546875
2022-07-19,315.5528869628906
2022-07-20,311.5189514160156
2022-07-21,316.24945068359375
2022-07-22,318.0196533203125
2022-07-25,320.7282409667969
2022-07-26,320.7379455566406
2022-07-27,318.2034912109375
2022-07-28,320.0028381347656
2022-07-29,318.9289855957031
2022-08-01,313.56976318359375
2022-08-02,309.7488098144531
2022-08-03,303.5866394042969
2022-08-04,295.80908203125
2022-08-05,291.4850158691406
2022-08-08,292.6264953613281
2022-08-09,293.1294250488281
2022-08-10,294.66754150390625
2022-08-11,291.3399353027344
2022-08-12,298.9972229003906
2022-08-15,304.6844787597656
2022-08-16,301.1614990234375
2022-08-17,307.47955322265625
2022-08-18,307.382568359375
2022-08-19,313.254150390625
2022-08-22,313.57452392578125
2022-08-23,305.8103332519531
2022-08-24,309.46917724609375
2022-08-25,313.6133117675781
2022-08-26,306.2567138671875
2022-08-29,301.0062255859375
2022-08-30,297.9878845214844
2022-08-31,292.34930419921875
2022-09-01,300.0163269042969
2022-09-02,292.4462585449219
2022-09-06,297.7744445800781
2022-09-07,302.4134826660156
2022-09-08,306.1985168457031
2022-09-09,308.3337097167969
2022-09-12,305.9267578125
2022-09-13,297.4444885253906
2022-09-14,300.4820861816406
2022-09-15,300.3463134765625
2022-09-16,299.78338623046875
2022-09-19,296.0954284667969
2022-09-20,292.83453369140625
2022-09-21,287.7392578125
2022-09-22,301.7050476074219
2022-09-23,302.277587890625
2022-09-26,298.43438720703125
2022-09-27,301.9281921386719
2022-09-28,324.5218811035156
2022-09-29,320.2807312011719
2022-09-30,313.81707763671875
2022-10-03,312.07012939453125
2022-10-04,320.1643371582031
2022-10-05,321.99847412109375
2022-10-06,323.1341247558594
2022-10-07,317.029541015625
2022-10-10,314.34112548828125
2022-10-11,317.9417419433594
2022-10-12,315.0010986328125
2022-10-13,322.30914306640625
2022-10-14,321.6200866699219
2022-10-17,322.94964599609375
2022-10-18,325.1527099609375
2022-10-19,319.58197021484375
2022-10-20,319.36846923828125
2022-10-21,330.7235107421875
2022-10-24,337.6432800292969
2022-10-25,340.9527893066406
2022-10-26,347.3096618652344
2022-10-27,345.8247375488281
2022-10-28,349.28955078125
2022-10-31,351.4150085449219
2022-11-01,342.18536376953125
2022-11-02,344.4952087402344
2022-11-03,351.01702880859375
2022-11-04,346.8729553222656
2022-11-07,354.3070983886719
2022-11-08,355.8502502441406
2022-11-09,352.5601806640625
2022-11-10,357.8494873046875
2022-11-11,341.9135437011719
2022-11-14,346.5266418457031
2022-11-15,340.5802917480469
2022-11-16,343.4804382324219
2022-11-17,351.1106262207031
2022-11-18,351.98651123046875
2022-11-21,351.4999084472656
2022-11-22,351.2176818847656
2022-11-23,352.03515625
2022-11-25,355.47064208984375
2022-11-28,355.9767150878906
2022-11-29,354.2054138183594
2022-11-30,361.14453125
2022-12-01,360.41461181640625
2022-12-02,364.72607421875
2022-12-05,359.4024658203125
2022-12-06,358.6725769042969
2022-12-07,362.0107116699219
2022-12-08,361.8355407714844
2022-12-09,351.3246765136719
2022-12-12,357.4171142578125
2022-12-13,349.0570983886719
2022-12-14,353.7674865722656
2022-12-15,350.3709716796875
2022-12-16,350.234619140625
2022-12-19,348.2006530761719
2022-12-20,350.0108337402344
2022-12-21,358.1567687988281
2022-12-22,355.5290222167969
2022-12-23,358.0496520996094
2022-12-27,355.1105651855469
2022-12-28,355.44140625
2022-12-29,357.1932678222656
2022-12-30,356.0447998046875
2023-01-03,355.2176208496094
2023-01-04,353.3782043457031
2023-01-05,349.31011962890625
2023-01-06,353.2225036621094
2023-01-09,340.4635009765625
2023-01-10,343.30523681640625
2023-01-11,350.76025390625
2023-01-12,349.5047607421875
2023-01-13,351.937744140625
2023-01-17,348.1617126464844
2023-01-18,342.58514404296875
2023-01-19,341.6800231933594
2023-01-20,336.80419921875
2023-01-23,333.0474853515625
2023-01-24,337.11566162109375
2023-01-25,340.3662109375
2023-01-26,338.69219970703125
2023-01-27,332.9404296875
2023-01-30,331.38330078125
2023-01-31,334.93560791015625
2023-02-01,333.3979187011719
2023-02-02,321.845703125
2023-02-03,330.0013427734375
2023-02-06,328.6192932128906
2023-02-07,330.5852355957031
2023-02-08,331.607177734375
2023-02-09,332.6388244628906
2023-02-10,335.8795471191406
2023-02-13,341.0182189941406
2023-02-14,339.3486328125
2023-02-15,327.0951843261719
2023-02-16,318.3663330078125
2023-02-17,320.6412658691406
2023-02-21,319.7723388671875
2023-02-22,321.2954406738281
2023-02-23,319.7821350097656
2023-02-24,314.0409851074219
2023-02-27,309.1396484375
2023-02-28,303.86724853515625
2023-03-01,306.7475280761719
2023-03-02,307.606689453125
2023-03-03,310.9068603515625
2023-03-06,311.4243469238281
2023-03-07,303.2911376953125
2023-03-08,305.156005859375
2023-03-09,309.36419677734375
2023-03-10,307.5773620605469
2023-03-13,316.82366943359375
2023-03-14,319.3427429199219
2023-03-15,321.6860046386719
2023-03-16,321.7445983886719
2023-03-17,321.4028625488281
2023-03-20,325.718505859375
2023-03-21,323.2580261230469
2023-03-22,323.150634765625
2023-03-23,324.78118896484375
2023-03-24,328.1886901855469
2023-03-27,326.69482421875
2023-03-28,329.6727600097656
2023-03-29,327.9347839355469
2023-03-30,332.6408996582031
2023-03-31,335.30645751953125
2023-04-03,342.4534912109375
2023-04-04,346.2418518066406
2023-04-05,353.6817932128906
2023-04-06,359.5888366699219
2023-04-10,358.3293762207031
2023-04-11,355.4393005371094
2023-04-12,360.3309326171875
2023-04-13,366.2867736816406
2023-04-14,365.8766784667969
2023-04-17,363.5530090332031
2023-04-18,361.170654296875
2023-04-19,361.7174377441406
2023-04-20,365.95489501953125
2023-04-21,376.138427734375
2023-04-24,374.2931213378906
2023-04-25,375.7478942871094
2023-04-26,367.38031005859375
2023-04-27,381.1277160644531
2023-04-28,386.50750732421875
2023-05-01,396.22247314453125
2023-05-02,394.65045166015625
2023-05-03,421.0028381347656
2023-05-04,418.3177795410156
2023-05-05,417.70269775390625
2023-05-08,422.4966735839844
2023-05-09,418.25921630859375
2023-05-10,425.62109375
2023-05-11,425.25982666015625
2023-05-12,425.2695007324219
2023-05-15,425.3479919433594
2023-05-16,427.44281005859375
2023-05-17,428.2454528808594
2023-05-18,428.6566162109375
2023-05-19,433.05194091796875
2023-05-22,424.8389587402344
2023-05-23,414.28619384765625
2023-05-24,416.792236328125
2023-05-25,418.2997131347656
2023-05-26,416.811767578125
2023-05-30,418.2311706542969
2023-05-31,420.40435791015625
2023-06-01,427.2861328125
2023-06-02,433.0030212402344
2023-06-05,434.892333984375
2023-06-06,433.7274169921875
2023-06-07,427.1686096191406
2023-06-08,436.2627868652344
2023-06-09,436.6348571777344
2023-06-12,435.920166015625
2023-06-13,436.321533203125
2023-06-14,438.2793273925781
2023-06-15,444.3583984375
2023-06-16,438.26953125
2023-06-20,442.4201965332031
2023-06-21,443.4480285644531
2023-06-22,448.02935791015625
2023-06-23,449.1649169921875
2023-06-26,443.21307373046875
2023-06-27,454.70550537109375
2023-06-28,449.0278015136719
2023-06-29,454.6957702636719
2023-06-30,459.0910339355469
2023-07-03,451.6905212402344
2023-07-05,455.8802185058594
2023-07-06,453.44268798828125
2023-07-07,442.54742431640625
2023-07-10,443.6046447753906
2023-07-11,430.1249694824219
2023-07-12,431.30950927734375
2023-07-13,425.5338439941406
2023-07-14,439.982666015625
2023-07-17,437.711669921875
2023-07-18,441.6860046386719
2023-07-19,443.9962463378906
2023-07-20,454.0399169921875
2023-07-21,452.2974548339844
2023-07-24,449.634765625
2023-07-25,447.89227294921875
2023-07-26,444.0255432128906
2023-07-27,445.39599609375
2023-07-28,448.8125
2023-07-31,444.9653625488281
2023-08-01,443.5361022949219
2023-08-02,444.89678955078125
2023-08-03,439.6889953613281
2023-08-04,440.0120544433594
2023-08-07,444.5052490234375
2023-08-08,510.60150146484375
2023-08-09,515.1338500976562
2023-08-10,510.34710693359375
2023-08-11,517.1407470703125
2023-08-14,527.7846069335938
2023-08-15,536.2410278320312
2023-08-16,535.8682250976562
2023-08-17,527.4510498046875
2023-08-18,536.0546875
2023-08-21,539.6058349609375
2023-08-22,543.1473388671875
2023-08-23,542.8530883789062
2023-08-24,537.5948486328125
2023-08-25,543.137451171875
2023-08-28,543.40234375
2023-08-29,543.3826904296875
2023-08-30,537.5849609375
2023-08-31,543.6770629882812
2023-09-01,546.5317993164062
2023-09-05,547.59130859375
2023-09-06,549.3179321289062
2023-09-07,562.3456420898438
2023-09-08,575.3245239257812
2023-09-11,584.251708984375
2023-09-12,587.9205932617188
2023-09-13,587.5086059570312
2023-09-14,580.3766479492188
2023-09-15,564.7296142578125
2023-09-18,560.4327392578125
2023-09-19,564.04296875
2023-09-20,558.823974609375
2023-09-21,539.6843872070312
2023-09-22,540.0865478515625
2023-09-25,541.8032836914062
2023-09-26,539.5667114257812
