Date,DPZ
2023-06-07,282.964599609375
2023-06-08,285.1898193359375
2023-06-09,283.4496154785156
2023-06-12,287.0536193847656
2023-06-13,287.0822448730469
2023-06-14,291.8942565917969
2023-06-15,310.7414855957031
2023-06-16,316.4225158691406
2023-06-20,310.8179626464844
2023-06-21,308.497802734375
2023-06-22,306.5214538574219
2023-06-23,302.4922790527344
2023-06-26,304.8028869628906
2023-06-27,310.2355041503906
2023-06-28,310.798828125
2023-06-29,315.7732238769531
2023-06-30,321.7501220703125
2023-07-03,321.4350280761719
2023-07-05,319.8119201660156
2023-07-06,318.8094482421875
2023-07-07,326.22802734375
2023-07-10,331.6988830566406
2023-07-11,333.9712829589844
2023-07-12,371.0166320800781
2023-07-13,369.3743591308594
2023-07-14,367.2643127441406
2023-07-17,372.11456298828125
2023-07-18,374.54925537109375
2023-07-19,374.58746337890625
2023-07-20,370.2909851074219
2023-07-21,368.009033203125
2023-07-24,368.4482421875
2023-07-25,379.0939636230469
2023-07-26,383.2090759277344
2023-07-27,384.3739013671875
2023-07-28,382.7508544921875
2023-07-31,378.7980651855469
2023-08-01,381.576416015625
2023-08-02,380.2874755859375
2023-08-03,383.2090759277344
2023-08-04,377.48040771484375
2023-08-07,380.65985107421875
2023-08-08,380.01055908203125
2023-08-09,378.3015441894531
2023-08-10,380.3829650878906
2023-08-11,376.3443298339844
2023-08-14,379.609619140625
2023-08-15,376.01007080078125
2023-08-16,371.5130310058594
2023-08-17,365.0110168457031
2023-08-18,361.6979675292969
2023-08-21,362.7004699707031
2023-08-22,362.5477600097656
2023-08-23,365.31658935546875
2023-08-24,361.72662353515625
2023-08-25,363.5025634765625
2023-08-28,370.6919860839844
2023-08-29,368.7060546875
2023-08-30,376.36334228515625
2023-08-31,369.8804016113281
2023-09-01,373.4512939453125
2023-09-05,372.2578430175781
2023-09-06,367.0542907714844
2023-09-07,371.74224853515625
2023-09-08,369.85174560546875
2023-09-11,377.041259765625
2023-09-12,375.79052734375
2023-09-13,378.53070068359375
2023-09-14,382.18914794921875
2023-09-15,372.04705810546875
2023-09-18,368.05340576171875
2023-09-19,366.6360778808594
2023-09-20,368.56097412109375
2023-09-21,362.0581970214844
2023-09-22,365.2187194824219
2023-09-25,366.904296875
2023-09-26,363.1787414550781
2023-09-27,364.1269226074219
2023-09-28,366.13800048828125
2023-09-29,362.76690673828125
2023-10-02,364.44293212890625
2023-10-03,348.7749328613281
2023-10-04,355.30645751953125
2023-10-05,347.8652038574219
2023-10-06,327.11181640625
2023-10-09,335.3289489746094
2023-10-10,340.5579528808594
2023-10-11,339.073486328125
2023-10-12,335.35760498046875
2023-10-13,332.13970947265625
2023-10-16,336.8037109375
2023-10-17,335.66400146484375
2023-10-18,330.5212097167969
2023-10-19,329.7455139160156
2023-10-20,332.9825439453125
2023-10-23,333.5667419433594
2023-10-24,338.6329345703125
2023-10-25,335.1086120605469
2023-10-26,331.3064880371094
2023-10-27,326.1924743652344
2023-10-30,324.3823547363281
2023-10-31,324.6504821777344
2023-11-01,329.5731506347656
2023-11-02,333.643310546875
2023-11-03,346.6297302246094
2023-11-06,352.6728515625
2023-11-07,355.9768981933594
2023-11-08,356.1109924316406
2023-11-09,354.0519104003906
2023-11-10,362.498779296875
2023-11-13,358.706298828125
2023-11-14,366.23382568359375
2023-11-15,365.2953186035156
2023-11-16,358.8883056640625
2023-11-17,356.6664733886719
2023-11-20,352.9122009277344
2023-11-21,353.68792724609375
2023-11-22,353.8603515625
2023-11-24,354.6552429199219
2023-11-27,370.69671630859375
2023-11-28,371.8459167480469
2023-11-29,372.4109802246094
2023-11-30,376.2705078125
2023-12-01,380.3790283203125
2023-12-04,382.9073791503906
2023-12-05,377.3814392089844
2023-12-06,375.9352722167969
2023-12-07,384.9951171875
2023-12-08,378.1955261230469
2023-12-11,380.66632080078125
2023-12-12,380.024658203125
2023-12-13,385.7612609863281
2023-12-14,386.97161865234375
2023-12-15,384.281982421875
2023-12-18,387.1542053222656
2023-12-19,390.52581787109375
2023-12-20,387.3559265136719
2023-12-21,392.6870422363281
2023-12-22,393.6861267089844
2023-12-26,395.12701416015625
2023-12-27,397.5380859375
2023-12-28,395.0021057128906
2023-12-29,395.98193359375
2024-01-02,396.8560485839844
2024-01-03,384.6758117675781
2024-01-04,385.4538879394531
2024-01-05,384.2628173828125
2024-01-08,386.8179626464844
2024-01-09,393.97430419921875
2024-01-10,397.8070068359375
2024-01-11,395.56884765625
2024-01-12,395.0885925292969
2024-01-16,409.1514892578125
2024-01-17,405.7510681152344
2024-01-18,409.1419372558594
2024-01-19,409.94879150390625
2024-01-22,411.1399841308594
2024-01-23,408.9306335449219
2024-01-24,405.1458435058594
2024-01-25,401.6013488769531
2024-01-26,402.600341796875
2024-01-29,416.3559265136719
2024-01-30,417.604736328125
2024-01-31,409.4205017089844
2024-02-01,416.44244384765625
2024-02-02,405.4244689941406
2024-02-05,401.572509765625
2024-02-06,404.9634094238281
2024-02-07,405.31878662109375
2024-02-08,409.766357421875
2024-02-09,408.3350524902344
2024-02-12,410.4483337402344
2024-02-13,404.8865051269531
2024-02-14,407.74908447265625
2024-02-15,407.97967529296875
2024-02-16,405.2228088378906
2024-02-20,400.7080383300781
2024-02-21,404.17572021484375
2024-02-22,411.1399841308594
2024-02-23,416.55767822265625
2024-02-26,440.9084167480469
2024-02-27,428.6802673339844
2024-02-28,428.7762756347656
2024-02-29,430.6782531738281
2024-03-01,429.6024475097656
2024-03-04,432.2535705566406
2024-03-05,431.86932373046875
2024-03-06,429.61199951171875
2024-03-07,429.73687744140625
2024-03-08,427.46990966796875
2024-03-11,426.4036560058594
2024-03-12,434.7414855957031
2024-03-13,434.64544677734375
2024-03-14,427.60009765625
2024-03-15,425.2484130859375
2024-03-18,426.7615966796875
2024-03-19,428.7951965332031
2024-03-20,435.3683166503906
2024-03-21,439.3680725097656
2024-03-22,441.8258056640625
2024-03-25,448.2736511230469
2024-03-26,465.51605224609375
2024-03-27,474.3155212402344
2024-03-28,478.8935852050781
2024-04-01,476.0407409667969
2024-04-02,479.2598876953125
2024-04-03,487.5484924316406
2024-04-04,465.3810729980469
2024-04-05,475.3468322753906
2024-04-08,483.8089904785156
2024-04-09,480.4067687988281
2024-04-10,488.4833984375
2024-04-11,486.2570495605469
2024-04-12,477.38043212890625
2024-04-15,470.35430908203125
2024-04-16,469.03387451171875
2024-04-17,464.6003723144531
2024-04-18,464.22454833984375
2024-04-19,456.4080810546875
2024-04-22,454.22027587890625
2024-04-23,463.74261474609375
2024-04-24,470.0555114746094
