Date,SBUX
2020-01-02,77.26760864257812
2020-01-03,76.81795501708984
2020-01-06,76.21258544921875
2020-01-07,75.97911071777344
2020-01-08,76.86119079589844
2020-01-09,78.28804779052734
2020-01-10,77.96810913085938
2020-01-13,78.7636947631836
2020-01-14,78.68585968017578
2020-01-15,79.1614761352539
2020-01-16,80.06085205078125
2020-01-17,80.96021270751953
2020-01-21,80.01763916015625
2020-01-22,80.01763916015625
2020-01-23,81.07264709472656
2020-01-24,79.5852279663086
2020-01-27,76.7314682006836
2020-01-28,76.61905670166016
2020-01-29,74.9932861328125
2020-01-30,74.23226165771484
2020-01-31,73.35883331298828
2020-02-03,74.37928009033203
2020-02-04,76.42877960205078
2020-02-05,76.07255554199219
2020-02-06,74.84758758544922
2020-02-07,75.0821533203125
2020-02-10,76.0465316772461
2020-02-11,76.0291519165039
2020-02-12,76.9500732421875
2020-02-13,78.13166046142578
2020-02-14,77.56693267822266
2020-02-18,77.52350616455078
2020-02-19,78.31410217285156
2020-02-20,76.97615051269531
2020-02-21,75.89881896972656
2020-02-24,73.43142700195312
2020-02-25,71.4071044921875
2020-02-26,70.08651733398438
2020-02-27,68.01876831054688
2020-02-28,68.140380859375
2020-03-02,71.57218933105469
2020-03-03,68.28807830810547
2020-03-04,69.21768951416016
2020-03-05,66.19427490234375
2020-03-06,65.45576477050781
2020-03-09,61.5374641418457
2020-03-10,65.04744720458984
2020-03-11,59.33939743041992
2020-03-12,53.95280075073242
2020-03-13,60.74685287475586
2020-03-16,50.90330505371094
2020-03-17,51.24212646484375
2020-03-18,48.939796447753906
2020-03-19,53.35332107543945
2020-03-20,50.41676330566406
2020-03-23,49.13093948364258
2020-03-24,56.368080139160156
2020-03-25,57.17607879638672
2020-03-26,60.7294921875
2020-03-27,57.63653564453125
2020-03-30,58.95711898803711
2020-03-31,57.115257263183594
2020-04-01,54.404579162597656
2020-04-02,56.47234344482422
2020-04-03,54.778160095214844
2020-04-06,58.89629364013672
2020-04-07,59.69560241699219
2020-04-08,62.18037033081055
2020-04-09,64.18732452392578
2020-04-13,62.34546661376953
2020-04-14,64.0048828125
2020-04-15,63.03181838989258
2020-04-16,63.865875244140625
2020-04-17,66.98487091064453
2020-04-20,65.43838500976562
2020-04-21,63.179508209228516
2020-04-22,67.28897857666016
2020-04-23,65.29072570800781
2020-04-24,65.66429138183594
2020-04-27,67.54093170166016
2020-04-28,68.36629486083984
2020-04-29,66.7763671875
2020-04-30,66.66342163085938
2020-05-01,64.10913848876953
2020-05-04,62.45843505859375
2020-05-05,63.335899353027344
2020-05-06,63.38803482055664
2020-05-07,66.40235137939453
2020-05-08,68.03620147705078
2020-05-11,66.28875732421875
2020-05-12,64.96070861816406
2020-05-13,64.3228988647461
2020-05-14,64.82091522216797
2020-05-15,64.79470825195312
2020-05-18,66.60330963134766
2020-05-19,66.280029296875
2020-05-20,67.94007873535156
2020-05-21,68.19346618652344
2020-05-22,67.8177719116211
2020-05-26,67.94007873535156
2020-05-27,68.67399597167969
2020-05-28,68.62158966064453
2020-05-29,68.14102935791016
2020-06-01,68.42936706542969
2020-06-02,67.95755004882812
2020-06-03,69.53025817871094
2020-06-04,68.79632568359375
2020-06-05,71.76695251464844
2020-06-08,73.00764465332031
2020-06-09,71.9679183959961
2020-06-10,69.0322265625
2020-06-11,63.405494689941406
2020-06-12,66.73436737060547
2020-06-15,67.24111938476562
2020-06-16,68.00997161865234
2020-06-17,67.3634262084961
2020-06-18,66.67320251464844
2020-06-19,65.87813568115234
2020-06-22,65.87813568115234
2020-06-23,65.95677185058594
2020-06-24,64.34036254882812
2020-06-25,64.52386474609375
2020-06-26,62.53178024291992
2020-06-29,64.2005844116211
2020-06-30,64.29669952392578
2020-07-01,64.6811294555664
2020-07-02,64.46270751953125
2020-07-06,65.91305541992188
2020-07-07,64.87335968017578
2020-07-08,64.77723693847656
2020-07-09,64.27922821044922
2020-07-10,64.90828704833984
2020-07-13,63.47541427612305
2020-07-14,63.54531478881836
2020-07-15,66.06159973144531
2020-07-16,64.99566650390625
2020-07-17,64.79470825195312
2020-07-20,65.4936752319336
2020-07-21,65.91305541992188
2020-07-22,67.48573303222656
2020-07-23,65.84317016601562
2020-07-24,66.21009826660156
2020-07-27,66.80426025390625
2020-07-28,65.21409606933594
2020-07-29,67.64301300048828
2020-07-30,66.96153259277344
2020-07-31,66.86540222167969
2020-08-03,65.96548461914062
2020-08-04,65.64221954345703
2020-08-05,66.21009826660156
2020-08-06,66.46489715576172
2020-08-07,66.57909393310547
2020-08-10,68.05493927001953
2020-08-11,69.28477478027344
2020-08-12,69.65372467041016
2020-08-13,69.41651916503906
2020-08-14,68.84552764892578
2020-08-17,69.35504913330078
2020-08-18,69.3901596069336
2020-08-19,68.19546508789062
2020-08-20,67.83529663085938
2020-08-21,67.70352172851562
2020-08-24,69.11787414550781
2020-08-25,72.66685485839844
2020-08-26,72.39453125
2020-08-27,73.27301025390625
2020-08-28,74.66976928710938
2020-08-31,74.20419311523438
2020-09-01,75.59217071533203
2020-09-02,77.61265563964844
2020-09-03,75.96990203857422
2020-09-04,75.78543090820312
2020-09-08,75.02996063232422
2020-09-09,75.42523956298828
2020-09-10,74.5643539428711
2020-09-11,74.90695190429688
2020-09-14,76.10169219970703
2020-09-15,77.05042266845703
2020-09-16,77.63899230957031
2020-09-17,76.20709228515625
2020-09-18,74.6258544921875
2020-09-21,73.6946792602539
2020-09-22,73.74736785888672
2020-09-23,72.90406036376953
2020-09-24,72.94798278808594
2020-09-25,74.05486297607422
2020-09-28,75.60975646972656
2020-09-29,74.49408721923828
2020-09-30,75.47796630859375
2020-10-01,76.19831848144531
2020-10-02,76.0489730834961
2020-10-05,77.71805572509766
2020-10-06,76.43549346923828
2020-10-07,77.70049285888672
2020-10-08,78.64923095703125
2020-10-09,79.07090759277344
2020-10-12,79.74732208251953
2020-10-13,79.20267486572266
2020-10-14,78.45597076416016
2020-10-15,78.03429412841797
2020-10-16,77.7619857788086
2020-10-19,76.95377349853516
2020-10-20,77.75318908691406
2020-10-21,77.5423583984375
2020-10-22,78.4999008178711
2020-10-23,79.76488494873047
2020-10-26,78.76343536376953
2020-10-27,79.10604095458984
2020-10-28,76.57605743408203
2020-10-29,77.56871032714844
2020-10-30,76.39156341552734
2020-11-02,75.52190399169922
2020-11-03,77.64777374267578
2020-11-04,78.87765502929688
2020-11-05,79.60676574707031
2020-11-06,79.63313293457031
2020-11-09,84.22750854492188
2020-11-10,82.894775390625
2020-11-11,83.8832778930664
2020-11-12,82.5505599975586
2020-11-13,84.34223937988281
2020-11-16,86.3016128540039
2020-11-17,87.02537536621094
2020-11-18,86.4163818359375
2020-11-19,86.28398895263672
2020-11-20,85.62202453613281
2020-11-23,85.50728607177734
2020-11-24,86.76060485839844
2020-11-25,86.67232513427734
2020-11-27,87.07835388183594
2020-11-30,86.51345825195312
2020-12-01,87.21955871582031
2020-12-02,87.29899597167969
2020-12-03,88.35812377929688
2020-12-04,90.27339172363281
2020-12-07,89.50552368164062
2020-12-08,89.3290023803711
2020-12-09,88.61408233642578
2020-12-10,93.018310546875
2020-12-11,90.90885925292969
2020-12-14,91.1913070678711
2020-12-15,91.95034790039062
2020-12-16,91.14717864990234
2020-12-17,91.09423065185547
2020-12-18,91.156005859375
2020-12-21,90.85591125488281
2020-12-22,90.38813018798828
2020-12-23,90.07920837402344
2020-12-24,90.03509521484375
2020-12-28,92.09156799316406
2020-12-29,93.2301254272461
2020-12-30,93.53021240234375
2020-12-31,94.42166137695312
2021-01-04,90.99713134765625
2021-01-05,91.2972183227539
2021-01-06,91.95918273925781
2021-01-07,91.2177734375
2021-01-08,93.26542663574219
2021-01-11,92.3210220336914
2021-01-12,90.74998474121094
2021-01-13,90.8117904663086
2021-01-14,89.86738586425781
2021-01-15,90.31751251220703
2021-01-19,90.50286102294922
2021-01-20,93.080078125
2021-01-21,92.30339813232422
2021-01-22,91.71205139160156
2021-01-25,91.30604553222656
2021-01-26,92.40047454833984
2021-01-27,86.3810806274414
2021-01-28,86.6281967163086
