Date,ABT
2020-01-02,77.32875061035156
2020-01-03,76.38604736328125
2020-01-06,76.78622436523438
2020-01-07,76.35934448242188
2020-01-08,76.67061614990234
2020-01-09,76.87517547607422
2020-01-10,75.9146957397461
2020-01-13,75.70123291015625
2020-01-14,76.57649230957031
2020-01-15,78.04120635986328
2020-01-16,78.84503173828125
2020-01-17,79.48807525634766
2020-01-21,80.14006805419922
2020-01-22,82.04241943359375
2020-01-23,81.03317260742188
2020-01-24,80.73844146728516
2020-01-27,80.01502227783203
2020-01-28,79.97037506103516
2020-01-29,79.61311340332031
2020-01-30,79.6309814453125
2020-01-31,77.82687377929688
2020-02-03,77.75540161132812
2020-02-04,78.80037689208984
2020-02-05,79.98822784423828
2020-02-06,79.90782928466797
2020-02-07,78.47886657714844
2020-02-10,78.86289978027344
2020-02-11,79.63990783691406
2020-02-12,79.30052185058594
2020-02-13,79.2022705078125
2020-02-14,80.07755279541016
2020-02-18,79.38090515136719
2020-02-19,79.8095932006836
2020-02-20,79.00579071044922
2020-02-21,78.10374450683594
2020-02-24,75.58512115478516
2020-02-25,72.45915985107422
2020-02-26,72.66459655761719
2020-02-27,70.72653198242188
2020-02-28,68.79737091064453
2020-03-02,72.88787841796875
2020-03-03,69.6547622680664
2020-03-04,73.31658935546875
2020-03-05,71.91437530517578
2020-03-06,73.00399017333984
2020-03-09,68.7884521484375
2020-03-10,72.23589324951172
2020-03-11,69.74407958984375
2020-03-12,66.75214385986328
2020-03-13,72.9236068725586
2020-03-16,65.78753662109375
2020-03-17,70.99445343017578
2020-03-18,70.78905487060547
2020-03-19,66.53776550292969
2020-03-20,60.73247146606445
2020-03-23,56.10608673095703
2020-03-24,62.24184036254883
2020-03-25,63.18854522705078
2020-03-26,67.70774841308594
2020-03-27,66.59136962890625
2020-03-30,70.86048126220703
2020-03-31,70.47647094726562
2020-04-01,68.38655090332031
2020-04-02,70.94981384277344
2020-04-03,70.95875549316406
2020-04-06,73.88818359375
2020-04-07,73.17369079589844
2020-04-08,75.87092590332031
2020-04-09,76.84442138671875
2020-04-13,76.67474365234375
2020-04-14,79.9483642578125
2020-04-15,81.56275939941406
2020-04-16,86.10100555419922
2020-04-17,86.10997009277344
2020-04-20,87.89478302001953
2020-04-21,84.35206604003906
2020-04-22,85.6346206665039
2020-04-23,84.25341033935547
2020-04-24,84.36103057861328
2020-04-27,85.15926361083984
2020-04-28,82.02912902832031
2020-04-29,82.76460266113281
2020-04-30,82.59418487548828
2020-05-01,80.58513641357422
2020-05-04,80.56721496582031
2020-05-05,83.437255859375
2020-05-06,81.68833923339844
2020-05-07,84.29827117919922
2020-05-08,84.03816986083984
2020-05-11,86.16378021240234
2020-05-12,84.12787628173828
2020-05-13,82.65696716308594
2020-05-14,82.316162109375
2020-05-15,80.62102508544922
2020-05-18,80.96183013916016
2020-05-19,79.12323760986328
2020-05-20,80.80040740966797
2020-05-21,81.0694808959961
2020-05-22,82.03810119628906
2020-05-26,80.2533187866211
2020-05-27,81.40133666992188
2020-05-28,82.6031494140625
2020-05-29,85.1323471069336
2020-06-01,83.4193115234375
2020-06-02,83.06951141357422
2020-06-03,81.97532653808594
2020-06-04,79.15015411376953
2020-06-05,80.59412384033203
2020-06-08,83.01571655273438
2020-06-09,80.96183013916016
2020-06-10,82.65696716308594
2020-06-11,78.72860717773438
2020-06-12,79.84072875976562
2020-06-15,80.31609344482422
2020-06-16,80.48650360107422
2020-06-17,81.52688598632812
2020-06-18,80.97083282470703
2020-06-19,81.3295669555664
2020-06-22,81.0246353149414
2020-06-23,81.88565063476562
2020-06-24,78.29812622070312
2020-06-25,80.37886810302734
2020-06-26,79.5627212524414
2020-06-29,79.83177947998047
2020-06-30,82.00222778320312
2020-07-01,82.19059753417969
2020-07-02,82.71975708007812
2020-07-06,83.38343811035156
2020-07-07,82.926025390625
2020-07-08,83.03366088867188
2020-07-09,84.01126861572266
2020-07-10,83.44622039794922
2020-07-13,83.49107360839844
2020-07-14,85.3728256225586
2020-07-15,87.09253692626953
2020-07-16,86.79541015625
2020-07-17,89.36146545410156
2020-07-20,89.2083969116211
2020-07-21,88.40705871582031
2020-07-22,90.20780181884766
2020-07-23,90.7750244140625
2020-07-24,89.0913314819336
2020-07-27,90.02772521972656
2020-07-28,89.91068267822266
2020-07-29,92.30567169189453
2020-07-30,91.4142837524414
2020-07-31,90.61297607421875
2020-08-03,90.64900207519531
2020-08-04,89.97372436523438
2020-08-05,91.96354675292969
2020-08-06,91.61238861083984
2020-08-07,91.14419555664062
2020-08-10,90.07276153564453
2020-08-11,89.19037628173828
2020-08-12,90.62196350097656
2020-08-13,91.02716064453125
2020-08-14,90.02772521972656
2020-08-17,90.67599487304688
2020-08-18,90.90106964111328
2020-08-19,90.46892547607422
2020-08-20,91.50433349609375
2020-08-21,92.19760131835938
2020-08-24,91.2882308959961
2020-08-25,92.26065826416016
2020-08-26,92.90890502929688
2020-08-27,100.20188903808594
2020-08-28,99.75169372558594
2020-08-31,98.563232421875
2020-09-01,95.93414306640625
2020-09-02,98.53620910644531
2020-09-03,95.01576232910156
2020-09-04,93.78227233886719
2020-09-08,92.59378814697266
2020-09-09,95.26788330078125
2020-09-10,93.6382064819336
2020-09-11,94.26846313476562
2020-09-14,95.15982055664062
2020-09-15,95.9611587524414
2020-09-16,95.1688232421875
2020-09-17,96.03317260742188
2020-09-18,96.21326446533203
2020-09-21,95.39392852783203
2020-09-22,94.35850524902344
2020-09-23,92.49472045898438
2020-09-24,90.86508178710938
2020-09-25,93.14299774169922
2020-09-28,94.03437042236328
2020-09-29,94.70964813232422
2020-09-30,97.98699188232422
2020-10-01,97.81591796875
2020-10-02,95.88912200927734
2020-10-05,97.7438735961914
2020-10-06,95.66402435302734
2020-10-07,97.00558471679688
2020-10-08,97.72586822509766
2020-10-09,98.72527313232422
2020-10-12,99.98580169677734
2020-10-13,97.57282257080078
2020-10-14,97.33794403076172
2020-10-15,96.94950866699219
2020-10-16,99.07240295410156
2020-10-19,97.59992218017578
2020-10-20,97.88899993896484
2020-10-21,95.69380950927734
2020-10-22,98.90077209472656
2020-10-23,97.37406158447266
2020-10-26,98.46714782714844
2020-10-27,98.08772277832031
2020-10-28,96.13645935058594
2020-10-29,94.85368347167969
2020-10-30,94.95304107666016
2020-11-02,97.09403991699219
2020-11-03,98.9730224609375
2020-11-04,100.7526626586914
2020-11-05,102.55939483642578
2020-11-06,103.36339569091797
2020-11-09,98.81945037841797
2020-11-10,100.10224151611328
2020-11-11,101.76445007324219
2020-11-12,101.132080078125
2020-11-13,101.7192611694336
2020-11-16,102.68586730957031
2020-11-17,102.13484191894531
2020-11-18,99.16273498535156
2020-11-19,100.27389526367188
2020-11-20,100.17451477050781
2020-11-23,98.71105194091797
2020-11-24,97.21146392822266
2020-11-25,96.12742614746094
2020-11-27,97.22050476074219
2020-11-30,97.76250457763672
2020-12-01,98.00641632080078
2020-12-02,97.69927978515625
2020-12-03,97.13919830322266
2020-12-04,97.47343444824219
2020-12-07,96.82300567626953
2020-12-08,96.479736328125
2020-12-09,96.0461196899414
2020-12-10,96.22679138183594
2020-12-11,96.67849731445312
2020-12-14,96.4707260131836
2020-12-15,97.06692504882812
2020-12-16,96.9675521850586
2020-12-17,98.2684097290039
2020-12-18,98.44004821777344
2020-12-21,97.64507293701172
2020-12-22,97.81671905517578
2020-12-23,97.06692504882812
2020-12-24,97.87993621826172
2020-12-28,97.37406158447266
2020-12-29,97.86189270019531
2020-12-30,97.96125793457031
2020-12-31,98.9097900390625
2021-01-04,98.56651306152344
2021-01-05,99.78607177734375
2021-01-06,99.57830047607422
2021-01-07,100.54488372802734
2021-01-08,100.8249282836914
2021-01-11,100.12931823730469
2021-01-12,98.32260131835938
2021-01-13,101.31275177001953
2021-01-14,99.80712890625
2021-01-15,100.949951171875
2021-01-19,102.10183715820312
2021-01-20,102.39208221435547
2021-01-21,102.44651794433594
2021-01-22,102.34674072265625
2021-01-25,104.0519027709961
2021-01-26,104.06098937988281
2021-01-27,103.66191101074219
2021-01-28,109.19464111328125
2021-01-29,112.0970687866211
2021-02-01,111.14470672607422
2021-02-02,109.05859375
2021-02-03,109.04046630859375
2021-02-04,108.60508728027344
2021-02-05,112.49617767333984
2021-02-08,112.92245483398438
2021-02-09,113.51199340820312
2021-02-10,113.63899230957031
2021-02-11,115.04486083984375
2021-02-12,116.30558013916016
2021-02-16,116.11512756347656
2021-02-17,115.40763854980469
2021-02-18,113.74781799316406
2021-02-19,111.59822845458984
2021-02-22,111.15379333496094
2021-02-23,109.56651306152344
2021-02-24,110.99958038330078
2021-02-25,110.27398681640625
2021-02-26,108.64137268066406
2021-03-01,110.84539794921875
2021-03-02,111.1356430053711
2021-03-03,108.09716033935547
2021-03-04,105.22197723388672
2021-03-05,106.3466567993164
2021-03-08,104.87730407714844
2021-03-09,105.8477783203125
2021-03-10,105.10403442382812
2021-03-11,106.5915298461914
2021-03-12,105.85685729980469
2021-03-15,107.11759185791016
2021-03-16,107.22645568847656
2021-03-17,106.68223571777344
2021-03-18,107.12667083740234
2021-03-19,109.06767272949219
2021-03-22,110.1742172241211
2021-03-23,109.28533172607422
2021-03-24,107.04502868652344
2021-03-25,107.97926330566406
2021-03-26,110.71842193603516
2021-03-29,110.8635482788086
2021-03-30,108.61418151855469
2021-03-31,108.6957778930664
2021-04-01,107.87948608398438
2021-04-05,108.71394348144531
2021-04-06,108.81370544433594
2021-04-07,108.94070434570312
2021-04-08,108.64137268066406
2021-04-09,109.6572265625
2021-04-12,109.78421020507812
2021-04-13,111.57100677490234
2021-04-14,110.6060562133789
2021-04-15,112.82727813720703
2021-04-16,113.20050811767578
2021-04-19,113.36438751220703
2021-04-20,109.24053955078125
2021-04-21,111.6074447631836
2021-04-22,112.4267349243164
2021-04-23,112.25376892089844
2021-04-26,111.58922576904297
2021-04-27,110.78812408447266
2021-04-28,110.56051635742188
2021-04-29,110.15999603271484
2021-04-30,109.3133773803711
2021-05-03,108.81268310546875
2021-05-04,107.00111389160156
2021-05-05,107.88414764404297
2021-05-06,108.13903045654297
