Date,CMG
2020-01-02,17.163799285888672
2020-01-03,17.302600860595703
2020-01-06,17.160400390625
2020-01-07,17.20159912109375
2020-01-08,17.134599685668945
2020-01-09,17.253400802612305
2020-01-10,17.155399322509766
2020-01-13,17.260000228881836
2020-01-14,17.18440055847168
2020-01-15,17.301799774169922
2020-01-16,17.404800415039062
2020-01-17,17.562999725341797
2020-01-21,17.414600372314453
2020-01-22,17.583599090576172
2020-01-23,17.596799850463867
2020-01-24,17.39419937133789
2020-01-27,17.300600051879883
2020-01-28,17.556400299072266
2020-01-29,17.586000442504883
2020-01-30,17.599000930786133
2020-01-31,17.3351993560791
2020-02-03,17.346599578857422
2020-02-04,17.696399688720703
2020-02-05,17.0802001953125
2020-02-06,17.139999389648438
2020-02-07,17.284400939941406
2020-02-10,17.810199737548828
2020-02-11,17.815000534057617
2020-02-12,18.007400512695312
2020-02-13,18.259000778198242
2020-02-14,18.438800811767578
2020-02-18,18.55120086669922
2020-02-19,18.676799774169922
2020-02-20,18.551799774169922
2020-02-21,18.402799606323242
2020-02-24,17.700000762939453
2020-02-25,17.12019920349121
2020-02-26,16.94580078125
2020-02-27,15.111000061035156
2020-02-28,15.471599578857422
2020-03-02,15.376199722290039
2020-03-03,14.721400260925293
2020-03-04,15.3951997756958
2020-03-05,14.550999641418457
2020-03-06,14.461600303649902
2020-03-09,13.15719985961914
2020-03-10,14.024200439453125
2020-03-11,12.927800178527832
2020-03-12,12.0600004196167
2020-03-13,12.607199668884277
2020-03-16,11.43019962310791
2020-03-17,10.488200187683105
2020-03-18,9.304200172424316
2020-03-19,10.722999572753906
2020-03-20,11.319999694824219
2020-03-23,11.774200439453125
2020-03-24,13.281000137329102
2020-03-25,12.98960018157959
2020-03-26,13.222000122070312
2020-03-27,12.700599670410156
2020-03-30,12.799400329589844
2020-03-31,13.088000297546387
2020-04-01,12.387200355529785
2020-04-02,12.60319995880127
2020-04-03,12.220199584960938
2020-04-06,13.799799919128418
2020-04-07,14.086000442504883
2020-04-08,14.502400398254395
2020-04-09,15.420000076293945
2020-04-13,14.881600379943848
2020-04-14,15.706600189208984
2020-04-15,15.402000427246094
2020-04-16,15.734999656677246
2020-04-17,16.405399322509766
2020-04-20,16.17460060119629
2020-04-21,15.733799934387207
2020-04-22,17.645200729370117
2020-04-23,17.34040069580078
2020-04-24,17.64940071105957
2020-04-27,17.661399841308594
2020-04-28,17.36720085144043
2020-04-29,17.646799087524414
2020-04-30,17.570999145507812
2020-05-01,17.49839973449707
2020-05-04,17.5
2020-05-05,17.404600143432617
2020-05-06,17.34079933166504
2020-05-07,17.950199127197266
2020-05-08,18.516599655151367
2020-05-11,18.678600311279297
2020-05-12,18.597000122070312
2020-05-13,18.051799774169922
2020-05-14,18.643600463867188
2020-05-15,19.434999465942383
2020-05-18,19.971599578857422
2020-05-19,20.18160057067871
2020-05-20,20.599199295043945
2020-05-21,20.53420066833496
2020-05-22,21.11400032043457
2020-05-26,20.34000015258789
2020-05-27,19.799999237060547
2020-05-28,19.90180015563965
2020-05-29,20.07819938659668
2020-06-01,20.957599639892578
2020-06-02,21.177799224853516
2020-06-03,20.994199752807617
2020-06-04,20.831199645996094
2020-06-05,21.06920051574707
2020-06-08,20.984600067138672
2020-06-09,20.789400100708008
2020-06-10,20.579200744628906
2020-06-11,20.014799118041992
2020-06-12,19.836599349975586
2020-06-15,20.46500015258789
2020-06-16,20.63599967956543
2020-06-17,20.457599639892578
2020-06-18,20.600000381469727
2020-06-19,20.21660041809082
2020-06-22,21.405000686645508
2020-06-23,20.783199310302734
2020-06-24,20.958999633789062
2020-06-25,20.97800064086914
2020-06-26,20.663000106811523
2020-06-29,20.91900062561035
2020-06-30,21.047199249267578
2020-07-01,21.36720085144043
2020-07-02,21.128999710083008
2020-07-06,22.518400192260742
2020-07-07,22.18199920654297
2020-07-08,22.28860092163086
2020-07-09,22.311599731445312
2020-07-10,22.36079978942871
2020-07-13,21.778400421142578
2020-07-14,22.060400009155273
2020-07-15,22.67300033569336
2020-07-16,22.590200424194336
2020-07-17,22.72439956665039
2020-07-20,23.27440071105957
2020-07-21,23.261999130249023
2020-07-22,23.705400466918945
2020-07-23,22.42060089111328
2020-07-24,22.605199813842773
2020-07-27,22.858600616455078
2020-07-28,22.244600296020508
2020-07-29,23.061399459838867
2020-07-30,22.968000411987305
2020-07-31,23.103200912475586
2020-08-03,22.934200286865234
2020-08-04,23.291400909423828
2020-08-05,23.404800415039062
2020-08-06,23.736000061035156
2020-08-07,23.61240005493164
2020-08-10,23.219999313354492
