Date,MCD
2020-01-02,172.62318420410156
2020-01-03,172.0127716064453
2020-01-06,173.94715881347656
2020-01-07,174.20506286621094
2020-01-08,177.02493286132812
2020-01-09,179.12261962890625
2020-01-10,178.1941375732422
2020-01-13,177.54074096679688
2020-01-14,178.23715209960938
2020-01-15,180.34349060058594
2020-01-16,181.27194213867188
2020-01-17,182.24342346191406
2020-01-21,181.53843688964844
2020-01-22,181.77920532226562
2020-01-23,183.48143005371094
2020-01-24,181.60726928710938
2020-01-27,179.9737548828125
2020-01-28,180.87648010253906
2020-01-29,184.3583221435547
2020-01-30,185.8542022705078
2020-01-31,183.95428466796875
2020-02-03,184.99452209472656
2020-02-04,184.51307678222656
2020-02-05,184.2981719970703
2020-02-06,183.0086212158203
2020-02-07,181.92532348632812
2020-02-10,183.3009033203125
2020-02-11,185.46739196777344
2020-02-12,186.9547119140625
2020-02-13,186.9203338623047
2020-02-14,186.63658142089844
2020-02-18,185.82847595214844
2020-02-19,185.3814239501953
2020-02-20,184.9085693359375
2020-02-21,185.58773803710938
2020-02-24,183.56739807128906
2020-02-25,182.3466033935547
2020-02-26,180.62716674804688
2020-02-27,172.80369567871094
2020-02-28,167.97642517089844
2020-03-02,175.22601318359375
2020-03-03,172.5961151123047
2020-03-04,179.0929718017578
2020-03-05,171.56663513183594
2020-03-06,172.0337677001953
2020-03-09,161.652587890625
2020-03-10,172.89889526367188
2020-03-11,162.8550567626953
2020-03-12,147.17945861816406
2020-03-13,153.23516845703125
2020-03-16,128.9085235595703
2020-03-17,127.70602416992188
2020-03-18,118.77825927734375
2020-03-19,129.3324737548828
2020-03-20,128.45867919921875
2020-03-23,118.60520935058594
2020-03-24,140.10292053222656
2020-03-25,140.99398803710938
2020-03-26,144.7744598388672
2020-03-27,141.885009765625
2020-03-30,145.4492645263672
2020-03-31,143.04428100585938
2020-04-01,136.83279418945312
2020-04-02,139.713623046875
2020-04-03,138.70144653320312
2020-04-06,153.15724182128906
2020-04-07,151.9028778076172
2020-04-08,153.5465850830078
2020-04-09,158.91888427734375
2020-04-13,155.82180786132812
2020-04-14,159.16969299316406
2020-04-15,153.84939575195312
2020-04-16,155.2854461669922
2020-04-17,160.99510192871094
2020-04-20,157.14537048339844
2020-04-21,153.62445068359375
2020-04-22,161.32382202148438
2020-04-23,157.48272705078125
2020-04-24,159.1957244873047
2020-04-27,160.8134002685547
2020-04-28,160.84799194335938
2020-04-29,162.4830780029297
2020-04-30,162.25814819335938
2020-05-01,158.0191192626953
2020-05-04,157.33572387695312
2020-05-05,155.06048583984375
2020-05-06,153.0967559814453
2020-05-07,156.6868896484375
2020-05-08,156.7820281982422
2020-05-11,156.479248046875
2020-05-12,152.72476196289062
2020-05-13,149.506591796875
2020-05-14,151.7471923828125
2020-05-15,150.36302185058594
2020-05-18,155.57089233398438
2020-05-19,155.34596252441406
2020-05-20,159.26490783691406
2020-05-21,160.1127471923828
2020-05-22,159.53311157226562
2020-05-26,159.9050750732422
2020-05-27,162.39657592773438
2020-05-28,163.27029418945312
2020-05-29,162.26010131835938
2020-06-01,163.20936584472656
2020-06-02,163.36607360839844
2020-06-03,168.33004760742188
2020-06-04,168.28651428222656
2020-06-05,171.70028686523438
2020-06-08,176.48135375976562
2020-06-09,173.75555419921875
2020-06-10,170.51593017578125
2020-06-11,163.2964324951172
2020-06-12,164.7420654296875
