Date,KO
2020-01-02,45.141273498535156
2020-01-03,44.89499282836914
2020-01-06,44.87856674194336
2020-01-07,44.53379821777344
2020-01-08,44.61589431762695
2020-01-09,45.4285888671875
2020-01-10,45.58454895019531
2020-01-13,46.07708740234375
2020-01-14,45.970375061035156
2020-01-15,46.54500198364258
2020-01-16,46.64350509643555
2020-01-17,46.74201202392578
2020-01-21,46.930824279785156
2020-01-22,47.29202651977539
2020-01-23,47.472618103027344
2020-01-24,47.34947967529297
2020-01-27,47.18531036376953
2020-01-28,46.79948425292969
2020-01-29,46.79948425292969
2020-01-30,48.318153381347656
2020-01-31,47.94053649902344
2020-02-03,48.08829879760742
2020-02-04,48.301734924316406
2020-02-05,48.3099365234375
2020-02-06,48.42485809326172
2020-02-07,48.58904266357422
2020-02-10,49.048744201660156
2020-02-11,48.91740417480469
2020-02-12,48.7696418762207
2020-02-13,48.93381881713867
2020-02-14,49.21292495727539
2020-02-18,48.86815643310547
2020-02-19,49.06516647338867
2020-02-20,49.02411651611328
2020-02-21,49.360687255859375
2020-02-24,48.14575958251953
2020-02-25,47.46440887451172
2020-02-26,47.283809661865234
2020-02-27,45.092002868652344
2020-02-28,43.90990447998047
2020-03-02,45.904701232910156
2020-03-03,46.019622802734375
2020-03-04,48.36739730834961
2020-03-05,46.57784652709961
2020-03-06,45.36290740966797
2020-03-09,42.571842193603516
2020-03-10,44.04947280883789
2020-03-11,42.85916519165039
2020-03-12,38.713619232177734
2020-03-13,40.13795471191406
2020-03-16,37.4797477722168
2020-03-17,39.0697021484375
2020-03-18,37.14022445678711
2020-03-19,34.63937759399414
2020-03-20,31.716184616088867
2020-03-23,31.1033935546875
2020-03-24,32.66849899291992
2020-03-25,34.457191467285156
2020-03-26,36.67650604248047
2020-03-27,35.4509162902832
2020-03-30,37.26445388793945
2020-03-31,36.64337921142578
2020-04-01,34.8795280456543
2020-04-02,36.39494705200195
2020-04-03,36.29557418823242
2020-04-06,38.64736557006836
2020-04-07,38.51488494873047
2020-04-08,39.59968185424805
2020-04-09,40.57685089111328
2020-04-13,38.862674713134766
2020-04-14,40.510589599609375
2020-04-15,39.425777435302734
2020-04-16,39.00345230102539
2020-04-17,39.79842758178711
2020-04-20,38.531436920166016
2020-04-21,37.57912826538086
2020-04-22,37.82755661010742
2020-04-23,37.32241439819336
2020-04-24,37.62052536010742
2020-04-27,38.73846435546875
2020-04-28,38.70534133911133
2020-04-29,39.0200080871582
2020-04-30,38.0014533996582
2020-05-01,37.76129913330078
2020-05-04,37.380374908447266
2020-05-05,37.59568405151367
2020-05-06,37.05742263793945
2020-05-07,36.933204650878906
2020-05-08,38.18363952636719
2020-05-11,37.71163558959961
2020-05-12,37.11539077758789
2020-05-13,36.38666534423828
2020-05-14,36.18791198730469
2020-05-15,35.82355880737305
2020-05-18,37.23960876464844
2020-05-19,36.883522033691406
2020-05-20,38.0014533996582
2020-05-21,37.40522003173828
2020-05-22,37.28928756713867
2020-05-26,38.167083740234375
2020-05-27,38.697052001953125
2020-05-28,38.99517822265625
2020-05-29,38.65565872192383
2020-06-01,38.9123649597168
2020-06-02,38.83784484863281
2020-06-03,39.66593933105469
2020-06-04,39.682498931884766
2020-06-05,40.65137481689453
2020-06-08,41.28072738647461
2020-06-09,40.57685089111328
2020-06-10,40.26217269897461
2020-06-11,37.71163558959961
2020-06-12,38.10435485839844
2020-06-15,38.68930435180664
2020-06-16,39.082054138183594
2020-06-17,38.92327880859375
2020-06-18,39.2658805847168
2020-06-19,38.45532989501953
2020-06-22,38.221343994140625
2020-06-23,38.13778305053711
2020-06-24,37.31052780151367
2020-06-25,37.544498443603516
