Date,IHE
2020-01-02,48.0518913269043
2020-01-03,47.5372314453125
2020-01-06,47.594078063964844
2020-01-07,47.46541976928711
2020-01-08,47.372657775878906
2020-01-09,47.594078063964844
2020-01-10,47.71976089477539
2020-01-13,47.94417190551758
2020-01-14,48.69520950317383
2020-01-15,49.29365539550781
2020-01-16,49.446250915527344
2020-01-17,49.2487678527832
2020-01-21,49.245784759521484
2020-01-22,49.22483825683594
2020-01-23,49.0034065246582
2020-01-24,48.05787658691406
2020-01-27,47.989051818847656
2020-01-28,48.33015441894531
2020-01-29,48.449851989746094
2020-01-30,48.16559600830078
2020-01-31,47.644954681396484
2020-02-03,48.38999938964844
2020-02-04,48.96152114868164
2020-02-05,49.14105987548828
2020-02-06,49.19491958618164
2020-02-07,48.73411178588867
2020-02-10,49.066246032714844
2020-02-11,49.066246032714844
2020-02-12,48.64433288574219
2020-02-13,48.177555084228516
2020-02-14,48.23142623901367
2020-02-18,47.959129333496094
2020-02-19,47.85740280151367
2020-02-20,47.79158401489258
2020-02-21,47.86039733886719
2020-02-24,46.63656997680664
2020-02-25,45.84663009643555
2020-02-26,45.5683479309082
2020-02-27,43.9854736328125
2020-02-28,43.285301208496094
2020-03-02,45.05669021606445
2020-03-03,43.85980987548828
2020-03-04,45.98727035522461
2020-03-05,45.17039108276367
2020-03-06,44.53005599975586
2020-03-09,42.133304595947266
2020-03-10,43.515689849853516
2020-03-11,41.472023010253906
2020-03-12,38.83588409423828
2020-03-13,40.80177307128906
2020-03-16,37.14826202392578
2020-03-17,39.562984466552734
2020-03-18,37.67191696166992
2020-03-19,37.53127670288086
2020-03-20,36.4780158996582
2020-03-23,35.02381896972656
2020-03-24,37.21710205078125
2020-03-25,37.52285385131836
2020-03-26,39.741573333740234
2020-03-27,38.79755401611328
2020-03-30,40.77878952026367
2020-03-31,40.460105895996094
2020-04-01,38.98095703125
2020-04-02,40.13240051269531
2020-04-03,39.86785125732422
2020-04-06,41.74383544921875
2020-04-07,41.43717956542969
2020-04-08,42.79607391357422
2020-04-09,43.307159423828125
2020-04-13,42.74195861816406
2020-04-14,44.06778335571289
2020-04-15,43.51460266113281
2020-04-16,43.98661422729492
2020-04-17,45.11100387573242
2020-04-20,45.168121337890625
2020-04-21,43.81825637817383
2020-04-22,44.53676986694336
2020-04-23,44.99375534057617
2020-04-24,45.53791427612305
2020-04-27,46.43381881713867
2020-04-28,45.736331939697266
2020-04-29,46.36166000366211
2020-04-30,45.81749725341797
2020-05-01,44.7562370300293
2020-05-04,44.85245132446289
2020-05-05,45.658164978027344
2020-05-06,45.730316162109375
2020-05-07,44.945640563964844
2020-05-08,45.38458251953125
2020-05-11,46.701385498046875
2020-05-12,46.30754852294922
2020-05-13,45.61909103393555
2020-05-14,45.94377136230469
2020-05-15,46.668304443359375
2020-05-18,47.14031982421875
2020-05-19,46.659297943115234
2020-05-20,46.689361572265625
2020-05-21,46.280487060546875
2020-05-22,46.19029235839844
2020-05-26,46.22938919067383
2020-05-27,46.53302764892578
2020-05-28,46.92085647583008
2020-05-29,47.32971954345703
2020-06-01,46.91182327270508
2020-06-02,47.41390609741211
2020-06-03,47.52512741088867
2020-06-04,47.00503158569336
2020-06-05,47.311683654785156
2020-06-08,47.74160385131836
2020-06-09,47.495059967041016
2020-06-10,47.134307861328125
2020-06-11,44.6750602722168
2020-06-12,44.70212936401367
2020-06-15,44.51353454589844
2020-06-16,45.96870040893555
2020-06-17,45.7307014465332
2020-06-18,45.796966552734375
2020-06-19,46.4838752746582
2020-06-22,46.59234619140625
2020-06-23,46.664642333984375
2020-06-24,45.691524505615234
2020-06-25,46.2669563293457
2020-06-26,45.52883529663086
2020-06-29,45.601131439208984
2020-06-30,46.3603515625
2020-07-01,46.43868637084961
2020-07-02,46.514007568359375
2020-07-06,47.17981719970703
2020-07-07,46.926753997802734
2020-07-08,47.05930709838867
2020-07-09,46.55918884277344
2020-07-10,46.568233489990234
2020-07-13,46.703819274902344
2020-07-14,47.39373016357422
2020-07-15,48.29153060913086
2020-07-16,48.065574645996094
2020-07-17,48.508460998535156
2020-07-20,48.49038314819336
2020-07-21,48.18909454345703
2020-07-22,48.36384201049805
2020-07-23,47.95711898803711
2020-07-24,47.336490631103516
2020-07-27,47.65584182739258
2020-07-28,47.60161590576172
2020-07-29,47.77333068847656
2020-07-30,47.8305778503418
2020-07-31,47.48411560058594
2020-08-03,48.5687141418457
2020-08-04,48.44518280029297
2020-08-05,49.55388641357422
2020-08-06,49.14113235473633
2020-08-07,49.35504150390625
2020-08-10,49.234519958496094
2020-08-11,48.61992645263672
2020-08-12,49.20138168334961
2020-08-13,49.080875396728516
2020-08-14,49.13209533691406
2020-08-17,49.86719512939453
2020-08-18,49.65932846069336
2020-08-19,49.76176452636719
2020-08-20,49.9063720703125
2020-08-21,49.76778793334961
2020-08-24,49.734649658203125
2020-08-25,50.005794525146484
