Date,PODD
2021-12-15,269.0
2021-12-16,258.739990234375
2021-12-17,262.70001220703125
2021-12-20,256.8999938964844
2021-12-21,265.57000732421875
2021-12-22,269.3900146484375
2021-12-23,273.260009765625
2021-12-27,272.760009765625
2021-12-28,266.1700134277344
2021-12-29,270.19000244140625
2021-12-30,269.57000732421875
2021-12-31,266.07000732421875
2022-01-03,275.70001220703125
2022-01-04,273.54998779296875
2022-01-05,255.4499969482422
2022-01-06,260.42999267578125
2022-01-07,250.0800018310547
2022-01-10,240.6999969482422
2022-01-11,245.6699981689453
2022-01-12,242.77999877929688
2022-01-13,242.3699951171875
2022-01-14,242.7100067138672
2022-01-18,234.10000610351562
2022-01-19,235.02000427246094
2022-01-20,232.32000732421875
2022-01-21,224.13999938964844
2022-01-24,223.0
2022-01-25,211.82000732421875
2022-01-26,199.0
2022-01-27,194.8000030517578
2022-01-28,230.58999633789062
2022-01-31,248.0
2022-02-01,248.0800018310547
2022-02-02,253.19000244140625
2022-02-03,242.05999755859375
2022-02-04,243.49000549316406
2022-02-07,242.52999877929688
2022-02-08,247.69000244140625
2022-02-09,256.3500061035156
2022-02-10,252.80999755859375
2022-02-11,248.05999755859375
2022-02-14,245.55999755859375
2022-02-15,254.33999633789062
2022-02-16,252.3300018310547
2022-02-17,240.80999755859375
2022-02-18,234.17999267578125
2022-02-22,234.5399932861328
2022-02-23,230.82000732421875
2022-02-24,255.3699951171875
2022-02-25,262.3699951171875
2022-02-28,264.69000244140625
2022-03-01,260.8399963378906
2022-03-02,270.7099914550781
2022-03-03,265.3900146484375
2022-03-04,261.7099914550781
2022-03-07,261.8599853515625
2022-03-08,248.3000030517578
2022-03-09,249.3699951171875
2022-03-10,234.92999267578125
2022-03-11,223.25999450683594
2022-03-14,211.9600067138672
2022-03-15,216.07000732421875
2022-03-16,238.63999938964844
2022-03-17,248.27000427246094
2022-03-18,260.0299987792969
2022-03-21,253.41000366210938
2022-03-22,250.0
2022-03-23,243.11000061035156
2022-03-24,251.61000061035156
2022-03-25,251.94000244140625
2022-03-28,253.42999267578125
2022-03-29,260.6199951171875
2022-03-30,263.6499938964844
2022-03-31,266.3900146484375
2022-04-01,279.0199890136719
2022-04-04,270.92999267578125
2022-04-05,270.6499938964844
2022-04-06,267.2799987792969
2022-04-07,267.510009765625
2022-04-08,267.6300048828125
2022-04-11,258.1400146484375
2022-04-12,253.60000610351562
2022-04-13,265.2799987792969
2022-04-14,263.5
2022-04-18,257.0
2022-04-19,270.8299865722656
2022-04-20,273.2099914550781
2022-04-21,261.95001220703125
2022-04-22,249.3800048828125
2022-04-25,251.38999938964844
2022-04-26,240.2899932861328
2022-04-27,234.52000427246094
2022-04-28,237.9600067138672
2022-04-29,238.99000549316406
2022-05-02,247.1699981689453
2022-05-03,238.8699951171875
2022-05-04,247.00999450683594
2022-05-05,226.91000366210938
2022-05-06,205.57000732421875
2022-05-09,191.4600067138672
2022-05-10,190.24000549316406
2022-05-11,186.39999389648438
2022-05-12,189.02999877929688
2022-05-13,199.05999755859375
2022-05-16,196.91000366210938
2022-05-17,200.02999877929688
2022-05-18,190.02999877929688
2022-05-19,194.74000549316406
2022-05-20,198.72000122070312
2022-05-23,202.85000610351562
2022-05-24,217.8300018310547
2022-05-25,221.64999389648438
2022-05-26,229.05999755859375
2022-05-27,235.2100067138672
2022-05-31,213.47999572753906
2022-06-01,207.3800048828125
2022-06-02,213.88999938964844
2022-06-03,212.57000732421875
2022-06-06,212.02000427246094
2022-06-07,219.88999938964844
2022-06-08,219.41000366210938
2022-06-09,219.30999755859375
2022-06-10,221.2100067138672
2022-06-13,203.5
2022-06-14,205.5500030517578
2022-06-15,204.2899932861328
2022-06-16,198.3300018310547
2022-06-17,200.8000030517578
2022-06-21,204.77000427246094
2022-06-22,207.92999267578125
2022-06-23,218.97000122070312
2022-06-24,227.72999572753906
2022-06-27,228.2100067138672
2022-06-28,226.2100067138672
2022-06-29,221.94000244140625
2022-06-30,217.94000244140625
2022-07-01,226.4600067138672
2022-07-05,231.67999267578125
2022-07-06,230.32000732421875
2022-07-07,235.11000061035156
2022-07-08,235.50999450683594
2022-07-11,230.82000732421875
2022-07-12,224.60000610351562
2022-07-13,226.5500030517578
2022-07-14,227.47000122070312
2022-07-15,232.27999877929688
2022-07-18,225.3699951171875
2022-07-19,231.2100067138672
2022-07-20,236.97999572753906
2022-07-21,244.33999633789062
2022-07-22,240.63999938964844
2022-07-25,240.5800018310547
2022-07-26,239.5
2022-07-27,243.61000061035156
2022-07-28,247.47000122070312
2022-07-29,247.8000030517578
2022-08-01,245.67999267578125
2022-08-02,257.05999755859375
2022-08-03,260.8500061035156
2022-08-04,256.010009765625
2022-08-05,267.04998779296875
2022-08-08,263.05999755859375
2022-08-09,258.67999267578125
2022-08-10,262.489990234375
2022-08-11,264.0799865722656
2022-08-12,270.70001220703125
2022-08-15,270.6400146484375
2022-08-16,268.6099853515625
2022-08-17,266.6000061035156
2022-08-18,271.32000732421875
2022-08-19,267.4200134277344
2022-08-22,261.8900146484375
2022-08-23,259.8800048828125
2022-08-24,273.70001220703125
2022-08-25,282.8599853515625
2022-08-26,267.1700134277344
2022-08-29,263.7799987792969
2022-08-30,258.2200012207031
2022-08-31,255.47000122070312
2022-09-01,259.5299987792969
2022-09-02,254.35000610351562
2022-09-06,249.7899932861328
2022-09-07,262.8399963378906
2022-09-08,269.6300048828125
2022-09-09,268.9100036621094
2022-09-12,268.0
2022-09-13,252.72000122070312
2022-09-14,263.6000061035156
2022-09-15,259.1400146484375
2022-09-16,255.0
2022-09-19,254.63999938964844
2022-09-20,255.0399932861328
2022-09-21,250.38999938964844
2022-09-22,241.25
2022-09-23,234.19000244140625
2022-09-26,231.58999633789062
2022-09-27,230.58999633789062
2022-09-28,236.13999938964844
2022-09-29,231.17999267578125
2022-09-30,229.39999389648438
2022-10-03,232.97000122070312
2022-10-04,244.27000427246094
2022-10-05,245.07000732421875
2022-10-06,245.50999450683594
2022-10-07,237.2899932861328
2022-10-10,231.92999267578125
2022-10-11,232.77999877929688
2022-10-12,232.5500030517578
2022-10-13,234.25999450683594
2022-10-14,221.1199951171875
2022-10-17,224.16000366210938
2022-10-18,227.47000122070312
2022-10-19,215.82000732421875
2022-10-20,212.22000122070312
2022-10-21,227.0
2022-10-24,230.6199951171875
2022-10-25,238.02999877929688
2022-10-26,243.60000610351562
2022-10-27,243.30999755859375
2022-10-28,255.5500030517578
2022-10-31,258.80999755859375
2022-11-01,266.07000732421875
2022-11-02,261.70001220703125
2022-11-03,255.35000610351562
2022-11-04,313.0
2022-11-07,303.3900146484375
2022-11-08,304.29998779296875
2022-11-09,294.92999267578125
2022-11-10,304.9599914550781
2022-11-11,293.6700134277344
2022-11-14,290.0799865722656
2022-11-15,305.6700134277344
2022-11-16,299.239990234375
2022-11-17,297.45001220703125
2022-11-18,295.5299987792969
2022-11-21,290.6000061035156
2022-11-22,289.7300109863281
2022-11-23,292.6300048828125
2022-11-25,293.70001220703125
2022-11-28,292.30999755859375
2022-11-29,288.55999755859375
2022-11-30,299.3699951171875
2022-12-01,308.0
2022-12-02,308.05999755859375
2022-12-05,302.42999267578125
2022-12-06,299.9599914550781
2022-12-07,304.8900146484375
2022-12-08,303.3399963378906
2022-12-09,302.32000732421875
2022-12-12,300.8399963378906
2022-12-13,313.0
2022-12-14,311.8500061035156
2022-12-15,299.1300048828125
2022-12-16,298.989990234375
2022-12-19,294.2900085449219
2022-12-20,298.5400085449219
2022-12-21,301.4700012207031
2022-12-22,297.82000732421875
2022-12-23,292.0899963378906
2022-12-27,292.04998779296875
2022-12-28,290.0400085449219
2022-12-29,295.0400085449219
2022-12-30,294.3900146484375
2023-01-03,286.3800048828125
2023-01-04,279.7200012207031
2023-01-05,286.1600036621094
2023-01-06,292.30999755859375
2023-01-09,296.2699890136719
2023-01-10,299.05999755859375
2023-01-11,303.94000244140625
2023-01-12,306.2799987792969
2023-01-13,305.8900146484375
2023-01-17,298.9200134277344
2023-01-18,289.1600036621094
2023-01-19,292.3800048828125
2023-01-20,294.30999755859375
2023-01-23,294.82000732421875
2023-01-24,291.67999267578125
2023-01-25,289.70001220703125
2023-01-26,286.1300048828125
2023-01-27,285.5
2023-01-30,286.20001220703125
2023-01-31,287.32000732421875
2023-02-01,290.5299987792969
2023-02-02,292.95001220703125
2023-02-03,295.19000244140625
2023-02-06,292.1700134277344
2023-02-07,289.3599853515625
2023-02-08,288.07000732421875
2023-02-09,286.5400085449219
2023-02-10,294.8299865722656
2023-02-13,298.6099853515625
2023-02-14,293.20001220703125
2023-02-15,297.739990234375
2023-02-16,298.9100036621094
2023-02-17,296.0
2023-02-21,292.17999267578125
2023-02-22,287.7699890136719
2023-02-23,297.5799865722656
2023-02-24,294.3500061035156
2023-02-27,281.94000244140625
2023-02-28,276.3599853515625
2023-03-01,282.4800109863281
2023-03-02,282.95001220703125
2023-03-03,287.1700134277344
2023-03-06,290.57000732421875
2023-03-07,286.5199890136719
2023-03-08,286.1700134277344
2023-03-09,283.1199951171875
2023-03-10,280.3599853515625
2023-03-13,303.44000244140625
2023-03-14,312.7699890136719
2023-03-15,307.8900146484375
2023-03-16,312.3599853515625
2023-03-17,309.0899963378906
2023-03-20,318.29998779296875
2023-03-21,326.0299987792969
2023-03-22,315.1600036621094
2023-03-23,311.489990234375
2023-03-24,310.1700134277344
2023-03-27,314.92999267578125
2023-03-28,311.2900085449219
2023-03-29,312.8999938964844
2023-03-30,316.8800048828125
2023-03-31,318.9599914550781
2023-04-03,318.8399963378906
2023-04-04,319.9100036621094
2023-04-05,315.8900146484375
2023-04-06,317.7200012207031
2023-04-10,314.9200134277344
2023-04-11,314.0
2023-04-12,316.2900085449219
2023-04-13,317.1300048828125
2023-04-14,318.82000732421875
2023-04-17,321.2699890136719
2023-04-18,321.29998779296875
2023-04-19,326.1400146484375
2023-04-20,321.1400146484375
2023-04-21,319.29998779296875
2023-04-24,318.7699890136719
2023-04-25,321.3299865722656
2023-04-26,316.6700134277344
2023-04-27,316.2300109863281
2023-04-28,318.0400085449219
2023-05-01,318.8699951171875
2023-05-02,314.8399963378906
2023-05-03,320.989990234375
2023-05-04,322.2300109863281
2023-05-05,328.760009765625
2023-05-08,318.9800109863281
2023-05-09,319.7200012207031
2023-05-10,322.8500061035156
2023-05-11,321.2699890136719
2023-05-12,330.2300109863281
2023-05-15,320.7900085449219
2023-05-16,319.8699951171875
2023-05-17,313.1600036621094
2023-05-18,302.8699951171875
2023-05-19,301.0299987792969
2023-05-22,306.54998779296875
2023-05-23,296.42999267578125
2023-05-24,293.75
2023-05-25,277.04998779296875
2023-05-26,272.6300048828125
2023-05-30,272.5799865722656
2023-05-31,274.25
2023-06-01,272.4800109863281
2023-06-02,281.0299987792969
2023-06-05,284.07000732421875
2023-06-06,285.55999755859375
2023-06-07,278.79998779296875
2023-06-08,281.3399963378906
2023-06-09,283.0899963378906
2023-06-12,284.0899963378906
2023-06-13,281.4800109863281
2023-06-14,283.5899963378906
2023-06-15,287.1300048828125
2023-06-16,284.5
2023-06-20,288.7099914550781
2023-06-21,289.0799865722656
2023-06-22,291.4100036621094
2023-06-23,287.8500061035156
2023-06-26,296.739990234375
2023-06-27,293.8699951171875
2023-06-28,294.5400085449219
2023-06-29,290.9800109863281
2023-06-30,288.3399963378906
2023-07-03,283.42999267578125
2023-07-05,281.989990234375
2023-07-06,277.67999267578125
2023-07-07,278.6700134277344
2023-07-10,285.5299987792969
2023-07-11,282.5
2023-07-12,285.489990234375
2023-07-13,285.75
2023-07-14,290.8900146484375
2023-07-17,287.9599914550781
2023-07-18,285.3900146484375
2023-07-19,287.82000732421875
2023-07-20,278.8299865722656
2023-07-21,284.2799987792969
2023-07-24,279.6000061035156
2023-07-25,281.739990234375
2023-07-26,280.8699951171875
2023-07-27,277.57000732421875
2023-07-28,280.5299987792969
2023-07-31,276.75
2023-08-01,270.94000244140625
2023-08-02,268.739990234375
2023-08-03,265.2799987792969
2023-08-04,263.1400146484375
2023-08-07,260.8500061035156
2023-08-08,238.33999633789062
2023-08-09,229.69000244140625
2023-08-10,233.66000366210938
2023-08-11,225.27999877929688
2023-08-14,223.88999938964844
2023-08-15,219.0800018310547
2023-08-16,210.60000610351562
2023-08-17,208.2899932861328
2023-08-18,205.11000061035156
2023-08-21,196.52000427246094
2023-08-22,197.74000549316406
2023-08-23,188.52000427246094
2023-08-24,187.83999633789062
2023-08-25,183.0
2023-08-28,181.2100067138672
2023-08-29,189.47999572753906
2023-08-30,201.6199951171875
2023-08-31,191.7100067138672
2023-09-01,192.17999267578125
2023-09-05,186.97000122070312
2023-09-06,193.39999389648438
2023-09-07,178.52999877929688
2023-09-08,171.9199981689453
2023-09-11,175.25999450683594
2023-09-12,175.4600067138672
2023-09-13,176.97999572753906
2023-09-14,174.6999969482422
2023-09-15,169.67999267578125
2023-09-18,170.97999572753906
2023-09-19,167.3800048828125
2023-09-20,164.74000549316406
2023-09-21,159.92999267578125
2023-09-22,155.6999969482422
2023-09-25,154.6699981689453
2023-09-26,159.2899932861328
2023-09-27,161.6999969482422
2023-09-28,163.86000061035156
2023-09-29,159.49000549316406
2023-10-02,165.0399932861328
2023-10-03,156.8000030517578
2023-10-04,152.07000732421875
2023-10-05,146.0800018310547
2023-10-06,145.50999450683594
2023-10-09,144.6199951171875
2023-10-10,146.1300048828125
2023-10-11,133.4499969482422
