Date,QQQ
2020-01-02,208.08888244628906
2020-01-03,206.1827850341797
2020-01-06,207.51132202148438
2020-01-07,207.4823760986328
2020-01-08,209.04190063476562
2020-01-09,210.8131866455078
2020-01-10,210.2741241455078
2020-01-13,212.70004272460938
2020-01-14,211.8625030517578
2020-01-15,211.94915771484375
2020-01-16,213.9803466796875
2020-01-17,215.0392608642578
2020-01-21,214.94300842285156
2020-01-22,215.51100158691406
2020-01-23,216.20408630371094
2020-01-24,214.38467407226562
2020-01-27,209.9564208984375
2020-01-28,213.18136596679688
2020-01-29,213.5278778076172
2020-01-30,214.2884521484375
2020-01-31,210.89022827148438
2020-02-03,214.0766143798828
2020-02-04,218.97654724121094
2020-02-05,219.6985626220703
2020-02-06,221.59498596191406
2020-02-07,220.6419677734375
2020-02-10,223.30853271484375
2020-02-11,223.3470458984375
2020-02-12,225.5226593017578
2020-02-13,225.23387145996094
2020-02-14,225.87887573242188
2020-02-18,225.96548461914062
2020-02-19,228.13143920898438
2020-02-20,226.0136260986328
2020-02-21,221.67202758789062
2020-02-24,213.12356567382812
2020-02-25,207.3283233642578
2020-02-26,208.3969268798828
2020-02-27,197.961669921875
2020-02-28,198.1156768798828
2020-03-02,208.3391571044922
2020-03-03,201.6582794189453
2020-03-04,210.07196044921875
2020-03-05,203.6895294189453
2020-03-06,200.2528076171875
2020-03-09,186.3423614501953
2020-03-10,196.48880004882812
2020-03-11,187.93072509765625
2020-03-12,170.69911193847656
2020-03-13,185.15826416015625
2020-03-16,162.97853088378906
2020-03-17,175.33912658691406
2020-03-18,170.00595092773438
2020-03-19,171.02639770507812
2020-03-20,164.3262939453125
2020-03-23,164.4449462890625
2020-03-24,177.17918395996094
2020-03-25,175.86717224121094
2020-03-26,185.12835693359375
2020-03-27,178.7613067626953
2020-03-30,185.263427734375
2020-03-31,183.68133544921875
2020-04-01,175.8767852783203
2020-04-02,179.44622802734375
2020-04-03,176.8993682861328
2020-04-06,189.54678344726562
2020-04-07,189.46957397460938
2020-04-08,193.49244689941406
2020-04-09,193.7721710205078
2020-04-13,195.8656463623047
2020-04-14,204.384033203125
2020-04-15,202.03981018066406
2020-04-16,205.7250518798828
2020-04-17,207.6930694580078
2020-04-20,205.23300170898438
2020-04-21,197.65997314453125
2020-04-22,203.52549743652344
2020-04-23,203.0913543701172
2020-04-24,206.29417419433594
2020-04-27,207.95352172851562
2020-04-28,204.0367431640625
2020-04-29,211.27207946777344
2020-04-30,211.185302734375
2020-05-01,205.23300170898438
2020-05-04,207.62550354003906
2020-05-05,209.97940063476562
2020-05-06,211.27207946777344
2020-05-07,213.9925994873047
2020-05-08,216.9253387451172
2020-05-11,218.86441040039062
2020-05-12,214.281982421875
2020-05-13,211.60008239746094
2020-05-14,214.00225830078125
2020-05-15,215.3914337158203
2020-05-18,219.40467834472656
2020-05-19,218.854736328125
2020-05-20,223.2249298095703
2020-05-21,220.79379272460938
2020-05-22,221.55593872070312
2020-05-26,220.95782470703125
2020-05-27,222.16368103027344
2020-05-28,221.87432861328125
2020-05-29,225.12538146972656
2020-06-01,225.80067443847656
2020-06-02,227.3152618408203
2020-06-03,228.337890625
2020-06-04,226.73641967773438
2020-06-05,231.23199462890625
2020-06-08,233.0264129638672
2020-06-09,234.7146453857422
2020-06-10,237.53155517578125
2020-06-11,225.7620849609375
2020-06-12,227.5564422607422
2020-06-15,230.32516479492188
2020-06-16,234.28050231933594
2020-06-17,235.02333068847656
2020-06-18,235.66001892089844
2020-06-19,235.6214599609375
2020-06-22,238.4471435546875
2020-06-23,240.47659301757812
2020-06-24,235.5189971923828
2020-06-25,237.76104736328125
2020-06-26,232.1463165283203
2020-06-29,234.6782684326172
2020-06-30,239.27828979492188
2020-07-01,242.07113647460938
2020-07-02,243.71400451660156
2020-07-06,249.7056427001953
2020-07-07,247.98545837402344
2020-07-08,251.2518310546875
2020-07-09,253.36819458007812
2020-07-10,255.0980987548828
2020-07-13,249.85061645507812
2020-07-14,251.61907958984375
2020-07-15,252.13116455078125
2020-07-16,250.4110870361328
2020-07-17,250.70103454589844
2020-07-20,257.8135986328125
2020-07-21,255.12709045410156
2020-07-22,256.02581787109375
2020-07-23,249.33840942382812
2020-07-24,246.97073364257812
2020-07-27,251.37742614746094
2020-07-28,248.17868041992188
2020-07-29,251.03919982910156
2020-07-30,252.35353088378906
2020-07-31,256.8569641113281
2020-08-03,260.32623291015625
2020-08-04,261.29266357421875
2020-08-05,261.9400634765625
2020-08-06,265.4094543457031
2020-08-07,262.345947265625
2020-08-10,261.2249755859375
2020-08-11,256.2771301269531
2020-08-12,262.7228698730469
2020-08-13,263.32208251953125
2020-08-14,263.0127868652344
2020-08-17,266.0666198730469
2020-08-18,268.62744140625
2020-08-19,266.8204345703125
2020-08-20,270.5216064453125
2020-08-21,272.3964538574219
2020-08-24,274.09735107421875
2020-08-25,276.25238037109375
2020-08-26,282.14739990234375
2020-08-27,281.2679138183594
2020-08-28,282.69818115234375
2020-08-31,284.96917724609375
2020-09-01,289.83978271484375
2020-09-02,292.5843200683594
2020-09-03,277.75030517578125
2020-09-04,274.049072265625
2020-09-08,260.8771057128906
2020-09-09,268.54058837890625
2020-09-10,263.1867980957031
2020-09-11,261.3603515625
2020-09-14,265.9120788574219
2020-09-15,269.6809387207031
2020-09-16,265.3804016113281
2020-09-17,261.234619140625
2020-09-18,257.9006042480469
2020-09-21,258.51910400390625
2020-09-22,263.32208251953125
2020-09-23,255.2816925048828
2020-09-24,256.470458984375
2020-09-25,262.43292236328125
2020-09-28,267.8834533691406
2020-09-29,266.6753845214844
2020-09-30,268.501953125
2020-10-01,272.7636413574219
2020-10-02,265.0906066894531
2020-10-05,270.74395751953125
2020-10-06,265.9120788574219
2020-10-07,270.5120544433594
2020-10-08,271.95196533203125
2020-10-09,276.107421875
2020-10-12,284.6309509277344
2020-10-13,284.62127685546875
2020-10-14,282.2440490722656
2020-10-15,280.349853515625
2020-10-16,278.8133239746094
2020-10-19,274.2616271972656
2020-10-20,274.85113525390625
2020-10-21,274.63848876953125
2020-10-22,274.62884521484375
2020-10-23,275.16998291015625
2020-10-26,271.0435791015625
2020-10-27,273.1598815917969
