Date,GAMING_ETF,BETTING_FINTECH,QQQ,ARKK,BTC,SPY
2016-01-04,,,,,,
2016-01-05,,,-0.0017365428147580564,0.007964258383688019,-0.0026149038936568287,0.0016903748937700347
2016-01-06,,,-0.009652377408576307,-0.017000501335120564,-0.006631301754831982,-0.01269466715485015
2016-01-07,,,-0.03181425271228834,-0.04012882798880383,0.06527232134918742,-0.024283881734019245
2016-01-08,,,-0.008234423427751686,-0.011615757866256874,-0.010574244034119464,-0.011037435303269245
2016-01-11,,,0.0030719878178270816,-0.035679570776735815,-0.010651593504243833,0.0009897298902096247
2016-01-12,,,0.011531010469705155,0.014479047627108579,-0.028817166747445385,0.008035962835642554
2016-01-13,,,-0.03509800403294453,-0.031127517073859367,-0.007646965823602343,-0.02525731289178753
2016-01-14,,,0.021071836210317794,0.008913655364757097,-0.0047874381276169385,0.01628358178055361
2016-01-15,,,-0.03152863920645253,-0.04017525844169403,-0.1664338052665779,-0.02169955480095758
2016-01-19,,,0.002179351573580571,0.010339317262076146,0.04250046877677477,0.0013305681261502693
2016-01-20,,,-0.0030722492993181076,-0.026050963356257388,0.10023896012970848,-0.012898352754024504
2016-01-21,,,0.0009920141440788223,0.00875925710648754,-0.024006242647881867,0.005586240096385993
2016-01-22,,,0.028542749688931144,0.019004373771483184,-0.07008821442776687,0.02030778243635064
2016-01-25,,,-0.014951947191060523,-0.012051984783789459,0.02385489994923802,-0.015232048124317332
2016-01-26,,,0.008959017675453821,-0.01571164609418112,0.0010894589086653844,0.013550661803733986
2016-01-27,,,-0.025230479316013688,-0.010198373690502534,0.007162729626808814,-0.010942472426222786
2016-01-28,,,0.014019169941936183,-0.02380434756940224,-0.037883344154560815,0.0051952934231805255
2016-01-29,,,0.020667273290387807,0.01565362076385171,-0.002145413118275195,0.024085196058804756
2016-02-01,,,0.0026854403847226082,0.008032205288749063,-0.01705753894762533,-0.0003613605192639165
2016-02-02,,,-0.021883158163521765,-0.02490006977407945,0.0037243945294053483,-0.018186695615293402
2016-02-03,,,-0.0048080479781823,-0.005665963399681092,-0.012087764139591044,0.005976887882442414
2016-02-04,,,-9.864980261271806e-05,0.00930465576023607,0.051739984040954964,0.0015674430419001521
2016-02-05,,,-0.035344241672731876,-0.06373183443188314,-0.007846488370578815,-0.019233899622783043
2016-02-08,,,-0.015405534508751156,-0.04621279178659706,-0.034482598450656377,-0.013552623258776111
2016-02-09,,,-0.0031099632308785588,0.004045782378253437,0.00689017662225599,5.388070929404439e-05
2016-02-10,,,0.003834194947504828,0.013037154017077314,0.014835057495084155,-0.0008634168346450714
2016-02-11,,,-0.001449328589895836,-0.018435176127538328,-0.005241013735836203,-0.013092985230930373
2016-02-12,,,0.015110583502074294,0.011436377018793766,0.012066925497952042,0.020407113999928252
2016-02-16,,,0.022296099996283906,0.03934934167874509,0.058684285313584716,0.016737306629700265
2016-02-17,,,0.022395475019528568,0.03662021551464862,0.021447477040665734,0.016202723401347412
2016-02-18,,,-0.011480636836029847,-0.0037267706896188767,0.014429798757375453,-0.004104219773803779
2016-02-19,,,0.0029563458242655954,0.0018651214462763307,-0.003766753265904786,-0.0004684931828797136
2016-02-22,,,0.016105021008636467,0.022721226161160173,0.039521346886608834,0.014375358133817927
2016-02-23,,,-0.016597138768248393,-0.010375367493382375,-0.03963782937665178,-0.012710381223171707
2016-02-24,,,0.009503790059943073,0.008552310051591487,0.00997770875420976,0.0045654978945247
2016-02-25,,,0.009800860596052684,0.005459482037382135,-0.0009675826813181336,0.012038989361944126
2016-02-26,,,-0.0012562354130742676,0.02921227674836984,0.017761730167476383,-0.0023038048250559945
2016-02-29,,,-0.00903200647154527,0.004689191549278907,0.012749472672049988,-0.007873586692621361
2016-03-01,,,0.03159292694314506,0.022265026452847773,-0.005898152327929521,0.023235026289280678
2016-03-02,,,0.000378250162460152,0.013914780480213503,-0.0259211734527871,0.0044821112208892795
2016-03-03,,,-0.0018917501225668054,0.023136887323655965,-0.0055295837758946205,0.003912162005304623
