date,regime,spy_rv,lag,total_connectedness,GAMING_ETF_net,GAMING_ETF_to,GAMING_ETF_from,BETTING_FINTECH_net,BETTING_FINTECH_to,BETTING_FINTECH_from,QQQ_net,QQQ_to,QQQ_from,ARKK_net,ARKK_to,ARKK_from,BTC_net,BTC_to,BTC_from,SPY_net,SPY_to,SPY_from
2020-08-13,normal,0.10907100625806389,1,0.5143134003827695,0.19375691920702598,0.8253152172708933,0.6315582980638673,0.3116036981490189,0.41680296741765344,0.10519926926863456,0.058686381435135715,0.7479724964498164,0.6892861150146807,-0.5333950972147792,0.24574655159930536,0.7791416488140845,-0.15041550276826288,0.105794151217719,0.2562096539859819,0.11976360119186147,0.7442490183412289,0.6244854171493674
2020-09-14,stress,0.21125296315913922,1,0.5060375687864379,0.177111257830182,0.7921210583575712,0.6150098005273892,0.22479688647726737,0.2906482096827683,0.06585132320550093,0.1679345044217445,0.8344083909348062,0.6664738865130617,-0.553621322171013,0.23775196333683102,0.791373285507844,-0.20295287061243716,0.07803462480978655,0.28098749542222373,0.1867315440542563,0.8032611655968642,0.6165296215426079
2020-10-13,stress,0.19390930254673827,1,0.499233897039329,0.15870973949792855,0.7415323727195491,0.5828226332216205,0.21135984781286424,0.27204524790281365,0.0606854000899494,0.17837656368865396,0.828468876948415,0.650092313259761,-0.5575734550434148,0.2407353507030341,0.7983088057464489,-0.17146392025985022,0.1290824122844955,0.3005463325443457,0.18059122430381835,0.7835391216776668,0.6029478973738485
2020-11-11,stress,0.21319911873856,1,0.48947135172558154,0.24394488450556728,0.7855927358238861,0.5416478513183188,0.06636100991627064,0.12444174700946299,0.05808073709319235,0.22031825128686866,0.8568051200304814,0.6364868687436127,-0.5509524868039375,0.24750080687690007,0.7984532936808376,-0.18897562190586337,0.12316758826128638,0.31214321016714974,0.20930396300109422,0.799320112351472,0.5900161493503778
2020-12-11,normal,0.1258813812965687,1,0.49024312628955097,0.10324140734654752,0.6818913129022041,0.5786499055556565,0.10064783919442499,0.15939336061788217,0.05874552142345719,0.30832992980383334,0.9248929069604165,0.6165629771565831,-0.5410575267676396,0.25785222495768945,0.7989097517253291,-0.20611570031905255,0.10833176883499143,0.314447469154044,0.23495405074188647,0.8090971834641222,0.5741431327222357
2021-01-13,normal,0.10540063842195628,1,0.49250786522057455,0.05066217854890398,0.6506408160803991,0.5999786375314952,0.06583993124364002,0.15946026888681597,0.09362033764317595,0.2091620384856483,0.8385303943845854,0.6293683558989371,-0.35683398565896673,0.38076682216251734,0.7376008078214841,-0.13394077254679146,0.18106752931346312,0.3150083018602546,0.16511060992756577,0.744581360495666,0.5794707505681003
2021-02-12,normal,0.16196223212205016,1,0.49158782665547557,-0.001427785994334907,0.6091737748201349,0.6106015608144698,0.02632115606946886,0.12016706719553441,0.09384591112606555,0.15846345394117223,0.7991229128722945,0.6406594589311223,-0.2271720113500828,0.4887709919549461,0.7159430033050289,-0.04103035438903632,0.24763293764906477,0.2886632920381011,0.08484554172281311,0.6846592754408786,0.5998137337180655
2021-03-16,normal,0.17842944952952247,1,0.4429224141070296,-0.057098226638409355,0.5097582549241828,0.5668564815625922,0.015502519543145549,0.08241669525789132,0.06691417571474577,0.06280560403242763,0.7233766701131317,0.660571066080704,0.051469730226523236,0.6756394304287314,0.6241697002022082,0.01485885079613028,0.1530343314583548,0.13817548066222451,-0.08753847795981684,0.5133091024598861,0.600847580419703
2021-04-15,normal,0.11724597440500789,1,0.40465465815251145,-0.10795095560102685,0.4240728211003203,0.5320237767013472,0.009763143276843994,0.07080856308373128,0.06104541980688728,0.09305572188738187,0.7268677221471628,0.6338120002597809,0.030766554061897433,0.614166502617605,0.5833999485557075,0.01698147076245024,0.08370795488288166,0.06672648412043142,-0.04261593438754674,0.508304385083368,0.5509203194709147
2021-05-14,normal,0.14379201970426453,1,0.41522247239651744,-0.09319250552738101,0.4707129022147861,0.5639054077421671,-0.07092843541805402,0.05642227721924351,0.12735071263729753,0.13661133422052063,0.7662320058150089,0.6296206715944883,0.0009129316379125063,0.5859688257332748,0.5850558940953623,0.029225732936442532,0.08054985288531766,0.051324119948875126,-0.0026290578494405636,0.5314489705114737,0.5340780283609142
