Date,GAMING_ETF,BETTING_FINTECH,QQQ,ARKK,BTC,SPY
2016-01-04,,,,,,
2016-01-05,,,,,,
2016-01-06,,,,,,
2016-01-07,,,,,,
2016-01-08,,,,,,
2016-01-11,,,,,,
2016-01-12,,,,,,
2016-01-13,,,,,,
2016-01-14,,,,,,
2016-01-15,,,,,,
2016-01-19,,,,,,
2016-01-20,,,,,,
2016-01-21,,,,,,
2016-01-22,,,,,,
2016-01-25,,,,,,
2016-01-26,,,-2.4313693395271447,-2.20094300809208,-0.09730653882389775,-2.873682623104873
2016-01-27,,,-2.417256640851584,-2.269901663901323,-0.16277253514052667,-2.9270791723657736
2016-01-28,,,-2.4176397824422944,-2.3082750059858577,-0.20829056073488028,-2.9662021589805594
2016-01-29,,,-2.3802473751181754,-2.2648759052171337,-0.2683606419364017,-2.8269333382560657
2016-02-01,,,-2.4328599114113927,-2.27940645135288,-0.323787059590046,-2.8834114593277222
2016-02-02,,,-2.4315954151842964,-2.3010215127733726,-0.3753927441512935,-2.876804363110744
2016-02-03,,,-2.4826330269342196,-2.3501980416786616,-0.426260213691079,-2.911055445986477
2016-02-04,,,-2.4813583577099587,-2.3437811006365488,-0.3637044762004785,-2.911282720164545
2016-02-05,,,-2.3480029554698483,-2.0325905236085746,-0.3636034029049692,-2.871373646345967
2016-02-08,,,-2.4352937269990877,-1.9966183763999348,-0.44942671511300814,-2.953439344141241
2016-02-09,,,-2.438088385881124,-1.9740223796847147,-0.4442898044981787,-2.972861471908724
2016-02-10,,,-2.4365295886424243,-1.984738719029533,-0.43395053726403415,-2.974456085334462
2016-02-11,,,-2.4706568518187977,-2.032715956852869,-0.4430806982148704,-2.971343408032096
2016-02-12,,,-2.580498944881088,-2.0354740484899305,-0.43668191799750267,-2.9890135302566883
2016-02-16,,,-2.570970275072901,-1.8637676118289566,-0.3626244484866913,-2.985146433084323
2016-02-17,,,-2.645864697067202,-1.8217315000417191,-1.067912136868265,-3.0458177975377265
2016-02-18,,,-2.621406078412634,-1.8372593233646113,-1.1159302540150784,-3.0385700912444538
2016-02-19,,,-2.622092828904265,-1.8764404481315051,-1.5709805355179696,-3.0922229136617716
2016-02-22,,,-2.5821457506183365,-1.8356118125853973,-1.5244616323738276,-3.053139851012194
2016-02-23,,,-2.675323983003274,-1.8690208221943894,-1.7561226597569541,-3.0993961549577183
2016-02-24,,,-2.69603022488692,-1.864910433491758,-1.7821918160516996,-3.1711077895230093
2016-02-25,,,-2.6931383144756627,-1.8758082307493777,-1.78103193636146,-3.181549116639723
2016-02-26,,,-2.82669410339158,-1.8127434596351266,-1.7677539359424266,-3.225204536244216
2016-02-29,,,-2.843631921876832,-1.8606758611818128,-1.9127279902832226,-3.2026108449135946
2016-03-01,,,-2.7291855966856473,-1.8425876617629289,-1.9059454629133532,-3.2145772429506136
2016-03-02,,,-2.7299284391694396,-1.8344232869812387,-1.8650380777813769,-3.211913257090895
2016-03-03,,,-2.835803016492149,-1.8681776437695221,-1.8548871881998215,-3.3441815468793368
2016-03-04,,,-2.8446044169213076,-1.8564989109241892,-1.8029887891258727,-3.3487271847233906
2016-03-07,,,-2.8319707705742516,-1.8532727975870424,-1.9930837031510247,-3.3481647222557083
2016-03-08,,,-3.157487376826793,-2.291707136447247,-2.00276839949816,-3.457427507774824
2016-03-09,,,-3.2645761068951744,-2.672644002694259,-2.152272324283076,-3.5720736989573494
2016-03-10,,,-3.2711029662485576,-2.6176077309885226,-2.152645000836247,-3.57411940224594
2016-03-11,,,-3.2161119317503473,-2.62055982408245,-2.159555421767417,-3.5198414014963646
2016-03-14,,,-3.2251271896067872,-2.711376454734169,-2.1383381520079956,-3.6457130157786417
2016-03-15,,,-3.254918068818512,-2.4431171849707995,-2.143980876961555,-3.759491720421555
2016-03-16,,,-3.365059521293758,-2.6002214048890058,-2.5581492483534354,-3.855368725219416
2016-03-17,,,-3.5106538839714942,-2.7708606127426787,-2.619420780814774,-3.956946056612935
2016-03-18,,,-3.5973283729162566,-2.7381454333168556,-2.5423407641445737,-3.990266320863471
2016-03-21,,,-3.596884728463489,-2.741779564211776,-2.526571695187741,-3.9974066228277754
2016-03-22,,,-3.6839214594906657,-2.79077086843676,-2.7994139404988365,-4.082500842599256
2016-03-23,,,-3.817393244304476,-2.842852285881298,-3.163173739192845,-4.20208781856025
2016-03-24,,,-3.8430168351880205,-2.5682252395091587,-3.193950709040152,-4.196307746871847
2016-03-28,,,-3.8722581730933587,-2.5643458923927076,-3.087263048206944,-4.27520868146271
2016-03-29,,,-3.76984257148621,-2.554196675291021,-3.0992880857143335,-4.252654015616715
2016-03-30,,,-3.848494821183828,-2.553902978382844,-3.1622805081942795,-4.359556782816522
2016-03-31,,,-4.528745183909946,-2.5964992615121236,-3.151969003935812,-4.861261308874269
2016-04-01,,,-4.447065539882409,-2.610747299365053,-3.340825603514851,-4.834677438539803
2016-04-04,,,-4.426833867562708,-2.6262434687080587,-3.3238575206897436,-4.79905382346234
2016-04-05,,,-4.298329469970732,-2.672476158405871,-3.5916959741670382,-4.619429165375581
2016-04-06,,,-4.181754867037553,-2.6745716771110626,-3.610469292863954,-4.510797264166512
2016-04-07,,,-4.049876685946269,-2.7434845230225045,-3.6089426190258656,-4.479454410427278
2016-04-08,,,-4.05678758345286,-2.7789444398511223,-3.590306545599477,-4.490965443980949
2016-04-11,,,-4.042637493526533,-2.8115913638102183,-3.5919854153686024,-4.475836687852128
2016-04-12,,,-4.198070220789611,-2.812673476974537,-3.6258933354490512,-4.66404378562959
2016-04-13,,,-4.101951623821277,-2.8850028489637336,-3.702798655561324,-4.573389301923547
2016-04-14,,,-4.103476705903288,-3.206066858740495,-3.7026976051762936,-4.5830779070905425
2016-04-15,,,-4.12853915313223,-3.1177690333451586,-3.636622066177855,-4.598357732808918
2016-04-18,,,-4.121540850443643,-3.117354512766132,-3.6566090833486213,-4.589276859005001
2016-04-19,,,-4.076450309639302,-3.0478194008174575,-4.0158429067577,-4.593596364728783
2016-04-20,,,-4.081245175597937,-3.0505470957305483,-3.967750722310764,-4.59351173524236
2016-04-21,,,-4.083025128035334,-3.050899266103226,-3.8723829777959913,-4.545160424781606
