Date,GAMING_ETF,BETTING_FINTECH,QQQ,ARKK,BTC,SPY
2016-01-04,,,,,,
2016-01-05,,,,,,
2016-01-06,,,,,,
2016-01-07,,,,,,
2016-01-08,,,,,,
2016-01-11,,,,,,
2016-01-12,,,,,,
2016-01-13,,,,,,
2016-01-14,,,,,,
2016-01-15,,,,,,
2016-01-19,,,,,,
2016-01-20,,,,,,
2016-01-21,,,,,,
2016-01-22,,,,,,
2016-01-25,,,,,,
2016-01-26,,,0.08791636266853617,0.11069871923853199,0.9072778475179014,0.05649050969857021
2016-01-27,,,0.08916589621124309,0.10332233979936555,0.8497844624355748,0.053553229583035204
2016-01-28,,,0.08913173959172187,0.09943262429048119,0.8119710754206657,0.05149852250628378
2016-01-29,,,0.09252768553185176,0.10384292000588745,0.7646319729164889,0.05919410380473164
2016-02-01,,,0.08778541462800687,0.10234493528898334,0.7234042678815095,0.05594358755244104
2016-02-02,,,0.08789648916559115,0.10015648022495778,0.6870194028460291,0.05631443598534756
2016-02-03,,,0.08352301735784984,0.09535027691666187,0.6529464143163047,0.05441826391012877
2016-02-04,,,0.08362954945989244,0.09596410135394634,0.695096581875948,0.05440589744924582
2016-02-05,,,0.09555980888097616,0.13099573358405853,0.6951668411287929,0.05662109567476902
2016-02-08,,,0.08757202090309231,0.13579371080237612,0.6379937989046636,0.05216000079832551
2016-02-09,,,0.08732762863235424,0.13889703435236458,0.641279548097601,0.05115671708668896
2016-02-10,,,0.08746386085050187,0.13741651364687493,0.6479443036907646,0.051075206904533724
2016-02-11,,,0.08452931742634327,0.13097930339466132,0.6420553921731375,0.051234435226722184
2016-02-12,,,0.07573620630166768,0.13061854819969848,0.6461769358790033,0.050337068134355435
2016-02-16,,,0.07646132080691827,0.15508721971672373,0.6958477109953601,0.050532103335573786
2016-02-17,,,0.07094398205624071,0.161745445983341,0.3437254202933159,0.04755740365247993
2016-02-18,,,0.07270056812760377,0.1592532902245574,0.32761037613523836,0.04790333784736525
2016-02-19,,,0.07265065811645555,0.15313422589052306,0.20784128654620643,0.045400919725715
2016-02-22,,,0.07561158612322424,0.15951587798568087,0.21773824844029394,0.04721045752818659
2016-02-23,,,0.06888450726946482,0.15427465009427127,0.17271323511145698,0.04507641324585439
2016-02-24,,,0.06747283366279626,0.15491008391888597,0.1682689281483833,0.04195709242160274
2016-02-25,,,0.06766824146797976,0.1532310706202279,0.16846421309238377,0.041521283862940295
2016-02-26,,,0.059208266792230284,0.1632057734986602,0.17071599749953287,0.0397476508095082
2016-02-29,,,0.05821385328631652,0.1555674527267732,0.14767697514100164,0.04065591889262399
2016-03-01,,,0.0652724260081025,0.15840699148797466,0.1486820027282051,0.040172313262925495
2016-03-02,,,0.06522395688166116,0.1597055794012194,0.15489031179318288,0.04027947441219442
2016-03-03,,,0.05867139271606107,0.15440478600700597,0.1564705933086479,0.03528908570376872
2016-03-04,,,0.058157268121234416,0.15621860921634698,0.16480558216291288,0.035129038334132966
2016-03-07,,,0.05889666729977918,0.1567234019768862,0.1362745464975809,0.03514880265760195
2016-03-08,,,0.04253247491561672,0.10109373356321245,0.1349611391354041,0.03151071882265671
2016-03-09,,,0.03821312983328742,0.06906936398835321,0.11621976839604581,0.02809752731234186
2016-03-10,,,0.037964530278450745,0.0729772352499551,0.1161764640830646,0.028040106860741407
2016-03-11,,,0.04011070854767259,0.07276211733774283,0.11537640337522903,0.029604129866302238
2016-03-14,,,0.03975072527555001,0.06644528471474392,0.1178505299424093,0.026102791414905555
2016-03-15,,,0.03858398166508839,0.08688957789021659,0.11718740449252153,0.02329557793280441
2016-03-16,,,0.03455995890331156,0.07425713540130896,0.07744794469593187,0.0211657974077767
2016-03-17,,,0.029877371613811883,0.06260810012117615,0.07284504375717617,0.019121420850740645
2016-03-18,,,0.02739681874389019,0.06469020791810573,0.0786820079428222,0.018494787815985434
2016-03-21,,,0.027408975887118953,0.06445554189633577,0.07993258425104514,0.018363199793678814
2016-03-22,,,0.025124257545412004,0.06137388438457133,0.06084571128531274,0.016865235469760397
2016-03-23,,,0.021985035780536136,0.058259256598583706,0.04229130618658837,0.014964301336894158
2016-03-24,,,0.02142885630374863,0.07667149819227946,0.04100953364101465,0.015051046527168132
2016-03-28,,,0.02081132065861697,0.07696951122234667,0.045626661541316886,0.013909145735161207
2016-03-29,,,0.0230556925249618,0.07775466913231877,0.04508128488297151,0.014226426502227852
2016-03-30,,,0.02131179026427137,0.07777750879207317,0.04232909896866285,0.01278405240580727
2016-03-31,,,0.010794212229521092,0.07453404613743114,0.042767833774431656,0.0077407141995564045
2016-04-01,,,0.011712887491018831,0.07347961187299581,0.03540771281871523,0.007949251933807905
2016-04-04,,,0.011952272205864187,0.07234973634365299,0.03601363999751284,0.00823753742759151
2016-04-05,,,0.013591244540720868,0.06908095785957336,0.027551563936299768,0.009858421883909294
2016-04-06,,,0.015271684162622683,0.06893634898821115,0.02703915450608578,0.010989694892169598
2016-04-07,,,0.01742452309560678,0.06434574148129948,0.027080466002593548,0.011339598133811843
2016-04-08,,,0.01730451914681635,0.06210402722748228,0.027589871473083002,0.011209816034158805
2016-04-11,,,0.01755112024955114,0.06010926043859258,0.027543590532471584,0.011380695949759989
2016-04-12,,,0.015024542812965938,0.060044250596812794,0.02662530128348635,0.009428259251618372
2016-04-13,,,0.01654036321444049,0.05585463030844157,0.02465443046840205,0.010322912790507675
2016-04-14,,,0.016515157028356597,0.040515653992767485,0.02465692193398335,0.010223381103524339
2016-04-15,,,0.016106390515124046,0.0442557914615742,0.026341172490423743,0.010068357007219777
2016-04-18,,,0.016219503248790713,0.04427414020061981,0.025819917539883153,0.010160202876747798
2016-04-19,,,0.016967588466289367,0.04746230780098704,0.01802775233031561,0.01011641047069959
2016-04-20,,,0.01688642589080679,0.047333021512099165,0.018915932405746797,0.010117266653559281
2016-04-21,,,0.016856395589887774,0.047316355159108196,0.020808723469992352,0.010618469014017308
2016-04-22,,,0.019073434729931924,0.04751570779867774,0.022329112108016233,0.00987024915698581
2016-04-25,,,0.019077835434295084,0.03271227657954189,0.03335252093882591,0.009947245875283783
2016-04-26,,,0.019411747469696608,0.03300124708244523,0.03126003956350365,0.00994153398447004
