Date,ESPO,HERO,NERD,GAMR,DKNG,FLUT,HOOD,QQQ,ARKK,BTC-USD,SPY
2016-01-04,,,,,,126.82585144042967,,101.71729278564452,18.461265563964844,433.0910034179687,169.4715118408203
2016-01-05,,,,,,126.82585144042967,,101.54080963134766,18.608882904052734,431.9599914550781,169.7582244873047
2016-01-06,,,,,,126.82585144042967,,100.56541442871094,18.295196533203125,429.1050109863281,167.6168212890625
2016-01-07,,,,,,126.82585144042967,,97.4163589477539,17.5755672454834,458.0480041503906,163.595458984375
2016-01-08,,,,,,126.82585144042967,,96.61748504638672,17.372594833374023,453.2300109863281,161.79971313476562
2016-01-11,,,,,,126.82585144042967,,96.9147491455078,16.763675689697266,448.4280090332031,161.95993041992188
2016-01-12,,,,,,126.82585144042967,,98.03874206542967,17.008163452148438,435.69000244140625,163.2666778564453
2016-01-13,,,,,,126.82585144042967,,94.65746307373048,16.486896514892578,432.3710021972656,159.19464111328125
2016-01-14,,,,,,126.82585144042967,,96.67323303222656,16.634511947631836,430.3059997558594,161.80812072753906
2016-01-15,,,,,,126.82585144042967,,93.6728057861328,15.979462623596191,364.33099365234375,158.33477783203125
2016-01-19,,,,,,126.82585144042967,,93.8771743774414,16.145536422729492,380.14898681640625,158.54559326171875
2016-01-20,,,,,,126.82585144042967,,93.58920288085938,15.730360984802246,420.2300109863281,156.5137481689453
2016-01-21,,,,,,126.82585144042967,,93.68209075927734,15.868752479553224,410.2619934082031,157.39051818847656
2016-01-22,,,,,,126.82585144042967,,96.39456176757812,16.1732120513916,382.4920043945313,160.61944580078125
2016-01-25,,,,,,126.82585144042967,,94.96399688720705,15.979462623596191,391.72601318359375,158.19142150878906
2016-01-26,,,,,,126.82585144042967,,95.818603515625,15.730360984802246,392.1530151367187,160.349609375
2016-01-27,,,,,,126.82585144042967,,93.4312973022461,15.570752143859863,394.9719848632813,158.60455322265625
2016-01-28,,,,,,126.82585144042967,,94.75035095214844,15.204477310180664,380.28900146484375,159.43069458007812
2016-01-29,,,,,,126.82585144042967,,96.7289581298828,15.444355010986328,379.4739990234375,163.31723022460938
2016-02-01,,,,,,126.82585144042967,,96.98906707763672,15.568906784057615,373.0559997558594,163.2582244873047
2016-02-02,,,,,,126.82585144042967,,94.8896942138672,15.186026573181152,374.447998046875,160.31593322753906
2016-02-03,,,,,,126.82585144042967,,94.43455505371094,15.100226402282717,369.9490051269531,161.27699279785156
2016-02-04,,,,,,145.67837524414062,,94.42523956298828,15.241384506225586,389.593994140625,161.5299835205078
