date,raw_cb,vm_cb_net,beta_rep_net,vm_beta_rep_net,vm_weight,vm_weight_turnover,beta_turnover,vm_beta_turnover,beta_rep_gross,beta_SPY,beta_QQQ,beta_HYG,beta_LQD,umcsent_lag1m,umcsent_pct_lag,sentiment_regime
2010-04-19,0.0020243129020891537,0.001898707249450065,0.0009470167356944099,0.0008883222120923143,0.9380216617195712,0.0002842056159416684,0.0,0.0,0.0009470167356944099,0.2506373953380338,0.12484440610372773,0.10854024337183367,-0.11263633393746555,73.6,0.20416666666666666,low
2010-04-20,0.004292717493259657,0.004020022286837893,0.0038167558790543213,0.003575152396505829,0.9366362870356804,0.0013853746838908831,0.007867497606232163,0.006888300892593305,0.0038206896278574374,0.2512338742561816,0.12294168099400762,0.11197370841174221,-0.11457116247592128,73.6,0.20416666666666666,low
2010-04-21,0.0025145074587527017,0.0023827264467558605,-0.00026582646396944846,-0.0002534771845092603,0.9503108538616888,0.013674566826008427,0.0581020908867656,0.0569338687125923,-0.00023677541852606563,0.26625737778839953,0.11018044660395479,0.13909100708485178,-0.11137110818453601,73.6,0.20416666666666666,low
2010-04-22,0.002508200569712127,0.002414926955334217,0.0012211933553490089,0.0011781464975420205,0.9659251957494647,0.015614341887775884,0.02572654947604984,0.02771978888144465,0.0012340566300870338,0.2763011579135136,0.1058134451868294,0.14285184214539856,-0.10381617531127242,73.6,0.20416666666666666,low
2010-04-23,0.004503181916606369,0.004345543107497201,0.003191801525560729,0.003080278268382858,0.9650869758193965,0.0008382199300681625,0.003457827872573427,0.0035127313170089797,0.0031935304394970156,0.2751599677666259,0.10717406314928372,0.14273505747044754,-0.10465541039955277,73.6,0.20416666666666666,low
2010-04-26,0.00024916793345397537,0.00023792584701494491,-0.0013320442741107776,-0.001280550075861626,0.9616927030004878,0.0033942728189086946,0.0044500324011415016,0.0033451984397131346,-0.0013298192579102067,0.2771213021842363,0.1074306045413754,0.14097712708041282,-0.10512963660095745,73.6,0.20416666666666666,low
2010-04-27,-0.011702420339030906,-0.011316306601645522,-0.010790322229754864,-0.010431612533745459,0.9667879506995146,0.005095247699026806,0.017597316967738266,0.016330909715719738,-0.010781523571270995,0.27307564411275204,0.11162603494826064,0.14942691522226126,-0.10422319625343712,73.6,0.20416666666666666,low
2010-04-28,-0.001260812958919555,-0.001163569527037354,0.002118098734364703,0.0018810022850241047,0.8940115224292804,0.07277642827023423,0.02029015795625634,0.043344413286433986,0.002128243813342831,0.2815144699553226,0.10322173331508148,0.1527848987693616,-0.10431224318684341,73.6,0.20416666666666666,low
2010-04-29,0.007820815909496348,0.007075134942210103,0.006078277230220524,0.005502710014778525,0.9053812120036576,0.011369689574377229,0.010078170805461348,0.010020568124164436,0.006083316315623255,0.27734365846657033,0.10622297548045621,0.15417033512047434,-0.10583292398706504,73.6,0.20416666666666666,low
2010-04-30,-0.01001235588822913,-0.009188036669634773,-0.0066976293996638715,-0.006143581889572117,0.9170853211344847,0.01170410913082709,0.028436598869135382,0.02864734888909176,-0.006683411100229304,0.28475047513514057,0.10009502311456248,0.16374486376476044,-0.10050562279667972,73.6,0.20416666666666666,low
2010-05-03,0.005860779819039763,0.005040393163803301,0.0050892687080897675,0.004390345683546151,0.864506551210992,0.05257876992349275,0.014149970230805498,0.030953652905081272,0.00509634369320517,0.2819464907983108,0.10639290722853853,0.1615203444747057,-0.10332920528662466,72.2,0.18333333333333332,low
2010-05-04,-0.016397709618966583,-0.0140158332735491,-0.011619124751600395,-0.009929640441339873,0.854436288214616,0.010070262996375923,0.0023915453849443352,0.005720655721524734,-0.011617928978907923,0.28125229369482685,0.10716046179497463,0.16172643461570949,-0.10405290886064517,72.2,0.18333333333333332,low
2010-05-05,-0.008975654768390684,-0.007303310844712947,-0.003947839719706537,-0.003205248777986636,0.8112756935605151,0.04316059465410094,0.02861287118163104,0.028137669544566687,-0.003933533284115722,0.2956189125658775,0.1060074352931738,0.15099454273392254,-0.10169157493365256,72.2,0.18333333333333332,low
2010-05-06,-0.029761800938579386,-0.023515463189178666,-0.01544857663677635,-0.01220197052177123,0.7897608691586006,0.021514824401914545,0.014537696451039292,0.014059723479712294,-0.015441307788550832,0.3024946440599504,0.1026654282720279,0.14707890385722028,-0.1020958939927708,72.2,0.18333333333333332,low
2010-05-07,-0.024006925141531688,-0.015229512919518653,-0.007601222117882036,-0.004831786153667839,0.631074987290862,0.15868588186773858,0.07255244656370205,0.11547603875393747,-0.007564945894600185,0.29378584627939364,0.11900933140456364,0.1577870168387957,-0.06530426132373669,72.2,0.18333333333333332,low
2010-05-10,0.03443521162958563,0.019609638262422534,0.022910328762665782,0.013055663202128786,0.5703465021861756,0.060728485104686425,0.11308026345158917,0.08682027591185294,0.022966868894391576,0.2539394516044791,0.17541501079068986,0.15939706016343821,-0.05008611525783078,72.2,0.18333333333333332,low
2010-05-11,0.003963272974341736,0.001793290942410534,-0.001247265490828525,-0.0005959608026941424,0.46568162096564647,0.10466488122052908,0.07522312478257115,0.06529440098405327,-0.0012096539284372394,0.2892129670655787,0.15927601453365395,0.16342023318250992,-0.030298675212466826,72.2,0.18333333333333332,low
2010-05-12,0.015000557154796201,0.006953700357229685,0.008963895569255653,0.004155937962706214,0.46363115183178044,0.0020504691338660286,0.044895586851968004,0.02082152257949606,0.008986343362681637,0.31139363446236734,0.13989375531305587,0.16213588526878298,-0.03234698753332116,72.2,0.18333333333333332,low
2010-05-13,-0.004666740648976098,-0.002099179151045893,-0.007238775152817095,-0.003245271995321977,0.4481593006247879,0.015471851206992515,0.012179499487151108,0.007753526882871337,-0.00723268540307352,0.3090515377744761,0.14176593598944218,0.16868124455018654,-0.03376685037479113,72.2,0.18333333333333332,low
2010-05-14,-0.02057901209160584,-0.009470374120720406,-0.009299916805702062,-0.004280080347193174,0.4599102523829075,0.011750951758119577,0.004856864111832192,0.008140245484852832,-0.009297488373646147,0.3106881942525478,0.1407550146908994,0.16863067283688768,-0.03160813575287228,72.2,0.18333333333333332,low
2010-05-17,-0.005053004319496179,-0.0022637607691017936,0.00036050041487911694,0.00016092575183180866,0.4466953027480093,0.013214949634898221,0.016402749463932387,0.007543211404493915,0.00036870178961108315,0.31627707510718356,0.1445637754962696,0.16268647974887968,-0.03054722103695385,72.2,0.18333333333333332,low
2010-05-18,-0.008820862272606922,-0.003937579407410071,-0.006740447170167049,-0.003008714365561636,0.44637582432576417,0.0003194784222451119,0.027065171656376306,0.011964645616743465,-0.006726914584338861,0.3227303900655087,0.13545960673887208,0.17044980887243602,-0.03429157985405118,72.2,0.18333333333333332,low
2010-05-19,-0.01645150143967411,-0.007328187446956007,-0.004063452411077946,-0.0018097240533994305,0.4454125877531363,0.000963236572627868,0.043359674054531824,0.01893534416372468,-0.00404177257405068,0.33363738929571374,0.1294119302139842,0.18597534981276523,-0.04517103721316086,72.2,0.18333333333333332,low
2010-05-20,-0.02083866291051617,-0.00915648391871305,-0.022992693592310022,-0.01009948026591163,0.43925098046721867,0.006161607285917636,0.01399805750398328,0.0059827842974965635,-0.02298569456355803,0.33148623997122245,0.1322021339739167,0.1902512383799461,-0.049951853065539495,72.2,0.18333333333333332,low
2010-05-21,0.013442057670196128,0.005745461743061255,0.010057732036813162,0.0043004336217336665,0.4278484119346604,0.011402568532558277,0.012029718915129856,0.010649011896260708,0.010063746896270726,0.3338548531650295,0.13171199348252974,0.18166136695614746,-0.05053294687167671,72.2,0.18333333333333332,low
2010-05-24,0.0,-6.527235304484985e-06,-0.004658012542610695,-0.001933690574580869,0.4147939413256904,0.01305447060896997,0.011063576888814063,0.00773949123662843,-0.004652480754166287,0.33411319150431257,0.12981502592964392,0.18936275475046432,-0.05173983007400502,72.2,0.18333333333333332,low
2010-05-25,-0.012987440988558752,-0.005424621065096891,0.0004463656129476933,0.00018701045693809444,0.41757498998789433,0.002781048662203911,0.030925126908423736,0.011674878398117264,0.0004618281764019052,0.3260725791889358,0.13965903618003458,0.18218771492874403,-0.04587436555306903,72.2,0.18333333333333332,low
2010-05-26,0.01623750279318248,0.006752113039933809,-0.005739094265756994,-0.0023871614421047973,0.4158864450055878,0.001688544982306528,0.08809296459758584,0.03733653061082668,-0.005695047783458201,0.31595477849172904,0.17239346454213797,0.153870801834253,-0.028950543109284348,72.2,0.18333333333333332,low
2010-05-27,0.024793841530938554,0.00989619849842401,0.01906890394378124,0.007617140987431728,0.39947042874320876,0.01641601626237904,0.17924968558173363,0.07224944205867861,0.019158528786572107,0.3795669124828837,0.13153364894035907,0.10603381692359691,-0.0020097920311404065,72.2,0.18333333333333332,low
2010-05-28,-0.009408864789554272,-0.0035065619437048847,-0.005453452047264829,-0.002029583309058796,0.3711838497325233,0.028286579010685486,0.01600043935483728,0.016639072323792806,-0.0054454518275874105,0.38430859640181264,0.13581687622164756,0.10255856929268266,-0.00551007255484601,72.2,0.18333333333333332,low
2010-06-01,-0.007764360413635707,-0.002903613499997499,-0.008479922525929825,-0.0031699657942159585,0.3737984877531181,0.002614638020594806,0.07397174100499339,0.028017680443709336,-0.008442936655427329,0.40773361127915003,0.12245208966970886,0.09258831472519448,0.021701612453383104,73.6,0.21666666666666667,low
2010-06-02,0.012355509549926369,0.0046279849779211155,0.014024845229926643,0.005253635022071246,0.37460100009553265,0.0008025123424145741,0.03411277596878251,0.012950734482608969,0.014041901617911034,0.4145544909171602,0.11653535598938504,0.07635653053654852,0.026844990915185687,73.6,0.21666666666666667,low
2010-06-03,0.00027025622864340626,9.722136965340215e-05,0.0024707605582809647,0.0009117537761861206,0.36938600315154246,0.005214996943990191,0.004976219536258167,0.003659328208820114,0.002473248668049094,0.41209851306938017,0.11726762953438678,0.07725757834455889,0.02773191125065173,73.6,0.21666666666666667,low
2010-06-04,-0.017352719177194387,-0.006513184834280045,-0.01880247966883889,-0.007055199957176951,0.37517409921575934,0.005788096064216874,0.02018234009352355,0.00956506006003625,-0.01879238849879213,0.42069157401839913,0.10882093550850054,0.0785100817392317,0.025841829526706193,73.6,0.21666666666666667,low
2010-06-07,-0.008001706948054466,-0.0029585705268225424,-0.007613061373529595,-0.002813347246235765,0.3693803952090271,0.0057937040067322365,0.00887721605650331,0.005742324236956335,-0.0076086227655013435,0.41861696901970336,0.10774789041501151,0.08062802892111859,0.02945344830913781,73.6,0.21666666666666667,low
2010-06-08,0.0005562021279008622,0.00020688061524531894,0.004410259804304644,0.0017335148863422412,0.394832339443592,0.02545194423456487,0.0013572399923459932,0.01613250173216351,0.004410938424300817,0.41824052265737305,0.10822485697938872,0.08074572907667076,0.029067321399051497,73.6,0.21666666666666667,low
2010-06-09,-0.005838292708070236,-0.0024441980313661487,-0.00298367566539307,-0.0012454165369556727,0.4167706230613975,0.021938283617805532,0.02356016151608405,0.013635524947831707,-0.002971895584635028,0.4066703803773833,0.11790877443772835,0.0824539911016948,0.028469481646320877,73.6,0.21666666666666667,low
2010-06-10,0.010905978591414733,0.005312707847996654,0.01600079207956349,0.007829197270738643,0.4905182623263501,0.07374763926495259,0.024957454886736754,0.05120899935126563,0.01601327080700686,0.4084705878544512,0.11413644551490482,0.08466199205770862,0.011292564115489363,73.6,0.21666666666666667,low
2010-06-11,0.009405265587549394,0.004517148936897595,0.00324779421338689,0.0015593658091693245,0.4807955956321823,0.00972266669416777,0.016381038293876347,0.012194619357138038,0.003255984732533828,0.4036956184236833,0.11567118523667927,0.08321307695437287,0.019914978153487622,73.6,0.21666666666666667,low
2010-06-14,-0.00548086863609476,-0.0027053403840598686,-0.0005841505547848203,-0.0002856516395333693,0.49252681526865894,0.011731219636476609,0.024464026109925242,0.00793284316413372,-0.0005719185417298576,0.3936711808873934,0.1269014328179538,0.08123624480753895,0.02114748699901452,73.6,0.21666666666666667,low
2010-06-15,0.015431336803024998,0.007595113380290473,0.013021594154110454,0.006409267059023266,0.492198293518966,0.0003285217496929449,0.050354434349342905,0.024663091710745263,0.013046771371285126,0.40921032968488397,0.11109572843098423,0.08328840740632339,0.03810490556511284,73.6,0.21666666666666667,low
2010-06-16,0.0029845413519835606,0.0014829486096831477,0.00041227225501321105,0.00020364760970155167,0.4978180226045393,0.005619729085573288,0.006258178726051167,0.006293332286187413,0.00041540134437623665,0.4112125849916807,0.11165963759080419,0.08546856472315816,0.036593048622513114,73.6,0.21666666666666667,low
2010-06-17,-0.004870360355314296,-0.0024281188062039993,0.0019084196898380723,0.0009513717319991475,0.49848197148580325,0.000663948881263976,0.0049452723702052975,0.0023472839479541825,0.001910892326023175,0.4091512910973909,0.11370610699418404,0.08577920750968777,0.037119914908519167,73.6,0.21666666666666667,low
2010-06-18,0.01060410911856291,0.005327757271877847,0.0008365488562537366,0.00042133060398378457,0.5026189074705137,0.004136935984710488,0.03648875382594796,0.016609273967311308,0.0008547932331667106,0.40194988614447363,0.12596282461837838,0.07368087560791628,0.0321876155614543,73.6,0.21666666666666667,low
2010-06-21,0.0,-7.801478234611748e-06,-0.0018833398945843776,-0.0009783327253858737,0.5182218639397372,0.015602956469223495,0.01698458597163406,0.013491413365043583,-0.0018748476015985607,0.3969334720350271,0.1300029936188016,0.07542938419198139,0.03836710983915349,73.6,0.21666666666666667,low
2010-06-22,-0.010492841878321335,-0.0059951931069301785,-0.007922756605590057,-0.004522824836518573,0.5689433276788943,0.05072146373915709,0.005494721311236121,0.0335768429159315,-0.00792000924493444,0.3980412894274644,0.1282029411416496,0.07668680164242586,0.03969654383035582,73.6,0.21666666666666667,low
2010-06-23,0.0,-3.0995989161747286e-07,-0.0017400592984905753,-0.0009888213258972029,0.5683234078956594,0.0006199197832349457,0.03350791091486306,0.018853120999616658,-0.0017233053430331438,0.41101392387538366,0.12334315580846043,0.08003991524001122,0.02737416629418652,73.6,0.21666666666666667,low
2010-06-24,-0.010875026781190456,-0.0061805322812427226,-0.00944243613758783,-0.005366357484551043,0.5683234078956594,0.0,0.03209719522913746,0.018241587376515687,-0.009426387539973262,0.41723454680292044,0.11767837881104701,0.07856659780033115,0.046112644158693705,73.6,0.21666666666666667,low
2010-06-25,0.0068719468654718785,0.00394664508812362,0.0022121327145029597,0.0012699055882706577,0.5747824741009611,0.006459066205301678,0.003780253843701481,0.005351876479069189,0.0022140228414248104,0.41859824322292205,0.11714499871197098,0.07815936409721452,0.04758858778020092,73.6,0.21666666666666667,low
2010-06-28,-0.0008191513104981452,-0.0005044582757782436,-0.001243328603219738,-0.0007509304568028282,0.6002719373638052,0.02548946326284418,0.03891689272771591,0.03255109333040985,-0.00122387015685588,0.43183737610226364,0.11041790269544917,0.07674437668994016,0.06512426420477907,73.6,0.21666666666666667,low
2010-06-29,-0.016393672469383835,-0.011629107395685508,-0.018346381175001755,-0.012984411186062849,0.7061367731608749,0.10586483579706962,0.019285816088949068,0.07233199187620487,-0.01833673826695728,0.4414146633276529,0.10137579395759151,0.07669859313395415,0.06450362763506293,73.6,0.21666666666666667,low
2010-06-30,0.001667364086590517,0.0011015709106092092,-0.005549908136312293,-0.003731582818919826,0.6711559475353037,0.034980825625571144,0.018670129207412678,0.025988498177321746,-0.005540573071708587,0.4452161184709153,0.09414408206749428,0.0818024042897358,0.061970476616791545,73.6,0.21666666666666667,low
