actual,CONST,EWMA_094,HAR,FIGARCH_lite,MS_vol_lite,MSM_GMM,date,asset,loss_CONST,loss_EWMA_094,loss_HAR,loss_FIGARCH_lite,loss_MS_vol_lite,loss_MSM_GMM
5.849451487377878e-05,6.716158976648735e-05,0.00036522359389582864,0.0010059686973617685,0.0016711420589643504,0.000235914552486657,0.00025146297310453964,2018-12-27,SPY,0.009120426079864963,0.9917375976171534,1.9029206975729238,2.3873322707092983,0.6424845740349501,0.6909795784072295
1.6663732869955523e-06,6.716158976648735e-05,0.00034681984915450566,0.0010074582797420975,0.0013595226863039641,0.0002347215939961541,0.00023803432464617917,2018-12-28,SPY,2.72126332604582,4.342960620907788,5.406190339825785,5.705465075361891,3.954849885772446,3.9687658628101667
7.605171637135656e-05,6.716158976648735e-05,0.00032611064060245504,0.0007998051296614371,0.0008681436107868092,0.00016309617366683433,0.0002194304534864455,2018-12-31,SPY,0.008057126196651998,0.6890314500451198,1.4480423303419157,1.522546254629511,0.229226281551679,0.4062086348151073
1.0810164097693247e-06,6.716158976648735e-05,0.00031110710514858914,0.0007689118486814774,0.0010089076475506,0.00019084550156765338,0.0002051897766205634,2019-01-02,SPY,3.1452955382831638,4.665710264063734,5.5684805173305625,5.83979324087025,4.179226843314794,4.251301945438466
0.0005833220538516452,6.716158976648735e-05,0.0002925055398242599,0.0005745351045867786,0.0006807732433401558,0.0001368005619674784,0.00018226154412510993,2019-01-03,SPY,5.52371414855539,0.30396982644917303,0.00011577452160560497,0.011342036697971958,1.8138172561458394,1.0371702501775317
0.0010855076837378648,6.716158976648735e-05,0.0003099545306659031,0.0005830163459830898,0.0010532920252513949,0.00016356092423391012,0.00022154497463702569,2019-01-04,SPY,12.379924834132018,1.2487739121117105,0.24029423036659114,0.000458418162453178,3.744100195798418,2.3105395704935066
6.167842387965832e-05,6.716158976648735e-05,0.00035648771985022083,0.0006821449543970491,0.0013975902979697682,0.00019884754421861076,0.0002470490246242596,2019-01-07,SPY,0.003525932396037046,0.9273825835834235,1.4937263564916452,2.1647026188397556,0.4807837058708777,0.6373132868706253
8.74499426760967e-05,6.716158976648735e-05,0.00033879916209198706,0.0007576353633369899,0.0012425084437008207,0.00021652106045366753,0.00023316980440977938,2019-01-08,SPY,0.03811763551075309,0.6124582959377791,1.2745605156855406,1.7242027770540407,0.31050781705648145,0.35574873328560797
2.173967594213154e-05,6.716158976648735e-05,0.0003237182089270336,0.0007146979042361841,0.0012444030495429846,0.0002285462850396401,0.00021990674054513774,2019-01-09,SPY,0.45165462642137855,1.767890609003171,2.523138959468274,3.064742203687529,1.4477213205515884,1.41292318999808
1.240131692597536e-05,6.716158976648735e-05,0.0003055994969479395,0.0008312012487097423,0.0010866350574716523,0.00022257320070035816,0.00020034598243102493,2019-01-10,SPY,0.8739477810197018,2.2450530328416303,3.219989023923091,3.484451013185484,1.943171293832962,1.8441426173747089
