date,adj_close
2016-01-04,101.60563659667969
2016-01-05,101.4293212890625
2016-01-06,100.45503234863281
2016-01-07,97.3094253540039
2016-01-08,96.51141357421875
2016-01-11,96.808349609375
2016-01-12,97.93113708496094
2016-01-13,94.55352020263672
2016-01-14,96.56709289550781
2016-01-15,93.56996154785156
2016-01-19,93.77409362792969
2016-01-20,93.4864501953125
2016-01-21,93.57923126220703
2016-01-22,96.28873443603516
2016-01-25,94.85977935791016
2016-01-26,95.71343994140625
2016-01-27,93.32872009277344
2016-01-28,94.64635467529297
2016-01-29,96.62277221679688
2016-02-01,96.88258361816406
2016-02-02,94.78553009033203
2016-02-03,94.33086395263672
2016-02-04,94.32157897949219
2016-02-05,91.04605865478516
2016-02-08,89.65422058105469
2016-02-09,89.37581634521484
2016-02-10,89.71915435791016
2016-02-11,89.5892562866211
2016-02-12,90.95327758789062
2016-02-16,93.00395202636719
2016-02-17,95.11031341552734
2016-02-18,94.02464294433594
2016-02-19,94.30300903320312
2016-02-22,95.83406829833984
2016-02-23,94.25662231445312
2016-02-24,95.15669250488281
2016-02-25,96.09387969970703
2016-02-26,95.97325134277344
2016-02-29,95.11031341552734
2016-03-01,98.16309356689453
2016-03-02,98.20021057128906
2016-03-03,98.01465606689453
2016-03-04,98.05178833007812
2016-03-07,97.4485855102539
2016-03-08,96.6413345336914
2016-03-09,97.26304626464844
2016-03-10,97.11456298828125
2016-03-11,98.8126220703125
2016-03-14,98.97966003417969
2016-03-15,98.94254302978516
2016-03-16,99.82405090332031
2016-03-17,99.76837921142578
2016-03-18,99.92471313476562
2016-03-21,100.31562042236328
2016-03-22,100.62273406982422
2016-03-23,99.79442596435547
2016-03-24,99.82234954833984
2016-03-28,99.6827621459961
2016-03-29,101.28349304199219
2016-03-30,101.77674102783203
2016-03-31,101.62781524658203
2016-04-01,102.70740509033203
2016-04-04,102.31651306152344
2016-04-05,101.33001708984375
2016-04-06,102.99590301513672
2016-04-07,101.51616668701172
2016-04-08,101.44169616699219
2016-04-11,101.06945037841797
2016-04-12,101.9163589477539
2016-04-13,103.21924591064453
2016-04-14,103.22858428955078
2016-04-15,102.96797943115234
2016-04-18,103.51708984375
2016-04-19,102.88423919677734
2016-04-20,102.96797943115234
2016-04-21,102.97728729248047
2016-04-22,101.42308044433594
2016-04-25,101.42308044433594
