actual,CONST,EWMA_094,HAR,FIGARCH_lite,MS_vol_lite,MSM_GMM,date,asset,loss_CONST,loss_EWMA_094,loss_HAR,loss_FIGARCH_lite,loss_MS_vol_lite,loss_MSM_GMM
5.739692804166359e-05,5.9866216616778794e-05,3.8901129107834266e-05,0.00013869084194470814,0.00014478030519468496,7.710894617230563e-05,5.995081979475858e-05,2018-12-27,GLD,0.0008747877010724103,0.0864891017061078,0.2961045173831076,0.3216682195342542,0.03958998750385123,0.000933992248858484
1.644931651669922e-05,5.9866216616778794e-05,4.0010877043864025e-05,0.00014524600477553072,0.00015004984207328453,7.711100091570835e-05,6.0218966989450235e-05,2018-12-28,GLD,0.5665963540932426,0.29998853439050643,1.2913963838537597,1.3203092758161281,0.7582819983985287,0.5708618391633031
2.4594379250898473e-06,5.9866216616778794e-05,3.8597183412234134e-05,0.00016531170274775,0.0001471696083027999,7.711013298185007e-05,5.906134291782254e-05,2018-12-31,GLD,2.2332617456223125,1.8169671251407866,3.222777540288874,3.1083644699837896,2.4771969930296383,2.220285868991971
4.350607327867557e-07,5.9866216616778794e-05,3.642891868300548e-05,0.0001672128317362659,0.0001381051313591413,7.710197518827973e-05,5.7897394718539705e-05,2019-01-02,GLD,3.9316492077640666,3.4395753003707634,4.954138922774938,4.76343507270371,4.183041207307226,3.898456369788426
8.145639069030364e-05,5.9866216616778794e-05,3.426928720599235e-05,0.00016586512500424774,0.0001269264267782875,7.707821041931973e-05,5.7048572121682264e-05,2019-01-03,GLD,0.052684918840189,0.5111319898719291,0.20220733225154497,0.08530049415949437,0.001554621947429391,0.07167801428485943
6.591989567397446e-05,5.9866216616778794e-05,3.7100513415051034e-05,0.0001404441841014944,0.0001414889774202137,7.711035340515861e-05,5.8740946093613354e-05,2019-01-04,GLD,0.004792167468185227,0.20198251174269788,0.2257370565263761,0.22968279288965943,0.011674618211805932,0.0069104498330869735
1.1919867267823958e-05,5.9866216616778794e-05,3.882967635058644e-05,0.00015416245344347212,0.00014744709392478352,7.711105232899765e-05,5.950154972207863e-05,2019-01-07,GLD,0.8130142343871882,0.4879565625738951,1.6371205836076625,1.5961045560086715,1.0216206236322578,0.8081245175862726
7.353392767509443e-06,5.9866216616778794e-05,3.7215087805620686e-05,0.0001588418514566362,0.00014374536916444595,7.710958886107882e-05,5.832771319340536e-05,2019-01-08,GLD,1.2197809658463092,0.8191441656067289,2.119041053711679,2.0240373415076633,1.4454287181055538,1.196985835621354
4.092992168666635e-05,5.9866216616778794e-05,3.5423386103334014e-05,0.00015463948403773796,0.00014063024490755386,7.710828421534403e-05,5.7594425446760366e-05,2019-01-09,GLD,0.06394077283400801,0.01096000838787603,0.5939147529360049,0.5253190579206888,0.16416029647259878,0.052222101360152706
3.4858235612273395e-05,5.9866216616778794e-05,3.575377823833395e-05,0.00017348274443757534,0.0001466017020336533,7.71108756052856e-05,5.800866755943003e-05,2019-01-10,GLD,0.12309181626531984,0.0003190270232178438,0.8057207181221526,0.6742050826920996,0.24600833124285226,0.11021727602702258
2.9779754019931954e-06,5.9866216616778794e-05,3.5700045680770324e-05,0.00017205365199340523,0.0001488117733130952,7.71108512830128e-05,5.81742618631293e-05,2019-01-11,GLD,2.050612513664889,1.5673248652280858,3.073871095508675,2.9314502588687485,2.2926197469934766,2.0233899471355117
5.655204341692579e-06,5.9866216616778794e-05,3.3736721464043696e-05,0.0001849919000834355,0.00013975056817585633,7.710363741725086e-05,5.719318277934222e-05,2019-01-14,GLD,1.4540001403557072,0.9536382193839756,2.5183058077523395,2.2477493480281403,1.6859197073232957,1.4127374588795418
2.9636176936676254e-06,5.9866216616778794e-05,3.205183043670263e-05,0.00018740636041468298,0.0001383061094532725,7.710699611046537e-05,5.66872114760824e-05,2019-01-15,GLD,2.0552056422195846,1.473406867803909,3.1626824523195403,2.86448665655807,2.29721843486999,2.0034181035687433
1.0206460268048738e-05,5.9866216616778794e-05,3.0306537672120525e-05,0.0001907808420386355,0.00013439131217865706,7.710331051533019e-05,5.629121328478078e-05,2019-01-16,GLD,0.9395792819576847,0.42511678411027565,1.9816028159937056,1.6536807389247428,1.1544991649247374,0.8888329103185166
1.7145384625730252e-06,5.9866216616778794e-05,2.9100533027876217e-05,0.00018551058851227407,0.00013716454848071772,7.710896907936166e-05,5.6179075151760315e-05,2019-01-17,GLD,2.581607922463188,1.8905303330608212,3.69321030237049,3.394537228441358,2.828310944221754,2.519919597914599
8.03979319415e-05,5.9866216616778794e-05,2.745737335395802e-05,0.00018946903559468676,0.0001308826733534574,7.709808183781281e-05,5.587388619992578e-05,2019-01-18,GLD,0.048083857045049694,0.8537461801029773,0.2815699861970753,0.10158767503413868,0.0008906247123414701,0.07502651055826393
1.2580051746818996e-05,5.9866216616778794e-05,3.063380686921054e-05,0.00016224807868570501,0.0001434024568772243,7.71107982111637e-05,5.7988394015553414e-05,2019-01-22,GLD,0.7701360593142303,0.30065094022821914,1.6345500549499903,1.5212681929954548,0.9762735041380821,0.7450713771250723
1.9620122926965776e-06,5.9866216616778794e-05,2.9550581561867047e-05,0.00017888308883122107,0.00014157933092064036,7.71096849276674e-05,5.720489003670331e-05,2019-01-23,GLD,2.4509150033370948,1.7785278461369254,3.5237299571161573,3.2927476178643182,2.6967026953601483,2.4069667404378534
2.4582204305937576e-06,5.9866216616778794e-05,2.789526740571682e-05,0.00017854915173390318,0.00013377263735160557,7.70996839201131e-05,5.6587237650829875e-05,2019-01-24,GLD,2.2337365608382855,1.5171425686782487,3.299193989146316,3.0150800447105537,2.4775451591677733,2.1797870422614927
0.00021058247656272733,5.9866216616778794e-05,2.6369044587209434e-05,0.00015669730585188553,0.00013092626577117328,7.710110616907691e-05,5.6208178593545756e-05,2019-01-25,GLD,1.2597860681102464,4.908286320976117,0.04831921281711149,0.1331620416987922,0.7264912806204764,1.4256588282506977
1.2206712526990824e-05,5.9866216616778794e-05,3.742185050574052e-05,0.00013720320180392486,0.00014734873524190983,7.711047828008285e-05,6.091601988699665e-05,2019-01-28,GLD,0.7940261910505568,0.446460878399626,1.5084451759160693,1.5736584480696383,1.0015547745198035,0.8078961022543742
3.1147315926719435e-05,5.9866216616778794e-05,3.5908942227015536e-05,0.00014594287269780837,0.00014328977687070294,7.710961645531993e-05,5.903657874457937e-05,2019-01-29,GLD,0.17366629110963494,0.009655475691823012,0.7579084752198417,0.7435138271782764,0.3104354820914266,0.16702266725166393
