start,end,ticker
2011-06-30,2011-09-29,2885.TW
2011-06-30,2011-09-29,2886.TW
2011-06-30,2011-09-29,2888.TW
2011-06-30,2011-09-29,2890.TW
2011-06-30,2011-09-29,2891.TW
2011-06-30,2011-09-29,2892.TW
2011-06-30,2011-09-29,2912.TW
2011-06-30,2011-09-29,3008.TW
2011-06-30,2011-09-29,3045.TW
2011-06-30,2011-09-29,3231.TW
2011-06-30,2011-09-29,3481.TW
2011-06-30,2011-09-29,3673.TW
2011-06-30,2011-09-29,3711.TW
2011-06-30,2011-09-29,4904.TW
2011-06-30,2011-09-29,5880.TW
2011-06-30,2011-09-29,6505.TW
2011-09-30,2012-03-30,1101.TW
2011-09-30,2012-03-30,1102.TW
2011-09-30,2012-03-30,1216.TW
2011-09-30,2012-03-30,1301.TW
2011-09-30,2012-03-30,1303.TW
2011-09-30,2012-03-30,1326.TW
2011-09-30,2012-03-30,1402.TW
2011-09-30,2012-03-30,1722.TW
2011-09-30,2012-03-30,1802.TW
2011-09-30,2012-03-30,2002.TW
2011-09-30,2012-03-30,2105.TW
2011-09-30,2012-03-30,2201.TW
2011-09-30,2012-03-30,2301.TW
2011-09-30,2012-03-30,2303.TW
2011-09-30,2012-03-30,2308.TW
2011-09-30,2012-03-30,2317.TW
2011-09-30,2012-03-30,2324.TW
2011-09-30,2012-03-30,2325.TW
2011-09-30,2012-03-30,2330.TW
2011-09-30,2012-03-30,2347.TW
2011-09-30,2012-03-30,2353.TW
2011-09-30,2012-03-30,2354.TW
2011-09-30,2012-03-30,2357.TW
2011-09-30,2012-03-30,2382.TW
2011-09-30,2012-03-30,2409.TW
2011-09-30,2012-03-30,2412.TW
2011-09-30,2012-03-30,2454.TW
2011-09-30,2012-03-30,2474.TW
2011-09-30,2012-03-30,2498.TW
2011-09-30,2012-03-30,2801.TW
2011-09-30,2012-03-30,2880.TW
2011-09-30,2012-03-30,2881.TW
2011-09-30,2012-03-30,2882.TW
2011-09-30,2012-03-30,2883.TW
2011-09-30,2012-03-30,2885.TW
2011-09-30,2012-03-30,2886.TW
2011-09-30,2012-03-30,2888.TW
2011-09-30,2012-03-30,2890.TW
2011-09-30,2012-03-30,2891.TW
2011-09-30,2012-03-30,2892.TW
2011-09-30,2012-03-30,2912.TW
2011-09-30,2012-03-30,3008.TW
2011-09-30,2012-03-30,3045.TW
2011-09-30,2012-03-30,3231.TW
2011-09-30,2012-03-30,3481.TW
2011-09-30,2012-03-30,3673.TW
2011-09-30,2012-03-30,3711.TW
2011-09-30,2012-03-30,4904.TW
2011-09-30,2012-03-30,5880.TW
2011-09-30,2012-03-30,6505.TW
2012-03-31,2012-06-29,1101.TW
2012-03-31,2012-06-29,1102.TW
2012-03-31,2012-06-29,1216.TW
2012-03-31,2012-06-29,1301.TW
2012-03-31,2012-06-29,1303.TW
2012-03-31,2012-06-29,1326.TW
2012-03-31,2012-06-29,1402.TW
2012-03-31,2012-06-29,1722.TW
2012-03-31,2012-06-29,1802.TW
2012-03-31,2012-06-29,2002.TW
2012-03-31,2012-06-29,2105.TW
2012-03-31,2012-06-29,2201.TW
2012-03-31,2012-06-29,2207.TW
2012-03-31,2012-06-29,2301.TW
2012-03-31,2012-06-29,2303.TW
2012-03-31,2012-06-29,2308.TW
2012-03-31,2012-06-29,2317.TW
2012-03-31,2012-06-29,2324.TW
2012-03-31,2012-06-29,2325.TW
2012-03-31,2012-06-29,2330.TW
2012-03-31,2012-06-29,2347.TW
2012-03-31,2012-06-29,2353.TW
2012-03-31,2012-06-29,2354.TW
2012-03-31,2012-06-29,2357.TW
2012-03-31,2012-06-29,2382.TW
2012-03-31,2012-06-29,2409.TW
2012-03-31,2012-06-29,2412.TW
2012-03-31,2012-06-29,2454.TW
2012-03-31,2012-06-29,2474.TW
2012-03-31,2012-06-29,2498.TW
2012-03-31,2012-06-29,2801.TW
2012-03-31,2012-06-29,2880.TW
2012-03-31,2012-06-29,2881.TW
2012-03-31,2012-06-29,2882.TW
2012-03-31,2012-06-29,2883.TW
2012-03-31,2012-06-29,2885.TW
2012-03-31,2012-06-29,2886.TW
2012-03-31,2012-06-29,2890.TW
2012-03-31,2012-06-29,2891.TW
2012-03-31,2012-06-29,2892.TW
2012-03-31,2012-06-29,2912.TW
2012-03-31,2012-06-29,3008.TW
2012-03-31,2012-06-29,3045.TW
2012-03-31,2012-06-29,3231.TW
2012-03-31,2012-06-29,3481.TW
2012-03-31,2012-06-29,3673.TW
2012-03-31,2012-06-29,3711.TW
2012-03-31,2012-06-29,4904.TW
2012-03-31,2012-06-29,5880.TW
2012-03-31,2012-06-29,6505.TW
2012-06-30,2013-06-29,1101.TW
2012-06-30,2013-06-29,1102.TW
2012-06-30,2013-06-29,1216.TW
2012-06-30,2013-06-29,1301.TW
2012-06-30,2013-06-29,1303.TW
2012-06-30,2013-06-29,1326.TW
2012-06-30,2013-06-29,1402.TW
2012-06-30,2013-06-29,1722.TW
2012-06-30,2013-06-29,2002.TW
2012-06-30,2013-06-29,2105.TW
2012-06-30,2013-06-29,2201.TW
2012-06-30,2013-06-29,2207.TW
2012-06-30,2013-06-29,2301.TW
2012-06-30,2013-06-29,2303.TW
2012-06-30,2013-06-29,2308.TW
2012-06-30,2013-06-29,2317.TW
2012-06-30,2013-06-29,2324.TW
2012-06-30,2013-06-29,2325.TW
2012-06-30,2013-06-29,2330.TW
2012-06-30,2013-06-29,2347.TW
2012-06-30,2013-06-29,2353.TW
2012-06-30,2013-06-29,2354.TW
2012-06-30,2013-06-29,2357.TW
2012-06-30,2013-06-29,2382.TW
2012-06-30,2013-06-29,2409.TW
2012-06-30,2013-06-29,2412.TW
2012-06-30,2013-06-29,2454.TW
2012-06-30,2013-06-29,2474.TW
2012-06-30,2013-06-29,2498.TW
2012-06-30,2013-06-29,2801.TW
2012-06-30,2013-06-29,2880.TW
2012-06-30,2013-06-29,2881.TW
2012-06-30,2013-06-29,2882.TW
2012-06-30,2013-06-29,2883.TW
2012-06-30,2013-06-29,2885.TW
2012-06-30,2013-06-29,2886.TW
2012-06-30,2013-06-29,2890.TW
2012-06-30,2013-06-29,2891.TW
2012-06-30,2013-06-29,2892.TW
2012-06-30,2013-06-29,2912.TW
2012-06-30,2013-06-29,3008.TW
2012-06-30,2013-06-29,3045.TW
2012-06-30,2013-06-29,3231.TW
2012-06-30,2013-06-29,3481.TW
2012-06-30,2013-06-29,3673.TW
2012-06-30,2013-06-29,3697.TW
2012-06-30,2013-06-29,3711.TW
2012-06-30,2013-06-29,4904.TW
2012-06-30,2013-06-29,5880.TW
2012-06-30,2013-06-29,6505.TW
2013-06-30,2013-09-29,1101.TW
2013-06-30,2013-09-29,1102.TW
2013-06-30,2013-09-29,1216.TW
2013-06-30,2013-09-29,1301.TW
2013-06-30,2013-09-29,1303.TW
2013-06-30,2013-09-29,1326.TW
2013-06-30,2013-09-29,1402.TW
2013-06-30,2013-09-29,1722.TW
2013-06-30,2013-09-29,2002.TW
2013-06-30,2013-09-29,2105.TW
2013-06-30,2013-09-29,2201.TW
2013-06-30,2013-09-29,2207.TW
2013-06-30,2013-09-29,2301.TW
2013-06-30,2013-09-29,2303.TW
2013-06-30,2013-09-29,2308.TW
2013-06-30,2013-09-29,2317.TW
2013-06-30,2013-09-29,2324.TW
2013-06-30,2013-09-29,2325.TW
2013-06-30,2013-09-29,2330.TW
2013-06-30,2013-09-29,2353.TW
2013-06-30,2013-09-29,2354.TW
2013-06-30,2013-09-29,2357.TW
2013-06-30,2013-09-29,2382.TW
2013-06-30,2013-09-29,2409.TW
2013-06-30,2013-09-29,2412.TW
2013-06-30,2013-09-29,2454.TW
2013-06-30,2013-09-29,2474.TW
2013-06-30,2013-09-29,2498.TW
2013-06-30,2013-09-29,2801.TW
2013-06-30,2013-09-29,2880.TW
2013-06-30,2013-09-29,2881.TW
2013-06-30,2013-09-29,2882.TW
2013-06-30,2013-09-29,2883.TW
2013-06-30,2013-09-29,2884.TW
2013-06-30,2013-09-29,2885.TW
2013-06-30,2013-09-29,2886.TW
2013-06-30,2013-09-29,2890.TW
2013-06-30,2013-09-29,2891.TW
2013-06-30,2013-09-29,2892.TW
2013-06-30,2013-09-29,2912.TW
2013-06-30,2013-09-29,3008.TW
2013-06-30,2013-09-29,3045.TW
2013-06-30,2013-09-29,3481.TW
2013-06-30,2013-09-29,3673.TW
2013-06-30,2013-09-29,3697.TW
2013-06-30,2013-09-29,3711.TW
2013-06-30,2013-09-29,4904.TW
2013-06-30,2013-09-29,4938.TW
2013-06-30,2013-09-29,5880.TW
2013-06-30,2013-09-29,6505.TW
2013-09-30,2013-12-30,1101.TW
2013-09-30,2013-12-30,1102.TW
2013-09-30,2013-12-30,1216.TW
2013-09-30,2013-12-30,1301.TW
2013-09-30,2013-12-30,1303.TW
2013-09-30,2013-12-30,1326.TW
2013-09-30,2013-12-30,1402.TW
2013-09-30,2013-12-30,1722.TW
2013-09-30,2013-12-30,2002.TW
2013-09-30,2013-12-30,2105.TW
2013-09-30,2013-12-30,2201.TW
2013-09-30,2013-12-30,2207.TW
2013-09-30,2013-12-30,2301.TW
2013-09-30,2013-12-30,2303.TW
2013-09-30,2013-12-30,2308.TW
2013-09-30,2013-12-30,2317.TW
2013-09-30,2013-12-30,2324.TW
2013-09-30,2013-12-30,2325.TW
2013-09-30,2013-12-30,2330.TW
2013-09-30,2013-12-30,2354.TW
2013-09-30,2013-12-30,2357.TW
2013-09-30,2013-12-30,2382.TW
2013-09-30,2013-12-30,2409.TW
2013-09-30,2013-12-30,2412.TW
2013-09-30,2013-12-30,2454.TW
2013-09-30,2013-12-30,2474.TW
2013-09-30,2013-12-30,2498.TW
2013-09-30,2013-12-30,2801.TW
2013-09-30,2013-12-30,2880.TW
2013-09-30,2013-12-30,2881.TW
2013-09-30,2013-12-30,2882.TW
2013-09-30,2013-12-30,2883.TW
2013-09-30,2013-12-30,2884.TW
2013-09-30,2013-12-30,2885.TW
2013-09-30,2013-12-30,2886.TW
2013-09-30,2013-12-30,2887.TW
2013-09-30,2013-12-30,2890.TW
2013-09-30,2013-12-30,2891.TW
2013-09-30,2013-12-30,2892.TW
2013-09-30,2013-12-30,2912.TW
2013-09-30,2013-12-30,3008.TW
2013-09-30,2013-12-30,3045.TW
2013-09-30,2013-12-30,3481.TW
2013-09-30,2013-12-30,3673.TW
2013-09-30,2013-12-30,3697.TW
2013-09-30,2013-12-30,3711.TW
2013-09-30,2013-12-30,4904.TW
2013-09-30,2013-12-30,4938.TW
2013-09-30,2013-12-30,5880.TW
2013-09-30,2013-12-30,6505.TW
2013-12-31,2014-03-30,1101.TW
2013-12-31,2014-03-30,1102.TW
2013-12-31,2014-03-30,1216.TW
2013-12-31,2014-03-30,1301.TW
2013-12-31,2014-03-30,1303.TW
2013-12-31,2014-03-30,1326.TW
2013-12-31,2014-03-30,1402.TW
2013-12-31,2014-03-30,2002.TW
2013-12-31,2014-03-30,2105.TW
2013-12-31,2014-03-30,2201.TW
2013-12-31,2014-03-30,2207.TW
2013-12-31,2014-03-30,2227.TW
2013-12-31,2014-03-30,2301.TW
2013-12-31,2014-03-30,2303.TW
2013-12-31,2014-03-30,2308.TW
2013-12-31,2014-03-30,2317.TW
2013-12-31,2014-03-30,2324.TW
2013-12-31,2014-03-30,2325.TW
2013-12-31,2014-03-30,2330.TW
2013-12-31,2014-03-30,2354.TW
2013-12-31,2014-03-30,2357.TW
2013-12-31,2014-03-30,2382.TW
2013-12-31,2014-03-30,2409.TW
2013-12-31,2014-03-30,2412.TW
2013-12-31,2014-03-30,2454.TW
2013-12-31,2014-03-30,2474.TW
2013-12-31,2014-03-30,2498.TW
2013-12-31,2014-03-30,2801.TW
2013-12-31,2014-03-30,2880.TW
2013-12-31,2014-03-30,2881.TW
2013-12-31,2014-03-30,2882.TW
2013-12-31,2014-03-30,2883.TW
2013-12-31,2014-03-30,2884.TW
2013-12-31,2014-03-30,2885.TW
2013-12-31,2014-03-30,2886.TW
2013-12-31,2014-03-30,2887.TW
2013-12-31,2014-03-30,2890.TW
2013-12-31,2014-03-30,2891.TW
2013-12-31,2014-03-30,2892.TW
2013-12-31,2014-03-30,2912.TW
2013-12-31,2014-03-30,3008.TW
2013-12-31,2014-03-30,3045.TW
2013-12-31,2014-03-30,3481.TW
2013-12-31,2014-03-30,3697.TW
2013-12-31,2014-03-30,3711.TW
2013-12-31,2014-03-30,4904.TW
2013-12-31,2014-03-30,4938.TW
2013-12-31,2014-03-30,5880.TW
2013-12-31,2014-03-30,6505.TW
2013-12-31,2014-03-30,9904.TW
2014-03-31,2014-06-29,1101.TW
2014-03-31,2014-06-29,1102.TW
2014-03-31,2014-06-29,1216.TW
2014-03-31,2014-06-29,1301.TW
2014-03-31,2014-06-29,1303.TW
2014-03-31,2014-06-29,1326.TW
2014-03-31,2014-06-29,1402.TW
2014-03-31,2014-06-29,2002.TW
2014-03-31,2014-06-29,2105.TW
2014-03-31,2014-06-29,2201.TW
2014-03-31,2014-06-29,2207.TW
2014-03-31,2014-06-29,2227.TW
2014-03-31,2014-06-29,2301.TW
2014-03-31,2014-06-29,2303.TW
2014-03-31,2014-06-29,2308.TW
2014-03-31,2014-06-29,2317.TW
2014-03-31,2014-06-29,2324.TW
2014-03-31,2014-06-29,2325.TW
2014-03-31,2014-06-29,2330.TW
2014-03-31,2014-06-29,2354.TW
2014-03-31,2014-06-29,2357.TW
2014-03-31,2014-06-29,2382.TW
2014-03-31,2014-06-29,2409.TW
2014-03-31,2014-06-29,2412.TW
2014-03-31,2014-06-29,2454.TW
2014-03-31,2014-06-29,2474.TW
2014-03-31,2014-06-29,2498.TW
2014-03-31,2014-06-29,2801.TW
2014-03-31,2014-06-29,2880.TW
2014-03-31,2014-06-29,2881.TW
2014-03-31,2014-06-29,2882.TW
2014-03-31,2014-06-29,2883.TW
2014-03-31,2014-06-29,2884.TW
2014-03-31,2014-06-29,2885.TW
2014-03-31,2014-06-29,2886.TW
2014-03-31,2014-06-29,2887.TW
2014-03-31,2014-06-29,2890.TW
2014-03-31,2014-06-29,2891.TW
2014-03-31,2014-06-29,2892.TW
2014-03-31,2014-06-29,2912.TW
2014-03-31,2014-06-29,3008.TW
2014-03-31,2014-06-29,3045.TW
2014-03-31,2014-06-29,3474.TW
2014-03-31,2014-06-29,3481.TW
2014-03-31,2014-06-29,3711.TW
2014-03-31,2014-06-29,4904.TW
2014-03-31,2014-06-29,4938.TW
2014-03-31,2014-06-29,5880.TW
2014-03-31,2014-06-29,6505.TW
2014-03-31,2014-06-29,9904.TW
2014-06-30,2014-12-30,1101.TW
2014-06-30,2014-12-30,1102.TW
2014-06-30,2014-12-30,1216.TW
2014-06-30,2014-12-30,1301.TW
2014-06-30,2014-12-30,1303.TW
2014-06-30,2014-12-30,1326.TW
2014-06-30,2014-12-30,1402.TW
2014-06-30,2014-12-30,2002.TW
2014-06-30,2014-12-30,2105.TW
2014-06-30,2014-12-30,2207.TW
2014-06-30,2014-12-30,2227.TW
2014-06-30,2014-12-30,2301.TW
2014-06-30,2014-12-30,2303.TW
2014-06-30,2014-12-30,2308.TW
2014-06-30,2014-12-30,2317.TW
2014-06-30,2014-12-30,2324.TW
2014-06-30,2014-12-30,2325.TW
2014-06-30,2014-12-30,2330.TW
2014-06-30,2014-12-30,2354.TW
2014-06-30,2014-12-30,2357.TW
2014-06-30,2014-12-30,2382.TW
2014-06-30,2014-12-30,2395.TW
2014-06-30,2014-12-30,2409.TW
2014-06-30,2014-12-30,2412.TW
2014-06-30,2014-12-30,2454.TW
2014-06-30,2014-12-30,2474.TW
2014-06-30,2014-12-30,2498.TW
2014-06-30,2014-12-30,2801.TW
2014-06-30,2014-12-30,2880.TW
2014-06-30,2014-12-30,2881.TW
2014-06-30,2014-12-30,2882.TW
2014-06-30,2014-12-30,2883.TW
2014-06-30,2014-12-30,2884.TW
2014-06-30,2014-12-30,2885.TW
2014-06-30,2014-12-30,2886.TW
2014-06-30,2014-12-30,2887.TW
2014-06-30,2014-12-30,2890.TW
2014-06-30,2014-12-30,2891.TW
2014-06-30,2014-12-30,2892.TW
2014-06-30,2014-12-30,2912.TW
2014-06-30,2014-12-30,3008.TW
2014-06-30,2014-12-30,3045.TW
2014-06-30,2014-12-30,3474.TW
2014-06-30,2014-12-30,3481.TW
2014-06-30,2014-12-30,3711.TW
2014-06-30,2014-12-30,4904.TW
2014-06-30,2014-12-30,4938.TW
2014-06-30,2014-12-30,5880.TW
2014-06-30,2014-12-30,6505.TW
2014-06-30,2014-12-30,9904.TW
2014-12-31,2015-09-29,1101.TW
2014-12-31,2015-09-29,1102.TW
2014-12-31,2015-09-29,1216.TW
2014-12-31,2015-09-29,1301.TW
2014-12-31,2015-09-29,1303.TW
2014-12-31,2015-09-29,1326.TW
2014-12-31,2015-09-29,1402.TW
2014-12-31,2015-09-29,2002.TW
2014-12-31,2015-09-29,2105.TW
2014-12-31,2015-09-29,2207.TW
2014-12-31,2015-09-29,2227.TW
2014-12-31,2015-09-29,2301.TW
2014-12-31,2015-09-29,2303.TW
2014-12-31,2015-09-29,2308.TW
2014-12-31,2015-09-29,2317.TW
2014-12-31,2015-09-29,2325.TW
2014-12-31,2015-09-29,2330.TW
2014-12-31,2015-09-29,2354.TW
2014-12-31,2015-09-29,2357.TW
2014-12-31,2015-09-29,2382.TW
2014-12-31,2015-09-29,2395.TW
2014-12-31,2015-09-29,2408.TW
2014-12-31,2015-09-29,2409.TW
2014-12-31,2015-09-29,2412.TW
2014-12-31,2015-09-29,2454.TW
2014-12-31,2015-09-29,2474.TW
2014-12-31,2015-09-29,2498.TW
2014-12-31,2015-09-29,2801.TW
2014-12-31,2015-09-29,2880.TW
2014-12-31,2015-09-29,2881.TW
2014-12-31,2015-09-29,2882.TW
2014-12-31,2015-09-29,2883.TW
2014-12-31,2015-09-29,2884.TW
2014-12-31,2015-09-29,2885.TW
2014-12-31,2015-09-29,2886.TW
2014-12-31,2015-09-29,2887.TW
2014-12-31,2015-09-29,2890.TW
2014-12-31,2015-09-29,2891.TW
2014-12-31,2015-09-29,2892.TW
2014-12-31,2015-09-29,2912.TW
2014-12-31,2015-09-29,3008.TW
2014-12-31,2015-09-29,3045.TW
2014-12-31,2015-09-29,3474.TW
2014-12-31,2015-09-29,3481.TW
2014-12-31,2015-09-29,3711.TW
2014-12-31,2015-09-29,4904.TW
2014-12-31,2015-09-29,4938.TW
2014-12-31,2015-09-29,5880.TW
2014-12-31,2015-09-29,6505.TW
2014-12-31,2015-09-29,9904.TW
2015-09-30,2016-06-29,1101.TW
2015-09-30,2016-06-29,1102.TW
2015-09-30,2016-06-29,1216.TW
2015-09-30,2016-06-29,1301.TW
2015-09-30,2016-06-29,1303.TW
2015-09-30,2016-06-29,1326.TW
2015-09-30,2016-06-29,1402.TW
2015-09-30,2016-06-29,1476.TW
2015-09-30,2016-06-29,2002.TW
2015-09-30,2016-06-29,2105.TW
2015-09-30,2016-06-29,2207.TW
2015-09-30,2016-06-29,2227.TW
2015-09-30,2016-06-29,2301.TW
2015-09-30,2016-06-29,2303.TW
2015-09-30,2016-06-29,2308.TW
2015-09-30,2016-06-29,2317.TW
2015-09-30,2016-06-29,2325.TW
2015-09-30,2016-06-29,2330.TW
2015-09-30,2016-06-29,2354.TW
2015-09-30,2016-06-29,2357.TW
2015-09-30,2016-06-29,2382.TW
2015-09-30,2016-06-29,2395.TW
2015-09-30,2016-06-29,2408.TW
2015-09-30,2016-06-29,2409.TW
2015-09-30,2016-06-29,2412.TW
2015-09-30,2016-06-29,2454.TW
2015-09-30,2016-06-29,2474.TW
2015-09-30,2016-06-29,2801.TW
2015-09-30,2016-06-29,2880.TW
2015-09-30,2016-06-29,2881.TW
2015-09-30,2016-06-29,2882.TW
2015-09-30,2016-06-29,2883.TW
2015-09-30,2016-06-29,2884.TW
2015-09-30,2016-06-29,2885.TW
2015-09-30,2016-06-29,2886.TW
2015-09-30,2016-06-29,2887.TW
2015-09-30,2016-06-29,2890.TW
2015-09-30,2016-06-29,2891.TW
2015-09-30,2016-06-29,2892.TW
2015-09-30,2016-06-29,2912.TW
2015-09-30,2016-06-29,3008.TW
2015-09-30,2016-06-29,3045.TW
2015-09-30,2016-06-29,3474.TW
2015-09-30,2016-06-29,3481.TW
2015-09-30,2016-06-29,3711.TW
2015-09-30,2016-06-29,4904.TW
2015-09-30,2016-06-29,4938.TW
2015-09-30,2016-06-29,5880.TW
2015-09-30,2016-06-29,6505.TW
2015-09-30,2016-06-29,9904.TW
2016-06-30,2016-12-30,1101.TW
2016-06-30,2016-12-30,1102.TW
2016-06-30,2016-12-30,1216.TW
2016-06-30,2016-12-30,1301.TW
2016-06-30,2016-12-30,1303.TW
2016-06-30,2016-12-30,1326.TW
2016-06-30,2016-12-30,1402.TW
2016-06-30,2016-12-30,1476.TW
2016-06-30,2016-12-30,2002.TW
2016-06-30,2016-12-30,2105.TW
2016-06-30,2016-12-30,2207.TW
2016-06-30,2016-12-30,2301.TW
2016-06-30,2016-12-30,2303.TW
2016-06-30,2016-12-30,2308.TW
2016-06-30,2016-12-30,2317.TW
2016-06-30,2016-12-30,2324.TW
2016-06-30,2016-12-30,2325.TW
2016-06-30,2016-12-30,2330.TW
2016-06-30,2016-12-30,2354.TW
2016-06-30,2016-12-30,2357.TW
2016-06-30,2016-12-30,2382.TW
2016-06-30,2016-12-30,2395.TW
2016-06-30,2016-12-30,2408.TW
2016-06-30,2016-12-30,2409.TW
2016-06-30,2016-12-30,2412.TW
2016-06-30,2016-12-30,2454.TW
2016-06-30,2016-12-30,2474.TW
2016-06-30,2016-12-30,2801.TW
2016-06-30,2016-12-30,2880.TW
2016-06-30,2016-12-30,2881.TW
2016-06-30,2016-12-30,2882.TW
2016-06-30,2016-12-30,2883.TW
2016-06-30,2016-12-30,2884.TW
2016-06-30,2016-12-30,2885.TW
2016-06-30,2016-12-30,2886.TW
2016-06-30,2016-12-30,2887.TW
2016-06-30,2016-12-30,2890.TW
2016-06-30,2016-12-30,2891.TW
2016-06-30,2016-12-30,2892.TW
2016-06-30,2016-12-30,2912.TW
2016-06-30,2016-12-30,3008.TW
2016-06-30,2016-12-30,3045.TW
2016-06-30,2016-12-30,3474.TW
2016-06-30,2016-12-30,3481.TW
2016-06-30,2016-12-30,3711.TW
2016-06-30,2016-12-30,4904.TW
2016-06-30,2016-12-30,4938.TW
2016-06-30,2016-12-30,5880.TW
2016-06-30,2016-12-30,6505.TW
2016-06-30,2016-12-30,9904.TW
2016-12-31,2017-06-29,1101.TW
2016-12-31,2017-06-29,1102.TW
2016-12-31,2017-06-29,1216.TW
2016-12-31,2017-06-29,1301.TW
2016-12-31,2017-06-29,1303.TW
2016-12-31,2017-06-29,1326.TW
2016-12-31,2017-06-29,1402.TW
2016-12-31,2017-06-29,1476.TW
2016-12-31,2017-06-29,2002.TW
2016-12-31,2017-06-29,2105.TW
2016-12-31,2017-06-29,2207.TW
2016-12-31,2017-06-29,2301.TW
2016-12-31,2017-06-29,2303.TW
2016-12-31,2017-06-29,2308.TW
2016-12-31,2017-06-29,2317.TW
2016-12-31,2017-06-29,2324.TW
2016-12-31,2017-06-29,2325.TW
2016-12-31,2017-06-29,2330.TW
2016-12-31,2017-06-29,2354.TW
2016-12-31,2017-06-29,2357.TW
2016-12-31,2017-06-29,2382.TW
2016-12-31,2017-06-29,2395.TW
2016-12-31,2017-06-29,2408.TW
2016-12-31,2017-06-29,2409.TW
2016-12-31,2017-06-29,2412.TW
2016-12-31,2017-06-29,2454.TW
2016-12-31,2017-06-29,2474.TW
2016-12-31,2017-06-29,2801.TW
2016-12-31,2017-06-29,2823.TW
2016-12-31,2017-06-29,2880.TW
2016-12-31,2017-06-29,2881.TW
2016-12-31,2017-06-29,2882.TW
2016-12-31,2017-06-29,2883.TW
2016-12-31,2017-06-29,2884.TW
2016-12-31,2017-06-29,2885.TW
2016-12-31,2017-06-29,2886.TW
2016-12-31,2017-06-29,2887.TW
2016-12-31,2017-06-29,2890.TW
2016-12-31,2017-06-29,2891.TW
2016-12-31,2017-06-29,2892.TW
2016-12-31,2017-06-29,2912.TW
2016-12-31,2017-06-29,3008.TW
2016-12-31,2017-06-29,3045.TW
2016-12-31,2017-06-29,3481.TW
2016-12-31,2017-06-29,3711.TW
2016-12-31,2017-06-29,4904.TW
2016-12-31,2017-06-29,4938.TW
2016-12-31,2017-06-29,5880.TW
2016-12-31,2017-06-29,6505.TW
2016-12-31,2017-06-29,9904.TW
2017-06-30,2018-03-30,1101.TW
2017-06-30,2018-03-30,1102.TW
2017-06-30,2018-03-30,1216.TW
2017-06-30,2018-03-30,1301.TW
2017-06-30,2018-03-30,1303.TW
2017-06-30,2018-03-30,1326.TW
2017-06-30,2018-03-30,1402.TW
2017-06-30,2018-03-30,2002.TW
2017-06-30,2018-03-30,2105.TW
2017-06-30,2018-03-30,2207.TW
2017-06-30,2018-03-30,2301.TW
2017-06-30,2018-03-30,2303.TW
2017-06-30,2018-03-30,2308.TW
2017-06-30,2018-03-30,2317.TW
2017-06-30,2018-03-30,2324.TW
2017-06-30,2018-03-30,2325.TW
2017-06-30,2018-03-30,2330.TW
2017-06-30,2018-03-30,2354.TW
2017-06-30,2018-03-30,2357.TW
2017-06-30,2018-03-30,2382.TW
2017-06-30,2018-03-30,2395.TW
2017-06-30,2018-03-30,2408.TW
2017-06-30,2018-03-30,2409.TW
2017-06-30,2018-03-30,2412.TW
2017-06-30,2018-03-30,2454.TW
2017-06-30,2018-03-30,2474.TW
2017-06-30,2018-03-30,2633.TW
2017-06-30,2018-03-30,2801.TW
2017-06-30,2018-03-30,2823.TW
2017-06-30,2018-03-30,2880.TW
2017-06-30,2018-03-30,2881.TW
2017-06-30,2018-03-30,2882.TW
2017-06-30,2018-03-30,2883.TW
2017-06-30,2018-03-30,2884.TW
2017-06-30,2018-03-30,2885.TW
2017-06-30,2018-03-30,2886.TW
2017-06-30,2018-03-30,2887.TW
2017-06-30,2018-03-30,2890.TW
2017-06-30,2018-03-30,2891.TW
2017-06-30,2018-03-30,2892.TW
2017-06-30,2018-03-30,2912.TW
2017-06-30,2018-03-30,3008.TW
2017-06-30,2018-03-30,3045.TW
2017-06-30,2018-03-30,3481.TW
2017-06-30,2018-03-30,3711.TW
2017-06-30,2018-03-30,4904.TW
2017-06-30,2018-03-30,4938.TW
2017-06-30,2018-03-30,5880.TW
2017-06-30,2018-03-30,6505.TW
2017-06-30,2018-03-30,9904.TW
2018-03-31,2018-06-29,1101.TW
2018-03-31,2018-06-29,1102.TW
2018-03-31,2018-06-29,1216.TW
2018-03-31,2018-06-29,1301.TW
2018-03-31,2018-06-29,1303.TW
2018-03-31,2018-06-29,1326.TW
2018-03-31,2018-06-29,1402.TW
2018-03-31,2018-06-29,2002.TW
2018-03-31,2018-06-29,2105.TW
2018-03-31,2018-06-29,2301.TW
2018-03-31,2018-06-29,2303.TW
2018-03-31,2018-06-29,2308.TW
2018-03-31,2018-06-29,2317.TW
2018-03-31,2018-06-29,2324.TW
2018-03-31,2018-06-29,2325.TW
2018-03-31,2018-06-29,2330.TW
2018-03-31,2018-06-29,2354.TW
2018-03-31,2018-06-29,2357.TW
2018-03-31,2018-06-29,2382.TW
2018-03-31,2018-06-29,2395.TW
2018-03-31,2018-06-29,2408.TW
2018-03-31,2018-06-29,2409.TW
2018-03-31,2018-06-29,2412.TW
2018-03-31,2018-06-29,2454.TW
2018-03-31,2018-06-29,2474.TW
2018-03-31,2018-06-29,2633.TW
2018-03-31,2018-06-29,2801.TW
2018-03-31,2018-06-29,2823.TW
2018-03-31,2018-06-29,2880.TW
2018-03-31,2018-06-29,2881.TW
2018-03-31,2018-06-29,2882.TW
2018-03-31,2018-06-29,2883.TW
2018-03-31,2018-06-29,2884.TW
