market,ticker,converged,theta0,alpha,gamma,beta,persistence,theta_vix,theta_eav,theta_eav_se,theta_eav_t,loglik,n_obs,n_events,sigma2_sample,analyst_count,market_cap,median_daily_turnover
EU,ADS.DE,True,0.0001419162150952724,0.030362708094110645,0.03787573263494095,0.48937866541514735,0.5386792398267285,6.504724761929289e-07,0.004777847427384702,,,7800.8059821433735,3046,48,0.00038453233642208196,28.0,24119453696.0,98493006.89506531
EU,VOW3.DE,True,0.00021133168094700737,0.05001456895376398,0.05001459818685256,0.9001751787611677,0.975197046808358,8.127268336087556e-07,4.607810762246331e-05,0.00011202373765937524,0.41132449769325335,7860.58870281747,3046,48,0.0004352474851010709,22.0,44023750656.0,99832943.2731247
EU,TTE.PA,True,2.3553432065937718e-05,0.02785307179545333,0.07808092869652146,0.8794574351953766,0.9463509713390906,6.777182257415678e-07,0.00026316367007844636,,,8700.967170137417,3070,48,0.0002833029374222016,21.0,169971646464.0,174571319.8526001
EU,AIR.PA,True,0.00013635428447377498,0.027692832947710938,0.07793877490802752,0.8794164905965308,0.9460787109982556,7.41338846200694e-07,6.477785590800402e-05,5.5032027779490945e-05,1.1770937492538682,8008.920665168906,3070,48,0.0004551628839694953,22.0,134541516800.0,127003016.74156189
EU,SAN.PA,True,5.741274354447963e-05,0.02789714747256612,0.07437361133343012,0.8472535766162204,0.9123375297555015,4.4830282060930846e-07,0.00031772495322641774,0.00010548314601157741,3.012092123148711,8879.885134915561,3070,48,0.00019948172742157116,23.0,95535751168.0,137330187.33794403
EU,BNP.PA,True,8.21954280391523e-05,0.029339065985223255,0.036662918957088,0.9256772249462013,0.9733477504099686,8.037659045156832e-07,6.974526109817467e-05,7.321437341821632e-05,0.9526170592183406,8143.366398154023,3070,48,0.00037659087465241104,19.0,98890686464.0,128862638.55361938
EU,SHEL.L,True,3.802321316296701e-05,0.03157883865932289,0.08141049330169192,0.8804007730608652,0.952684858371034,6.823443030881497e-07,4.1733475775069646e-05,4.654084516818361e-05,0.8967064440763445,8504.27173533497,3030,48,0.0003140269238215315,16.0,194350202880.0,15895208481.773926
EU,AZN.L,True,0.0002512395003040916,0.05789756939640171,0.05789405949947371,0.8306955454437303,0.9175401445898688,1.2509646187290337e-07,-5.253430682553011e-05,3.7171064492040465e-05,-1.4133118742612123,8375.859692123639,3030,48,0.0002393037150791382,21.0,232438890496.0,14766055124.643555
EU,HSBA.L,True,3.8768014820768675e-05,0.0034920672935422007,0.009073853474521781,0.9855026428033372,0.9935316368341403,5.145851933868066e-07,0.004101834385365419,,,8669.748528659919,3030,48,0.00023183114813425906,17.0,228482514944.0,14955960627.535583
EU,BP.L,True,1e-12,0.021639923038297447,0.021775361978137876,0.5634730766506537,0.5960006806780201,8.885736938711293e-07,8.542588984388803e-06,4.675422844326958e-05,0.1827126501457332,8218.42810911212,3029,47,0.00035288259691933167,19.0,89479233536.0,15638234809.02475
EU,GSK.L,True,8.922130716779888e-05,0.046080251034531214,0.04607722616195087,0.7225622179140093,0.7916810820295159,2.275946903559703e-07,0.0008853143007517138,,,8952.131623049614,3030,48,0.000173375195686347,,,
