date,price
1927-12-01,17.65999984741211
1928-01-01,17.56999969482422
1928-02-01,17.260000228881836
1928-03-01,19.280000686645508
1928-04-01,19.75
1928-05-01,20.0
1928-06-01,19.139999389648438
1928-07-01,19.43000030517578
1928-08-01,20.8700008392334
1928-09-01,21.139999389648438
1928-10-01,21.68000030517578
1928-11-01,24.280000686645508
1928-12-01,24.350000381469727
1929-01-01,25.739999771118164
1929-02-01,25.59000015258789
1929-03-01,25.530000686645508
1929-04-01,25.940000534057617
1929-05-01,24.829999923706055
1929-06-01,27.40999984741211
1929-07-01,28.8799991607666
1929-08-01,31.709999084472656
1929-09-01,30.15999984741211
1929-10-01,24.149999618530273
1929-11-01,20.920000076293945
1929-12-01,21.450000762939453
1930-01-01,22.790000915527344
1930-02-01,23.280000686645508
1930-03-01,24.149999618530273
1930-04-01,24.899999618530273
1930-05-01,24.489999771118164
1930-06-01,20.459999084472656
1930-07-01,21.209999084472656
1930-08-01,21.3700008392334
1930-09-01,18.59000015258789
1930-10-01,16.940000534057617
1930-11-01,16.3799991607666
1930-12-01,15.34000015258789
1931-01-01,16.190000534057617
1931-02-01,18.030000686645508
1931-03-01,16.690000534057617
1931-04-01,15.09000015258789
1931-05-01,13.020000457763672
1931-06-01,14.829999923706055
1931-07-01,13.729999542236328
1931-08-01,13.859999656677246
1931-09-01,9.710000038146973
1931-10-01,10.430000305175781
1931-11-01,9.5
1931-12-01,8.119999885559082
1932-01-01,7.940000057220459
1932-02-01,8.289999961853027
1932-03-01,7.309999942779541
1932-04-01,5.829999923706055
1932-05-01,4.46999979019165
1932-06-01,4.429999828338623
1932-07-01,6.03000020980835
1932-08-01,8.390000343322754
1932-09-01,8.079999923706055
1932-10-01,6.960000038146973
1932-11-01,6.550000190734863
1932-12-01,6.920000076293945
1933-01-01,6.940000057220459
1933-02-01,5.659999847412109
1933-03-01,5.849999904632568
1933-04-01,7.829999923706055
1933-05-01,9.640000343322754
1933-06-01,10.90999984741211
1933-07-01,9.949999809265137
1933-08-01,11.09000015258789
1933-09-01,9.720000267028809
1933-10-01,8.960000038146973
1933-11-01,9.880000114440918
1933-12-01,9.970000267028809
1934-01-01,11.170000076293945
1934-02-01,10.760000228881836
1934-03-01,10.619999885559082
1934-04-01,10.460000038146973
1934-05-01,9.609999656677246
1934-06-01,9.8100004196167
1934-07-01,8.680000305175781
1934-08-01,9.149999618530273
1934-09-01,9.079999923706055
1934-10-01,8.8100004196167
1934-11-01,9.539999961853027
1934-12-01,9.5
1935-01-01,9.100000381469727
1935-02-01,8.739999771118164
1935-03-01,8.449999809265137
1935-04-01,9.279999732971191
1935-05-01,9.579999923706055
1935-06-01,10.239999771118164
1935-07-01,11.079999923706055
1935-08-01,11.239999771118164
1935-09-01,11.59000015258789
1935-10-01,12.460000038146973
1935-11-01,12.9399995803833
1935-12-01,13.430000305175781
1936-01-01,14.3100004196167
1936-02-01,14.600000381469727
1936-03-01,14.920000076293945
1936-04-01,13.770000457763672
1936-05-01,14.399999618530273
1936-06-01,14.84000015258789
1936-07-01,15.850000381469727
1936-08-01,15.989999771118164
1936-09-01,16.010000228881836
1936-10-01,17.229999542236328
1936-11-01,17.280000686645508
1936-12-01,17.18000030517578
1937-01-01,17.770000457763672
1937-02-01,18.059999465942383
1937-03-01,17.920000076293945
1937-04-01,16.43000030517578
1937-05-01,16.260000228881836
1937-06-01,15.399999618530273
1937-07-01,16.770000457763672
1937-08-01,16.040000915527344
1937-09-01,13.760000228881836
1937-10-01,12.350000381469727
1937-11-01,11.109999656677246
1937-12-01,10.550000190734863
1938-01-01,10.6899995803833
1938-02-01,11.34000015258789
1938-03-01,8.5
1938-04-01,9.779999732971191
1938-05-01,9.270000457763672
1938-06-01,11.5600004196167
1938-07-01,12.329999923706055
1938-08-01,12.0600004196167
1938-09-01,12.239999771118164
1938-10-01,13.170000076293945
1938-11-01,12.729999542236328
1938-12-01,13.140000343322754
1939-01-01,12.300000190734863
1939-02-01,12.699999809265137
1939-03-01,10.979999542236328
1939-04-01,10.930000305175781
1939-05-01,11.600000381469727
1939-06-01,10.859999656677246
1939-07-01,12.039999961853027
1939-08-01,11.180000305175781
1939-09-01,12.789999961853027
1939-10-01,12.829999923706055
1939-11-01,12.199999809265137
1939-12-01,12.460000038146973
1940-01-01,12.050000190734863
1940-02-01,12.130000114440918
1940-03-01,12.180000305175781
1940-04-01,12.1899995803833
1940-05-01,9.270000457763672
1940-06-01,9.979999542236328
1940-07-01,10.289999961853027
1940-08-01,10.5
1940-09-01,10.65999984741211
1940-10-01,11.079999923706055
1940-11-01,10.569999694824219
1940-12-01,10.579999923706055
1941-01-01,10.069999694824219
1941-02-01,9.920000076293945
1941-03-01,9.960000038146973
1941-04-01,9.3100004196167
1941-05-01,9.380000114440918
1941-06-01,9.850000381469727
1941-07-01,10.390000343322754
1941-08-01,10.279999732971191
1941-09-01,10.199999809265137
1941-10-01,9.5
1941-11-01,9.119999885559082
1941-12-01,8.6899995803833
1942-01-01,8.850000381469727
1942-02-01,8.59000015258789
1942-03-01,8.010000228881836
1942-04-01,7.659999847412109
1942-05-01,8.149999618530273
1942-06-01,8.300000190734863
1942-07-01,8.5600004196167
1942-08-01,8.619999885559082
1942-09-01,8.850000381469727
1942-10-01,9.359999656677246
1942-11-01,9.289999961853027
1942-12-01,9.770000457763672
1943-01-01,10.4399995803833
1943-02-01,10.970000267028809
1943-03-01,11.579999923706055
1943-04-01,11.59000015258789
1943-05-01,12.050000190734863
1943-06-01,12.350000381469727
1943-07-01,11.850000381469727
1943-08-01,11.800000190734863
1943-09-01,12.079999923706055
1943-10-01,11.90999984741211
1943-11-01,11.020000457763672
1943-12-01,11.670000076293945
1944-01-01,11.850000381469727
1944-02-01,11.819999694824219
1944-03-01,12.020000457763672
1944-04-01,11.869999885559082
1944-05-01,12.350000381469727
1944-06-01,12.979999542236328
1944-07-01,12.710000038146973
1944-08-01,12.819999694824219
1944-09-01,12.739999771118164
1944-10-01,12.779999732971191
1944-11-01,12.829999923706055
1944-12-01,13.279999732971191
1945-01-01,13.470000267028809
1945-02-01,14.300000190734863
1945-03-01,13.609999656677246
1945-04-01,14.84000015258789
1945-05-01,15.010000228881836
1945-06-01,14.869999885559082
1945-07-01,14.65999984741211
1945-08-01,15.510000228881836
1945-09-01,16.049999237060547
1945-10-01,16.649999618530273
1945-11-01,17.190000534057617
1945-12-01,17.360000610351562
1946-01-01,18.56999969482422
1946-02-01,17.280000686645508
1946-03-01,18.040000915527344
1946-04-01,18.760000228881836
1946-05-01,19.18000030517578
1946-06-01,18.43000030517578
1946-07-01,17.959999084472656
1946-08-01,16.649999618530273
1946-09-01,14.960000038146973
1946-10-01,14.84000015258789
1946-11-01,14.680000305175781
1946-12-01,15.300000190734863
1947-01-01,15.65999984741211
1947-02-01,15.430000305175781
1947-03-01,15.170000076293945
1947-04-01,14.579999923706055
1947-05-01,14.449999809265137
1947-06-01,15.210000038146973
1947-07-01,15.760000228881836
1947-08-01,15.319999694824219
1947-09-01,15.109999656677246
1947-10-01,15.430000305175781
1947-11-01,14.979999542236328
1947-12-01,15.300000190734863
1948-01-01,14.680000305175781
1948-02-01,13.930000305175781
1948-03-01,15.079999923706055
1948-04-01,15.479999542236328
1948-05-01,16.690000534057617
1948-06-01,16.739999771118164
1948-07-01,15.850000381469727
1948-08-01,15.970000267028809
1948-09-01,15.489999771118164
1948-10-01,16.5
1948-11-01,14.75
1948-12-01,15.199999809265137
1949-01-01,15.220000267028809
