start_seed,init_vix,init_eav,theta_vix,theta_eav,pooled_loglik,n_outer_iters,converged_flag,valid
78,0.0003096077496240018,1.3505134382385342e-05,0.00015349293440996902,0.01,328528.62063421245,8,False,True
79,2.689896939763747e-09,0.00030337462984444616,1.4298073406821867e-07,0.00013051334535509453,329342.2822423204,8,False,True
80,1.2897715143412811e-09,9.722277475356474e-05,4.65289516028321e-08,3.393145803215151e-05,329343.38306878856,8,False,True
81,1.8611009799045937e-08,1.4847685203374897e-05,1.860729003583974e-08,1.3611373810495459e-05,329322.8318123657,8,False,True
82,0.00013450167523357132,0.0004927164566141472,4.3866064864074984e-05,0.01,329130.0531586775,8,False,True
83,1.8519495773374861e-09,7.144844120814117e-06,1.8512988148013575e-09,3.0378523661458874e-06,328994.0478132924,8,False,True
84,0.0002518964090523173,9.460436763375337e-05,0.00011425248757605322,0.01,328673.24711229315,8,False,True
85,6.770394467634566e-07,1.3171232734986884e-06,6.588470209683564e-07,0.000441455134480961,329350.6708651279,6,True,True
86,1.1275231337299668e-08,4.5826251670455585e-05,1.5264765187058186e-08,1.290263402934679e-05,329306.4110476313,8,False,True
87,5.02615478800947e-05,3.470998975402235e-05,2.0852245705300682e-05,0.01,329308.3089016673,8,False,True
88,1.656247850197364e-05,3.6028808893673238e-06,1.377403139424434e-05,0.008885313821010404,329336.5478819171,8,False,True
89,4.165172937250208e-05,3.581007535752146e-05,1.910160494826214e-05,0.01,329318.9695166719,8,False,True
90,1.23419176754715e-05,1.0113814978847465e-05,1.103504874659964e-05,0.007232723533286211,329342.16192002007,8,False,True
91,0.00028940487309077605,5.808081226529151e-06,0.00014202985994673706,0.01,328563.0522838892,8,False,True
92,2.851748084391388e-09,4.185185500842688e-05,1.2469785354895897e-08,1.021732156627336e-05,329306.39011849876,8,False,True
93,1.8158035763412538e-06,0.0004568871728161092,1.7234443147374886e-06,0.0011542170724321468,329350.6834111095,6,True,True
94,5.3970727074365666e-05,4.4347040140980115e-06,2.186335548390639e-05,0.01,329302.09969186154,8,False,True
95,0.00030188726950759303,2.8931761219032152e-05,0.0001475710509930245,0.01,328547.943442859,8,False,True
96,2.5312650310340765e-05,9.289777646360182e-05,1.6145365796918098e-05,0.01,329329.94320603367,8,False,True
97,3.9252512989366343e-07,6.60455706229298e-05,3.6696772540104116e-07,0.0002455505153573352,329350.6574889226,8,False,True
98,0.00012822877802148207,0.0003522881213297286,4.235073563366968e-05,0.01,329140.388729489,8,False,True
99,2.457818397403213e-06,2.3214621752418283e-05,2.393562282370317e-06,0.0016035606914302969,329350.6968811906,8,False,True
100,3.7959821521652974e-06,0.00017930416381399173,3.6210960839616774e-06,0.0024227489875923544,329350.4823262721,6,True,True
101,1.4339242190020656e-07,0.0003520188588678058,3.001202152243611e-07,0.00022423392329871692,329349.55980123515,8,False,True
102,3.2783935683140597e-06,2.7027837635823884e-06,3.206179570055441e-06,0.0021442254473125833,329350.6186037373,7,True,True
103,2.2177333927104e-08,6.981080821826704e-06,2.0802026522599296e-08,1.4849650650102608e-05,329315.6905274674,8,False,True
104,1.4219649505199307e-05,0.00018334170900626996,1.3277217455191749e-05,0.008493651236255954,329340.29907074745,5,True,True
105,0.0008887071062794743,5.278008220492633e-05,0.0006959109552140703,0.01,327998.37473142066,8,False,True
106,1.7474345463762926e-09,0.00044821804182458786,3.4318043998049705e-07,0.00026778791777874565,329348.6778203622,8,False,True
107,7.347361630141325e-07,5.628322744529351e-05,6.996194985299258e-07,0.00046859971896574435,329350.69236847956,5,True,True
108,6.218003062654847e-06,0.00020431565152115977,5.905115767254159e-06,0.003922442434949852,329348.9422388418,8,False,True
109,0.00011180290124411091,2.9345669354419315e-05,3.663526664052655e-05,0.01,329187.80702855746,8,False,True
110,1.1874810488745646e-06,0.0003246176934073519,1.127509931000495e-06,0.0007554088201166389,329350.69688014424,5,True,True
111,1.0370980215150398e-08,2.5985279383115295e-06,1.036191995691977e-08,8.336198666537652e-06,329295.76401798346,8,False,True
112,0.00011612385315650826,2.0621458705792544e-06,3.778672203066059e-05,0.01,329179.2901563546,8,False,True
113,8.039216032739482e-09,1.5505586275353835e-06,8.028818014330049e-09,6.578888626665235e-06,329281.1639690812,8,False,True
114,7.127786829138117e-09,9.216130578437284e-05,5.824191257139347e-08,9.164523840718342e-05,329279.45671861595,8,False,True
115,4.190389846735498e-06,7.86301782504814e-05,4.054307959639224e-06,0.00270041427634561,329350.2356112821,5,True,True
116,0.0001826134190607553,2.9189108289341317e-06,6.739531604247384e-05,0.01,328943.8482266503,8,False,True
117,8.856985103475019e-09,0.00022994845390963728,1.1555212399478932e-07,8.595605236095852e-05,329348.46808639343,8,False,True
118,0.00042205738210331556,0.00032501502193669655,0.0002562656999597522,0.01,328296.33159498824,8,False,True
119,2.469865335528828e-05,0.00038094664653968226,1.6007219308267585e-05,0.01,329334.6742946118,8,False,True
120,2.1999852781219e-09,0.0002014757865645817,9.912480658663258e-08,8.898331582912191e-05,329342.506747183,8,True,True
121,6.129355949346815e-08,5.104472709774598e-05,6.124228557191581e-08,4.249727254846059e-05,329348.3444927491,8,False,True
122,1.1317330705998857e-08,0.00016888918825203953,5.595438270900575e-08,0.00010383992846434628,329239.2178684056,3,True,True
123,2.103420551157044e-09,6.944599605311164e-05,3.7949473390354386e-08,6.90849675499658e-05,329251.1979502763,8,False,True
124,5.189866005398473e-05,0.00013163597684588354,2.141265817326157e-05,0.01,329304.6142266209,8,False,True
125,9.160092299013747e-07,0.0001989968983879652,8.658995084925007e-07,0.0005801845658559249,329350.68156397715,6,True,True
126,0.00044724824440336015,1.0391279915019745e-06,0.00027843133848388094,0.01,328264.0402880459,8,False,True
127,1.8104925435873726e-08,1.4743323418421124e-06,1.3106952232679467e-08,1.019374582647784e-05,329312.34729702555,8,False,True
128,6.802953594564636e-07,6.0131932419393226e-05,6.463170142918942e-07,0.0004328175581587865,329350.69369284436,7,True,True
129,2.531764293100334e-08,1.0895780858071537e-05,2.390812582448712e-08,1.67788576181332e-05,329335.93533958023,8,False,True
130,2.9390232943330575e-09,1.672592684576469e-05,3.6781025853575424e-09,4.074853551480186e-06,329160.7698202263,8,False,True
131,4.044766879652065e-06,5.556299879405689e-05,3.9268238692805775e-06,0.002624127342970814,329350.3471416745,4,True,True
132,6.729689728746911e-05,2.425921241714646e-06,2.4382528600493937e-05,0.01,329284.8420679484,8,False,True
133,1.183673432954686e-06,0.00042845382322926484,1.1353890584945462e-06,0.0007620721493581693,329350.69627906964,4,True,True
134,1.060662756182899e-06,0.00041103441346938363,1.0215316332063518e-06,0.000684388591081308,329350.6968817055,6,True,True
135,4.836085790598927e-08,3.0176079867895775e-05,4.61263263678511e-08,3.237857752277156e-05,329329.13056890055,8,False,True
136,2.638436566994496e-09,2.207812519776474e-06,2.6375316409197652e-09,3.1061072060511204e-06,329110.5917813893,8,False,True
137,4.469659776616014e-08,0.0002071131221023974,9.615941583623378e-08,8.604627621119772e-05,329341.36000326136,7,True,True
138,5.158502709892655e-05,3.5223636167644786e-05,2.130910375358654e-05,0.01,329305.4336900469,8,False,True
139,2.9405454170444188e-06,1.3329979819463694e-05,2.8788429448960014e-06,0.0019266741973858114,329350.6804377266,8,False,True
140,5.347007985250127e-06,6.337040592817813e-05,5.175634778273981e-06,0.0034388497300920366,329349.54814668285,5,True,True
141,0.0009642275220426885,9.710513307050848e-05,0.0007723062647221689,0.01,327977.81151172414,8,False,True
142,4.415164151240126e-09,1.1485772729783015e-06,4.410557612224323e-09,4.35151934949085e-06,329185.69375455263,8,False,True
