start_seed,init_vix,init_eav,theta_vix,theta_eav,pooled_loglik,n_outer_iters,converged_flag,valid
71,1.4629618931343699e-06,4.830097684783433e-06,1.31674828776238e-06,0.002906578792451782,256731.34984023395,8,False,True
72,1.0966062987255983e-09,0.00018251401328837167,1.2770741208506627e-08,2.8511433316102297e-05,256580.38722776814,8,False,True
73,6.610057344712648e-08,2.1360445092233017e-05,6.22434847342571e-08,0.00012701748593728062,256708.97336379296,8,False,True
74,1.3314525724651968e-06,0.00025935828099507867,1.2359785832128376e-06,0.0024312205561806285,256723.5448691471,8,True,True
75,8.294195752205694e-09,3.764158052231611e-06,8.149227839291897e-09,1.7513312343921997e-05,256436.60333149775,8,False,True
76,0.0008187283653589045,0.0001500598668526578,0.0007329201300041727,0.01,253788.8959169802,8,False,True
77,2.0278308919323192e-06,0.00013219277706195317,1.817220162378233e-06,0.0035815576843891144,256723.71015053923,8,False,True
78,0.0003096077496240018,1.3505134382385342e-05,0.00024407698198400867,0.01,254208.4170753103,8,False,True
79,2.689896939763747e-09,0.00030337462984444616,1.551772340782756e-08,3.6517613177555595e-05,256590.97446429008,8,False,True
80,1.2897715143412811e-09,9.722277475356474e-05,9.9020454247283e-09,2.8841111481148054e-05,256371.19011890347,8,False,True
81,1.8611009799045937e-08,1.4847685203374897e-05,1.8514519927667125e-08,4.051117635207321e-05,256340.03415416455,8,False,True
82,0.00013450167523357132,0.0004927164566141472,9.014777825249239e-05,0.01,254930.0887407518,8,False,True
83,1.8519495773374861e-09,7.144844120814117e-06,1.8319265167882152e-09,1.049032768657492e-05,-9999752235.83548,8,False,False
84,0.0002518964090523173,9.460436763375337e-05,0.0001907599227400016,0.01,254356.59705075444,8,False,True
85,6.770394467634566e-07,1.3171232734986884e-06,6.029225406601753e-07,0.0012001783848225554,256722.9338947933,8,False,True
86,1.1275231337299668e-08,4.5826251670455585e-05,1.1245948036730803e-08,3.560528827482908e-05,256113.42851063894,8,False,True
87,5.02615478800947e-05,3.470998975402235e-05,2.8745637516352053e-05,0.01,256000.37110818888,8,False,True
88,1.656247850197364e-05,3.6028808893673238e-06,1.1361665228030921e-05,0.01,256580.38828001113,8,False,True
89,4.165172937250208e-05,3.581007535752146e-05,2.4110203765591725e-05,0.01,256137.14301766476,8,False,True
90,1.23419176754715e-05,1.0113814978847465e-05,9.795648656682299e-06,0.01,256634.80688115445,7,True,True
91,0.00028940487309077605,5.808081226529151e-06,0.00022443242500215816,0.01,254256.58925744751,8,False,True
92,2.851748084391388e-09,4.185185500842688e-05,2.847711911679398e-09,3.181728169484907e-05,-9999752462.828533,8,False,False
93,1.8158035763412538e-06,0.0004568871728161092,1.70277402392178e-06,0.0033542530983772063,256723.48298835522,8,True,True
94,5.3970727074365666e-05,4.4347040140980115e-06,3.086533027479379e-05,0.01,255941.26173216043,8,False,True
95,0.00030188726950759303,2.8931761219032152e-05,0.00023620206246771047,0.01,254227.1604993324,8,False,True
96,2.5312650310340765e-05,9.289777646360182e-05,1.5810252587322456e-05,0.01,256414.40883177155,8,False,True
97,3.9252512989366343e-07,6.60455706229298e-05,3.558892591868238e-07,0.0007034461490148245,256733.0310248845,8,False,True
98,0.00012822877802148207,0.0003522881213297286,8.521206452968917e-05,0.01,254981.11341041134,8,False,True
99,2.457818397403213e-06,2.3214621752418283e-05,2.2151103600891617e-06,0.0046605919440527825,256722.74697897863,8,False,True
100,3.7959821521652974e-06,0.00017930416381399173,3.381330996956809e-06,0.006585201089876227,256723.73657874877,8,False,True
101,1.4339242190020656e-07,0.0003520188588678058,1.4230265565171164e-07,0.00028533025895410646,256720.20827298556,8,False,True
102,3.2783935683140597e-06,2.7027837635823884e-06,3.015897917147517e-06,0.006626184304045369,256721.2723173281,8,False,True
103,2.2177333927104e-08,6.981080821826704e-06,2.0662452745546997e-08,0.00014261593807770375,256350.77996925314,4,True,True
104,1.4219649505199307e-05,0.00018334170900626996,1.0050828780039557e-05,0.01,256626.64301633477,8,False,True
105,0.0008887071062794743,5.278008220492633e-05,0.0008025825997715015,0.01,253768.63808413412,8,False,True
106,1.7474345463762926e-09,0.00044821804182458786,2.7182697591688134e-08,5.975981706876499e-05,256676.3093277205,8,False,True
107,7.347361630141325e-07,5.628322744529351e-05,6.586359731652518e-07,0.0012947567592268628,256733.29111429938,8,False,True
108,6.218003062654847e-06,0.00020431565152115977,5.5813465429552066e-06,0.009995772746060514,256721.75968402968,4,True,True
109,0.00011180290124411091,2.9345669354419315e-05,7.172404371071714e-05,0.01,255166.72287475748,8,False,True
110,1.1874810488745646e-06,0.0003246176934073519,1.1135994774352882e-06,0.0021922129746234378,256733.5648816,8,False,True
111,1.0370980215150398e-08,2.5985279383115295e-06,9.446264800645845e-09,2.1479311776990515e-05,256522.37344757465,8,False,True
112,0.00011612385315650826,2.0621458705792544e-06,7.50615091883455e-05,0.01,255111.98674578746,8,False,True
113,8.039216032739482e-09,1.5505586275353835e-06,7.640546473941038e-09,0.00015506789028310814,255821.0911042571,6,True,True
114,7.127786829138117e-09,9.216130578437284e-05,7.074178687150499e-09,2.0494513610259226e-05,256424.03224671874,8,False,True
115,4.190389846735498e-06,7.86301782504814e-05,3.7524955331664063e-06,0.007440505785129535,256723.7605300525,5,True,True
116,0.0001826134190607553,2.9189108289341317e-06,0.0001302497748444112,0.01,254627.07544272207,8,False,True
117,8.856985103475019e-09,0.00022994845390963728,8.693308563616732e-09,2.0292089796316553e-05,256549.6474246027,8,False,True
118,0.00042205738210331556,0.00032501502193669655,0.00034928984213417665,0.01,254048.5926078939,8,False,True
119,2.469865335528828e-05,0.00038094664653968226,1.535328324997609e-05,0.01,256440.27845128305,8,False,True
120,2.1999852781219e-09,0.0002014757865645817,1.2753868228655127e-08,2.9343624941073754e-05,256581.37406645593,8,False,True
121,6.129355949346815e-08,5.104472709774598e-05,5.763213180250377e-08,0.00011484770730405112,256710.12864152738,8,False,True
122,1.1317330705998857e-08,0.00016888918825203953,1.0780084320952179e-08,2.38776033849358e-05,256578.08768789622,8,False,True
123,2.103420551157044e-09,6.944599605311164e-05,2.1015664423171307e-09,5.549473488261458e-05,255352.7998216967,8,False,True
124,5.189866005398473e-05,0.00013163597684588354,2.9712662562938897e-05,0.01,255973.38722462233,8,False,True
125,9.160092299013747e-07,0.0001989968983879652,8.50585039111503e-07,0.0016838399715846056,256721.41073418703,8,False,True
126,0.00044724824440336015,1.0391279915019745e-06,0.0003734451643957276,0.01,254020.7944900061,8,False,True
127,1.8104925435873726e-08,1.4743323418421124e-06,1.6941424292077493e-08,3.69248572066788e-05,256630.07318404806,8,False,True
128,6.802953594564636e-07,6.0131932419393226e-05,6.098278300849375e-07,0.001205690218433892,256731.0595625946,8,False,True
129,2.531764293100334e-08,1.0895780858071537e-05,2.482962682522357e-08,5.464524123277922e-05,256578.6801606847,8,False,True
130,2.9390232943330575e-09,1.672592684576469e-05,2.9349517667696934e-09,9.039865956475512e-06,256025.26057531734,8,False,True
131,4.044766879652065e-06,5.556299879405689e-05,3.639872186142441e-06,0.0075071674656561485,256723.31403432184,7,True,True
132,6.729689728746911e-05,2.425921241714646e-06,3.89246288585186e-05,0.01,255742.27991950922,8,False,True
133,1.183673432954686e-06,0.00042845382322926484,1.112346166753855e-06,0.0022020562603279415,256731.656865655,8,False,True
134,1.060662756182899e-06,0.00041103441346938363,1.002739982974436e-06,0.0019780852521758354,256723.07664573655,8,False,True
135,4.836085790598927e-08,3.0176079867895775e-05,4.491785219876537e-08,9.47183738596866e-05,256630.79010930154,8,False,True
136,2.638436566994496e-09,2.207812519776474e-06,2.6338769221088014e-09,6.443486032961844e-06,256229.4859418568,8,False,True
137,4.469659776616014e-08,0.0002071131221023974,4.318461270492905e-08,9.306319016670422e-05,256702.16412525516,8,False,True
138,5.158502709892655e-05,3.5223636167644786e-05,2.9561951853214538e-05,0.01,255976.896944327,8,False,True
139,2.9405454170444188e-06,1.3329979819463694e-05,2.6576544219651404e-06,0.0053410703887058816,256733.9752983546,7,True,True
140,5.347007985250127e-06,6.337040592817813e-05,4.809474814861294e-06,0.00949518376557021,256723.76273161918,8,False,True
141,0.0009642275220426885,9.710513307050848e-05,0.0008787196347872088,0.01,253719.60528305863,8,False,True
142,4.415164151240126e-09,1.1485772729783015e-06,4.178454329090924e-09,2.331380278593718e-05,256070.7386615461,8,False,True
