date,spy_close,spy_log_ret,spy_r2,log_r2,ann_abs_ret_vol,rv5_var_lag1,rv21_var_lag1,log_rv5_lag1,log_rv21_lag1,vix_close,log_vix_lag1,fwd5_var,log_fwd5_var,blackout_coverage,blackout_firm_count,blackout_coverage_lag1,opex_window,dow,month
2020-01-02,296.12530517578125,,,,,,,,,12.470000267028809,,3.0824640343712674e-05,-10.387192932510978,0.7113080674161583,35,,0.0,3,1
2020-01-03,293.88299560546875,-0.0076009790475737304,5.7774882481654856e-05,-9.758954705020582,0.1206618016829561,,,,,14.020000457763672,2.5233257811136616,2.0930607108448723e-05,-10.774293237631337,0.723050573037713,36,0.7113080674161583,0.0,4,1
2020-01-06,295.00408935546875,0.0038075044707666095,1.4497090294907719e-05,-11.141555700079097,0.060442259672490284,,,,,13.850000381469727,2.6404849142643374,2.7426560011593225e-05,-10.503995024497394,0.723050573037713,36,0.723050573037713,0.0,0,1
2020-01-07,294.1745910644531,-0.0028157802264301424,7.928618283554984e-06,-11.745019164188555,0.044699125354483796,,,,,13.789999961853027,2.628285260183508,2.6306295225251582e-05,-10.545698483882004,0.723050573037713,36,0.723050573037713,0.0,1,1
2020-01-08,295.7424011230469,0.005315370706913569,2.8253165751914857e-05,-10.474301505215507,0.08437889409966537,,,,,13.449999809265137,2.6239436890461842,2.167414806861707e-05,-10.739385727082025,0.7343578463473605,37,0.723050573037713,0.0,2,1
2020-01-09,297.7477722167969,0.006757917201810848,4.566944490653096e-05,-9.994078895640074,0.107278609780542,,,,,12.539999961853027,2.598979091874252,2.6265533064723114e-05,-10.547249200870596,0.8659447110222956,40,0.7343578463473605,0.0,3,1
2020-01-10,296.8909606933594,-0.0028817904686730955,8.3047163053351e-06,-11.698674933706537,0.0457470054642317,3.082464034371268e-05,,-10.387192932510978,,12.5600004196167,2.528923532170726,2.653606006294886e-05,-10.537002224420739,0.8659447110222956,40,0.8659447110222956,0.0,4,1
2020-01-13,298.9328308105469,0.006853966356105801,4.6976854810630224e-05,-9.965853399680014,0.1088033428359571,2.0930607108448723e-05,,-10.774293237631337,,12.319999694824219,2.5305171944569866,1.7908836725168236e-05,-10.930210711316281,0.8659447110222956,40,0.8659447110222956,0.0,0,1
2020-01-14,298.4771423339844,-0.0015255472302904138,2.327294351846753e-06,-12.970761220083512,0.024217311507790905,2.7426560011593225e-05,,-10.503995024497394,,12.390000343322754,2.5112239333427286,1.7446284445759602e-05,-10.956378125869115,0.8886028151448545,41,0.8659447110222956,0.0,1,1
2020-01-15,299.1514587402344,0.002256641302631479,5.092429968742299e-06,-12.187735803984554,0.03582307011023845,2.6306295225251582e-05,,-10.545698483882004,,12.420000076293945,2.516889723358787,1.669078098373963e-05,-11.000648036558413,0.8886028151448545,41,0.8886028151448545,1.0,2,1
2020-01-16,301.63995361328125,0.008284103444975877,6.862636988706118e-05,-9.586832239244677,0.13150606530323772,2.167414806861707e-05,,-10.739385727082025,,12.319999694824219,2.519308082656214,1.8925803476845393e-05,-10.874979019920543,0.8886028151448545,41,0.8886028151448545,1.0,3,1
2020-01-17,302.57879638671875,0.0031076279211745828,9.657351296463859e-06,-11.547780785497764,0.04933206388049149,2.6265533064723114e-05,,-10.547249200870596,,12.100000381469727,2.5112239333427286,6.921903548000349e-05,-9.578233209288934,0.8591255901089945,39,0.8886028151448545,1.0,4,1
2020-01-21,301.98638916015625,-0.001959780120760257,3.840738121727088e-06,-12.469819954313648,0.031110544943398634,2.653606006294886e-05,,-10.537002224420739,,12.850000381469727,2.493205484137383,9.01859016511152e-05,-9.313636335277241,0.8810284978303716,41,0.8591255901089945,0.0,1,1
2020-01-22,302.0227966308594,0.00012055270550082042,1.4532954803567538e-08,-18.039989673505723,0.0019137148717870748,1.7908836725168236e-05,,-10.930210711316281,,12.90999984741211,2.5533438410353706,9.031966899055197e-05,-9.312154195803819,0.8810284978303716,41,0.8810284978303716,0.0,2,1
2020-01-23,302.36932373046875,0.0011466964108439726,1.3149126586424487e-06,-13.541664266036811,0.018203241194301004,1.7446284445759602e-05,,-10.956378125869115,,12.979999542236328,2.5580021930469408,9.21562414755409e-05,-9.292024059335684,0.8810284978303716,41,0.8810284978303716,0.0,3,1
2020-01-24,299.68023681640625,-0.008933167543071718,7.980148235259e-05,-9.435967224725278,0.14180963843424987,1.669078098373963e-05,,-11.000648036558413,,14.5600004196167,2.563409676016801,0.00014335319881922886,-8.850198353557653,0.8657772297782822,39,0.8810284978303716,0.0,4,1
2020-01-27,294.87652587890625,-0.016159316548426617,0.0002611235113122543,-8.250516656197409,0.2565211976634447,1.8925803476845393e-05,,-10.874979019920543,,18.229999542236328,2.6782780715952357,0.00010208320259027379,-9.189721385929994,0.8274978510982725,34,0.8657772297782822,0.0,0,1
2020-01-28,297.96661376953125,0.010424733520684626,0.00010867506897728567,-9.12714722620417,0.16548751427910202,6.921903548000349e-05,,-9.578233209288934,,16.280000686645508,2.9030685635855975,0.0001261089829960752,-8.978363287483754,0.8274978510982725,34,0.8274978510982725,0.0,1,1
2020-01-29,297.72039794921875,-0.0008266617518595254,6.833696519874596e-07,-14.196083582664338,0.013122848482735745,9.01859016511152e-05,,-9.313636335277241,,16.389999389648438,2.7899374027577784,0.0001523385818812956,-8.789404345536417,0.8274978510982725,34,0.8274978510982725,0.0,2,1
2020-01-30,298.68658447265625,0.003240027018959424,1.049777508358709e-05,-11.464337694272679,0.05143383439977956,9.031966899055197e-05,,-9.312154195803819,,15.489999771118164,2.796671355522573,0.00015249619520464613,-8.78837025595193,0.8382421333412649,35,0.8274978510982725,0.0,3,1
2020-01-31,293.2631530761719,-0.018324471863358838,0.0003357862690710297,-7.999035406547855,0.29089197274228706,9.21562414755409e-05,,-9.292024059335684,,18.84000015258789,2.74019463965913,9.105080547844118e-05,-9.304091806991769,0.6978196435520585,32,0.8382421333412649,0.0,4,1
2020-02-03,295.4416198730469,0.00740091414404187,5.477353016747901e-05,-9.812301681148192,0.1174858697980515,0.00014335319881922886,,-8.850198353557653,,17.969999313354492,2.93598227725267,9.115975465865927e-05,-9.302895947942392,0.36669783872433837,16,0.6978196435520585,0.0,0,2
2020-02-04,299.94451904296875,0.015126267583455366,0.00022880397100629265,-8.382644505757252,0.24012205374264511,0.00010208320259027379,5.483901946142995e-05,-9.189721385929994,-9.811106759901074,16.049999237060547,2.8887036625903746,4.599872854991725e-05,-9.986894628105597,0.36669783872433837,16,0.36669783872433837,0.0,1,2
2020-02-05,303.40826416015625,0.01148178401112343,0.00013183136407808965,-8.933986238452457,0.18226767060474164,0.0001261089829960752,6.298326177212701e-05,-8.978363287483754,-9.672639965308113,15.149999618530273,2.775708802047086,2.7880778722246202e-05,-10.487569454554064,0.36669783872433837,16,0.36669783872433837,0.0,2,2
2020-02-06,304.42926025390625,0.0033594406826642498,1.1285841700339641e-05,-11.391952704092581,0.05332946754361598,0.00015233858188129563,6.857060814275472e-05,-8.789404345536417,-9.587645109424336,14.960000038146973,2.7180005067824586,2.585148647718205e-05,-10.56313858646821,0.3110582301033044,18,0.36669783872433837,0.0,3,2
2020-02-07,302.80670166015625,-0.005344092106242648,2.8559320440004984e-05,-10.463523713415702,0.0848348321792485,0.00015249619520464613,6.873047592450635e-05,-8.78837025595193,-9.58531639334446,15.470000267028809,2.705379975102947,2.0652133688868808e-05,-10.787687075454587,0.30665958528499865,17,0.3110582301033044,0.0,4,2
2020-02-10,305.0672607421875,0.007437625701026462,5.531827606856937e-05,-9.802405406830525,0.11806864769819075,9.105080547844119e-05,6.874505471917732e-05,-9.304091806991769,-9.585104300713168,15.039999961853027,2.738902681852512,1.0920033852842073e-05,-11.424902330136367,0.27480970575314206,13,0.30665958528499865,0.0,0,2
2020-02-11,305.59600830078125,0.0017317160455982972,2.9988404625826037e-06,-12.717251510817738,0.0274901399881997,9.115975465865927e-05,6.920452286975057e-05,-9.302895947942392,-9.578442893095806,15.180000305175781,2.710713315991975,1.4870143044186957e-05,-11.116148453026794,0.27480970575314206,13,0.27480970575314206,0.0,1,2
2020-02-12,307.5648498535156,0.006421963480099713,4.1241614939734415e-05,-10.096060315302468,0.10194550978249642,4.599872854991725e-05,6.895186211533378e-05,-9.986894628105597,-9.582100497054677,13.739999771118164,2.7199787920778777,1.0010956300525253e-05,-11.511820445676468,0.27480970575314206,13,0.27480970575314206,0.0,2,2
2020-02-13,307.2367248535156,-0.001067417666622994,1.139380475018877e-06,-13.684938123099112,0.016944730145527755,2.7880778722246202e-05,6.867875545481494e-05,-10.487569454554064,-9.58606918697172,14.149999618530273,2.6203112701434144,3.121474305063509e-05,-10.374616837474257,0.27694942696228697,14,0.27480970575314206,0.0,3,2
2020-02-14,307.72894287109375,0.0016007987064083906,2.562556498438777e-06,-12.874466142803128,0.025411891657383,2.585148647718205e-05,6.862218812734695e-05,-10.56313858646821,-9.586893176185397,13.680000305175781,2.649714597137322,0.0002582165701252249,-8.261711518796067,0.27694942696228697,14,0.27694942696228697,0.0,4,2
2020-02-18,306.9359436035156,-0.002580266825046529,6.657776888435694e-06,-11.919709909755047,0.04096046601157993,2.0652133688868808e-05,6.85017179620944e-05,-10.787687075454587,-9.588650273455645,14.829999923706055,2.6159349345098852,0.00044625358561428045,-7.714622965824911,0.14048939071885713,11,0.27694942696228697,0.0,1,2
2020-02-19,308.4034118652344,0.004769631685917375,2.274938641930702e-05,-10.690967987797649,0.07571555571786666,1.0920033852842073e-05,6.555083258120746e-05,-11.424902330136367,-9.63268312083506,14.380000114440918,2.6966521510120156,0.0004444197412595474,-7.718740853896748,0.14048939071885713,11,0.14048939071885713,1.0,2,2
2020-02-20,307.136474609375,-0.004116513235910446,1.6945681221425892e-05,-10.985491650608536,0.06534762174554883,1.4870143044186957e-05,6.617426282515238e-05,-11.116148453026794,-9.623217438531354,15.5600004196167,2.665838360258194,0.0008633375922440384,-7.054704643020227,0.14048939071885713,11,0.14048939071885713,1.0,3,2
2020-02-21,303.9734802246094,-0.010351730011238125,0.00010715831422556807,-9.141202311591014,0.16432861949411964,1.0010956300525253e-05,6.679830773466186e-05,-11.511820445676468,-9.61383131401322,17.079999923706055,2.744703545724326,0.0008454508697732018,-7.075640380930754,0.1178312865962983,10,0.14048939071885713,1.0,4,2
2020-02-24,293.8920593261719,-0.03372790672234771,0.0011375716918713879,-6.778859295397668,0.535413920580694,3.121474305063509e-05,7.190039255707921e-05,-10.374616837474257,-9.540227442675492,25.030000686645508,2.83790818389942,0.0009774008491825754,-6.930613601998576,0.1178312865962983,10,0.1178312865962983,0.0,0,2
2020-02-25,284.9864807128906,-0.03077081172692253,0.0009468428543337132,-6.962377313447208,0.4884714928141618,0.0002582165701252249,0.0001260078582338766,-8.261711518796067,-8.97916549242102,27.850000381469727,3.2200751328805786,0.0009568132952622033,-6.951902174800895,0.08994989366113199,9,0.1178312865962983,0.0,1,2
2020-02-26,283.9382019042969,-0.0036851274938110024,1.358016464564176e-05,-11.206892948126574,0.05849958538914377,0.00044625358561428045,0.00016729554261393008,-7.714622965824911,-8.695747995654793,27.559999465942383,3.326832980074181,0.0012931465267976522,-6.650676785159542,0.08994989366113199,9,0.08994989366113199,0.0,2,2
2020-02-27,271.1860656738281,-0.0459514410671078,0.002111534936143881,-6.160340090716391,0.7294565126916465,0.0004444197412595474,0.00015550776420123426,-7.718740853896748,-8.768814253982411,39.15999984741211,3.3163654267710885,0.001099414425345776,-6.812977490558615,0.08803246444959514,8,0.08994989366113199,0.0,3,2
2020-02-28,270.0467529296875,-0.0042100714805553,1.7724701871385093e-05,-10.940545663527592,0.06683281283612896,0.0008633375922440384,0.00025088204359011976,-7.054704643020227,-8.290527276554137,40.11000061035156,3.667655813768339,0.0011514444072923782,-6.766738031534457,0.07548408368334947,6,0.08803246444959514,0.0,4,2
2020-03-02,281.7414855957031,0.04239482974276765,0.0017973215889182563,-6.321457672778815,0.6729970582457256,0.0008454508697732019,0.0002516935356005673,-7.075640380930754,-8.287297941797966,33.41999816894531,3.691625695001397,0.0021143233156218945,-6.1590204157133055,0.07548408368334947,6,0.07548408368334947,0.0,0,3
2020-03-03,273.67462158203125,-0.029050044487605398,0.0008439050847318528,-7.0774704100440715,0.4611551597374,0.0009774008491825754,0.0003367803838784086,-6.930613601998576,-7.9960792230042115,36.81999969482422,3.5091544683810496,0.002454591221148681,-6.00979499955686,0.07548408368334947,6,0.07548408368334947,0.0,1,3
