date,actual_rv,position,HAR_forecast,HAR_resid_var,HAR_first_beta,HARQ_forecast,HARQ_resid_var,HARQ_first_beta,HARQ_full_forecast,HARQ_full_resid_var,HARQ_full_first_beta,SHARK_like_forecast,SHARK_like_resid_var,SHARK_like_first_beta
2019-06-28,1.6814585419496237e-05,500,2.0441820499571233e-05,0.2593961503228367,"{""intercept"": -2.314046716521681, ""log_rv_d"": 0.2054390904032583, ""log_rv_m"": 0.0908820321537588, ""log_rv_w"": 0.4913610180222164}",2.0154281054212405e-05,0.2592515000101307,"{""intercept"": -2.3557608295759036, ""log_rv_d"": 0.20292778495912714, ""log_rv_d_x_me_d"": 0.010583611610686628, ""log_rv_m"": 0.09386185251869485, ""log_rv_w"": 0.47355778385074343}",1.9762886197055248e-05,0.2588092478660289,"{""intercept"": -2.3942365074581304, ""log_rv_d"": 0.18946049934968726, ""log_rv_d_x_me_d"": 0.0190802013649092, ""log_rv_m"": 0.03625103295686007, ""log_rv_m_x_me_m"": 0.03385122123034652, ""log_rv_w"": 0.5364976736916689, ""log_rv_w_x_me_w"": -0.03891205399011702}",1.7793915415320458e-05,0.25700240917823747,"{""abs_jump_share_d"": 0.01234121358562906, ""intercept"": -1.8204924784333278, ""log_rv_d"": 0.16063145913337262, ""log_rv_d_x_me_d"": 0.011863625500211248, ""log_rv_m"": 0.1280278677075722, ""log_rv_w"": 0.4701734516475996, ""rs_imbalance_d"": 0.558344577647277, ""rs_imbalance_w"": 0.505238213898476, ""rs_minus_share_d"": -0.6310739503930247, ""rs_minus_share_w"": -0.6576271322674252, ""signed_jump_share_d"": 0.2101729636313699, ""signed_jump_share_w"": -0.37935170095623494}"
2019-07-01,1.3964613852586555e-05,501,2.0166335836304112e-05,0.2588828672404957,,1.982352440639543e-05,0.2587341515434436,,2.0312038361359775e-05,0.25828741887610934,,2.0884766453897815e-05,0.25648718567445244,
2019-07-02,8.446755398857466e-06,502,1.8836820615937406e-05,0.2584764578441198,,1.7645042649060893e-05,0.25831142041592936,,1.8255739296886775e-05,0.25788658062657305,,1.605182677463974e-05,0.2561148602192733,
2019-07-03,2.439851865588221e-05,503,1.5806443511090115e-05,0.2588623866547731,,1.6380238780383438e-05,0.25852213294999826,,1.7951647727730262e-05,0.2581808645543898,,1.647604736006899e-05,0.25610938384671594,
2019-07-04,1.5715163888969962e-05,504,2.092355930703835e-05,0.2589753526068566,,2.120910440711969e-05,0.25855656132351484,,2.2536257924613913e-05,0.25803536555903966,,2.252739866017278e-05,0.25612833116294603,
2019-07-05,1.4034650069703779e-05,505,1.869080570416408e-05,0.25850720345680017,,1.8101755549153286e-05,0.2580972479458394,,1.8914231247163063e-05,0.25762362028452546,,1.8658405334407535e-05,0.2557155030466533,
2019-07-08,3.4780324775610074e-05,506,1.7907744475687884e-05,0.2580413071860089,,1.7553349850928365e-05,0.2576132920606394,,1.839503777060486e-05,0.25716436636054774,,1.7790891785135813e-05,0.2552470998197738,
2019-07-09,1.2569372050851669e-05,507,2.4440746370905286e-05,0.2587726857340868,,2.377020228995587e-05,0.2584088740153826,,2.4048911261176713e-05,0.2578119284832654,,2.2126080640138638e-05,0.25600776933493513,
2019-07-10,8.643778942958299e-06,508,2.0281108824958117e-05,0.25882388260508293,,1.9825383713928132e-05,0.2584031443526784,,2.0975817980466196e-05,0.25783112838989986,,2.173921360602835e-05,0.2558714783514144,
2019-07-11,1.094114493201581e-05,509,1.7160492809292738e-05,0.2593413554906104,,1.7300963464537213e-05,0.2588581994299318,,1.865325067856821e-05,0.2584480870141024,,1.766038366806733e-05,0.2566076938175102,
