date,actual_rv,position,HAR_forecast,HAR_resid_var,HAR_first_beta,HARQ_forecast,HARQ_resid_var,HARQ_first_beta,HARQ_full_forecast,HARQ_full_resid_var,HARQ_full_first_beta,SHARK_like_forecast,SHARK_like_resid_var,SHARK_like_first_beta
2026-05-05,3.3128665111106536e-05,40,0.00010565605202082774,0.30633402743351856,"{""intercept"": -14.092273488460586, ""log_rv_d"": 0.18920220761406262, ""log_rv_m"": -1.1390848402980527, ""log_rv_w"": 0.4370969046812968}",9.339876198746224e-05,0.30695463606490736,"{""intercept"": -13.603641799788068, ""log_rv_d"": 0.17004414656604228, ""log_rv_d_x_me_d"": 0.04964985269150634, ""log_rv_m"": -1.124481181196708, ""log_rv_w"": 0.43248784851875754}",7.769413019267763e-05,0.3106637705313999,"{""intercept"": -16.210350928870504, ""log_rv_d"": 0.1464781642685436, ""log_rv_d_x_me_d"": 0.015986327454635445, ""log_rv_m"": -1.3986350251191102, ""log_rv_m_x_me_m"": -0.04700679302772272, ""log_rv_w"": 0.3223822051686128, ""log_rv_w_x_me_w"": 0.18329998652947926}",9.516271172511146e-05,0.34835162887873816,"{""abs_jump_share_d"": 0.5885747143393296, ""intercept"": -9.790104463308825, ""log_rv_d"": 0.14115873610786117, ""log_rv_d_x_me_d"": 0.05369876310971346, ""log_rv_m"": -1.2278685874532076, ""log_rv_w"": 0.5414028416986322, ""rs_imbalance_d"": 2.4420040003960235, ""rs_imbalance_w"": 0.9161595656909839, ""rs_minus_share_d"": -3.674050231456402, ""rs_minus_share_w"": -4.436972448808914, ""signed_jump_share_d"": 1.4663616890962503, ""signed_jump_share_w"": -2.4004130876932903}"
2026-05-06,0.00020630588038390014,41,7.374749137667622e-05,0.3243991760586185,,6.352083397998747e-05,0.3182390827318013,,4.042573187755784e-05,0.31069888234281284,,0.00010739360372968439,0.351361117422491,
2026-05-07,6.066320851818619e-05,42,0.0001086350769677074,0.34923152853427414,,0.0001019924970196881,0.35137942100810754,,0.00010013736610905813,0.35861304170686853,,0.00012227508514146536,0.35322384103699556,
2026-05-08,0.00010237139505335862,43,9.099880305408961e-05,0.34415356670062597,,9.172768690314798e-05,0.34491967774466126,,8.896267124076007e-05,0.3503886115965061,,9.517385295451136e-05,0.3493060132311391,
2026-05-11,2.6617838929888804e-05,44,9.434564810002127e-05,0.3375525692834951,,0.00010356652105793739,0.33802319496547517,,0.0001036687091715295,0.3428791027786267,,0.00010241021042850703,0.34016589960689564,
2026-05-12,0.00011872981138066134,45,8.262460089750351e-05,0.3576284008392239,,7.913489113423974e-05,0.36284972136084115,,8.79830114223278e-05,0.36474147296684317,,5.4198925928341865e-05,0.36626108259612167,
2026-05-13,7.561342169251204e-05,46,9.297231708795373e-05,0.35524935121524875,,9.575436713589377e-05,0.3613025307540867,,0.00010173708266290683,0.36013596027861855,,8.388987545484558e-05,0.3738390514715529,
2026-05-14,8.107170012023387e-05,47,7.713672760188501e-05,0.34700656914683853,,8.304149007820615e-05,0.3527700547059408,,9.663911240577822e-05,0.3514366632073416,,5.557066857645722e-05,0.3633318386682474,
2026-05-15,0.00011520459468055829,48,7.80124675843675e-05,0.34019472911870485,,7.543401809482304e-05,0.3450561116280387,,9.717267418179103e-05,0.3428650373712078,,8.013434477811943e-05,0.36033337909641344,
2026-05-18,0.00010849957774287113,49,7.937558566873576e-05,0.3392495240926401,,8.380449625351197e-05,0.3448064502194748,,9.693550833076563e-05,0.3370133909900767,,0.00010669447248149934,0.3577483101142464,
