date,actual_rv,position,HAR_forecast,HAR_resid_var,HAR_first_beta,HARQ_forecast,HARQ_resid_var,HARQ_first_beta,HARQ_full_forecast,HARQ_full_resid_var,HARQ_full_first_beta,SHARK_like_forecast,SHARK_like_resid_var,SHARK_like_first_beta
2026-05-06,1.1141032313705218e-05,54,1.8350280370133182e-05,0.3512812299139305,,1.1878412344200712e-05,0.28642216318793606,,1.3642386563039019e-05,0.2511901224207949,,1.2046388843464946e-05,0.30620878553479436,
2026-05-07,3.109581643585981e-05,55,1.545853271094009e-05,0.34592969044769467,,1.708285528831953e-05,0.2807844204085881,,1.5852083807363413e-05,0.24604537766071036,,1.3828182947536086e-05,0.2991723154245958,
2026-05-08,1.058674379149999e-05,56,1.9768226652516662e-05,0.3509358987345882,,2.2001905986819815e-05,0.28379485537683247,,1.7841231605470443e-05,0.25094758419759955,,2.514076274461978e-05,0.3084603270230293,
2026-05-11,1.3712111186874957e-05,57,1.5378729496313025e-05,0.3472287936010622,,2.0670019060201676e-05,0.28343909245576915,,2.2028241610012972e-05,0.2481241501233293,,1.8399905415643147e-05,0.3099298070249662,
2026-05-12,2.5112584230930963e-05,58,1.3541864303427603e-05,0.3408503437773033,,1.3341137604508158e-05,0.27916204530189465,,1.6553310270766933e-05,0.24508739033986493,,1.262067100554963e-05,0.30350442800378447,
2026-05-13,1.749303414778288e-05,59,1.793367984527481e-05,0.3440924414816038,,2.3097878770430592e-05,0.28322170015370013,,2.6674117951144344e-05,0.2447727755371837,,2.3836546522065186e-05,0.30784686311636783,
2026-05-14,1.6924481859604795e-05,60,1.8447135631127428e-05,0.3382744431193284,,1.8090477597638468e-05,0.27835225230551175,,2.5046333813396552e-05,0.24154452988257963,,1.720112733776511e-05,0.30184296682912487,
2026-05-15,4.108876939867891e-05,61,1.7012620984597778e-05,0.3324447256242657,,2.0744365241775064e-05,0.27346329540674225,,2.8657206241410774e-05,0.2382023516358714,,2.074571480223707e-05,0.2959639383027004,
2026-05-18,7.762443962275751e-05,62,2.4650046521733856e-05,0.34355875990454454,,2.533054067833792e-05,0.27903314651596534,,2.9931685138092275e-05,0.23738548649503982,,2.7762249520117292e-05,0.30177161465326363,
2026-05-19,5.0632542284673274e-05,63,4.1906940535916255e-05,0.36324554090873845,,3.082262933286727e-05,0.29786548753709063,,3.156168196384185e-05,0.25039493265666846,,3.2688787665666126e-05,0.31745487257888216,
2026-05-20,3.652493088016241e-05,64,4.493872727112401e-05,0.35913214778536395,,4.443682691449088e-05,0.29870442501744715,,3.825992723928888e-05,0.251192552631791,,5.240362762204724e-05,0.3166510988350655,
2026-05-21,2.866248349928421e-05,65,4.485191665946681e-05,0.3532559678813739,,3.176231390178573e-05,0.2937584121788574,,2.9356556411868377e-05,0.24695647095561224,,2.834861534460107e-05,0.31132421332598675,
2026-05-22,1.9387462694292524e-05,66,4.29812794268809e-05,0.34862060427338487,,3.6291118812078145e-05,0.28897073877299795,,2.9962639445868518e-05,0.24291744364949655,,4.1340554739145056e-05,0.30598994123801426,
2026-05-26,1.2680584509494053e-05,67,3.552533578970679e-05,0.348448494056732,,2.7611961396362985e-05,0.2875756441840863,,2.333160656558253e-05,0.24023067890599187,,3.554629463943317e-05,0.30521447160530657,
2026-05-27,2.0940996514754045e-05,68,2.509219146401686e-05,0.3531169545642944,,2.9974840947613135e-05,0.2885955049844149,,2.8932569965977837e-05,0.2395928654376951,,3.1029343686046694e-05,0.30970312419248575,
2026-05-28,1.9504524984544662e-05,69,2.555977904850112e-05,0.34768464230881446,,2.5127521070874256e-05,0.2847303510162469,,2.9033848466692756e-05,0.2362934639080106,,2.9705978628993168e-05,0.3051365018333309,
2026-05-29,1.7616561383329134e-05,70,2.363582050986937e-05,0.34255066439752146,,3.8731005250576215e-06,0.2805295881323817,,6.897712883696852e-06,0.23356417396341778,,3.4546883215690156e-06,0.3009850756571309,
2026-06-01,1.4760127039437563e-05,71,2.1979838650587033e-05,0.33765151795681986,,2.384988552888794e-05,0.2996759131661284,,1.6748740160650793e-05,0.23839622677355415,,2.3185807837031108e-05,0.32455737921248007,
2026-06-02,7.1177385068770215e-06,72,2.036514282191967e-05,0.3334207878093693,,2.1590590730125232e-05,0.29674158432337633,,1.7843553448053715e-05,0.23472919501390938,,1.9302005333808474e-05,0.3204260738765054,
2026-06-03,2.0710317997125807e-05,73,1.613209791740508e-05,0.33934976280630075,,1.6622626698799603e-05,0.30524911805809146,,1.3623785490988164e-05,0.23931935585784414,,1.4506260357679826e-05,0.32548554357934195,
2026-06-04,1.1968612739916118e-05,74,2.0455066555269295e-05,0.33681751797227694,,1.9049410829410127e-05,0.3026760181904016,,1.4074864986428925e-05,0.23936622173235647,,2.3113029150853488e-05,0.32405985105342255,
2026-06-05,6.548429660439194e-05,75,1.706819070093161e-05,0.3338626852660754,,1.619533807552111e-05,0.2996702609406527,,2.4834827307571777e-05,0.23586797924266173,,1.637428764077995e-05,0.3221449351629201,
2026-06-08,5.932594929423991e-05,76,3.218440849223892e-05,0.35919906878169994,,3.874738420089537e-05,0.3272715434309218,,3.376249587042941e-05,0.2479331863009077,,4.384899189658251e-05,0.35112896664160176,
2026-06-09,0.0002547046219247243,77,3.894100974150664e-05,0.36199415479632596,,3.803494670223539e-05,0.32701127731583585,,3.351484523560459e-05,0.2503094967264931,,3.79326339266418e-05,0.3487077930883406,
2026-06-10,0.0001172986930429901,78,9.941396300841188e-05,0.4109822188098719,,0.00010077167008283332,0.3774704634572054,,4.7100032695850564e-05,0.3080474020741169,,0.0001173700371843695,0.40072106176983635,
2026-06-11,0.00020544095318529866,79,8.90164937021672e-05,0.40706750882874504,,9.197438551807464e-05,0.3737066213426321,,5.525538225100372e-05,0.3162397220545101,,9.695036320609103e-05,0.39519975192306056,
2026-06-12,0.00012795813607747574,80,0.00013566699052582935,0.41462891767974847,,8.235657007178792e-05,0.38059113159668956,,5.0768261723756903e-05,0.33730192041524937,,7.597160171527322e-05,0.4008122037953717,
2026-06-15,1.2068517584644386e-05,81,0.00012223305935729587,0.4095002544073467,,9.569451706241863e-05,0.37994384786333407,,4.8256002823551824e-05,0.3451481952124628,,0.0001018017788895447,0.40105596152050926,
2026-06-16,1.9436731528361037e-05,82,4.360968527728408e-05,0.45569910833665034,,5.0927131004770205e-05,0.4156576448225713,,2.4239571791255985e-05,0.35571810009941723,,4.3356360085876525e-05,0.43952992104022853,
2026-06-17,0.00015238620562337465,83,4.183660416171012e-05,0.4529786207429976,,4.8736217887180604e-05,0.4155280282311705,,2.7559436308840617e-05,0.35105350447929046,,4.2679872005796675e-05,0.43654630622869395,
2026-06-18,3.0046415725902816e-05,84,0.00010045127556954034,0.4730978068962455,,5.978327643690543e-05,0.4306590612274742,,2.8956473731074725e-05,0.3854869790343521,,7.580062814447914e-05,0.45610925322828716,
2026-06-22,4.7439024975608744e-05,85,5.16351495070951e-05,0.47829272111376814,,5.657762717805502e-05,0.42777320593593043,,3.5043328909317984e-05,0.3810907105741303,,6.017456202710842e-05,0.4545268038330451,
2026-06-23,4.024101028901036e-05,86,5.506821953189233e-05,0.47274068613663794,,6.400866071000349e-05,0.4225089728216944,,4.688943143788265e-05,0.3790735037654845,,7.236808172758665e-05,0.44838595327146774,
2026-06-24,6.122538011727581e-05,87,5.372621632692081e-05,0.46711561549305575,,5.675878398488976e-05,0.4181158304315443,,4.474573748855845e-05,0.37435063527204265,,7.199828221789415e-05,0.4440559274958386,
2026-06-25,0.0001395560598415762,88,6.390765206938399e-05,0.463103231853834,,7.584095395295858e-05,0.41403527054542444,,5.4519467254924474e-05,0.37265714705022707,,8.506293721323605e-05,0.4382561314167234,
2026-06-26,8.528594586475594e-05,89,8.43081651717736e-05,0.46947663368576426,,8.806899794261325e-05,0.4168270488132008,,8.599143142912475e-05,0.3825937458468518,,8.789699928332379e-05,0.438761217672308,
2026-06-29,5.2301306949696054e-05,90,7.704389578085669e-05,0.4646845148820697,,4.743767881389963e-05,0.4122686902069602,,4.9264892557961285e-05,0.3783451234698238,,6.497706078512534e-05,0.43356713855922124,
