date,rv,log_rv,n_bars,n_returns,first6_share,last6_share,open_close_share,first_half_share,seasonal_concentration,max_slot_share
2026-03-17,2.4487278879162406e-05,-10.617356804681812,78,77,0.1326706372895604,0.03131088144220503,0.16398151873176545,0.6663100007159576,0.038881139109668325,0.08489437323532481
2026-03-18,4.4480338977715974e-05,-10.020463287149099,78,77,0.07152363274884481,0.039950930755937246,0.11147456350478205,0.5343226166261684,0.05784555527769525,0.14904808378417542
2026-03-19,7.6522175888643e-05,-9.47792997824184,78,77,0.07420669344615853,0.01177906202582089,0.08598575547197942,0.4917007865075942,0.053719482881474115,0.13590547638869843
2026-03-20,7.320630257458463e-05,-9.522229039957773,78,77,0.17582100245130106,0.24764489318014393,0.423465895631445,0.5351824816632207,0.04640829639682571,0.10458105712922403
2026-03-23,9.391195162849214e-05,-9.273152899460891,78,77,0.12649201456798034,0.07985075650350121,0.20634277107148155,0.6208219409441061,0.037525590831334193,0.07923839832387769
2026-03-24,7.790028988350545e-05,-9.460080883868494,78,77,0.14692919578202263,0.02414259808069918,0.1710717938627218,0.6458099252891393,0.041684432101716545,0.08480123793502303
2026-03-25,5.5260740654013546e-05,-9.803447835482213,78,77,0.154459461226297,0.015268343511213396,0.1697278047375104,0.7987213555252671,0.055914223489566456,0.13247030542716182
2026-03-26,4.739756061136116e-05,-9.956939794482889,78,77,0.33994390184356627,0.0454867748028477,0.38543067664641395,0.7081947204482629,0.07605755032762519,0.23592806020377038
2026-03-27,5.654937875201545e-05,-9.780396341280076,78,77,0.2355878475649975,0.0422965230712468,0.2778843706362443,0.7316535381322298,0.042216628027926154,0.14894096044056676
2026-03-30,5.934861169129148e-05,-9.732081829072815,78,77,0.1706913039694935,0.08034645548138787,0.25103775945088136,0.6619851626257968,0.03559994966897108,0.09326801523962375
2026-03-31,0.00012435853062228367,-8.992341788360703,78,77,0.14516464201096677,0.04257098876966255,0.18773563078062933,0.6683050569865969,0.06552214891301805,0.16448317716166883
2026-04-01,3.3461588428546954e-05,-10.30511239107132,78,77,0.3827361405020643,0.04177269344095883,0.42450883394302313,0.6380816525692465,0.08295463030137269,0.2423719136998855
2026-04-02,0.00011325590111895003,-9.085860687948058,78,77,0.18675381926523268,0.02733163452082488,0.21408545378605756,0.8647482693171789,0.16345727913407743,0.37250579213336
2026-04-06,4.015918638253125e-05,-10.122659342185147,78,77,0.3603892725058556,0.04567712607666538,0.406066398582521,0.6963479347307227,0.09591711202732935,0.2516215536873969
2026-04-07,7.84190622708758e-05,-9.453443518951795,78,77,0.1445775967968844,0.08353661314724857,0.22811420994413295,0.5323347695863833,0.07501212066685554,0.22097136308689339
2026-04-08,3.9407947988125415e-05,-10.141543036417318,78,77,0.33238393385514703,0.08843779727491927,0.42082173113006627,0.5943986888467888,0.08461565212341368,0.2227104629694794
2026-04-09,3.262015553615173e-05,-10.330580192660403,78,77,0.06662693968818302,0.05180813087085995,0.11843507055904297,0.5704943069420193,0.05916215716681032,0.1388393566843469
2026-04-10,1.2939760911371794e-05,-11.255205745772278,78,77,0.05158427350661367,0.08029709747414249,0.13188137098075614,0.6172021798762121,0.040323284204602426,0.0838618832341371
2026-04-13,2.6433019705576352e-05,-10.540896582920368,78,77,0.3892551010072292,0.2223870107305658,0.611642111737795,0.685605835605125,0.13196884231797223,0.27270581882346845
2026-04-14,1.5427870482210978e-05,-11.079334912635966,78,77,0.1362166156266264,0.1718616473896845,0.3080782630163109,0.4844560540952723,0.042543083059489534,0.10070348506922874
2026-04-15,2.3304826653849877e-05,-10.666850066319995,78,77,0.4310153838395202,0.027715109171501797,0.458730493011022,0.7761191139408334,0.11804386069110431,0.3170273934811985
2026-04-16,2.6369600522230153e-05,-10.543298706662245,78,77,0.3314237826922002,0.019244028216769443,0.35066781090896965,0.7530492839778797,0.09255070148134406,0.26798908000347355
2026-04-17,2.0140003786622597e-05,-10.812802482658851,78,77,0.10866064447384868,0.06934040846885411,0.1780010529427028,0.5310300350428993,0.05740069081553588,0.17675915494574254
2026-04-20,1.5878142777558913e-05,-11.050567062539109,78,77,0.13745350756732877,0.07595145527678397,0.21340496284411276,0.7442764216802451,0.042628758270730004,0.10169830479622849
2026-04-21,5.765766590010454e-05,-9.760987346973916,78,77,0.03603744472839451,0.41127522318555665,0.4473126679139512,0.3105417633776422,0.129260270003055,0.33344904506940093
2026-04-22,1.2837359142150246e-05,-11.26315095514368,78,77,0.07590916894408174,0.04196918184068786,0.1178783507847696,0.693770684264009,0.03933224454706906,0.089232639905339
2026-04-23,5.497409441636991e-05,-9.8086484943036,78,77,0.04368357345791828,0.0344160534570411,0.07809962691495939,0.13778976636873658,0.07905593355310846,0.15706728828747873
2026-04-24,1.5921419355061234e-05,-11.047845226053479,78,77,0.17956873488217934,0.012793743897494674,0.19236247877967402,0.8163350451445387,0.12337327640886897,0.3206908721661714
2026-04-27,1.1648704293849265e-05,-11.360315603549981,78,77,0.4470063764574732,0.03366940111164654,0.4806757775691197,0.7881234689866049,0.077274354564023,0.1877274596798523
2026-04-28,1.3968193988795509e-05,-11.178727670876732,78,77,0.10825035161602528,0.033851599742804384,0.14210195135882966,0.7297597561397794,0.04319930341261673,0.10746641887883224
2026-04-29,2.4229022895581713e-05,-10.627959350173407,78,77,0.07479963470547009,0.10256266401449862,0.17736229871996873,0.45119413987256823,0.05330684267923854,0.13826107751446037
2026-04-30,2.373134419932133e-05,-10.64871384355321,78,77,0.30750815871981685,0.07529710156617382,0.38280526028599066,0.706354732000293,0.04754336464407999,0.0899144190009317
2026-05-01,2.0962877609056692e-05,-10.772757417426481,78,77,0.2838695745998875,0.08805361010285635,0.3719231847027438,0.7321331823976689,0.08248791693682489,0.23777779034238394
2026-05-04,3.2473320654326834e-05,-10.335091708697705,78,77,0.03156998452782771,0.05753407428883349,0.0891040588166612,0.7552754225115945,0.05266188218126331,0.13029024269571676
2026-05-05,9.433060705648705e-06,-11.571289942862085,78,77,0.04160892330129849,0.13990947144781485,0.18151839474911335,0.7017017599691888,0.09562992908062376,0.2174375947251404
2026-05-06,1.1141032313705218e-05,-11.404875660459991,78,77,0.06910391390930486,0.2143592028980236,0.28346311680732844,0.5931847537566428,0.056252999805001834,0.14862917745362614
2026-05-07,3.109581643585981e-05,-10.37843726757495,78,77,0.054123282601441385,0.04546180688368262,0.09958508948512401,0.4056007236697575,0.05146559321646601,0.14164424336334935
2026-05-08,1.058674379149999e-05,-11.455907925188676,78,77,0.2278216953290608,0.0539893888241947,0.2818110841532555,0.6012307759756425,0.03765087463501938,0.1008114699873615
2026-05-11,1.3712111186874957e-05,-11.197231087413972,78,77,0.13105232850504464,0.07357137645660677,0.20462370496165141,0.549535291353223,0.05637489327972625,0.14796234917358503
2026-05-12,2.5112584230930963e-05,-10.592141473685254,78,77,0.1473635034052036,0.05773663512415373,0.20510013852935732,0.6834733475145397,0.03377600286421654,0.06490223595990816
2026-05-13,1.749303414778288e-05,-10.95370780497534,78,77,0.15528542824106314,0.1055252551012006,0.26081068334226376,0.6036800591241384,0.051205149628558745,0.125751607664485
2026-05-14,1.6924481859604795e-05,-10.986749353542686,78,77,0.20322578114798406,0.015861158533910277,0.21908693968189435,0.5522180841150451,0.03587103580837829,0.08060523024198207
2026-05-15,4.108876939867891e-05,-10.09977572444226,78,77,0.20129422281105733,0.10308209333781039,0.30437631614886773,0.605526673159131,0.04261252332546952,0.09078332339662652
2026-05-18,7.762443962275751e-05,-9.463628236767187,78,77,0.1702998601217566,0.048627156598924436,0.21892701672068104,0.6074430119301887,0.06922471951768908,0.17901055401109658
2026-05-19,5.0632542284673274e-05,-9.890916060233542,78,77,0.2580131029019983,0.07841471865875652,0.3364278215607548,0.6885485015922157,0.04659197566359661,0.12395358207255373
2026-05-20,3.652493088016241e-05,-10.217515492727319,78,77,0.1363903923167267,0.020540591613828665,0.15693098393055538,0.7903385831779652,0.07878660487898866,0.2060634110279963
2026-05-21,2.866248349928421e-05,-10.459921485470458,45,44,0.32499671700760274,0.08455566386058945,0.4095523808681922,0.7309510157595724,0.11102281432354777,0.26876009771778836
2026-05-22,1.9387462694292524e-05,-10.85088395367791,78,77,0.21417922955371652,0.01620686238196257,0.23038609193567908,0.4867097928435435,0.07357585471209861,0.16922922878717167
2026-05-26,1.2680584509494053e-05,-11.275438513054374,78,77,0.3146373051069931,0.05696854415098674,0.37160584925797985,0.7038464663445165,0.041311413557949705,0.11351113268152072
2026-05-27,2.0940996514754045e-05,-10.77380176460196,78,77,0.1905748323076303,0.031575220919006074,0.2221500532266364,0.6761366079811247,0.053405884362880726,0.13301599390782795
2026-05-28,1.9504524984544662e-05,-10.844864068824654,78,77,0.04439539522273584,0.024316957836049684,0.06871235305878552,0.8734576794284525,0.29496368884647794,0.5311626816424633
2026-05-29,1.7616561383329134e-05,-10.94667111068239,78,77,0.11869680227156816,0.07459073152694545,0.1932875337985136,0.6964090480213274,0.04997645452473152,0.16260119554494484
2026-06-01,1.4760127039437563e-05,-11.123581131821023,78,77,0.08517303555791414,0.06782988472291153,0.15300292028082568,0.4431354846053978,0.052614549997934704,0.12720980952542513
2026-06-02,7.1177385068770215e-06,-11.852920508432653,78,77,0.1189272998142657,0.031011215436282255,0.14993851525054797,0.6743123956600223,0.05677212100479594,0.1623581909573447
2026-06-03,2.0710317997125807e-05,-10.784878527912433,78,77,0.39540921638720816,0.08321098507466931,0.47862020146187745,0.7129736590763769,0.06972639512629798,0.17041416468843157
2026-06-04,1.1968612739916118e-05,-11.333222939854556,78,77,0.2434076169893362,0.07023937113520239,0.31364698812453856,0.8259057094036346,0.06749969984365639,0.14415788100915075
2026-06-05,6.548429660439194e-05,-9.633700190564687,78,77,0.1470629359489082,0.15582571432919837,0.3028886502781066,0.44178698635679586,0.03206964951424494,0.08288704114416419
2026-06-08,5.932594929423991e-05,-9.732463754181934,78,77,0.2341463671163686,0.00322775083094681,0.23737411794731542,0.6693920340773744,0.05782683373474546,0.16907064978655933
2026-06-09,0.0002547046219247243,-8.275406029599637,78,77,0.04682361041280681,0.08415046301043398,0.1309740734232408,0.6521650685663556,0.04695591429066663,0.11409942175736118
2026-06-10,0.0001172986930429901,-9.050786944370412,78,77,0.1954569011286606,0.054451332694534234,0.24990823382319483,0.6691191858616572,0.04719002101008154,0.125669372989892
2026-06-11,0.00020544095318529866,-8.490351897747495,78,77,0.10529311487420366,0.05582370505268829,0.16111681992689195,0.36062990914489207,0.15960663243048948,0.3813378680975898
2026-06-12,0.00012795813607747574,-8.963807409435784,78,77,0.2438995794472067,0.01610847108217881,0.2600080505293855,0.9039064059988209,0.11227134856138132,0.2556574683999706
2026-06-15,1.2068517584644386e-05,-11.324910348571224,78,77,0.20544692985874954,0.18894211996145416,0.39438904982020373,0.5914639197912315,0.048815374388380725,0.13455328602289496
2026-06-16,1.9436731528361037e-05,-10.848345904324773,78,77,0.12584140690721712,0.11960034918343618,0.2454417560906533,0.7058875807987268,0.04263745856804788,0.10193327320979982
2026-06-17,0.00015238620562337465,-8.789092433090712,78,77,0.04738819818479269,0.06811597338571865,0.11550417157051134,0.12779772760163308,0.1700763705254597,0.38306628618989325
2026-06-18,3.0046415725902816e-05,-10.412767181105352,78,77,0.2238659019902929,0.106107840032553,0.3299737420228459,0.7563977667097723,0.04984127144501823,0.10283998842213539
2026-06-22,4.7439024975608744e-05,-9.956065356276724,78,77,0.28907556154028785,0.053003021618174544,0.3420785831584624,0.7960420078754925,0.04379156230060455,0.10393746543634
