date,rv,log_rv,n_bars,n_returns,first6_share,last6_share,open_close_share,first_half_share,seasonal_concentration,max_slot_share
2026-01-14,5.1574640324777066e-05,-9.872480472860126,78,77,0.15107772252811108,0.14511751767307488,0.2961952402011859,0.6931049678825153,0.040088029682753476,0.11917991456297636
2026-01-15,1.5158728333116409e-05,-11.096934064308241,78,77,0.04325904366490252,0.04580002580074223,0.08905906946564475,0.6014818780529935,0.05389605263883814,0.15103611460872496
2026-01-16,2.0722355154871897e-05,-10.784297481256786,78,77,0.1622543258011995,0.09187649938526019,0.2541308251864597,0.6259489192141139,0.04679514296026854,0.09012476381303552
2026-01-20,4.1585588222433804e-05,-10.08775688768093,78,77,0.07456040617678968,0.050381688726851795,0.12494209490364147,0.7386337644622375,0.054527886840033166,0.16279998921315228
2026-01-21,8.877377944675283e-05,-9.329419228069371,77,76,0.06590737700098236,0.008529137636320277,0.07443651463730264,0.3162879543549219,0.11596306998666578,0.3080890441786404
2026-01-22,2.1876870493756364e-05,-10.730080621090217,78,77,0.4204899077174822,0.04030293210293683,0.460792839820419,0.7148048951542652,0.08009502780389124,0.2227403068618338
2026-01-23,2.299969102461701e-05,-10.680029775837662,78,77,0.1863371212031397,0.021818671169036113,0.2081557923721758,0.6787271403423418,0.04387139366416702,0.1169534420982723
2026-01-26,9.961998316639371e-06,-11.516732872291376,78,77,0.09630713136389128,0.1090245194052717,0.205331650769163,0.6921106068693924,0.05516925767721014,0.13378782008347787
2026-01-27,7.3048168994141995e-06,-11.826976578179893,78,77,0.41376195677515715,0.07731638484018909,0.49107834161534625,0.723824618570091,0.06842979929719821,0.17695975767867028
2026-01-28,2.4511319351265033e-05,-10.616375532772006,78,77,0.09771486293244262,0.09139049652454682,0.18910535945698945,0.4752937526571275,0.037209003354235014,0.09142968558712258
2026-01-29,6.484575260259263e-05,-9.643499145066226,78,77,0.29265404472850226,0.047587384007421525,0.3402414287359238,0.7375305807105319,0.05751534910549981,0.15301320810192676
2026-02-03,6.909275724104756e-05,-9.580060648298552,78,77,0.14907256054795137,0.0687437084300464,0.21781626897799777,0.5864348578708789,0.05087880070814289,0.14112854112678935
2026-02-04,0.0001029722399205941,-9.18105112139446,78,77,0.13670786081457106,0.0726402931318819,0.20934815394645295,0.6872304280166847,0.03601388282246156,0.08096749514884109
2026-02-05,9.677836376092714e-05,-9.24308710353137,78,77,0.16345193046346015,0.02041922824304187,0.18387115870650203,0.7502231376702383,0.044455511137153465,0.1121086177803448
2026-02-06,3.348010613121347e-05,-10.304559142359569,76,75,0.1524364715688063,0.21869283604166395,0.37112930761047025,0.6528054899506585,0.051942796559742696,0.12250437265640947
2026-02-09,1.9642618194521963e-05,-10.83780895462947,78,77,0.3115803229281327,0.0924950176703375,0.4040753405984702,0.7478050252573487,0.08473667468158996,0.18074299032063457
2026-02-10,2.4502214256943127e-05,-10.61674706666301,78,77,0.23726419071678956,0.11824345601325084,0.3555076467300404,0.5988714074047679,0.057668375846573146,0.17295147458436164
2026-02-11,5.1859701273905603e-05,-9.866968538111271,78,77,0.08713870161903829,0.05341731631205887,0.14055601793109718,0.7992208080510257,0.0542519478060961,0.15660508683991065
2026-02-12,6.417083938450841e-05,-9.6539616656499,78,77,0.06970350581900989,0.03548473068793836,0.10518823650694825,0.6457003403782849,0.02782938144331274,0.06805423745006954
2026-02-13,7.872622813461903e-05,-9.449534190786148,78,77,0.14495814708016402,0.03699838293055413,0.18195653001071815,0.7071975537104315,0.03394974760995604,0.07983758752974865
2026-02-17,0.00011437101846306809,-9.076062846226378,78,77,0.2602095976344419,0.023716722756901978,0.28392632039134386,0.7964948576068807,0.05783305242259077,0.14060964029955528
2026-02-18,3.490832028131523e-05,-10.262785353693404,78,77,0.48241354359368543,0.1553552130547693,0.6377687566484547,0.6368342908518948,0.060867361023893396,0.14312989383975305
2026-02-19,5.9806351306390814e-05,-9.724398693510508,78,77,0.08033838971951489,0.02812565915967448,0.10846404887918937,0.6919890516409334,0.04442322611601611,0.11560810415164172
2026-02-20,6.508826076862823e-05,-9.639766351145205,78,77,0.20697813651846173,0.019850979414384184,0.2268291159328459,0.7827214885049668,0.04769823763070685,0.1407643306857942
2026-02-23,4.154046338474118e-05,-10.088842584433095,78,77,0.33451500185047267,0.17669981711199625,0.5112148189624689,0.6423659368423082,0.07546832770826038,0.20924574730096043
2026-02-24,4.0487649429354275e-05,-10.11451358272083,78,77,0.4447863842627691,0.04780081202967221,0.4925871962924413,0.8765759908592338,0.08655409069599122,0.22036800278069882
2026-02-25,7.506050171784642e-06,-11.799801173049877,78,77,0.26129843936138153,0.0747045509378784,0.33600299029925995,0.7942715222801524,0.06559927631150442,0.15681382166354885
2026-02-26,5.4326512430047506e-05,-9.820498191803473,78,77,0.03503210360089445,0.02815018733624703,0.06318229093714148,0.7516549619184866,0.07896984827375586,0.18117731761790679
2026-02-27,4.644063367241714e-05,-9.977335756257453,78,77,0.2029890560245406,0.06751219723339545,0.27050125325793606,0.7409309962057958,0.03812181910427359,0.0962865044707846
2026-03-02,5.575672552960102e-05,-9.79451251759788,78,77,0.18336596881670775,0.030044718535205496,0.21341068735191324,0.6573827760142071,0.04801662441933958,0.12820073995841075
2026-03-03,9.702306759390853e-05,-9.240561797486786,78,77,0.21126680603943557,0.007097239967281025,0.2183640460067166,0.6923855148262097,0.043534412989699504,0.12190229578634162
2026-03-04,4.24317021640072e-05,-10.067614782561842,78,77,0.24270573756319128,0.0515045716499336,0.29421030921312485,0.8548147491074253,0.06627674846303869,0.166047000997154
2026-03-05,8.364349860018296e-05,-9.38894685500818,78,77,0.11649208704722273,0.03513963798215761,0.15163172502938033,0.6513462749552359,0.03311683326541019,0.08330555554614498
2026-03-06,9.341478085736543e-05,-9.278460971959358,78,77,0.13395315780159398,0.010713524325792576,0.14466668212738654,0.7203221839974532,0.0478966775139896,0.11997092871227676
2026-03-09,0.00012349954490835754,-8.999273086855602,78,77,0.13544950372127917,0.14156247606624692,0.2770119797875261,0.464935074274555,0.061404984421132416,0.15819720395708656
2026-03-10,6.91081236432556e-05,-9.579838270522478,78,77,0.044503395307905966,0.029676631189498516,0.07418002649740449,0.4023781592685726,0.08357038741006399,0.2541619389315389
2026-03-11,6.027992788918489e-05,-9.716511380471047,78,77,0.1071467577991106,0.049928556929663234,0.15707531472877384,0.6892868452807074,0.05076598926811412,0.11919934337403816
2026-03-12,7.403646106016434e-05,-9.510952869076034,78,77,0.14718673155466466,0.04683167510386756,0.1940184066585322,0.7511280092867691,0.05815903565865681,0.14345107570205737
2026-03-13,6.634589553002255e-05,-9.620628659988405,78,77,0.1786241162945159,0.02093576752130349,0.1995598838158194,0.6632394101509157,0.04074563611889748,0.0853752203916153
2026-03-16,4.303403305196489e-05,-10.053519288990254,78,77,0.10248357731223601,0.01893878977365389,0.1214223670858899,0.6212588087431015,0.06633170927277175,0.16013004692286256
