Date,SPY,QQQ,IWM,EFA
2003-01-02,59.481842041015625,21.42645835876465,28.732824325561523,17.840911865234375
2003-01-03,59.66472625732422,21.662649154663086,28.684873580932617,17.85856056213379
2003-01-06,60.71630096435547,22.202529907226562,29.020523071289062,18.07914161682129
2003-01-07,60.566043853759766,22.48090934753418,28.869293212890625,17.79679298400879
2003-01-08,59.69083786010742,21.84822654724121,28.58159828186035,17.55503273010254
2003-01-09,60.61831283569336,22.52308464050293,29.002065658569336,17.770320892333984
2003-01-10,60.781612396240234,22.860506057739258,29.064781188964844,17.74738311767578
2003-01-13,60.762001037597656,22.725528717041016,29.131175994873047,17.784440994262695
2003-01-14,60.95792770385742,22.84364128112793,29.14960479736328,17.920318603515625
2003-01-15,60.350547790527344,22.556827545166016,29.083213806152344,17.7491397857666
2003-01-16,60.10233688354492,22.30376434326172,29.04264259338379,17.823270797729492
2003-01-17,59.21403121948242,21.350528717041016,28.496753692626953,17.636199951171875
2003-01-21,58.293121337890625,21.11433982849121,28.083635330200195,17.325624465942383
2003-01-22,57.58771896362305,21.02998161315918,27.840219497680664,17.08209800720215
2003-01-23,57.940433502197266,21.51924705505371,28.013574600219727,17.202091217041016
2003-01-24,56.41860580444336,20.93719482421875,27.43449592590332,17.020336151123047
2003-01-27,55.64788055419922,20.69255256652832,27.0177059173584,16.566804885864258
2003-01-28,56.05937194824219,20.903444290161133,27.238998413085938,16.63739776611328
2003-01-29,56.483882904052734,21.215566635131836,27.445547103881836,16.59680938720703
2003-01-30,55.14495086669922,20.667245864868164,26.999258041381836,16.58622169494629
2003-01-31,56.2095947265625,20.61663818359375,27.382862091064453,16.7203369140625
2003-02-03,56.32062911987305,20.6588134765625,27.14679718017578,16.9832763671875
2003-02-04,55.76547622680664,20.40574836730957,27.14679718017578,16.737985610961914
2003-02-05,55.41927719116211,20.312955856323242,26.943941116333008,16.766218185424805
2003-02-06,55.15800476074219,20.4226131439209,26.796398162841797,16.603870391845703
2003-02-07,54.485294342041016,20.085193634033203,26.305837631225586,16.363876342773438
2003-02-10,54.87063980102539,20.2623348236084,26.57878303527832,16.42034339904785
2003-02-11,54.491817474365234,20.371999740600586,26.5050106048584,16.4997501373291
2003-02-12,53.623146057128906,20.093626022338867,26.132478713989258,16.325050354003906
2003-02-13,53.78641128540039,20.194847106933594,26.062400817871094,16.56504249572754
2003-02-14,54.96208190917969,20.6588134765625,26.298452377319336,16.72210693359375
2003-02-18,55.928714752197266,21.2999210357666,26.825904846191406,16.967391967773438
2003-02-19,55.63481903076172,21.15651512145996,26.501312255859375,16.570343017578125
2003-02-20,55.079654693603516,21.072153091430664,26.446002960205078,16.58799171447754
2003-02-21,55.63481903076172,21.232425689697266,26.674663543701172,16.693870544433594
2003-02-24,54.733489990234375,20.869701385498047,26.265262603759766,16.49093246459961
