Date,SPY,QQQ,IWM,EFA
2003-01-02,59.63206739944181,21.552992241777968,28.788151249916115,17.89208639087509
2003-01-03,59.68431978753439,21.687954957749287,28.80659225412127,17.94503017265232
2003-01-06,61.06246668844599,22.430291811024823,29.21969832506124,18.170904355037127
2003-01-07,60.98405560504402,22.717107101523947,29.10166572429379,17.883260552056402
2003-01-08,60.35051478487741,22.750836434589353,28.78077352595538,17.65385570406111
2003-01-09,60.85997798850424,22.75928074631333,29.160667941661377,17.795027642393286
2003-01-10,61.160437320043606,22.99547570458483,29.230759137313026,17.85855744629588
2003-01-13,61.30411189196194,23.172614917491572,29.37092132013603,17.941496693612493
2003-01-14,61.28449968772068,23.046095811941157,29.304517878844678,17.95384861631252
2003-01-15,61.11472559619532,23.07140042055579,29.28607818989179,17.837372376535683
2003-01-16,60.69670059426647,22.759286672336525,29.322963535872738,17.847975539794813
2003-01-17,60.28518686845535,21.881973054472176,29.127473617264176,17.735022884749494
2003-01-21,59.38387098378848,21.552990479813165,28.60001479736174,17.487975346430133
2003-01-22,58.65234712569781,21.536118670348753,28.161110514469225,17.239153707172356
2003-01-23,58.37803901177916,21.79762219510328,28.231193044144504,17.38208856711186
2003-01-24,57.92083976661226,21.536124287310194,28.032021610122335,17.232096498895075
2003-01-27,56.69291519884264,21.11433307992622,27.519331808660873,16.773271988069304
2003-01-28,56.431663969922816,21.131204560566076,27.460303190636687,16.681515089285753
2003-01-29,56.941081610376976,21.468635993635495,27.58939532444753,16.737983599709356
2003-01-30,56.745151753185496,21.443322100478955,27.593094431243983,16.745042437567356
2003-01-31,56.30756736445711,20.886577536412414,27.382862091064453,16.79621919310938
2003-02-03,56.69944898594872,20.911882800491757,27.47138025852564,17.000922892804294
2003-02-04,56.007141488368205,20.498539016530433,27.29433468723991,16.79798440604551
2003-02-05,56.52309234070037,20.97093424361277,27.294340305447314,17.016802661217984
2003-02-06,55.4453896942514,20.540712790196892,27.00663819662579,16.651516822816635
2003-02-07,55.5107306566783,20.625073947537857,26.99926027153937,16.64975496620584
2003-02-10,54.94901390750857,20.456353459963704,26.600915493321143,16.450343302033545
2003-02-11,55.438874513235916,20.760038673688967,26.722626233299767,16.63033601279658
2003-02-12,54.61592818410208,20.523842395208323,26.512385866496004,16.538576756320133
2003-02-13,53.9888893285176,20.228588704117307,26.1472329793041,16.595041379450446
2003-02-14,54.994736127233026,20.667249281590003,26.40541414868939,16.79269406437613
2003-02-18,56.0397530110615,21.375841675106365,26.8332804548726,16.976215230108235
2003-02-19,55.82423143269075,21.291484786591656,26.759503491578933,16.82445767771971
2003-02-20,55.79157951993738,21.31678655022296,26.54559199915475,16.74681352404389
2003-02-21,56.000578161055344,21.401138495582167,26.85539540498905,16.718576290372496
2003-02-24,55.517261094805335,21.2661745225976,26.626729333901036,16.61446018475123
2003-02-25,55.18412315407877,21.046851258380666,26.575091549495856,16.33210980374303
