Date,SPY,QQQ,IWM,EFA
2003-01-02,58.031861121028534,20.852836372874272,28.216444388325794,17.618561176695778
2003-01-03,59.377346175749736,21.477064684217076,28.769708575167098,17.87620709170641
2003-01-06,59.59289183350584,21.68795707471166,28.684875102697664,17.840909489226952
2003-01-07,60.677077135143016,22.27845481938534,29.027895556370495,17.79326287122508
2003-01-08,60.21988297729755,22.261571186822852,28.7328250245053,17.43503513559474
2003-01-09,59.97170145985788,22.135045652583234,28.762320442723105,17.54267708980132
2003-01-10,60.0566217597909,22.227835234788717,28.70700362372481,17.722676364972088
2003-01-13,61.095105957918356,23.0545169187257,29.256581068761722,17.885027001765884
2003-01-14,60.5399159631599,22.70023578734786,29.101656314250445,17.805614172579176
2003-01-15,61.09513206011614,22.97860816854376,29.201243225588932,17.837372376535683
2003-01-16,60.41584834318514,22.599011161365866,29.138542381559073,17.840917330564185
2003-01-17,59.429564929718964,21.84822984176197,28.725434092013565,17.717376365078074
2003-01-21,59.35121676281188,21.43489241318404,28.548377132049755,17.435035763876044
2003-01-22,57.97960446009409,21.055287420191178,27.94718129391447,17.090921270368316
2003-01-23,57.96655987363294,21.426454805382072,28.013574600219723,17.38208856711186
2003-01-24,57.86205418531385,21.536124287310194,28.032021610122335,17.232096498895075
2003-01-27,55.994051145516686,20.625067748743255,27.29433771856002,16.649745343765684
2003-01-28,55.92874010890986,20.895008486225382,27.22055798981508,16.61445708118606
2003-01-29,55.79154702764324,20.88657823893914,27.12465340428936,16.464458436766396
2003-01-30,56.686371182141755,21.358965673115062,27.541456728998902,16.74151333456098
2003-01-31,54.962091752196876,20.296083995397492,26.870171322090414,16.579163704155977
2003-02-03,56.261843547990345,20.684120891645012,27.44187219430404,16.868570921405222
2003-02-04,55.71975631062981,20.397312561204856,26.943935570251007,16.6973983986496
2003-02-05,56.00710789159947,20.523846179420023,27.264832235151836,16.813864607634308
2003-02-06,55.10575703172561,20.2792093037377,26.862789900565367,16.591518024828634
2003-02-07,55.458482901718114,20.54915330359135,26.940246955832045,16.579167838770296
2003-02-10,54.51140853599662,20.152670996823325,26.335348509161264,16.395637655986565
2003-02-11,55.10577457942579,20.456356170312414,26.659923711278733,16.42033877060472
2003-02-12,54.31548240394049,20.304516306551434,26.41648888608709,16.46093042465687
2003-02-13,53.65578446920974,20.118926502064454,26.12878973688282,16.44680898756506
2003-02-14,53.799486104878156,20.102063216469542,26.09927723352031,16.58622683305742
2003-02-18,55.210257402433484,20.835963003326146,26.501321783343776,16.887981597002614
2003-02-19,55.72625881333513,21.257743174791393,26.759503491578933,16.750340439039384
2003-02-20,55.65441982816008,21.215558523731172,26.527148750743446,16.74681352404389
2003-02-21,55.11230171626133,21.02997128801412,26.44598040306186,16.53504976723387
2003-02-24,55.471541196756945,21.19868969907076,26.626729333901036,16.58975443876933
2003-02-25,54.17828101502604,20.62507068493789,26.150922298450332,16.23505289753506
2003-02-26,54.87716168260302,20.81908634760978,26.479187498790687,16.093875885009766
2003-02-27,54.668162163043846,20.599763271303853,26.508697618967336,16.09917285394795
2003-02-28,55.17110542576768,20.928750409729783,26.589844223950674,16.275641175713663
2003-03-03,55.687064423920994,21.316789882719142,26.741055055767696,16.566810133836398
2003-03-04,54.83143929942452,20.802215505064385,26.427561016823542,16.32328330159482
2003-03-05,53.95622518164626,20.582885438508875,26.10297020252558,16.199757019665064
2003-03-06,54.12604753450797,20.608200255362764,26.00339456332495,16.040935516357422
2003-03-07,53.30307686318305,20.31294985305181,25.785338602994447,15.837999457046834
2003-03-10,53.94972487713268,20.52383786741139,25.874069267873836,15.564472722579218
2003-03-11,53.21819797143724,20.29608162446712,25.63007921556053,15.493884166184962
2003-03-12,52.49973604423178,20.043025495240748,25.463712258488012,15.306833496639044
2003-03-13,53.67540702727709,20.7853501666508,25.803829114235466,15.486828725507277
2003-03-14,54.99472882733186,21.704833588118472,26.28440664378704,15.788588825860153
2003-03-17,54.51141303882866,21.451758013262378,26.08108009894161,15.672123876813952
2003-03-18,56.92151111896097,22.607438200145616,26.949842485825187,16.303875076619757
2003-03-19,57.00639678489144,22.64961849846783,27.15317116402694,16.323286598773493
2003-03-20,57.03906810239911,22.388116438482644,27.02377004181959,16.35505287120738
