Date,XLE_legacy_score,KRE_legacy_score,KBE_legacy_score,XLF_legacy_score,XLI_legacy_score,XLY_legacy_score,XLK_legacy_score,ICLN_legacy_score,TAN_legacy_score,BOTZ_legacy_score,ROBO_legacy_score
2018-01-02,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-03,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-04,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-05,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-08,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-09,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-10,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-11,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-12,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-16,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-17,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-18,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-19,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-22,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.14285341430449267,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-23,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-24,0.5452647552018973,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-25,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-26,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-29,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-30,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-01-31,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-02-01,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-02-02,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.23878615766899483,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.1298359322629467,-0.2216390605519649
2018-02-05,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.22896826314983368,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.12452125430955062,-0.2163243825985688
2018-02-06,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.22896826314983368,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.12452125430955062,-0.2163243825985688
2018-02-07,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.2337141562248302,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.12452125430955062,-0.2163243825985688
2018-02-08,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.2337141562248302,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.12452125430955062,-0.2163243825985688
2018-02-09,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11808463991249962,0.2340757228845621,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.12452125430955062,-0.2163243825985688
2018-02-12,0.5399286849454431,-0.016334881141940812,-0.01699167191746973,-0.010211768173325097,0.11980235158736259,0.2340757228845621,-0.13659989219136814,0.0569222427304517,0.07815546745706432,-0.12452125430955062,-0.2163243825985688
