market,ticker,converged,theta0,alpha,gamma,beta,theta_vix,theta_eav,theta_eav_se,theta_eav_t,loglik,n_obs,n_events,sigma2_sample,persistence,params_at_bound,fit_time_sec,analyst_count,market_cap,institutions_pct
BR,VALE3.SA,True,0.0005074973405965448,0.05479922350943562,0.04918071556704443,0.9016221808815579,6.089689355001168e-07,0.00028856571488514935,0.00016848921557897526,1.7126657863149177,7025.113923660285,2984,43,0.0006772164736615606,0.9810117621745157,[],0.52,12.0,371533119488,0.57060003
BR,ITUB4.SA,True,0.00022636206604056155,0.06810414958670445,0.06810288213668075,0.8527486107409901,4.977418686986972e-07,0.0008625105427987463,0.00024910607206773635,3.4624227970011683,7814.360530602127,2984,49,0.0003695841471524167,0.9549042013960349,[],0.5,13.0,505990610944,0.60033
BR,PETR4.SA,True,0.0006540038048555982,0.056958185355680924,0.056957553460849124,0.901526712905936,1.1261677753773955e-06,0.0007198929666193867,0.00025342487746617045,2.840656267913101,6779.115604545137,2983,48,0.0008338265806782347,0.9869636749920415,[],0.54,13.0,675932667904,0.61049
BR,BBDC4.SA,True,0.0003335855505365764,0.10147171521886784,0.03679936479079071,0.7852128393656568,2.783735107548232e-07,0.0026844366843229656,0.0006880442741865214,3.9015464339076,7469.242646660529,2984,49,0.0004849912308545975,0.90508423697992,[],0.51,13.0,217545261056,0.39905
BR,BBAS3.SA,True,0.00062289832020136,0.06826394530510618,0.008206159620058965,0.9204353442507495,5.991210310503675e-07,0.002710642216586086,0.0006965314582399935,3.8916292789350515,7167.397018490732,2984,49,0.0006533324491494242,0.9928023693658852,[],0.54,13.0,141339443200,0.28485
BR,ABEV3.SA,True,0.00018645229294594434,0.04864122005931857,0.048638475362900155,0.8836626160098163,2.690767189572403e-07,-3.447122591962248e-05,3.831996327949146e-05,-0.899563125053181,8282.24547327322,2984,49,0.0002666674004247067,0.956623073750585,[],0.47,18.0,249744523264,0.099980004
BR,B3SA3.SA,True,0.00025775355249705364,0.045082106421398975,0.04513403158980337,0.8442164142271367,8.186778141819357e-07,0.00028292157103526454,0.00015607686915485147,1.8127066013514421,7144.603074382544,2984,49,0.0005526651611780874,0.9118655364434374,[],0.49,14.0,97057882112,0.82895
BR,ITSA4.SA,True,0.00024015812726890302,0.04975736931545537,0.0497568830821072,0.89708259700146,2.9589930195117877e-07,6.379727355820578e-05,7.049048773218373e-05,0.9050479803827199,7993.86721892727,2984,48,0.00032423747423176855,0.9717184078579689,[],0.48,7.0,164806803456,0.37798
BR,MGLU3.SA,True,0.001633155805008778,0.04508559975601882,0.09331836811868725,0.883655742199045,4.911851312642387e-07,0.00818030635851783,0.002019476787904423,4.050705810293762,5643.890137857209,2983,46,0.0016450395177187867,0.9754005260144074,[],0.06,13.0,7250355200,0.29201
BR,RENT3.SA,True,0.0003914309374960912,0.049267627934062204,0.049270604318222375,0.8913019331358408,7.573183874684745e-07,0.00104588697324729,0.0003604541481678951,2.9015811818598594,7037.987011921886,2984,49,0.0006575091004320065,0.9652048632290142,[],0.03,15.0,51618975744,0.79197997
CH,600519.SS,True,0.00044442302520659045,0.06198575376389919,0.04866904524642369,0.9026389845776706,2.9143798783667773e-07,0.0004948818967406082,0.00014214361187302055,3.481562697187511,7635.781964375601,2915,48,0.00035894811210212114,0.9889592609647816,[],0.05,,1807414198272,0.093210004
CH,601398.SS,True,0.0001929297019382967,0.08229715128809653,0.05545156329803496,0.8695757285716964,1.4776350208407992e-08,0.00027272311802275585,0.00012210071039645722,2.2335915748338593,9053.456523952666,2915,47,0.0001658448947262997,0.9795986615088104,[],0.06,,2626714075136,0.07453
CH,601318.SS,True,0.0002941670897067014,0.07887159666742503,0.04677393569303177,0.8616425501670744,1.937519249327228e-07,0.00033264556122089583,0.00016135121183540543,2.0616241888547324,7752.431760826674,2915,37,0.0003444081402231,0.9639011146810152,[],0.06,,1045716336640,0.20679002
CH,600036.SS,True,0.0002669062565389007,0.05026817374255398,0.04967016077917673,0.896877196340278,2.538929887450877e-07,4.909356332250371e-06,6.743179135553058e-05,0.07280477403256347,7807.458041600573,2915,44,0.00032291943516043434,0.9719804504724203,[],0.04,,1006491009024,0.18457001
CH,600276.SS,True,0.0003914108968019385,0.04932098287730354,0.04931657476597127,0.8918164989230228,2.1460058629057678e-07,0.0006604401661605535,0.0002214452236515173,2.9824087206318404,7265.237100428549,2915,44,0.0004573220070998494,0.965795769183312,[],0.03,,367481028608,0.1958
CH,600887.SS,True,0.00036781721568795463,0.06927369280572719,0.06927257067372426,0.8531403226274179,7.864131550932662e-08,0.0008165502139994713,0.00014930629634672652,5.4689603451366695,7498.319755124468,2915,42,0.00040774719512591556,0.9570503007700072,[],0.04,,164206362624,0.25391
