code,ticker,name,sector,n_obs,n_events,n_dropped_outliers,theta0,theta1,theta2,theta2_se,theta2_t,omega_g,alpha,gamma,beta,persistence,loglik,tau_at_event,tau_nonevent,tau_jump_pct,earnings_freq_per_year,data_start,data_end,marketCap,log_mktcap,beta_info,beta_rolling_0050,log_avg_volume,price_volatility,ind_momentum
2882,2882.TW,Cathay FH,financials,3911,60,0,7.955657403314583e-05,9.343764141702644e-08,6.905722825982025e-05,3.22499876116211e-05,2.1413102259591525,0.1022323540546976,0.0413342955876131,0.0785734616388529,0.8672580937661069,0.9478791201731464,11201.14387677082,0.000189888539516,0.0001154683383345,64.4507423029387,3.753854059609455,2010-01-05,2025-12-30,1050315390976.0,27.68011160735333,,0.7737613802329485,17.325877902735865,0.29900045777197654,-0.17873506371687764
2883,2883.TW,China Dev FH,financials,3911,59,0,6.532589491816597e-05,1.4616963870177066e-07,4.25657573943113e-05,4.5156151063703646e-05,0.9426347549918952,0.0502128260039588,0.0502124046047692,0.0502124046003727,0.9017026421122696,0.9770212490172252,11316.316589009131,0.0001688725396104,0.0001215617678632,38.91912118328447,3.691289825282631,2010-01-05,2025-12-30,355623043072.0,26.59713713902663,0.641,0.7402093141468996,17.69618272312613,0.2706735665885723,-0.31608556893784656
2886,2886.TW,Mega FH,financials,3911,59,0,4.921624044403769e-05,9.46074632957595e-08,2.0652292153033544e-05,1.7619518157492582e-05,1.172125819130377,0.0500869055845881,0.0500305446606569,0.0500305404562479,0.9002448881883551,0.975290703077136,12069.492860242675,0.0001089970836831,8.561981051216125e-05,27.30357966360651,3.691289825282631,2010-01-05,2025-12-30,584172568576.0,27.09346227026183,0.457,0.5724159374834957,16.75643707930087,0.18883942624830097,-0.28607241600679867
2887,2887.TW,Taishin FH,financials,3911,60,0,2.8775472096698924e-05,1.967207035891464e-07,1.0040095358230015e-05,1.9081868129759715e-05,0.5261589321315808,0.0500501990826504,0.0500500996871683,0.050050099686599,0.9004016007036084,0.9754767502340764,11850.78774800776,0.0001095668519819,0.0001046345638323,4.713823013180037,3.753854059609455,2010-01-05,2025-12-30,600520523776.0,27.121062655694224,0.679,0.654966762039788,18.088066516744124,0.268747512218164,-0.10807452065577894
2603,2603.TW,Evergreen,shipping,3911,60,0,9.972226531143242e-05,5.376707345731586e-07,-3.6186501379063005e-05,1.8214493912054904e-05,-1.9866871708751503,0.0501812288488696,0.0501808701548394,0.0501808698488876,0.9014498593354192,0.9767211644147028,9412.069035855677,0.0002938851726393,0.00030648183573,-4.110084717013331,3.753854059609455,2010-01-05,2025-12-30,433008574464.0,26.79402336721011,0.885,0.724761915039763,16.56931267296857,0.341543701450278,-0.39747972884060134
2615,2615.TW,Wan Hai,shipping,3911,60,0,0.0001230850970987,2.892547853336402e-07,5.37694749539026e-05,5.984539330848747e-05,0.8984730817413951,0.0502688435258135,0.0509426352767472,0.0502683112260848,0.90327279112184,0.9793495820116296,9398.891847514691,0.0002952296650154,0.0002344035400462,25.94932011570118,3.753854059609455,2010-01-05,2025-12-30,212986511360.0,26.08449467370224,0.985,0.7188681452660841,16.718225118570132,0.44857094865199354,-0.34664991752918906
2609,2609.TW,Yang Ming,shipping,3911,60,0,0.0001585450826272,4.414399360498971e-07,0.0002475007963717,7.449883236662626e-05,3.3222104093352054,0.0496518318456754,0.0496533774884968,0.0496521775895007,0.8972135400840529,0.9716930063673,9317.503277650452,0.0005826555604912,0.0003284943540038,77.37156008604018,3.753854059609455,2010-01-05,2025-12-30,177049681920.0,25.899696218948066,0.893,0.7239453738010275,17.27443142450089,0.37794406589696183,-0.551461811147781
1301,1301.TW,Formosa,trad_mfg,3911,60,0,0.0002555571675291,2.383439537503101e-07,0.0001470522934634,9.730408300142262e-05,1.5112653953201527,0.0405750032414116,0.0846188811251299,0.104198980008612,0.8041779882086305,0.9408963593380664,11292.68137376293,0.0005115981396919,0.0003471044283733,47.39026583137949,3.753854059609455,2010-01-05,2025-12-30,327199096832.0,26.51383468137779,0.495,0.6371649395514106,16.899876380913792,0.4251430739866253,-0.27229867739766767
1303,1303.TW,Nan Ya,trad_mfg,3911,60,0,3.812122991259289e-05,2.176579540539245e-07,-1.1522932641527948e-05,8.929288097076013e-06,-1.290464874271584,0.0500576195245839,0.0500575054414756,0.0500575054381766,0.9004609654419767,0.9755472236025406,11093.129690217113,0.0001222765959346,0.0001217830578668,0.405260038962903,3.753854059609455,2010-01-05,2025-12-30,682050715648.0,27.24836985514531,0.683,0.7055657628280576,17.68925986706759,0.5130459252813699,0.4592728392985661
1326,1326.TW,FCFC,trad_mfg,3911,60,0,6.501803369582957e-05,1.412848746815502e-07,1.8105622407706192e-05,2.1676918887100304e-05,0.8352488885530982,0.0500659152583932,0.0500658515345503,0.0500657873803576,0.9005272735161214,0.9756260187408504,11175.62595134954,0.0001400648325668,0.0001194045886236,17.30272193173518,3.753854059609455,2010-01-05,2025-12-30,292158373888.0,26.400561868510582,0.644,0.6832229232918546,16.614355910080345,0.456930568271654,-0.23242968560975186
2002,2002.TW,China Steel,trad_mfg,3911,60,0,3.6355419646233866e-05,9.519988155815903e-08,2.7796443742288756e-05,1.698010281565377e-05,1.637000908891053,0.049980092782865,0.0499802324589007,0.0499801502325013,0.8998411231646454,0.9748114307397968,12190.07699497992,0.000103022775218,7.299406314964885e-05,41.138567676147694,3.753854059609455,2010-01-05,2025-12-30,308701790208.0,26.455641567621385,0.664,0.5008041065911538,17.20194509033527,0.28081527044599325,-0.3712433460826885
2027,2027.TW,ChiaTai Steel,trad_mfg,3911,58,0,0.0001287078314042,1.4460369363621578e-07,4.4818790102113975e-06,2.828704510248341e-05,0.1584428134495362,0.0502305254177688,0.0502295795727202,0.0502290479042808,0.9018369257345406,0.9771810292594012,10306.497770345017,0.0001887559387661,0.000184414130028,2.354379644016108,3.6287255909558063,2010-01-05,2025-12-30,90034323456.0,25.223456806306295,0.456,0.5394757994858121,17.085255491226185,0.40618982593553,-0.13385507504077698
2317,2317.TW,Hon Hai,ems,3911,60,0,0.0003114368928492,3.3714846049797977e-07,0.0007251210111018,0.0002022622036917,3.585054438578905,0.0446740984684057,0.0855390870370616,0.1050355275924978,0.8050103580585016,0.9430672088918122,10662.744512056095,0.0011638090705903,0.0004413540919048,163.6905586549147,3.753854059609455,2010-01-05,2025-12-30,2799529099264.0,28.660472340131776,0.653,0.8915549896203208,17.891837862427025,0.3990221410320201,-0.05874078943659922
3045,3045.TW,TWM,ems,3911,61,0,3.234208623765227e-05,4.0939987818632826e-08,2.2243063325808607e-05,2.0355749321434387e-05,1.0927165084700123,0.050111212114773,0.0501109919119576,0.0501109919118865,0.9008897147267984,0.9760562025946994,12852.398150775482,6.890052658663039e-05,4.8136046035601934e-05,43.1370714073001,3.8164182939362794,2010-01-05,2025-12-30,332696125440.0,26.530495374095995,0.03,0.1949652633553903,15.982485992752183,0.15760400384407453,-0.357796641533774
2382,2382.TW,Quanta,ems,3911,59,0,0.0001949850366611,1.0464101227175884e-07,0.0007444452932346,0.0001262510784989,5.896546010421494,0.0486580930713078,0.0486613325913847,0.048660601121931,0.8892626556527061,0.9622542888050564,10380.646606343184,0.0009790011742394,0.0002353061560475,316.0542123859473,3.691289825282631,2010-01-05,2025-12-30,1229591281664.0,27.837702938761797,0.659,0.7847087815062032,16.818877400397877,0.37795491904278333,-0.347902744893386
2912,2912.TW,Pres. Chain,consumer,3911,60,0,0.0002541914572412,1.55285909619932e-07,0.000521638239911,0.0001785544616334,2.9214517248069516,0.0410645802336116,0.0847287897069448,0.1042988930442419,0.8042774028269921,0.941155639056058,11465.20523785945,0.0008380635386465,0.0003139730602366,166.92211682584795,3.753854059609455,2010-01-05,2025-12-30,234434822144.0,26.18044344225034,0.019,0.4391297289276236,14.256618570642186,0.16315954796788948,-0.47490081110581084
2637,2637.TW,Yungshin,consumer,3684,57,0,4.728730850374689e-05,1.441220001600277e-07,-8.836363162783284e-06,8.452844851025217e-06,-1.045371507287461,0.0500441828538352,0.0496852691558499,0.0496852691441091,0.8997564234229339,0.9742843271508383,10401.88122313574,9.159980790652552e-05,0.0001012562318994,-9.53662190644606,3.780506627928092,2010-12-02,2025-12-30,52397912064.0,24.68213258137266,0.898,0.412314220411146,15.955289942715066,0.44453782621464066,-0.24642619886037243
1215,1215.TW,Charoen Pokphand,consumer,3911,59,0,0.0001054215724235,7.909362253277193e-08,0.0001223996297523,3.820376336542126e-05,3.203863152999769,0.0499223627812215,0.0499227357071906,0.0499224877700754,0.8993786609201013,0.9742626405123296,11147.621954925002,0.0002589283752257,0.000135880226998,90.5563310764014,3.691289825282631,2010-01-05,2025-12-30,42891948032.0,24.481949953702344,0.413,0.3996964291125826,13.911283985431185,0.25105355804453816,0.06932051654516269
2347,2347.TW,Synnex,consumer,3911,60,0,7.618542901980376e-05,7.486837724817341e-08,0.0006658733463634,,,0.1057909669036105,0.0317372905147931,0.0814155697258769,0.8807656947403159,0.9532107701180474,11103.382482592186,0.0007721195231111,0.000105007210924,635.3014296036587,3.753854059609455,2010-01-05,2025-12-30,136104476672.0,25.63668863858309,0.1,0.5522451756316128,15.58214782482164,0.316135619654798,-0.47875303281722514
1210,1210.TW,Dachan Food,consumer,3911,60,0,8.544306903640912e-05,1.3853853243454774e-07,5.500387794205721e-05,3.456902399520228e-05,1.5911319321509052,0.0501506327944587,0.0500090299214706,0.0500089600420599,0.9000725647526856,0.9750860746951864,11405.457589207728,0.0001938170591985,0.0001388108335732,39.626752616709666,3.753854059609455,2010-01-05,2025-12-30,46102573056.0,24.554134600055207,0.293,0.3999567851741421,14.688086426181506,0.22633781623156077,-0.3175455246565815
2892,2892.TW,First FH,tech_other,3911,60,0,2.3973762417262904e-05,9.017835883541012e-08,-1.1688146611758164e-05,6.351512231711733e-06,-1.8402147686029424,0.0503167577230926,0.0503572198616086,0.0500828770897246,0.9000278619258948,0.9754265203323658,12786.812885651809,5.030887706128081e-05,5.866108359638798e-05,-14.238070664656888,3.753854059609455,2010-01-05,2025-12-30,410533822464.0,26.740724155779706,0.306,0.5194438847521742,17.01643069749798,0.1952946938681865,-0.21508148094384993
