week_end,obs_date,release_date,value
1995-09-01,1995-08-31,1995-09-01,26.6
1995-09-08,1995-09-07,1995-09-08,67.21
1995-09-15,1995-09-14,1995-09-15,19.28
1995-09-22,1995-09-21,1995-09-22,44.96
1995-09-29,1995-09-28,1995-09-29,32.3
1995-10-06,1995-10-05,1995-10-06,38.07
1995-10-13,1995-10-12,1995-10-13,106.86
1995-10-20,1995-10-19,1995-10-20,125.22
1995-10-27,1995-10-26,1995-10-27,93.24
1995-11-03,1995-11-02,1995-11-03,73.65
1995-11-10,1995-11-09,1995-11-10,18.11
1995-11-17,1995-11-16,1995-11-17,269.91
1995-11-24,1995-11-23,1995-11-24,87.28
1995-12-01,1995-11-30,1995-12-01,75.98
1995-12-08,1995-12-07,1995-12-08,230.93
1995-12-15,1995-12-14,1995-12-15,62.55
1995-12-22,1995-12-21,1995-12-22,140.04
1995-12-29,1995-12-28,1995-12-29,64.93
1996-01-05,1996-01-04,1996-01-05,93.54
1996-01-12,1996-01-11,1996-01-12,203.44
1996-01-19,1996-01-18,1996-01-19,80.22
1996-01-26,1996-01-25,1996-01-26,65.84
1996-02-02,1996-02-01,1996-02-02,81.12
1996-02-09,1996-02-08,1996-02-09,115.22
1996-02-16,1996-02-15,1996-02-16,24.06
1996-02-23,1996-02-22,1996-02-23,61.47
1996-03-01,1996-02-29,1996-03-01,42.59
1996-03-08,1996-03-07,1996-03-08,48.05
1996-03-15,1996-03-14,1996-03-15,70.57
1996-03-22,1996-03-21,1996-03-22,40.63
1996-03-29,1996-03-28,1996-03-29,164.94
1996-04-05,1996-04-04,1996-04-05,30.31
1996-04-12,1996-04-11,1996-04-12,89.17
1996-04-19,1996-04-18,1996-04-19,54.31
1996-04-26,1996-04-25,1996-04-26,41.29
1996-05-03,1996-05-02,1996-05-03,47.79
1996-05-10,1996-05-09,1996-05-10,42.21
1996-05-17,1996-05-16,1996-05-17,113.6
1996-05-24,1996-05-23,1996-05-24,83.17
1996-05-31,1996-05-30,1996-05-31,24.7
1996-06-07,1996-06-06,1996-06-07,30.25
1996-06-14,1996-06-13,1996-06-14,30.41
1996-06-21,1996-06-20,1996-06-21,12.46
1996-06-28,1996-06-27,1996-06-28,25.03
1996-07-05,1996-07-04,1996-07-05,51.79
1996-07-12,1996-07-11,1996-07-12,81.7
1996-07-19,1996-07-18,1996-07-19,36.68
1996-07-26,1996-07-25,1996-07-26,41.72
1996-08-02,1996-08-01,1996-08-02,76.97
1996-08-09,1996-08-08,1996-08-09,63.5
1996-08-16,1996-08-15,1996-08-16,67.04
1996-08-23,1996-08-22,1996-08-23,18.55
1996-08-30,1996-08-29,1996-08-30,74.33
1996-09-06,1996-09-05,1996-09-06,18.67
1996-09-13,1996-09-12,1996-09-13,54.6
1996-09-20,1996-09-19,1996-09-20,65.02
1996-09-27,1996-09-26,1996-09-27,64.56
1996-10-04,1996-10-03,1996-10-04,47.23
1996-10-11,1996-10-10,1996-10-11,34.72
1996-10-18,1996-10-17,1996-10-18,70.42
1996-10-25,1996-10-24,1996-10-25,40.96
1996-11-01,1996-10-31,1996-11-01,28.4
1996-11-08,1996-11-07,1996-11-08,55.56
1996-11-15,1996-11-14,1996-11-15,57.89
1996-11-22,1996-11-21,1996-11-22,47.12
1996-11-29,1996-11-28,1996-11-29,52.46
1996-12-06,1996-12-05,1996-12-06,49.86
1996-12-13,1996-12-12,1996-12-13,35.49
1996-12-20,1996-12-19,1996-12-20,30.58
1996-12-27,1996-12-26,1996-12-27,34.53
1997-01-03,1997-01-02,1997-01-03,40.64
1997-01-10,1997-01-09,1997-01-10,6.07
1997-01-17,1997-01-16,1997-01-17,40.14
1997-01-24,1997-01-23,1997-01-24,51.24
1997-01-31,1997-01-30,1997-01-31,51.52
1997-02-07,1997-02-06,1997-02-07,38.84
1997-02-14,1997-02-13,1997-02-14,50.17
1997-02-21,1997-02-20,1997-02-21,127.2
1997-02-28,1997-02-27,1997-02-28,54.63
1997-03-07,1997-03-06,1997-03-07,65.08
1997-03-14,1997-03-13,1997-03-14,28.92
1997-03-21,1997-03-20,1997-03-21,225.36
1997-03-28,1997-03-27,1997-03-28,26.72
1997-04-04,1997-04-03,1997-04-04,45.36
1997-04-11,1997-04-10,1997-04-11,43.28
1997-04-18,1997-04-17,1997-04-18,15.91
1997-04-25,1997-04-24,1997-04-25,10.64
1997-05-02,1997-05-01,1997-05-02,10.7
1997-05-09,1997-05-08,1997-05-09,64.34
1997-05-16,1997-05-15,1997-05-16,108.03
1997-05-23,1997-05-22,1997-05-23,43.51
1997-05-30,1997-05-29,1997-05-30,27.8
1997-06-06,1997-06-05,1997-06-06,33.61
1997-06-13,1997-06-12,1997-06-13,38.82
1997-06-20,1997-06-19,1997-06-20,103.73
1997-06-27,1997-06-26,1997-06-27,72.99
1997-07-04,1997-07-03,1997-07-04,101.59
1997-07-11,1997-07-10,1997-07-11,18.15
1997-07-18,1997-07-17,1997-07-18,28.98
1997-07-25,1997-07-24,1997-07-25,127.67
1997-08-01,1997-07-31,1997-08-01,40.88
1997-08-08,1997-08-07,1997-08-08,69.25
1997-08-15,1997-08-14,1997-08-15,34.51
1997-08-22,1997-08-21,1997-08-22,50.07
1997-08-29,1997-08-28,1997-08-29,31.92
1997-09-05,1997-09-04,1997-09-05,32.88
1997-09-12,1997-09-11,1997-09-12,48.5
1997-09-19,1997-09-18,1997-09-19,62.99
1997-09-26,1997-09-25,1997-09-26,47.92
1997-10-03,1997-10-02,1997-10-03,47.33
1997-10-10,1997-10-09,1997-10-10,46.92
1997-10-17,1997-10-16,1997-10-17,37.19
1997-10-24,1997-10-23,1997-10-24,56.91
1997-10-31,1997-10-30,1997-10-31,103.75
1997-11-07,1997-11-06,1997-11-07,55.85
1997-11-14,1997-11-13,1997-11-14,42.07
1997-11-21,1997-11-20,1997-11-21,31.38
1997-11-28,1997-11-27,1997-11-28,24.34
1997-12-05,1997-12-04,1997-12-05,47.26
1997-12-12,1997-12-11,1997-12-12,98.46
1997-12-19,1997-12-18,1997-12-19,32.39
1997-12-26,1997-12-25,1997-12-26,33.27
1998-01-02,1998-01-01,1998-01-02,81.73
1998-01-09,1998-01-08,1998-01-09,45.13
1998-01-16,1998-01-15,1998-01-16,47.49
1998-01-23,1998-01-22,1998-01-23,21.15
1998-01-30,1998-01-29,1998-01-30,198.57
1998-02-06,1998-02-05,1998-02-06,251.97
1998-02-13,1998-02-12,1998-02-13,40.98
1998-02-20,1998-02-19,1998-02-20,55.64
1998-02-27,1998-02-26,1998-02-27,148.25
1998-03-06,1998-03-05,1998-03-06,115.46
1998-03-13,1998-03-12,1998-03-13,54.67
1998-03-20,1998-03-19,1998-03-20,77.19
1998-03-27,1998-03-26,1998-03-27,84.07
1998-04-03,1998-04-02,1998-04-03,30.24
1998-04-10,1998-04-09,1998-04-10,50.14
1998-04-17,1998-04-16,1998-04-17,128.01
1998-04-24,1998-04-23,1998-04-24,106.19
1998-05-01,1998-04-30,1998-05-01,70.54
1998-05-08,1998-05-07,1998-05-08,49.5
1998-05-15,1998-05-14,1998-05-15,94.72
1998-05-22,1998-05-21,1998-05-22,151.65
1998-05-29,1998-05-28,1998-05-29,47.28
1998-06-05,1998-06-04,1998-06-05,35.91
1998-06-12,1998-06-11,1998-06-12,205.03
1998-06-19,1998-06-18,1998-06-19,271.79
1998-06-26,1998-06-25,1998-06-26,21.29
1998-07-03,1998-07-02,1998-07-03,32.5
1998-07-10,1998-07-09,1998-07-10,32.52
1998-07-17,1998-07-16,1998-07-17,38.91
1998-07-24,1998-07-23,1998-07-24,54.71
1998-07-31,1998-07-30,1998-07-31,89.49
1998-08-07,1998-08-06,1998-08-07,237.08
1998-08-14,1998-08-13,1998-08-14,82.24
1998-08-21,1998-08-20,1998-08-21,87.2
1998-08-28,1998-08-27,1998-08-28,55.92
1998-09-04,1998-09-03,1998-09-04,59.62
1998-09-11,1998-09-10,1998-09-11,166.19
1998-09-18,1998-09-17,1998-09-18,85.67
1998-09-25,1998-09-24,1998-09-25,122.66
1998-10-02,1998-10-01,1998-10-02,195.49
1998-10-09,1998-10-08,1998-10-09,300.37
1998-10-16,1998-10-15,1998-10-16,49.68
1998-10-23,1998-10-22,1998-10-23,54.79
1998-10-30,1998-10-29,1998-10-30,56.54
1998-11-06,1998-11-05,1998-11-06,139.86
1998-11-13,1998-11-12,1998-11-13,73.59
1998-11-20,1998-11-19,1998-11-20,122.01
1998-11-27,1998-11-26,1998-11-27,51.88
1998-12-04,1998-12-03,1998-12-04,30.32
1998-12-11,1998-12-10,1998-12-11,51.08
1998-12-18,1998-12-17,1998-12-18,123.05
1998-12-25,1998-12-24,1998-12-25,24.27
1999-01-01,1998-12-31,1999-01-01,47.53
1999-01-08,1999-01-07,1999-01-08,47.82
1999-01-15,1999-01-14,1999-01-15,40.87
1999-01-22,1999-01-21,1999-01-22,88.61
1999-01-29,1999-01-28,1999-01-29,68.09
1999-02-05,1999-02-04,1999-02-05,18.81
1999-02-12,1999-02-11,1999-02-12,83.32
1999-02-19,1999-02-18,1999-02-19,37.16
1999-02-26,1999-02-25,1999-02-26,32.72
1999-03-05,1999-03-04,1999-03-05,65.07
1999-03-12,1999-03-11,1999-03-12,47.35
1999-03-19,1999-03-18,1999-03-19,46.05
1999-03-26,1999-03-25,1999-03-26,4.75
1999-04-02,1999-04-01,1999-04-02,37.63
1999-04-09,1999-04-08,1999-04-09,56.19
1999-04-16,1999-04-15,1999-04-16,36.27
1999-04-23,1999-04-22,1999-04-23,31.95
1999-04-30,1999-04-29,1999-04-30,18.13
1999-05-07,1999-05-06,1999-05-07,55.37
1999-05-14,1999-05-13,1999-05-14,185.17
1999-05-21,1999-05-20,1999-05-21,41.48
1999-05-28,1999-05-27,1999-05-28,18.79
1999-06-04,1999-06-03,1999-06-04,47.93
1999-06-11,1999-06-10,1999-06-11,62.7
1999-06-18,1999-06-17,1999-06-18,38.01
1999-06-25,1999-06-24,1999-06-25,96.81
1999-07-02,1999-07-01,1999-07-02,143.2
1999-07-09,1999-07-08,1999-07-09,146.1
1999-07-16,1999-07-15,1999-07-16,57.08
1999-07-23,1999-07-22,1999-07-23,29.03
1999-07-30,1999-07-29,1999-07-30,191.08
1999-08-06,1999-08-05,1999-08-06,58.54
1999-08-13,1999-08-12,1999-08-13,30.07
1999-08-20,1999-08-19,1999-08-20,48.98
1999-08-27,1999-08-26,1999-08-27,18.99
1999-09-03,1999-09-02,1999-09-03,55.82
1999-09-10,1999-09-09,1999-09-10,60.45
1999-09-17,1999-09-16,1999-09-17,19.1
1999-09-24,1999-09-23,1999-09-24,33.97
1999-10-01,1999-09-30,1999-10-01,28.29
1999-10-08,1999-10-07,1999-10-08,40.94
1999-10-15,1999-10-14,1999-10-15,68.15
1999-10-22,1999-10-21,1999-10-22,36.22
1999-10-29,1999-10-28,1999-10-29,31.3
1999-11-05,1999-11-04,1999-11-05,49.87
1999-11-12,1999-11-11,1999-11-12,40.37
1999-11-19,1999-11-18,1999-11-19,26.76
1999-11-26,1999-11-25,1999-11-26,49.58
1999-12-03,1999-12-02,1999-12-03,32.36
1999-12-10,1999-12-09,1999-12-10,46.63
1999-12-17,1999-12-16,1999-12-17,63.83
1999-12-24,1999-12-23,1999-12-24,105.67
1999-12-31,1999-12-30,1999-12-31,41.46
2000-01-07,2000-01-06,2000-01-07,53.61
2000-01-14,2000-01-13,2000-01-14,70.56
2000-01-21,2000-01-20,2000-01-21,54.93
2000-01-28,2000-01-27,2000-01-28,46.19
2000-02-04,2000-02-03,2000-02-04,31.15
2000-02-11,2000-02-10,2000-02-11,45.04
2000-02-18,2000-02-17,2000-02-18,31.56
2000-02-25,2000-02-24,2000-02-25,112.09
2000-03-03,2000-03-02,2000-03-03,26.53
2000-03-10,2000-03-09,2000-03-10,86.32
2000-03-17,2000-03-16,2000-03-17,26.73
2000-03-24,2000-03-23,2000-03-24,54.19
2000-03-31,2000-03-30,2000-03-31,102.91
2000-04-07,2000-04-06,2000-04-07,180.2
2000-04-14,2000-04-13,2000-04-14,79.12
2000-04-21,2000-04-20,2000-04-21,13.65
2000-04-28,2000-04-27,2000-04-28,22.18
2000-05-05,2000-05-04,2000-05-05,34.84
2000-05-12,2000-05-11,2000-05-12,37.85
2000-05-19,2000-05-18,2000-05-19,60.87
2000-05-26,2000-05-25,2000-05-26,53.02
2000-06-02,2000-06-01,2000-06-02,35.07
2000-06-09,2000-06-08,2000-06-09,31.39
2000-06-16,2000-06-15,2000-06-16,71.23
2000-06-23,2000-06-22,2000-06-23,84.03
2000-06-30,2000-06-29,2000-06-30,170.03
2000-07-07,2000-07-06,2000-07-07,58.15
2000-07-14,2000-07-13,2000-07-14,46.04
2000-07-21,2000-07-20,2000-07-21,22.91
2000-07-28,2000-07-27,2000-07-28,27.11
2000-08-04,2000-08-03,2000-08-04,35.8
2000-08-11,2000-08-10,2000-08-11,17.95
2000-08-18,2000-08-17,2000-08-18,25.95
2000-08-25,2000-08-24,2000-08-25,26.38
2000-09-01,2000-08-31,2000-09-01,26.27
2000-09-08,2000-09-07,2000-09-08,42.87
2000-09-15,2000-09-14,2000-09-15,63.34
2000-09-22,2000-09-21,2000-09-22,149.19
2000-09-29,2000-09-28,2000-09-29,16.09
2000-10-06,2000-10-05,2000-10-06,28.34
2000-10-13,2000-10-12,2000-10-13,24.14
2000-10-20,2000-10-19,2000-10-20,65.89
2000-10-27,2000-10-26,2000-10-27,110.96
2000-11-03,2000-11-02,2000-11-03,55.23
2000-11-10,2000-11-09,2000-11-10,234.41
2000-11-17,2000-11-16,2000-11-17,287.41
2000-11-24,2000-11-23,2000-11-24,45.15
2000-12-01,2000-11-30,2000-12-01,167.48
2000-12-08,2000-12-07,2000-12-08,183.24
2000-12-15,2000-12-14,2000-12-15,189.31
2000-12-22,2000-12-21,2000-12-22,116.65
2000-12-29,2000-12-28,2000-12-29,54.59
2001-01-05,2001-01-04,2001-01-05,159.18
2001-01-12,2001-01-11,2001-01-12,79.73
2001-01-19,2001-01-18,2001-01-19,102.9
2001-01-26,2001-01-25,2001-01-26,98.53
2001-02-02,2001-02-01,2001-02-02,163.54
2001-02-09,2001-02-08,2001-02-09,111.14
2001-02-16,2001-02-15,2001-02-16,74.8
2001-02-23,2001-02-22,2001-02-23,95.31
2001-03-02,2001-03-01,2001-03-02,89.59
2001-03-09,2001-03-08,2001-03-09,124.16
2001-03-16,2001-03-15,2001-03-16,139.49
2001-03-23,2001-03-22,2001-03-23,85.33
2001-03-30,2001-03-29,2001-03-30,55.4
2001-04-06,2001-04-05,2001-04-06,86.74
2001-04-13,2001-04-12,2001-04-13,67.46
2001-04-20,2001-04-19,2001-04-20,308.63
2001-04-27,2001-04-26,2001-04-27,152.52
2001-05-04,2001-05-03,2001-05-04,73.28
2001-05-11,2001-05-10,2001-05-11,59.36
2001-05-18,2001-05-17,2001-05-18,41.05
2001-05-25,2001-05-24,2001-05-25,102.04
2001-06-01,2001-05-31,2001-06-01,56.66
2001-06-08,2001-06-07,2001-06-08,67.37
2001-06-15,2001-06-14,2001-06-15,27.64
2001-06-22,2001-06-21,2001-06-22,32.03
2001-06-29,2001-06-28,2001-06-29,139.09
2001-07-06,2001-07-05,2001-07-06,55.02
2001-07-13,2001-07-12,2001-07-13,41.95
2001-07-20,2001-07-19,2001-07-20,174.93
2001-07-27,2001-07-26,2001-07-27,27.51
2001-08-03,2001-08-02,2001-08-03,165.0
2001-08-10,2001-08-09,2001-08-10,75.7
2001-08-17,2001-08-16,2001-08-17,28.32
2001-08-24,2001-08-23,2001-08-24,36.23
2001-08-31,2001-08-30,2001-08-31,107.77
2001-09-07,2001-09-06,2001-09-07,38.11
2001-09-14,2001-09-13,2001-09-14,142.78
2001-09-21,2001-09-20,2001-09-21,515.61
2001-09-28,2001-09-27,2001-09-28,225.04
2001-10-05,2001-10-04,2001-10-05,201.12
2001-10-12,2001-10-11,2001-10-12,230.44
2001-10-19,2001-10-18,2001-10-19,273.69
2001-10-26,2001-10-25,2001-10-26,154.87
2001-11-02,2001-11-01,2001-11-02,204.93
2001-11-09,2001-11-08,2001-11-09,139.48
2001-11-16,2001-11-15,2001-11-16,130.85
2001-11-23,2001-11-22,2001-11-23,76.66
2001-11-30,2001-11-29,2001-11-30,110.85
2001-12-07,2001-12-06,2001-12-07,97.4
2001-12-14,2001-12-13,2001-12-14,114.36
2001-12-21,2001-12-20,2001-12-21,95.92
2001-12-28,2001-12-27,2001-12-28,90.63
2002-01-04,2002-01-03,2002-01-04,115.06
2002-01-11,2002-01-10,2002-01-11,147.74
2002-01-18,2002-01-17,2002-01-18,150.42
2002-01-25,2002-01-24,2002-01-25,145.05
2002-02-01,2002-01-31,2002-02-01,229.05
2002-02-08,2002-02-07,2002-02-08,64.52
2002-02-15,2002-02-14,2002-02-15,73.58
2002-02-22,2002-02-21,2002-02-22,40.55
2002-03-01,2002-02-28,2002-03-01,221.66
2002-03-08,2002-03-07,2002-03-08,85.05
2002-03-15,2002-03-14,2002-03-15,127.47
2002-03-22,2002-03-21,2002-03-22,96.04
2002-03-29,2002-03-28,2002-03-29,54.64
2002-04-05,2002-04-04,2002-04-05,65.65
2002-04-12,2002-04-11,2002-04-12,85.77
2002-04-19,2002-04-18,2002-04-19,159.1
2002-04-26,2002-04-25,2002-04-26,56.88
2002-05-03,2002-05-02,2002-05-03,58.59
2002-05-10,2002-05-09,2002-05-10,52.43
2002-05-17,2002-05-16,2002-05-17,92.11
2002-05-24,2002-05-23,2002-05-24,55.59
2002-05-31,2002-05-30,2002-05-31,35.67
2002-06-07,2002-06-06,2002-06-07,28.01
2002-06-14,2002-06-13,2002-06-14,48.61
2002-06-21,2002-06-20,2002-06-21,36.65
2002-06-28,2002-06-27,2002-06-28,195.34
2002-07-05,2002-07-04,2002-07-05,63.41
2002-07-12,2002-07-11,2002-07-12,43.93
2002-07-19,2002-07-18,2002-07-19,111.99
2002-07-26,2002-07-25,2002-07-26,193.65
2002-08-02,2002-08-01,2002-08-02,98.11
2002-08-09,2002-08-08,2002-08-09,100.49
2002-08-16,2002-08-15,2002-08-16,97.52
2002-08-23,2002-08-22,2002-08-23,79.75
2002-08-30,2002-08-29,2002-08-30,20.29
2002-09-06,2002-09-05,2002-09-06,91.14
2002-09-13,2002-09-12,2002-09-13,69.48
2002-09-20,2002-09-19,2002-09-20,110.6
2002-09-27,2002-09-26,2002-09-27,224.47
2002-10-04,2002-10-03,2002-10-04,63.62
2002-10-11,2002-10-10,2002-10-11,61.8
2002-10-18,2002-10-17,2002-10-18,73.41
2002-10-25,2002-10-24,2002-10-25,171.1
2002-11-01,2002-10-31,2002-11-01,65.57
2002-11-08,2002-11-07,2002-11-08,332.27
2002-11-15,2002-11-14,2002-11-15,147.41
2002-11-22,2002-11-21,2002-11-22,99.27
2002-11-29,2002-11-28,2002-11-29,113.37
2002-12-06,2002-12-05,2002-12-06,168.52
2002-12-13,2002-12-12,2002-12-13,90.13
2002-12-20,2002-12-19,2002-12-20,87.22
2002-12-27,2002-12-26,2002-12-27,117.97
2003-01-03,2003-01-02,2003-01-03,324.67
2003-01-10,2003-01-09,2003-01-10,115.78
2003-01-17,2003-01-16,2003-01-17,110.03
2003-01-24,2003-01-23,2003-01-24,95.18
2003-01-31,2003-01-30,2003-01-31,311.15
2003-02-07,2003-02-06,2003-02-07,207.1
2003-02-14,2003-02-13,2003-02-14,293.17
2003-02-21,2003-02-20,2003-02-21,173.91
2003-02-28,2003-02-27,2003-02-28,183.06
2003-03-07,2003-03-06,2003-03-07,238.79
2003-03-14,2003-03-13,2003-03-14,108.76
2003-03-21,2003-03-20,2003-03-21,193.85
2003-03-28,2003-03-27,2003-03-28,195.71
2003-04-04,2003-04-03,2003-04-04,102.82
2003-04-11,2003-04-10,2003-04-11,104.63
2003-04-18,2003-04-17,2003-04-18,81.42
2003-04-25,2003-04-24,2003-04-25,135.15
2003-05-02,2003-05-01,2003-05-02,223.14
2003-05-09,2003-05-08,2003-05-09,91.19
2003-05-16,2003-05-15,2003-05-16,104.27
2003-05-23,2003-05-22,2003-05-23,98.64
2003-05-30,2003-05-29,2003-05-30,62.93
2003-06-06,2003-06-05,2003-06-06,98.01
2003-06-13,2003-06-12,2003-06-13,124.23
2003-06-20,2003-06-19,2003-06-20,56.33
2003-06-27,2003-06-26,2003-06-27,111.09
2003-07-04,2003-07-03,2003-07-04,82.53
2003-07-11,2003-07-10,2003-07-11,72.87
2003-07-18,2003-07-17,2003-07-18,30.26
2003-07-25,2003-07-24,2003-07-25,75.57
2003-08-01,2003-07-31,2003-08-01,124.04
2003-08-08,2003-08-07,2003-08-08,133.14
2003-08-15,2003-08-14,2003-08-15,90.45
2003-08-22,2003-08-21,2003-08-22,55.59
2003-08-29,2003-08-28,2003-08-29,65.01
2003-09-05,2003-09-04,2003-09-05,63.03
2003-09-12,2003-09-11,2003-09-12,190.38
2003-09-19,2003-09-18,2003-09-19,71.31
2003-09-26,2003-09-25,2003-09-26,40.71
2003-10-03,2003-10-02,2003-10-03,36.77
2003-10-10,2003-10-09,2003-10-10,96.26
2003-10-17,2003-10-16,2003-10-17,42.17
2003-10-24,2003-10-23,2003-10-24,68.73
2003-10-31,2003-10-30,2003-10-31,46.98
2003-11-07,2003-11-06,2003-11-07,58.43
2003-11-14,2003-11-13,2003-11-14,21.7
2003-11-21,2003-11-20,2003-11-21,51.63
2003-11-28,2003-11-27,2003-11-28,48.87
2003-12-05,2003-12-04,2003-12-05,82.98
2003-12-12,2003-12-11,2003-12-12,50.33
2003-12-19,2003-12-18,2003-12-19,28.13
2003-12-26,2003-12-25,2003-12-26,54.66
2004-01-02,2004-01-01,2004-01-02,201.26
2004-01-09,2004-01-08,2004-01-09,47.01
2004-01-16,2004-01-15,2004-01-16,87.95
2004-01-23,2004-01-22,2004-01-23,124.02
2004-01-30,2004-01-29,2004-01-30,40.75
2004-02-06,2004-02-05,2004-02-06,43.61
2004-02-13,2004-02-12,2004-02-13,136.84
2004-02-20,2004-02-19,2004-02-20,49.32
2004-02-27,2004-02-26,2004-02-27,57.46
2004-03-05,2004-03-04,2004-03-05,66.12
2004-03-12,2004-03-11,2004-03-12,65.4
2004-03-19,2004-03-18,2004-03-19,54.52
2004-03-26,2004-03-25,2004-03-26,46.94
2004-04-02,2004-04-01,2004-04-02,79.57
2004-04-09,2004-04-08,2004-04-09,43.58
2004-04-16,2004-04-15,2004-04-16,41.08
2004-04-23,2004-04-22,2004-04-23,63.15
2004-04-30,2004-04-29,2004-04-30,78.06
2004-05-07,2004-05-06,2004-05-07,28.43
2004-05-14,2004-05-13,2004-05-14,57.44
2004-05-21,2004-05-20,2004-05-21,79.31
2004-05-28,2004-05-27,2004-05-28,81.89
2004-06-04,2004-06-03,2004-06-04,32.94
2004-06-11,2004-06-10,2004-06-11,90.46
2004-06-18,2004-06-17,2004-06-18,38.37
2004-06-25,2004-06-24,2004-06-25,63.25
2004-07-02,2004-07-01,2004-07-02,127.52
2004-07-09,2004-07-08,2004-07-09,37.74
2004-07-16,2004-07-15,2004-07-16,31.49
2004-07-23,2004-07-22,2004-07-23,63.45
2004-07-30,2004-07-29,2004-07-30,54.42
2004-08-06,2004-08-05,2004-08-06,53.22
2004-08-13,2004-08-12,2004-08-13,96.54
2004-08-20,2004-08-19,2004-08-20,20.9
2004-08-27,2004-08-26,2004-08-27,37.69
2004-09-03,2004-09-02,2004-09-03,35.27
2004-09-10,2004-09-09,2004-09-10,106.59
2004-09-17,2004-09-16,2004-09-17,49.03
2004-09-24,2004-09-23,2004-09-24,27.9
2004-10-01,2004-09-30,2004-10-01,37.0
2004-10-08,2004-10-07,2004-10-08,53.41
2004-10-15,2004-10-14,2004-10-15,68.31
2004-10-22,2004-10-21,2004-10-22,44.07
2004-10-29,2004-10-28,2004-10-29,113.5
2004-11-05,2004-11-04,2004-11-05,249.87
2004-11-12,2004-11-11,2004-11-12,78.63
2004-11-19,2004-11-18,2004-11-19,32.37
2004-11-26,2004-11-25,2004-11-26,33.74
2004-12-03,2004-12-02,2004-12-03,39.64
2004-12-10,2004-12-09,2004-12-10,38.92
2004-12-17,2004-12-16,2004-12-17,46.76
2004-12-24,2004-12-23,2004-12-24,35.63
2004-12-31,2004-12-30,2004-12-31,9.91
2005-01-07,2005-01-06,2005-01-07,30.67
2005-01-14,2005-01-13,2005-01-14,61.48
2005-01-21,2005-01-20,2005-01-21,56.06
2005-01-28,2005-01-27,2005-01-28,19.36
2005-02-04,2005-02-03,2005-02-04,108.56
2005-02-11,2005-02-10,2005-02-11,57.51
2005-02-18,2005-02-17,2005-02-18,43.19
2005-02-25,2005-02-24,2005-02-25,43.56
2005-03-04,2005-03-03,2005-03-04,43.02
2005-03-11,2005-03-10,2005-03-11,52.02
2005-03-18,2005-03-17,2005-03-18,95.67
2005-03-25,2005-03-24,2005-03-25,30.26
2005-04-01,2005-03-31,2005-04-01,83.11
2005-04-08,2005-04-07,2005-04-08,10.41
2005-04-15,2005-04-14,2005-04-15,41.14
2005-04-22,2005-04-21,2005-04-22,40.81
2005-04-29,2005-04-28,2005-04-29,47.8
2005-05-06,2005-05-05,2005-05-06,79.63
2005-05-13,2005-05-12,2005-05-13,108.92
2005-05-20,2005-05-19,2005-05-20,41.57
2005-05-27,2005-05-26,2005-05-27,34.75
2005-06-03,2005-06-02,2005-06-03,44.53
2005-06-10,2005-06-09,2005-06-10,29.81
2005-06-17,2005-06-16,2005-06-17,33.2
2005-06-24,2005-06-23,2005-06-24,35.69
2005-07-01,2005-06-30,2005-07-01,67.14
2005-07-08,2005-07-07,2005-07-08,37.61
2005-07-15,2005-07-14,2005-07-15,30.33
2005-07-22,2005-07-21,2005-07-22,123.21
2005-07-29,2005-07-28,2005-07-29,19.92
2005-08-05,2005-08-04,2005-08-05,63.55
2005-08-12,2005-08-11,2005-08-12,45.23
2005-08-19,2005-08-18,2005-08-19,29.22
2005-08-26,2005-08-25,2005-08-26,43.54
2005-09-02,2005-09-01,2005-09-02,66.47
2005-09-09,2005-09-08,2005-09-09,171.95
2005-09-16,2005-09-15,2005-09-16,69.96
2005-09-23,2005-09-22,2005-09-23,85.13
2005-09-30,2005-09-29,2005-09-30,45.06
2005-10-07,2005-10-06,2005-10-07,48.52
2005-10-14,2005-10-13,2005-10-14,17.48
2005-10-21,2005-10-20,2005-10-21,40.69
2005-10-28,2005-10-27,2005-10-28,52.22
2005-11-04,2005-11-03,2005-11-04,38.14
2005-11-11,2005-11-10,2005-11-11,36.38
2005-11-18,2005-11-17,2005-11-18,82.43
2005-11-25,2005-11-24,2005-11-25,35.81
2005-12-02,2005-12-01,2005-12-02,58.73
2005-12-09,2005-12-08,2005-12-09,68.86
2005-12-16,2005-12-15,2005-12-16,16.85
2005-12-23,2005-12-22,2005-12-23,31.18
2005-12-30,2005-12-29,2005-12-30,79.61
2006-01-06,2006-01-05,2006-01-06,112.3
2006-01-13,2006-01-12,2006-01-13,77.97
2006-01-20,2006-01-19,2006-01-20,30.89
2006-01-27,2006-01-26,2006-01-27,64.06
2006-02-03,2006-02-02,2006-02-03,94.76
2006-02-10,2006-02-09,2006-02-10,37.78
2006-02-17,2006-02-16,2006-02-17,60.04
2006-02-24,2006-02-23,2006-02-24,23.28
2006-03-03,2006-03-02,2006-03-03,15.73
2006-03-10,2006-03-09,2006-03-10,17.96
2006-03-17,2006-03-16,2006-03-17,46.26
2006-03-24,2006-03-23,2006-03-24,53.72
2006-03-31,2006-03-30,2006-03-31,40.7
2006-04-07,2006-04-06,2006-04-07,79.42
2006-04-14,2006-04-13,2006-04-14,50.41
2006-04-21,2006-04-20,2006-04-21,21.75
2006-04-28,2006-04-27,2006-04-28,47.16
2006-05-05,2006-05-04,2006-05-05,34.43
2006-05-12,2006-05-11,2006-05-12,82.13
