Date,SPY,QQQ,IWM
2003-01-02,59.48181915283203,21.426448822021484,28.73281478881836
2003-01-03,59.664695739746094,21.66265296936035,28.684873580932617
2003-01-06,60.716312408447266,22.202529907226562,29.0205020904541
2003-01-07,60.566078186035156,22.480899810791016,28.869287490844727
2003-01-08,59.69083023071289,21.84823989868164,28.58158302307129
2003-01-09,60.618324279785156,22.523082733154297,29.00206756591797
2003-01-10,60.781620025634766,22.860511779785156,29.064773559570312
2003-01-13,60.762001037597656,22.725542068481445,29.131153106689453
2003-01-14,60.95792770385742,22.8436336517334,29.14961051940918
2003-01-15,60.35054016113281,22.55682945251465,29.083208084106445
2003-01-16,60.10232925415039,22.303762435913086,29.04264259338379
2003-01-17,59.214046478271484,21.350528717041016,28.496749877929688
2003-01-21,58.2931022644043,21.114337921142578,28.083654403686523
2003-01-22,57.58771896362305,21.029977798461914,27.840229034423828
2003-01-23,57.940399169921875,21.519235610961914,28.013578414916992
2003-01-24,56.418609619140625,20.93718719482422,27.434492111206055
2003-01-27,55.647884368896484,20.692556381225586,27.017696380615234
2003-01-28,56.059364318847656,20.903444290161133,27.2390079498291
2003-01-29,56.483909606933594,21.21556854248047,27.445554733276367
2003-01-30,55.14495086669922,20.667245864868164,26.999269485473633
2003-01-31,56.209571838378906,20.616636276245117,27.38286590576172
2003-02-03,56.320613861083984,20.658817291259766,27.146806716918945
2003-02-04,55.76542663574219,20.405742645263672,27.146806716918945
2003-02-05,55.419273376464844,20.312950134277344,26.94393539428711
2003-02-06,55.15803146362305,20.422618865966797,26.796384811401367
2003-02-07,54.48527526855469,20.085195541381836,26.305837631225586
2003-02-10,54.870628356933594,20.262338638305664,26.57876205444336
2003-02-11,54.4918098449707,20.37200355529785,26.505022048950195
2003-02-12,53.623130798339844,20.0936279296875,26.132474899291992
2003-02-13,53.78643798828125,20.194852828979492,26.062408447265625
2003-02-14,54.96211242675781,20.658817291259766,26.2984619140625
2003-02-18,55.92872619628906,21.299911499023438,26.82591438293457
2003-02-19,55.63481140136719,21.156513214111328,26.501310348510742
2003-02-20,55.07965850830078,21.0721492767334,26.445999145507812
2003-02-21,55.63481140136719,21.232433319091797,26.674673080444336
2003-02-24,54.733497619628906,20.869701385498047,26.2652645111084
2003-02-25,55.17107391357422,20.895008087158203,26.505022048950195
2003-02-26,54.36772537231445,20.43105125427246,26.372220993041992
2003-02-27,55.08617401123047,20.895008087158203,26.51607322692871
2003-02-28,55.45193862915039,21.223995208740234,26.560344696044922
2003-03-03,54.922882080078125,20.793777465820312,26.479188919067383
2003-03-04,54.047691345214844,20.667245864868164,26.136167526245117
2003-03-05,54.50486755371094,20.709428787231445,26.18780517578125
2003-03-06,54.047691345214844,20.658817291259766,25.97388458251953
2003-03-07,54.419986724853516,20.700992584228516,26.044111251831055
2003-03-10,53.11371612548828,20.25389289855957,25.59678840637207
2003-03-11,52.5911979675293,20.076759338378906,25.415653228759766
2003-03-12,52.943870544433594,20.439485549926758,25.471105575561523
2003-03-13,54.77267837524414,21.612035751342773,26.158716201782227
2003-03-14,54.94900894165039,21.69639015197754,26.191980361938477
2003-03-17,56.679866790771484,22.438716888427734,26.798261642456055
2003-03-18,57.01297378540039,22.71709632873535,27.149473190307617
2003-03-19,57.45056915283203,22.523082733154297,27.08292579650879
2003-03-20,57.57466125488281,22.607440948486328,27.260374069213867
2003-03-21,58.8035774230957,22.919546127319336,27.64112663269043
2003-03-24,56.849395751953125,21.96633529663086,27.04966163635254
2003-03-25,57.39365768432617,22.27845001220703,27.33799171447754
2003-03-26,57.10512161254883,22.404985427856445,27.001583099365234
2003-03-27,57.151031494140625,22.24470329284668,27.18274688720703
2003-03-28,56.86247634887695,22.00006675720215,27.171642303466797
2003-03-31,55.57060623168945,21.299911499023438,26.617128372192383
2003-04-01,56.423126220703125,21.46863555908203,27.079225540161133
2003-04-02,57.78713607788086,22.059120178222656,27.61895751953125
2003-04-03,57.51170349121094,22.337493896484375,27.63375473022461
2003-04-04,57.85272216796875,21.974769592285156,27.552419662475586
2003-04-07,57.7412223815918,22.008516311645508,27.57090187072754
2003-04-08,57.833030700683594,21.983203887939453,27.593082427978516
