date,duration_score_lag1,duration_reaction_score_lag1,reaction_gap_abs_lag1,slow_response_days_lag1,peak_news_z_lag1,duration_days_lag1,decay_days_lag1,daily_news_z_lag1,spy_rv21_lag1,abs_spy_ret_lag1,green_rv5,green_left_tail_loss5,green_var5_breach,green_es_gap5,brown_rv5,brown_left_tail_loss5,brown_var5_breach,brown_es_gap5,green_brown_corr_spike21,green_brown_corr_level21
2017-01-04,,,,,,,,,,,0.02449835598849545,0.0,,,0.025369722831041934,0.03077815473341854,,,,0.43146124085736626
2017-01-05,,,,,,,,,,0.005931446883785717,0.008427061982276414,0.0,,,0.03059753285337827,0.0218313570401381,,,,0.5035635051832055
2017-01-06,,,,,,,,,,0.0007946838745351793,0.007115317627534388,0.0,,,0.031728605255157916,0.024537413755688447,,,,0.543004916632308
2017-01-09,,,,,,,,,,0.003571192694594205,0.006797295784869427,0.0,,,0.032246989031535334,0.02585747544410421,,,,0.5664132145777213
2017-01-10,,,,,,,,,,0.0033060714090531835,0.010315309344572601,0.0,,,0.014956337289078709,0.0,,,,0.6662959344595385
2017-01-11,,,,,,,,,,0.0,0.010851852465517679,0.0,,,0.014080956525152273,0.0,,,,0.6735749100983288
2017-01-12,,,,,,,,,,0.0028221390231521707,0.007853353021826293,0.0010922024491560878,,,0.009609887804733349,0.005089503836315555,,,,0.6639284929242062
2017-01-13,,,,,,,,,,0.0025132064694953467,0.007732106771385328,0.0,,,0.008973137424709187,0.0,,,,0.6108134862252016
2017-01-17,,,,,,,,,,0.002293003682283233,0.007429117743299319,0.0,,,0.013571007209885137,0.001419573839507261,,,,0.6235580500877957
2017-01-18,,,,,,,,,,0.0035298551529096733,0.003271751714160868,0.009126649940408101,,,0.016417446615006253,0.0,,,,0.5510235935697684
2017-01-19,,,,,,,,,0.0011564334745150055,0.002207697324925981,0.00838717007698353,0.0,,,0.01797471792332127,0.0,,,,0.5667080357366546
2017-01-20,,,,,,,,,0.001321725986154335,0.0037113846432220046,0.009825914537560175,0.0,,,0.017491197786407512,0.0,,,,0.5653183865312235
2017-01-23,,,,,,,,,0.001483095414179471,0.003667076810680134,0.009987005036815957,0.0021665581680259467,,,0.022975005796169037,2.1215944062191044e-05,,,,0.5977989694508676
2017-01-24,,,,,,,,,0.0015645588997541887,0.0026054987618291327,0.02277985389859716,0.015992559723047993,,,0.04455452472166308,0.01268009511950354,,,,0.6388020684918804
2017-01-25,,,,,,,,,0.0020547791177284937,0.0063915322756903994,0.023756517548995673,0.011432648535394468,,,0.0357209773595382,0.02673395011492558,,,,0.6933452709200781
2017-01-26,,,,,,,,,0.002946012308224391,0.008617971486453454,0.02141436102976029,0.013737093519735434,,,0.03680359424362124,0.04007211496181565,,,,0.6930874652795065
2017-01-27,,,,,,,,,0.0029591336113662706,0.0010456777364417718,0.018945358238563612,0.008486437503402765,,,0.038383935468508594,0.036543142898482345,,,,0.7386899623839943
2017-01-30,,,,,,,,,0.0029887528435002444,0.001571072673207017,0.022413600720042386,0.0,,,0.03940909543918403,0.013185194712455836,,,,0.7028579924270212
2017-01-31,,,,,,,,,0.0034531888610604506,0.006221173640347173,0.012339946459080754,0.0,,,0.019347514261903096,0.0018647171362186424,,,,0.551271702859369
