outcome,horizon,signal,beta_per_1sd,se_hac,t_hac,p_hac_two_sided,hac_maxlags,n_event_rows,n_event_date_clusters,n_tickers,signal_scale,direct_event_minus_control_mean,direct_event_minus_control_t_hac,event_target_mean,control_target_mean,moving_block_bootstrap,bonferroni_p,bh_q,bh_reject_5pct,harvey_directional_pass,strict_cell_pass
rv,1,saliency_diff,57.63400658980984,103.52820176694007,0.5566986155091729,0.5777333630188906,0,525,302,205,"{'mean': -0.18598083039431396, 'std': 1.3925359605614553}",370.516709069821,2.760299639398729,506.72636301276066,142.93516752151214,"{'reps': 2000, 'block': 10, 'seed': 142, 'ci95': [-141.7639613920623, 328.41042410817874], 'p_two_sided': 0.665, 'median': 49.930104324915106}",1.0,0.7716459271544931,False,False,False
dsv,1,saliency_diff,71.56518397001972,94.86841272315671,0.7543626157091924,0.45063151312883654,0,525,302,205,"{'mean': -0.18598083039431396, 'std': 1.3925359605614553}",174.48435004112497,1.9205116681809964,278.66947516927735,91.76166534038013,"{'reps': 2000, 'block': 10, 'seed': 143, 'ci95': [-89.37159966653348, 294.3221982618007], 'p_two_sided': 0.468, 'median': 62.18108438383341}",1.0,0.7716459271544931,False,False,False
left_tail,1,saliency_diff,-0.35880102946963666,0.7583999562776097,-0.4731026505205899,0.6361399458896719,0,525,302,205,"{'mean': -0.18598083039431396, 'std': 1.3925359605614553}",2.592950562127295,3.305286100406768,7.382977075471589,4.573190295777641,"{'reps': 2000, 'block': 10, 'seed': 144, 'ci95': [-1.7856850445256458, 1.141646557779007], 'p_two_sided': 0.605, 'median': -0.39725810158098174}",1.0,0.7716459271544931,False,False,False
downside_gap,1,saliency_diff,-0.21096262740354674,0.3084188119472294,-0.6840134882551928,0.49396664852993066,0,525,302,205,"{'mean': -0.18598083039431396, 'std': 1.3925359605614553}",1.1741796568697547,3.5715021524214055,3.234649434429573,2.0968822130008054,"{'reps': 2000, 'block': 10, 'seed': 145, 'ci95': [-0.8133178858769621, 0.32782040949504787], 'p_two_sided': 0.462, 'median': -0.21282510296787485}",1.0,0.7716459271544931,False,False,False
rv,5,saliency_diff,33.72070320789276,47.522319763345095,0.7095761186704991,0.47796703326183165,4,345,242,204,"{'mean': -0.23884539707035596, 'std': 1.4149080101461011}",215.76696810919674,2.617512697569092,301.5385232988536,102.5883280837471,"{'reps': 2000, 'block': 10, 'seed': 542, 'ci95': [-58.23929977203719, 148.68086452666887], 'p_two_sided': 0.456, 'median': 36.91016588199349}",1.0,0.7716459271544931,False,False,False
dsv,5,saliency_diff,13.856684203870119,33.06804345821751,0.41903550239912035,0.6751901862601815,4,345,242,204,"{'mean': -0.23884539707035596, 'std': 1.4149080101461011}",124.4069475241768,2.448156298033519,173.13388596655244,56.911009316029755,"{'reps': 2000, 'block': 10, 'seed': 543, 'ci95': [-42.48338970180466, 82.82370542023047], 'p_two_sided': 0.651, 'median': 14.463879566661312}",1.0,0.7716459271544931,False,False,False
left_tail,5,saliency_diff,-0.12627254081106487,1.1881090026703687,-0.10628026597497146,0.9153599883730185,4,345,242,204,"{'mean': -0.23884539707035596, 'std': 1.4149080101461011}",6.507262670375363,4.128853551653473,16.398721101534107,10.390582278552461,"{'reps': 2000, 'block': 10, 'seed': 544, 'ci95': [-1.8861738027185384, 2.4192500327435176], 'p_two_sided': 0.795, 'median': 0.278136248502623}",1.0,0.9153599883730185,False,False,False
downside_gap,5,saliency_diff,-0.79785296240296,0.634200543055356,-1.2580452210891904,0.20837540242433494,4,345,242,204,"{'mean': -0.23884539707035596, 'std': 1.4149080101461011}",2.545826687769476,3.818688968897224,7.058371683211933,4.644463996558969,"{'reps': 2000, 'block': 10, 'seed': 545, 'ci95': [-2.2645109542627506, 0.32031727937512255], 'p_two_sided': 0.21, 'median': -0.7820402190581796}",1.0,0.7716459271544931,False,False,False
