Date,ABNB,APARTMENT_REIT_BASKET,AVB,BKNG,CPT,EQR,ESS,EXPE,H,HLT,JETS,MAA,MAR,SPY,TRAVEL_PRICING_BASKET,UDR,VNQ,XLY,^VIX,ABNB_rv,ABNB_downside,APARTMENT_REIT_BASKET_rv,APARTMENT_REIT_BASKET_downside,AVB_rv,AVB_downside,BKNG_rv,BKNG_downside,CPT_rv,CPT_downside,EQR_rv,EQR_downside,ESS_rv,ESS_downside,EXPE_rv,EXPE_downside,H_rv,H_downside,HLT_rv,HLT_downside,JETS_rv,JETS_downside,MAA_rv,MAA_downside,MAR_rv,MAR_downside,SPY_rv,SPY_downside,TRAVEL_PRICING_BASKET_rv,TRAVEL_PRICING_BASKET_downside,UDR_rv,UDR_downside,VNQ_rv,VNQ_downside,XLY_rv,XLY_downside,^VIX_rv,^VIX_downside,log_spy_rv,abs_spy_ret,log_vnq_rv,log_xly_rv,d_vix,residential_window,travel_window,any_event_window,event_count
2022-01-04,-0.01094682905039246,0.008366047578422853,0.009847671144552095,0.001425011513914498,-0.0007374302180895853,0.012983590158576419,0.007797209780797232,0.0021600758101474327,-0.0009437145000248393,0.00953456921259832,0.014592128470034993,0.0055564761002155905,0.02470600683378521,-0.0003350467331211249,0.005789606898580451,0.014748768504485366,-0.0012169945775761803,-0.006104909299667227,0.01850243554435771,0.00011983306625851627,0.00011983306625851627,6.999075208443488e-05,0.0,9.697662697124397e-05,0.0,2.0306578147888896e-06,0.0,5.438033265516534e-07,5.438033265516534e-07,0.00016857361340588244,0.0,6.079648036576001e-05,0.0,4.6659275055840875e-06,0.0,8.905970575571323e-07,8.905970575571323e-07,9.090801006982776e-05,0.0,0.00021293021328600578,0.0,3.0874426652267053e-05,0.0,0.0006103867736710415,0.0,1.1225631337513827e-07,1.1225631337513827e-07,3.351954804009034e-05,0.0,0.0002175261723988995,0.0,1.4810758018498257e-06,1.4810758018498257e-06,3.726991755716339e-05,3.726991755716339e-05,0.00034234012107311156,0.0,-16.002481068029166,0.0003350467331211249,-13.422741841105342,-10.197324056518392,0.01850243554435771,0,0,0,0
2022-01-05,-0.051354943637703876,-0.020094053465953277,-0.015683728354780158,-0.021168345687041068,-0.019760648754891363,-0.019594453459549577,-0.0206816569305186,-0.0222006633798717,-0.021414995214716015,-0.027035515626867124,-0.017352044889415552,-0.01850895039256173,-0.021903629381879952,-0.019388744777740996,-0.026061448259642184,-0.026334882903418233,-0.029036100554186817,-0.027352401410905003,0.15423514294616192,0.0026373302360317417,0.0026373302360317417,0.0004037709846925889,0.0004037709846925889,0.0002459793351065351,0.0002459793351065351,0.00044809885912607016,0.00044809885912607016,0.0003904832392141896,0.0003904832392141896,0.00038394260637845436,0.00038394260637845436,0.000427730933391668,0.000427730933391668,0.0004928694545063763,0.0004928694545063763,0.00045860202004630984,0.00045860202004630984,0.0007309191052105765,0.0007309191052105765,0.00030109346184429235,0.00030109346184429235,0.00034258124463431097,0.00034258124463431097,0.00047976898009875475,0.00047976898009875475,0.00037592342405637873,0.00037592342405637873,0.0006791990853900066,0.0006791990853900066,0.00069352605753675,0.00069352605753675,0.000843095135392848,0.000843095135392848,0.000748153862943278,0.000748153862943278,0.023788479319623,0.0,-7.886125094740301,0.019388744777740996,-7.0784307529575825,-7.197901902020931,0.15423514294616192,0,0,0,0
2022-01-06,-0.015528262326555797,-0.0027228320756832827,0.0031008577303897056,0.006883734674298481,-0.011110252798781417,0.00287009163534524,-0.0010880490002316279,-0.020731820229740627,0.013200140802730687,0.0025001368806236712,0.0,-0.0104475872782821,0.005157810475331814,-0.0009397736748288921,-0.001216894246187396,0.00033794725746050247,0.0008950132376419617,-0.0026092525016929713,-0.0061006255003608345,0.00024112693088233206,0.00024112693088233206,7.4138145123697335e-06,7.4138145123697335e-06,9.615318664117595e-06,0.0,4.738580306613921e-05,0.0,0.00012343771725283032,0.00012343771725283032,8.237425995278714e-06,0.0,1.183850626905045e-06,1.183850626905045e-06,0.00042980837003828273,0.00042980837003828273,0.00017424371721191554,0.0,6.250684421854662e-06,0.0,0.0,0.0,0.00010915207993732198,0.00010915207993732198,2.6603008899442597e-05,0.0,8.831745599014002e-07,8.831745599014002e-07,1.4808316064039908e-06,1.4808316064039908e-06,1.1420834882507514e-07,0.0,8.010486955543466e-07,0.0,6.808198617591029e-06,6.808198617591029e-06,3.721763149565288e-05,3.721763149565288e-05,-13.939742966297903,0.0009397736748288921,-14.03734409827478,-11.897382992972014,-0.0061006255003608345,0,0,0,0
2022-01-07,0.03867887294365868,-0.015546591132341062,-0.012220489087087394,0.0018952702972985236,-0.024094747163212915,-0.011864677656161504,-0.01338670973520184,0.01303551032774486,0.02485769893983303,-0.0011834587443004807,0.022769627854299035,-0.020489282229984696,0.008678003701526826,-0.003961523683816637,0.015533075045722924,-0.011223640922398026,-0.0066426699845276715,-0.01680229843364156,-0.04431271555415739,0.0014960552121916916,0.0,0.00024169649583618573,0.00024169649583618573,0.00014934035352762208,0.00014934035352762208,3.592049499822034e-06,0.0,0.0005805568408591568,0.0005805568408591568,0.00014077057588461804,0.00014077057588461804,0.00017920399753454773,0.00017920399753454773,0.00016992452950474288,0.0,0.0006179051965833761,0.0,1.4005745994612705e-06,1.4005745994612705e-06,0.0005184559526232704,0.0,0.0004198106862999666,0.0004198106862999666,7.53077482437133e-05,0.0,1.5693669897440136e-05,1.5693669897440136e-05,0.00024127642037606023,0.0,0.00012597011555492762,0.00012597011555492762,4.412506452334485e-05,4.412506452334485e-05,0.00028231723265315366,0.00028231723265315366,0.0019636167597836623,0.0019636167597836623,-11.062253118159308,0.003961523683816637,-10.028482580426447,-8.172479180808967,-0.04431271555415739,0,0,0,0
2022-01-10,-0.03268742586403661,-0.003062445902325628,-0.0009246340535353781,-0.0033654434873113814,-0.008423869590672872,0.00033434892342043554,0.0020603716291738294,0.003661803443877787,-0.020109983455573577,-0.022555236791582445,-0.013599433638416425,-0.007979249712036562,-0.028050788893741796,-0.001245268694053614,-0.01667235838382635,-0.0034416426103032194,-0.005781048302375247,-0.006134570676309181,0.03354609062729175,0.0010684678096168896,0.0010684678096168896,9.37857490467103e-06,9.37857490467103e-06,8.549481329572644e-07,8.549481329572644e-07,1.1326209866286592e-05,1.1326209866286592e-05,7.096157888066315e-05,7.096157888066315e-05,1.1178920259240427e-07,0.0,4.24513125030442e-06,0.0,1.340880446159522e-05,0.0,0.000404411434583443,0.000404411434583443,0.0005087387067243543,0.0005087387067243543,0.0001849445952856922,0.0001849445952856922,6.366842596703556e-05,6.366842596703556e-05,0.0007868467575612681,0.0007868467575612681,1.5506941203899931e-06,1.5506941203899931e-06,0.00027796753407874483,0.00027796753407874483,1.1844903857054757e-05,1.1844903857054757e-05,3.3420519474395725e-05,3.3420519474395725e-05,3.763295738263248e-05,3.763295738263248e-05,0.0011253401963744712,0.0,-13.376807907667946,0.001245268694053614,-10.306340491099885,-10.187630365359285,0.03354609062729175,0,0,0,0
2022-01-11,0.047986819072524334,0.002446412595325409,0.0022897766716480916,0.01757461028753937,0.0010265979827268623,0.009654783358383767,0.0029805508731106656,0.010467276259787717,0.007549559146032614,0.025839418069892872,0.01584819086004252,-0.005230270242956969,0.01925212483669192,0.009067210482069932,0.020645428361787337,0.0039570369290400365,0.0015390156446075665,0.009587782843869519,-0.0523790594492235,0.002302734804699185,0.0,5.984934586566803e-06,0.0,5.243077206023812e-06,0.0,0.00030886692675888473,0.0,1.053903418138863e-06,0.0,9.321484169732414e-05,0.0,8.883683507200752e-06,0.0,0.00010956387229871553,0.0,5.699584329944469e-05,0.0,0.0006676755261907063,0.0,0.0002511651535363353,0.0,2.7355726814361153e-05,2.7355726814361153e-05,0.00037064431072756987,0.0,8.221430592615885e-05,0.0,0.00042623371224169296,0.0,1.5658141257786604e-05,0.0,2.3685691543468433e-06,0.0,9.192557986119867e-05,0.0,0.0027435658687852893,0.0027435658687852893,-9.406181233013871,0.009067210482069932,-12.953224517480095,-9.294531222815342,-0.0523790594492235,0,0,0,0
2022-01-12,0.005500488169977835,0.010680596193263892,0.006041056479525686,-0.013584897252285622,0.018421343628915565,0.004737724999533732,0.008804095543143653,-0.0067086233975119924,-0.008497447404000269,-0.016529323922738648,-0.009025356144569674,0.01464093070639727,-0.002060393718522846,0.002699801573370131,-0.007272221952807316,0.011438425802067442,0.001175017628996855,0.006572711714236235,-0.04385931881904748,3.0255370108066113e-05,0.0,0.00011407513504356313,0.0,3.649436338881927e-05,0.0,0.00018454943335515742,0.00018454943335515742,0.00033934590109458806,0.0,2.2446038171206903e-05,0.0,7.751209833280193e-05,0.0,4.500562788964535e-05,4.500562788964535e-05,7.22066123837509e-05,7.22066123837509e-05,0.0002732185493428202,0.0002732185493428202,8.145705353632156e-05,8.145705353632156e-05,0.0002143568519495265,0.0,4.245222275328401e-06,4.245222275328401e-06,7.288928535571834e-06,0.0,5.288521213089266e-05,5.288521213089266e-05,0.0001308375848294022,0.0,1.3806664284533908e-06,0.0,4.320053927845822e-05,0.0,0.0019236398472708522,0.0019236398472708522,-11.829154000033741,0.002699801573370131,-13.492944256193972,-10.04965757949448,-0.04385931881904748,0,0,0,0
2022-01-13,-0.02110105922322436,0.003136957266322682,0.0013949078614121646,0.009348312858994845,-0.0003555081866091214,0.005370901658400484,-0.003817222831783873,0.020802806761344605,-0.0017925659873077038,-0.0006670549473435372,0.021969050770358933,0.015041127971905155,-0.002125377582805399,-0.013874282140141858,0.0037763018071453403,0.001187537124611282,-0.0019895101038907015,-0.02030504465341565,0.14207868115936595,0.00044525470034202186,0.00044525470034202186,9.840500890734674e-06,0.0,1.9457679418294584e-06,0.0,8.739095330964837e-05,0.0,1.263860707461059e-07,1.263860707461059e-07,2.884658462420907e-05,0.0,1.457119014749209e-05,1.457119014749209e-05,0.00043275676914984485,0.0,3.2132928188524427e-06,3.2132928188524427e-06,4.449623027754892e-07,4.449623027754892e-07,0.00048263919175060843,0.0,0.00022623553066722767,0.0,4.51722986949172e-06,4.51722986949172e-06,0.00019249570490425933,0.00019249570490425933,1.4260455338649163e-05,0.0,1.4102444223300316e-06,0.0,3.95815045348319e-06,3.95815045348319e-06,0.00041229483837720344,0.00041229483837720344,0.020186351639984768,0.0,-8.555436716671021,0.013874282140141858,-12.439733699004288,-7.79377183742461,0.14207868115936595,0,0,0,0
2022-01-14,-0.012182304504245067,-0.011739279831409396,-0.009564801725379546,-0.003270954631603651,-0.018488392716359492,-0.007021353027093724,-0.011044664424312067,-0.0035728846110449908,-0.027390135229701684,-0.012891203190006806,-0.013842521604820135,-0.017511389062049965,-0.010448889702214359,0.0004088560781312367,-0.011942699067662385,-0.00680507803326158,-0.009093533043937008,-0.00467043773046516,-0.0567240114473857,0.00014840854303414965,0.00014840854303414965,0.00013781069096013542,0.00013781069096013542,9.148543204582354e-05,9.148543204582354e-05,1.0699144202009375e-05,1.0699144202009375e-05,0.0003418206652343347,0.0003418206652343347,4.92993983310782e-05,4.92993983310782e-05,0.00012198461224566461,0.00012198461224566461,1.2765504443842114e-05,1.2765504443842114e-05,0.0007502195079013453,0.0007502195079013453,0.00016618311968604165,0.00016618311968604165,0.0001916154043799122,0.0001916154043799122,0.00030664874688248313,0.00030664874688248313,0.00010917929600904127,0.00010917929600904127,1.6716329262485594e-07,0.0,0.00014262806102074402,0.00014262806102074402,4.6309087038779294e-05,4.6309087038779294e-05,8.269234322117426e-05,8.269234322117426e-05,2.1812988594152555e-05,2.1812988594152555e-05,0.003217613474683144,0.003217613474683144,-15.60429470211599,0.0004088560781312367,-9.40038354521273,-10.733004958520576,-0.0567240114473857,0,0,0,0
2022-01-18,-0.05838235382115187,-0.004261506375856501,-0.0028190656887971954,-0.02760790410186953,-0.00557153122300047,-0.006406011183294424,-0.0036116257678431296,-0.037798636888870085,-0.025710090641313244,-0.023659317468716523,-0.018607321436765467,-0.004425784637207997,-0.020416142911699353,-0.01786837613485126,-0.03031168103862658,-0.0027350197549957933,-0.010560602566706656,-0.019110661279169605,0.171932545580316,0.003408499237698166,0.003408499237698166,1.8160436591465612e-05,1.8160436591465612e-05,7.947131357753607e-06,7.947131357753607e-06,0.0007621963688980244,0.0007621963688980244,3.104196016886911e-05,3.104196016886911e-05,4.103697928049323e-05,4.103697928049323e-05,1.3043840686948475e-05,1.3043840686948475e-05,0.0014287369506566503,0.0014287369506566503,0.0006610087607845428,0.0006610087607845428,0.0005597633030855148,0.0005597633030855148,0.0003462324110511117,0.0003462324110511117,1.958756965494632e-05,1.958756965494632e-05,0.0004168188913909317,0.0004168188913909317,0.00031927886569652205,0.00031927886569652205,0.0009187980073874342,0.0009187980073874342,7.480333060217249e-06,7.480333060217249e-06,0.00011152632657193122,0.00011152632657193122,0.00036521737452715244,0.00036521737452715244,0.029560800229727444,0.0,-8.049445649922031,0.01786837613485126,-9.101249882181584,-7.915017834999579,0.171932545580316,0,0,0,0
