Date,ABNB,AVB,BKNG,CPT,EQR,ESS,EXPE,H,HLT,JETS,MAA,MAR,SPY,UDR,VNQ,XLY,^VIX
2022-01-03,172.67999267578125,215.469482421875,96.40887451171875,149.84347534179688,75.89378356933594,298.99688720703125,182.7037811279297,94.10674285888672,152.42434692382812,21.593137741088867,190.57254028320312,157.4593048095703,449.4864196777344,49.89430618286133,96.46405792236328,101.21528625488281,16.600000381469727
2022-01-04,170.8000030517578,217.60183715820312,96.54635620117188,149.73301696777344,76.88558197021484,301.33734130859375,183.09886169433594,94.01797485351562,153.8845977783203,21.910537719726562,191.6343994140625,161.39794921875,449.3358459472656,50.63563919067383,96.34673309326172,100.59925842285156,16.90999984741211
2022-01-05,162.25,214.2156524658203,94.52410888671875,146.80323791503906,75.39371490478516,295.169189453125,179.0787353515625,92.02598571777344,149.7799835205078,21.53362464904785,188.1200714111328,157.90118408203125,440.70770263671875,49.31956100463867,93.58942413330078,97.88491821289062,19.729999542236328
2022-01-06,159.75,214.8809356689453,95.17703247070312,145.18124389648438,75.61041259765625,294.84820556640625,175.40432739257812,93.24879455566406,150.15492248535156,21.53362464904785,186.16490173339844,158.71771240234375,440.2937316894531,49.33623123168945,93.67322540283203,97.62984466552734,19.610000610351562
2022-01-07,166.0500030517578,212.27096557617188,95.35758972167969,141.72494506835938,74.71862030029297,290.9274597167969,177.70578002929688,95.59579467773438,149.97732543945312,22.02956199645996,182.3893280029297,160.10105895996094,438.5529479980469,48.78559494018555,93.05304718017578,96.00314331054688,18.760000228881836
2022-01-10,160.7100067138672,212.0747833251953,95.0372085571289,140.5360870361328,74.74360656738281,291.5274963378906,178.35769653320312,93.69256591796875,146.63241577148438,21.73200035095215,180.93978881835938,155.67250061035156,438.0071716308594,48.61798095703125,92.51665496826172,95.41600799560547,19.399999618530273
2022-01-11,168.61000061035156,212.56094360351562,96.72221374511719,140.68043518066406,75.46873474121094,292.397705078125,180.2344207763672,94.40258026123047,150.47068786621094,22.07915687561035,179.9958953857422,158.6985626220703,441.9967346191406,48.81074523925781,92.65914916992188,96.33523559570312,18.40999984741211
2022-01-12,169.5399932861328,213.8489227294922,95.4171371459961,143.2959747314453,75.82713317871094,294.9833679199219,179.0293426513672,93.60379791259766,148.0039520263672,21.880781173706055,182.6505889892578,158.37191772460938,443.191650390625,49.37226867675781,92.7680892944336,96.97050476074219,17.6200008392334
2022-01-13,166.0,214.14743041992188,96.31330871582031,143.2450408935547,76.23548889160156,293.8594970703125,182.79266357421875,93.4361572265625,147.90525817871094,22.36680030822754,185.4186248779297,158.03567504882812,437.08514404296875,49.43093490600586,92.58370971679688,95.02136993408203,20.309999465942383
2022-01-14,163.99000549316406,212.10891723632812,95.99878692626953,140.62100219726562,75.70208740234375,290.63177490234375,182.14073181152344,90.91165924072266,146.0108184814453,22.0593204498291,182.199951171875,156.39297485351562,437.2638854980469,49.09569549560547,91.74561309814453,94.57861328125,19.190000534057617
2022-01-18,154.69000244140625,211.51181030273438,93.38471221923828,139.83970642089844,75.21868896484375,289.5840148925781,175.38455200195312,88.6041030883789,142.5968475341797,21.652650833129883,181.39535522460938,153.23240661621094,429.52008056640625,48.96160125732422,90.78182220458984,92.78831481933594,22.790000915527344
2022-01-19,154.5800018310547,209.7974395751953,93.1058349609375,137.99696350097656,74.36026000976562,286.8294677734375,174.2980194091797,85.73445129394531,140.3175811767578,21.315412521362305,177.16030883789062,148.13145446777344,425.0602111816406,48.15702438354492,89.55819702148438,91.1135025024414,23.850000381469727
2022-01-20,158.0,207.57977294921875,95.32078552246094,134.6000518798828,73.63513946533203,283.72003173828125,175.32530212402344,87.20379638671875,140.3472137451172,21.20630645751953,172.74737548828125,150.53306579589844,420.3556213378906,47.51169967651367,88.41002655029297,89.45310974121094,25.59000015258789
