date,ticker,price,ret_log,rv20_ann,range20_close,rv20_low_threshold,range20_low_threshold,squeeze,squeeze_run,episode_end,episode_duration,squeeze_reaches_5d,episode_end_after_5d,squeeze_reaches_10d,episode_end_after_10d,squeeze_reaches_20d,episode_end_after_20d,fwd_ret_5d,fwd_vol_5d_ann,fwd_abs_ret_5d,fwd_ret_20d,fwd_vol_20d_ann,fwd_abs_ret_20d,fwd_ret_60d,fwd_vol_60d_ann,fwd_abs_ret_60d,breakout_day_abs_ret
2016-01-04,SPY,169.47154235839844,,,,,,False,0,False,,False,False,False,False,False,False,-0.04533596526976242,0.21018172507582747,0.04533596526976242,-0.05553847487469411,0.23546076165548274,0.05553847487469411,0.027283371560986418,0.18306536801587675,0.027283371560986418,
2016-01-05,SPY,169.7581329345703,0.001689655506155155,,,,,False,0,False,,False,False,False,False,False,False,-0.03898993907224248,0.2174555280727555,0.03898993907224248,-0.05125077000418702,0.23633870067405802,0.05125077000418702,0.03238244560875753,0.18356062486911853,0.03238244560875753,0.001689655506155155
2016-01-06,SPY,167.61680603027344,-0.012694218875954998,,,,,False,0,False,,False,False,False,False,False,False,-0.051552942019357985,0.2670520986275851,0.051552942019357985,-0.0369898646883131,0.23207004112290042,0.0369898646883131,0.04183360699986398,0.1818292461735863,0.04183360699986398,0.012694218875954998
2016-01-07,SPY,163.5954132080078,-0.02428407051470891,,,,,False,0,False,,False,False,False,False,False,False,-0.010985099572453118,0.23443391141054856,0.010985099572453118,-0.031939601166745116,0.2260250361031468,0.031939601166745116,0.05607970701316136,0.17609163183511822,0.05607970701316136,0.02428407051470891
2016-01-08,SPY,161.79969787597656,-0.01103724979547329,,,,,False,0,False,,False,False,False,False,False,False,-0.0216476916205426,0.26935477788567674,0.0216476916205426,-0.03445478071881038,0.22774238717990206,0.03445478071881038,0.07797899983770913,0.17604586846719675,0.07797899983770913,0.01103724979547329
2016-01-11,SPY,161.95994567871094,0.0009899184102196248,,,,,False,0,False,,False,False,False,False,False,False,-0.021307330375258914,0.2694286501602811,0.021307330375258914,-0.03539120885443741,0.227715356849418,0.03539120885443741,0.06495101986164797,0.17775453511274122,0.06495101986164797,0.0009899184102196248
2016-01-12,SPY,163.2666473388672,0.0080356817036751,,,,,False,0,False,,False,False,False,False,False,False,-0.04224107860484205,0.27878649480607065,0.04224107860484205,-0.04429001457066165,0.2259426056724315,0.04429001457066165,0.059608395292663104,0.1770760636945492,0.059608395292663104,0.0080356817036751
2016-01-13,SPY,159.1946258544922,-0.025257221823070504,,,,,False,0,False,,False,False,False,False,False,False,-0.011397227804831874,0.21712526663013537,0.011397227804831874,-0.03212597593683876,0.2125375587392054,0.03212597593683876,0.08251559059719708,0.16941025024865466,0.08251559059719708,0.025257221823070504
2016-01-14,SPY,161.80813598632812,0.01628377193219595,,,,,False,0,False,,False,False,False,False,False,False,-0.007373316198208985,0.23359006151976727,0.007373316198208985,-0.028002726850053176,0.21697559398303629,0.028002726850053176,0.07550164920168442,0.1671737440946868,0.07550164920168442,0.01628377193219595
2016-01-15,SPY,158.33474731445312,-0.021699841843562773,,,,,False,0,False,,False,False,False,False,False,False,-0.0009056174785960387,0.20621717500173575,0.0009056174785960387,0.010434521822317282,0.21136474349070236,0.010434521822317282,0.10725147100181073,0.16246095023488238,0.10725147100181073,0.021699841843562773
2016-01-19,SPY,158.54551696777344,0.0013302796555033126,,,,,False,0,False,,False,False,False,False,False,False,0.01131495498862164,0.2273566869698642,0.01131495498862164,0.025307343982831763,0.21899946959654984,0.025307343982831763,0.10596975567945005,0.1624381043728899,0.10596975567945005,0.0013302796555033126
2016-01-20,SPY,156.5137176513672,-0.012898066525908037,,,,,False,0,False,,False,False,False,False,False,False,0.013270358769319953,0.22212947395941143,0.013270358769319953,0.03410081461403267,0.21465533136683695,0.03410081461403267,0.11776133810060677,0.16028901190512287,0.11776133810060677,0.012898066525908037
2016-01-21,SPY,157.3905487060547,0.00558662897693967,,,,,False,0,False,,False,False,False,False,False,False,0.012879406047390818,0.22165073533353802,0.012879406047390818,0.02804588090060279,0.2137438262215065,0.02804588090060279,0.11917645417556613,0.16052222955526446,0.11917645417556613,0.00558662897693967
2016-01-22,SPY,160.6194610595703,0.02030768353881884,,,,,False,0,False,,False,False,False,False,False,False,0.016656348874791584,0.23995723824230122,0.016656348874791584,0.02211327672984481,0.20759060320493206,0.02211327672984481,0.10201786428290582,0.15516748453760137,0.10201786428290582,0.02030768353881884
2016-01-25,SPY,158.19142150878906,-0.015232143123949826,,,,,False,0,False,,False,False,False,False,False,False,0.031527505268489235,0.21422494579139745,0.031527505268489235,0.024635411506892517,0.20544071590647117,0.024635411506892517,0.11820297811240639,0.15200751997055534,0.11820297811240639,0.015232143123949826
2016-01-26,SPY,160.34963989257812,0.013550852122720993,,,,,False,0,False,,False,False,False,False,False,False,-0.00021013421829440063,0.23088495603777545,0.00021013421829440063,0.015649869486344815,0.20038666419434084,0.015649869486344815,0.09925898325850417,0.1498573314446789,0.09925898325850417,0.013550852122720993
