date,USDT_mcap_usd
2018-05-31,60109970.0
2018-06-01,60109970.0
2018-06-02,60109970.0
2018-06-03,60109970.0
2018-06-04,60109970.0
2018-06-05,60109970.0
2018-06-06,60109970.0
2018-06-07,60109970.0
2018-06-08,60109970.0
2018-06-09,60109970.0
2018-06-10,60109502.0
2018-06-11,60109502.0
2018-06-12,60109502.0
2018-06-13,60109502.0
2018-06-14,60109502.0
2018-06-15,60109502.0
2018-06-16,60109502.0
2018-06-17,60109502.0
2018-06-18,60109502.0
2018-06-19,60109502.0
2018-06-20,60109502.0
2018-06-21,60109502.0
2018-06-22,60109502.0
2018-06-23,60109502.0
2018-06-24,60109502.0
2018-06-25,60109502.0
2018-06-26,60109502.0
2018-06-27,60109502.0
2018-06-28,60109502.0
2018-06-29,60109502.0
2018-06-30,60109502.0
2018-07-01,60109502.0
2018-07-02,60109502.0
2018-07-03,60109502.0
2018-07-04,60109502.0
2018-07-05,60109502.0
2018-07-06,60109502.0
2018-07-07,60109502.0
2018-07-08,60109502.0
2018-07-09,60109502.0
2018-07-10,60109502.0
2018-07-11,60109502.0
2018-07-12,60109502.0
2018-07-13,60109502.0
2018-07-14,60109502.0
2018-07-15,60109502.0
2018-07-16,60109502.0
2018-07-17,60109502.0
2018-07-18,60109502.0
2018-07-19,60109502.0
2018-07-20,60109502.0
2018-07-21,60109502.0
2018-07-22,60109502.0
2018-07-23,60109502.0
2018-07-24,60109502.0
2018-07-25,60109502.0
2018-07-26,60109502.0
2018-07-27,60109502.0
2018-07-28,60109502.0
2018-07-29,30109502.0
2018-07-30,30109502.0
2018-07-31,15109502.0
2018-08-01,15109502.0
2018-08-02,15109502.0
2018-08-03,15109502.0
2018-08-04,15109502.0
2018-08-05,15109502.0
2018-08-06,15109502.0
2018-08-07,15109502.0
2018-08-08,15109502.0
2018-08-09,15109502.0
2018-08-10,15109502.0
2018-08-11,15109502.0
2018-08-12,15109502.0
2018-08-13,15109502.0
2018-08-14,15109502.0
2018-08-15,15109502.0
2018-08-16,15109502.0
2018-08-17,15109502.0
2018-08-18,15109502.0
2018-08-19,15109502.0
2018-08-20,15109502.0
2018-08-21,15109502.0
2018-08-22,15109502.0
2018-08-23,15109502.0
2018-08-24,15109502.0
2018-08-25,15109502.0
2018-08-26,15109502.0
2018-08-27,15109502.0
2018-08-28,15109502.0
2018-08-29,15109502.0
2018-08-30,15109502.0
2018-08-31,15109502.0
2018-09-01,15109502.0
2018-09-02,15109502.0
2018-09-03,15109502.0
2018-09-04,15109502.0
2018-09-05,15109502.0
2018-09-06,25109502.0
2018-09-07,25109502.0
2018-09-08,25109502.0
2018-09-09,25109502.0
2018-09-10,25109502.0
2018-09-11,25109502.0
2018-09-12,25109502.0
2018-09-13,25109502.0
2018-09-14,25109502.0
2018-09-15,25109502.0
2018-09-16,25109502.0
2018-09-17,25109502.0
2018-09-18,25109502.0
2018-09-19,25109502.0
2018-09-20,25109502.0
2018-09-21,25109502.0
2018-09-22,25109502.0
2018-09-23,25109502.0
2018-09-24,25109502.0
2018-09-25,25109502.0
2018-09-26,25109502.0
2018-09-27,25109502.0
2018-09-28,25109502.0
2018-09-29,25109502.0
2018-09-30,25109502.0
2018-10-01,25109502.0
2018-10-02,25109502.0
2018-10-03,25109502.0
2018-10-04,35109502.0
2018-10-05,35109502.0
2018-10-06,35109502.0
2018-10-07,35109502.0
2018-10-08,35109502.0
2018-10-09,35109502.0
2018-10-10,35109502.0
2018-10-11,35109502.0
2018-10-12,35109502.0
2018-10-13,35109502.0
2018-10-14,35109502.0
2018-10-15,35109502.0
2018-10-16,35109502.0
2018-10-17,35109502.0
2018-10-18,35109502.0
2018-10-19,35109502.0
2018-10-20,35109502.0
2018-10-21,35109502.0
2018-10-22,35109502.0
2018-10-23,35109502.0
2018-10-24,35109502.0
2018-10-25,35109502.0
2018-10-26,35109502.0
2018-10-27,35109502.0
2018-10-28,35109502.0
2018-10-29,35109502.0
2018-10-30,35109502.0
2018-10-31,35109502.0
2018-11-01,35109502.0
2018-11-02,25109502.0
2018-11-03,25109502.0
2018-11-04,25109502.0
2018-11-05,25109502.0
2018-11-06,25109502.0
2018-11-07,25109502.0
2018-11-08,25109502.0
2018-11-09,25109502.0
2018-11-10,25109502.0
2018-11-11,25109502.0
2018-11-12,25109502.0
2018-11-13,25109502.0
2018-11-14,25109502.0
2018-11-15,25109502.0
2018-11-16,25109502.0
2018-11-17,25109502.0
2018-11-18,25109502.0
2018-11-19,25109502.0
2018-11-20,25109502.0
2018-11-21,25109502.0
2018-11-22,25109502.0
2018-11-23,25109502.0
2018-11-24,25109502.0
2018-11-25,25109502.0
2018-11-26,25109502.0
2018-11-27,25109502.0
2018-11-28,25109502.0
2018-11-29,25109502.0
2018-11-30,25109502.0
2018-12-01,25109502.0
2018-12-02,25109502.0
2018-12-03,25109502.0
2018-12-04,25109502.0
2018-12-05,25109502.0
2018-12-06,25109502.0
2018-12-07,25109502.0
2018-12-08,25109502.0
2018-12-09,25109502.0
2018-12-10,25109502.0
2018-12-11,25109502.0
2018-12-12,25109502.0
2018-12-13,25109502.0
2018-12-14,25109502.0
2018-12-15,25109502.0
2018-12-16,25109502.0
2018-12-17,25109502.0
2018-12-18,25109502.0
2018-12-19,25109502.0
2018-12-20,25109502.0
2018-12-21,25109502.0
2018-12-22,25109502.0
2018-12-23,25109502.0
2018-12-24,25109502.0
2018-12-25,25109502.0
2018-12-26,25109502.0
2018-12-27,25109502.0
2018-12-28,25109502.0
2018-12-29,25104324.0
2018-12-30,25104324.0
2018-12-31,25104324.0
2019-01-01,25104324.0
2019-01-02,25104324.0
2019-01-03,25104324.0
2019-01-04,25104324.0
2019-01-05,25104324.0
2019-01-06,25104324.0
2019-01-07,25104324.0
2019-01-08,25104324.0
2019-01-09,25104324.0
2019-01-10,25104324.0
2019-01-11,25104324.0
2019-01-12,25104324.0
2019-01-13,25104324.0
2019-01-14,25104324.0
2019-01-15,25104324.0
2019-01-16,25104324.0
2019-01-17,25104324.0
2019-01-18,25104324.0
2019-01-19,25104324.0
2019-01-20,25104324.0
2019-01-21,25104324.0
2019-01-22,25099574.0
2019-01-23,25099574.0
2019-01-24,25099574.0
2019-01-25,25099574.0
2019-01-26,25099574.0
2019-01-27,25099574.0
2019-01-28,25099574.0
2019-01-29,25099574.0
2019-01-30,25099574.0
2019-01-31,25104324.0
2019-02-01,25104324.0
2019-02-02,25104324.0
2019-02-03,25104324.0
2019-02-04,25104324.0
2019-02-05,25104324.0
2019-02-06,25104324.0
2019-02-07,25104324.0
2019-02-08,25104324.0
2019-02-09,25104324.0
2019-02-10,25104324.0
2019-02-11,25104324.0
2019-02-12,25104324.0
2019-02-13,25104324.0
2019-02-14,25104324.0
2019-02-15,25104324.0
2019-02-16,25104324.0
2019-02-17,25104324.0
2019-02-18,25104324.0
2019-02-19,25104324.0
2019-02-20,25104324.0
2019-02-21,25104324.0
2019-02-22,25104324.0
2019-02-23,55104324.0
2019-02-24,55104324.0
2019-02-25,55104324.0
2019-02-26,55104324.0
2019-02-27,55104324.0
2019-02-28,55104324.0
2019-03-01,55104324.0
2019-03-02,55104324.0
2019-03-03,57103124.0
2019-03-04,56303124.0
2019-03-05,56303124.0
2019-03-06,56303124.0
2019-03-07,56303124.0
2019-03-08,56303124.0
2019-03-09,56303124.0
2019-03-10,56303124.0
2019-03-11,56303124.0
2019-03-12,58401024.0
2019-03-13,58401024.0
2019-03-14,58401024.0
2019-03-15,58401024.0
2019-03-16,58401024.0
2019-03-17,58401024.0
2019-03-18,58401024.0
2019-03-19,58401024.0
2019-03-20,58401024.0
2019-03-21,58401024.0
2019-03-22,58401024.0
2019-03-23,58401024.0
2019-03-24,58401024.0
2019-03-25,58401024.0
2019-03-26,58401024.0
2019-03-27,58401024.0
2019-03-28,58401024.0
2019-03-29,58401024.0
2019-03-30,58401024.0
2019-03-31,58401024.0
2019-04-01,60001024.0
2019-04-02,60001024.0
2019-04-03,60001024.0
2019-04-04,60001024.0
2019-04-05,60001024.0
2019-04-06,60001024.0
2019-04-07,60001024.0
2019-04-08,60001024.0
2019-04-09,80001024.0
2019-04-10,87501024.0
2019-04-11,129491024.0
2019-04-12,139481024.0
2019-04-13,159970524.0
2019-04-14,154970524.0
2019-04-15,154970524.0
2019-04-16,175661832.0
2019-04-17,183264222.0
2019-04-18,238598883.0
2019-04-19,244592883.0
2019-04-20,252449298.0
2019-04-21,246449298.0
2019-04-22,261435298.0
2019-04-23,261435298.0
2019-04-24,326320298.0
2019-04-25,371875442.0
2019-04-26,425241390.0
2019-04-27,405833283.0
2019-04-28,411334283.0
2019-04-29,411334283.0
2019-04-30,411334283.0
2019-05-01,411334283.0
2019-05-02,411334283.0
2019-05-03,411334283.0
2019-05-04,411334283.0
2019-05-05,411334283.0
2019-05-06,411334283.0
2019-05-07,411334283.0
2019-05-08,411334283.0
2019-05-09,411334283.0
2019-05-10,337334283.0
2019-05-11,337334283.0
2019-05-12,337334283.0
2019-05-13,337334283.0
2019-05-14,349022583.0
2019-05-15,330248450.0
2019-05-16,338908136.0
2019-05-17,347219683.0
2019-05-18,347950127.0
2019-05-19,347950127.0
2019-05-20,347950127.0
2019-05-21,373035306.0
2019-05-22,402752547.0
2019-05-23,420044813.0
2019-05-24,436808682.0
2019-05-25,477584689.0
2019-05-26,495566689.0
2019-05-27,504557689.0
2019-05-28,525811414.0
2019-05-29,536896090.0
2019-05-30,558438226.0
2019-05-31,561632728.0
2019-06-01,571990895.0
2019-06-02,573436398.0
2019-06-03,573436398.0
2019-06-04,584510088.0
2019-06-05,593794344.0
2019-06-06,616674017.0
2019-06-07,636096765.0
2019-06-08,642041115.0
2019-06-09,642041115.0
2019-06-10,644039115.0
2019-06-11,686777623.0
2019-06-12,724786150.0
2019-06-13,761382912.0
2019-06-14,788340289.0
2019-06-15,806278780.0
2019-06-16,814270780.0
2019-06-17,838246780.0
2019-06-18,883264598.0
2019-06-19,889859498.0
2019-06-20,893742612.0
2019-06-21,910779962.0
2019-06-22,930137992.0
2019-06-23,933134992.0
2019-06-24,946134992.0
2019-06-25,950584992.0
2019-06-26,971344952.0
2019-06-27,973855234.0
2019-06-28,976971719.0
2019-06-29,991686771.0
2019-06-30,1018686771.0
2019-07-01,1018686771.0
2019-07-02,1052886571.0
2019-07-03,1064700516.0
2019-07-04,1117763714.0
2019-07-05,1154798664.0
2019-07-06,1198996258.0
2019-07-07,1214489258.0
2019-07-08,1224479258.0
2019-07-09,1292220107.0
2019-07-10,1338682761.0
2019-07-11,1339976483.0
2019-07-12,1369959131.0
2019-07-13,1445671546.0
2019-07-14,1445671546.0
2019-07-15,1450671546.0
2019-07-16,1470541240.0
2019-07-17,1482675948.0
2019-07-18,1496459979.0
2019-07-19,1520965719.0
2019-07-20,1536673681.0
2019-07-21,1537823681.0
2019-07-22,1537823681.0
2019-07-23,1539545357.0
2019-07-24,1535328857.0
2019-07-25,1534625357.0
2019-07-26,1535399357.0
2019-07-27,1525400257.0
2019-07-28,1528397257.0
2019-07-29,1528397257.0
2019-07-30,1528397257.0
2019-07-31,1531149115.0
2019-08-01,1531097715.0
2019-08-02,1531097715.0
2019-08-03,1531097715.0
2019-08-04,1531097715.0
2019-08-05,1537092715.0
2019-08-06,1624766711.0
2019-08-07,1624766711.0
2019-08-08,1633616711.0
2019-08-09,1632797211.0
2019-08-10,1633299804.0
2019-08-11,1633299804.0
2019-08-12,1633299804.0
2019-08-13,1632630804.0
2019-08-14,1632630804.0
2019-08-15,1632630804.0
2019-08-16,1633234309.0
2019-08-17,1633683189.0
2019-08-18,1633683189.0
2019-08-19,1633683189.0
2019-08-20,1633982869.0
2019-08-21,1633982869.0
2019-08-22,1633982869.0
2019-08-23,1634184859.0
2019-08-24,1639182859.0
2019-08-25,1639182859.0
2019-08-26,1641180859.0
2019-08-27,1646180859.0
2019-08-28,1645520859.0
2019-08-29,1651549974.0
2019-08-30,1654134367.0
2019-08-31,1654491284.0
2019-09-01,1653734684.0
2019-09-02,1652534684.0
2019-09-03,1662532684.0
2019-09-04,1673481641.0
2019-09-05,1681261556.0
2019-09-06,1686256556.0
2019-09-07,1715060524.0
2019-09-08,1717058524.0
2019-09-09,1717058524.0
2019-09-10,1722058524.0
2019-09-11,1734058534.0
2019-09-12,1733435434.0
2019-09-13,2037709444.0
2019-09-14,2050911932.0
2019-09-15,2053409432.0
2019-09-16,2053409432.0
2019-09-17,2053409432.0
2019-09-18,2053409432.0
2019-09-19,2051764232.0
2019-09-20,2056759232.0
2019-09-21,2056759232.0
2019-09-22,2056759232.0
2019-09-23,2057183687.0
2019-09-24,2057183687.0
2019-09-25,2067411602.0
2019-09-26,2062166022.0
2019-09-27,2061376256.0
2019-09-28,2064248043.0
2019-09-29,2066246043.0
2019-09-30,2072246043.0
2019-10-01,2084501879.0
2019-10-02,2102686979.0
2019-10-03,2104686979.0
2019-10-04,2117286979.0
2019-10-05,2121869473.0
2019-10-06,2123369473.0
2019-10-07,2144757073.0
2019-10-08,2156749073.0
2019-10-09,2160048773.0
2019-10-10,2165548773.0
2019-10-11,2195736273.0
2019-10-12,2190897439.0
2019-10-13,2190897439.0
2019-10-14,2193397439.0
2019-10-15,2191397439.0
2019-10-16,2192945868.0
2019-10-17,2193065704.0
2019-10-18,2213765704.0
2019-10-19,2223765704.0
2019-10-20,2231765704.0
2019-10-21,2261760704.0
2019-10-22,2268658799.0
2019-10-23,2282400049.0
2019-10-24,2368400049.0
2019-10-25,2454464536.0
2019-10-26,2393704682.0
2019-10-27,2398873682.0
2019-10-28,2399859682.0
2019-10-29,2400634371.0
2019-10-30,2734740577.0
2019-10-31,2750957480.0
2019-11-01,2729174280.0
2019-11-02,2741469913.0
2019-11-03,2741519963.0
2019-11-04,2744019963.0
2019-11-05,2746903803.0
2019-11-06,2751005283.0
2019-11-07,2752040283.0
2019-11-08,2753605283.0
2019-11-09,2754935470.0
2019-11-10,2754935470.0
2019-11-11,2754935470.0
2019-11-12,2754935470.0
2019-11-13,2755110470.0
2019-11-14,2755293287.0
2019-11-15,2755349391.0
2019-11-16,2755489251.0
2019-11-17,2755489251.0
2019-11-18,2755660251.0
2019-11-19,2756133451.0
2019-11-20,2757133451.0
2019-11-21,2759241451.0
2019-11-22,2776725451.0
2019-11-23,2807725451.0
2019-11-24,2777725451.0
2019-11-25,2782720451.0
2019-11-26,2812051781.0
2019-11-27,2812051781.0
2019-11-28,2823275790.0
2019-11-29,2828173740.0
2019-11-30,2830165744.0
2019-12-01,2830160744.0
2019-12-02,2830160744.0
2019-12-03,2833479062.0
2019-12-04,2833497719.0
2019-12-05,2844272906.0
2019-12-06,2844274165.0
2019-12-07,2848768166.0
2019-12-08,2858118166.0
2019-12-09,2858218166.0
2019-12-10,2871966250.0
2019-12-11,3125666807.0
2019-12-12,3110477709.0
2019-12-13,3116658957.0
2019-12-14,3116814753.0
2019-12-15,3116814753.0
2019-12-16,3116814753.0
2019-12-17,3129031220.0
2019-12-18,3136392239.0
2019-12-19,3152192758.0
2019-12-20,3165249152.0
2019-12-21,3178808322.0
2019-12-22,3172108322.0
2019-12-23,3172108322.0
2019-12-24,3186217122.0
2019-12-25,3190033772.0
2019-12-26,3193097639.0
2019-12-27,3193097639.0
2019-12-28,3198303878.0
2019-12-29,3193874144.0
2019-12-30,3195270588.0
2019-12-31,3198834653.0
2020-01-01,3198834653.0
2020-01-02,3200978653.0
2020-01-03,4288898575.0
2020-01-04,4283023028.0
2020-01-05,4287220841.0
2020-01-06,4281391701.0
2020-01-07,4285344129.0
2020-01-08,4279309317.0
2020-01-09,4273984481.0
2020-01-10,4286942072.0
2020-01-11,4288341143.0
2020-01-12,4273319340.0
2020-01-13,4281347850.0
2020-01-14,4282360330.0
2020-01-15,4278526948.0
2020-01-16,4286133433.0
2020-01-17,4277820758.0
2020-01-18,4279860810.0
2020-01-19,4277817642.0
2020-01-20,4282607058.0
2020-01-21,4281327773.0
2020-01-22,4283473428.0
2020-01-23,4282886404.0
2020-01-24,4279582980.0
2020-01-25,4289750201.0
2020-01-26,4283647991.0
2020-01-27,4285728294.0
2020-01-28,4277424754.0
2020-01-29,4295159219.0
2020-01-30,4276714294.0
2020-01-31,4277899663.0
2020-02-01,4277278308.0
2020-02-02,4279297792.0
2020-02-03,4285631682.0
2020-02-04,4291651783.0
2020-02-05,4279687870.0
2020-02-06,4281286726.0
2020-02-07,4280165006.0
2020-02-08,4283434129.0
2020-02-09,4283445364.0
2020-02-10,4304246879.0
2020-02-11,4293957672.0
2020-02-12,4288414306.0
2020-02-13,4276982478.0
2020-02-14,4279251913.0
2020-02-15,4283562617.0
2020-02-16,4282126676.0
2020-02-17,4287194543.0
2020-02-18,4296553112.0
2020-02-19,4285326171.0
2020-02-20,4282876600.0
2020-02-21,4287659835.0
2020-02-22,4286189910.0
2020-02-23,4285130709.0
2020-02-24,4294456127.0
2020-02-25,4289228245.0
2020-02-26,4284267567.0
2020-02-27,4279357851.0
2020-02-28,4290501477.0
2020-02-29,4284583526.0
2020-03-01,4281707678.0
2020-03-02,4287586058.0
2020-03-03,4287612679.0
2020-03-04,4290848897.0
2020-03-05,4294158069.0
2020-03-06,4283452585.0
2020-03-07,4292195690.0
2020-03-08,4288082507.0
2020-03-09,4262796415.0
2020-03-10,4299840153.0
2020-03-11,4301130617.0
2020-03-12,4311456649.0
2020-03-13,4308381652.0
2020-03-14,4340812840.0
2020-03-15,4271079465.0
2020-03-16,4293832554.0
2020-03-17,4317599420.0
2020-03-18,4306583145.0
2020-03-19,4231721926.0
2020-03-20,4294893981.0
2020-03-21,4342066152.0
2020-03-22,4274759423.0
2020-03-23,4298879010.0
2020-03-24,4298542913.0
2020-03-25,4287070634.0
2020-03-26,4304355951.0
2020-03-27,4300196109.0
2020-03-28,4285259142.0
2020-03-29,4291651285.0
2020-03-30,4298897388.0
2020-03-31,4303567262.0
2020-04-01,4282455239.0
2020-04-02,4298464572.0
2020-04-03,6308898014.0
2020-04-04,6345586550.0
2020-04-05,6341175558.0
2020-04-06,6357859575.0
2020-04-07,6348996817.0
2020-04-08,6337540895.0
2020-04-09,6342789173.0
2020-04-10,6351749244.0
2020-04-11,6360286246.0
2020-04-12,6358136926.0
2020-04-13,6360712294.0
2020-04-14,6342632339.0
2020-04-15,6353107085.0
2020-04-16,6338368646.0
2020-04-17,6367320936.0
2020-04-18,6354943648.0
2020-04-19,6348280713.0
2020-04-20,6370176429.0
2020-04-21,6369201538.0
2020-04-22,6355845853.0
2020-04-23,7133234308.0
2020-04-24,7101969333.0
2020-04-25,7109426016.0
2020-04-26,7125314350.0
2020-04-27,7139857877.0
2020-04-28,7149322731.0
2020-04-29,7134423240.0
2020-04-30,7692068637.0
2020-05-01,7699585322.0
2020-05-02,7792729873.0
2020-05-03,7801751804.0
2020-05-04,7820865420.0
2020-05-05,7790956108.0
2020-05-06,7861206043.0
2020-05-07,7930935317.0
2020-05-08,8079054026.0
2020-05-09,8155833352.0
2020-05-10,8313422574.0
2020-05-11,8473215859.0
2020-05-12,8491686231.0
2020-05-13,8640172742.0
2020-05-14,8634423670.0
2020-05-15,8807791057.0
2020-05-16,8864847685.0
2020-05-17,8887329333.0
2020-05-18,8975796528.0
2020-05-19,8946398316.0
2020-05-20,8925141349.0
2020-05-21,8949763768.0
2020-05-22,8937031687.0
2020-05-23,8904835043.0
2020-05-24,8912893844.0
2020-05-25,8973070176.0
2020-05-26,9005148940.0
2020-05-27,9000991564.0
2020-05-28,9015071778.0
2020-05-29,9034880313.0
2020-05-30,9046743741.0
2020-05-31,9107846025.0
2020-06-01,9087003496.0
2020-06-02,9131206431.0
2020-06-03,9212094571.0
2020-06-04,9223480386.0
2020-06-05,9264926474.0
2020-06-06,9267985509.0
2020-06-07,9281349701.0
2020-06-08,9304968055.0
2020-06-09,9330982637.0
2020-06-10,9350784918.0
2020-06-11,9408692693.0
2020-06-12,9436245877.0
2020-06-13,9486299303.0
2020-06-14,9481923030.0
2020-06-15,9493593133.0
2020-06-16,9518736918.0
2020-06-17,9544643009.0
2020-06-18,9549847480.0
2020-06-19,9574951885.0
2020-06-20,9614392470.0
2020-06-21,9627169919.0
2020-06-22,9622223222.0
2020-06-23,9630499943.0
2020-06-24,9601992527.0
2020-06-25,9615414191.0
2020-06-26,9592877640.0
2020-06-27,9629325844.0
2020-06-28,9638700261.0
2020-06-29,9634384875.0
2020-06-30,9628668055.0
2020-07-01,9637841653.0
2020-07-02,9639104881.0
2020-07-03,9647929508.0
2020-07-04,9643357747.0
2020-07-05,9704261208.0
2020-07-06,9708811153.0
2020-07-07,9712908096.0
2020-07-08,9734760496.0
2020-07-09,9736967713.0
2020-07-10,9783869273.0
2020-07-11,9803667487.0
2020-07-12,9824421803.0
2020-07-13,9823245541.0
2020-07-14,9848359866.0
2020-07-15,9845335827.0
2020-07-16,9858754629.0
2020-07-17,9880260498.0
2020-07-18,9880407857.0
2020-07-19,9884364193.0
2020-07-20,9913964260.0
2020-07-21,9913573515.0
2020-07-22,9921658840.0
2020-07-23,10016213022.0
2020-07-24,10062892351.0
2020-07-25,10162563058.0
2020-07-26,10213180914.0
2020-07-27,10216671824.0
2020-07-28,10163253370.0
2020-07-29,10472196877.0
2020-07-30,10617855494.0
2020-07-31,10707864336.0
2020-08-01,10778488967.0
2020-08-02,10941249519.0
2020-08-03,11062349222.0
2020-08-04,11118634671.0
2020-08-05,11182209135.0
2020-08-06,11252929576.0
2020-08-07,11334228794.0
2020-08-08,11495140100.0
2020-08-09,11578515769.0
2020-08-10,11650317902.0
2020-08-11,11698790362.0
2020-08-12,11858746978.0
2020-08-13,11896892578.0
2020-08-14,12000642229.0
2020-08-15,12238797983.0
2020-08-16,12215059078.0
2020-08-17,12248808991.0
2020-08-18,12392582270.0
2020-08-19,12603054668.0
2020-08-20,12605339230.0
2020-08-21,12660117157.0
2020-08-22,12762557154.0
2020-08-23,12812234222.0
2020-08-24,12830042987.0
2020-08-25,12895083176.0
2020-08-26,12865507394.0
2020-08-27,12858452039.0
2020-08-28,13028548270.0
2020-08-29,13129348617.0
2020-08-30,13302097288.0
2020-08-31,13324009301.0
2020-09-01,12620037988.0
2020-09-02,12740037988.0
2020-09-03,12990037988.0
2020-09-04,12990037988.0
2020-09-05,13140037988.0
2020-09-06,13140037988.0
2020-09-07,13140037988.0
2020-09-08,13390010012.0
2020-09-09,13388751547.0
2020-09-10,13638751547.0
2020-09-11,13638660241.0
2020-09-12,13637497824.0
2020-09-13,13637497824.0
2020-09-14,13887497824.0
2020-09-15,12880500640.0
2020-09-16,13880500640.0
2020-09-17,14130500640.0
2020-09-18,14280500640.0
2020-09-19,14280500640.0
2020-09-20,14430500640.0
2020-09-21,14430492515.0
2020-09-22,14430472567.0
2020-09-23,14430472567.0
2020-09-24,14430472567.0
2020-09-25,14430472567.0
2020-09-26,14430472567.0
2020-09-27,14430472567.0
2020-09-28,14430472567.0
2020-09-29,14430472567.0
2020-09-30,14430472567.0
2020-10-01,14429839175.0
2020-10-02,14579839175.0
2020-10-03,14579775579.0
2020-10-04,14579775579.0
2020-10-05,14579775579.0
