date,rv_aligned,active_delivery,n_returns,anchor_ok,rolled
2017-06-03,4.842342720935688e-06,201706,228,True,False
2017-06-05,2.2407479363397444e-05,201706,61,True,False
2017-06-06,7.0002132821519366e-06,201706,226,True,False
2017-06-07,1.9662105676014125e-05,201706,226,True,False
2017-06-08,8.441455142432441e-06,201706,227,True,False
2017-06-09,1.0229225281430175e-05,201706,230,True,False
2017-06-12,3.3902092415936837e-05,201706,229,True,False
2017-06-13,2.319380085257952e-05,201706,229,True,False
2017-06-14,3.306070558467315e-05,201706,227,True,False
2017-06-15,2.6732671717848056e-05,201706,229,True,False
2017-06-16,1.6100206964521637e-05,201706,230,True,False
2017-06-19,1.8060807353672126e-05,201706,227,True,False
2017-06-20,2.1623326265905765e-05,201706,230,True,False
2017-06-21,2.633362412376231e-05,201706,227,True,False
2017-06-22,3.389721681292385e-05,201707,229,True,True
2017-06-23,1.4862569860047848e-05,201707,227,True,False
2017-06-26,8.284048722598651e-05,201707,230,True,False
2017-06-27,3.6120390544774986e-05,201707,230,True,False
2017-06-28,3.774870710236382e-05,201707,231,True,False
2017-06-29,4.1965743622778137e-05,201707,230,True,False
2017-06-30,3.680166485092901e-05,201707,230,True,False
2017-07-03,4.20401513191692e-05,201707,229,True,False
2017-07-04,3.411735861956415e-05,201707,230,True,False
2017-07-05,3.7332426399230324e-05,201707,220,True,False
2017-07-06,4.3355928658267893e-05,201707,230,True,False
2017-07-07,2.87516230910736e-05,201707,229,True,False
2017-07-10,2.518924337189093e-05,201707,230,True,False
2017-07-11,2.6565549830086653e-05,201707,229,True,False
2017-07-12,2.8587749207936016e-05,201707,229,True,False
2017-07-13,3.26551807037185e-05,201707,230,True,False
2017-07-14,2.1656924009249974e-05,201707,228,True,False
2017-07-17,2.579274363491167e-05,201707,230,True,False
2017-07-18,1.165177085138465e-05,201707,226,True,False
2017-07-19,1.7728890939673447e-05,201707,228,True,False
2017-07-20,1.1404443819875324e-05,201708,228,True,True
2017-07-21,1.5337786148991932e-05,201708,229,True,False
2017-07-24,2.11942902330206e-05,201708,229,True,False
2017-07-25,2.0287742745585496e-05,201708,230,True,False
2017-07-26,2.8569441234510016e-05,201708,230,True,False
2017-07-27,2.0199920498238153e-05,201708,230,True,False
2017-07-28,3.4413625565366656e-05,201708,229,True,False
2017-07-31,3.0934412173867735e-05,201708,229,True,False
2017-08-01,3.252618733599839e-05,201708,229,True,False
2017-08-02,3.394608719838748e-05,201708,229,True,False
2017-08-03,7.296836844834267e-05,201708,230,True,False
2017-08-04,1.4992980417356158e-05,201708,230,True,False
2017-08-07,2.1943650278676653e-05,201708,229,True,False
2017-08-08,2.9153412846317483e-05,201708,229,True,False
2017-08-09,3.2352646941700777e-05,201708,227,True,False
2017-08-10,4.9525863056894334e-05,201708,231,True,False
2017-08-11,5.1224568617964315e-05,201708,230,True,False
2017-08-14,5.397015988047066e-05,201708,230,True,False
2017-08-15,3.20044253471222e-05,201708,230,True,False
2017-08-16,4.4023093134171506e-05,201708,229,True,False
2017-08-17,2.5251957451455297e-05,201709,230,True,True
2017-08-18,3.576483598055239e-05,201709,230,True,False
2017-08-21,3.204695513116659e-05,201709,229,True,False
2017-08-22,2.3726522988413606e-05,201709,229,True,False
2017-08-23,2.5625405004912538e-05,201709,230,True,False
2017-08-24,2.550605654780357e-05,201709,229,True,False
2017-08-25,2.5673059262868003e-05,201709,228,True,False
2017-08-28,3.545866532295074e-05,201709,230,True,False
2017-08-29,3.4363344083395215e-05,201709,227,True,False
2017-08-30,2.3844364018155253e-05,201709,230,True,False
2017-08-31,2.3937407179361003e-05,201709,230,True,False
2017-09-01,1.2642045289647033e-05,201709,229,True,False
2017-09-04,2.0213417715187592e-05,201709,229,True,False
2017-09-05,1.5745579946074e-05,201709,223,True,False
2017-09-06,3.6338977630542936e-05,201709,230,True,False
2017-09-07,2.2117619794802902e-05,201709,229,True,False
2017-09-08,2.2949453350055087e-05,201709,229,True,False
2017-09-11,6.0899678210314956e-05,201709,229,True,False
2017-09-12,1.5722177903870227e-05,201709,229,True,False
2017-09-13,3.250971427807987e-05,201709,229,True,False
2017-09-14,2.2125494368712822e-05,201709,229,True,False
2017-09-15,1.816097955259194e-05,201709,227,True,False
2017-09-18,2.3226243279193375e-05,201709,230,True,False
2017-09-19,1.4543635749087476e-05,201709,227,True,False
2017-09-20,3.662706813176813e-05,201709,228,True,False
2017-09-21,2.6766220328580912e-05,201710,229,True,True
2017-09-22,3.2946464993735546e-05,201710,230,True,False
2017-09-25,5.025729848278429e-05,201710,230,True,False
2017-09-26,4.6425726599243836e-05,201710,229,True,False
2017-09-27,2.397479739148181e-05,201710,230,True,False
2017-09-28,4.9455726104975815e-05,201710,230,True,False
2017-09-29,2.9593550246704652e-05,201710,230,True,False
2017-09-30,7.69978833765644e-06,201710,230,True,False
2017-10-02,1.3591432529075003e-05,201710,61,True,False
2017-10-03,2.0952328671376602e-05,201710,228,True,False
2017-10-05,1.4605520097067552e-05,201710,226,True,False
2017-10-06,1.3327124248938445e-05,201710,229,True,False
2017-10-11,5.787566814529364e-05,201710,229,True,False
2017-10-12,1.3988063536661034e-05,201710,226,True,False
2017-10-13,8.779087674244114e-06,201710,225,True,False
2017-10-16,1.830419670310469e-05,201710,228,True,False
2017-10-17,1.14028427459442e-05,201710,228,True,False
2017-10-18,2.2386277435400668e-05,201710,229,True,False
2017-10-19,1.9901236522240288e-05,201711,230,True,True
2017-10-20,2.7240207045314833e-05,201711,230,True,False
2017-10-23,2.1749756861003847e-05,201711,229,True,False
2017-10-24,1.4981166831618915e-05,201711,230,True,False
2017-10-25,1.567698545147997e-05,201711,230,True,False
2017-10-26,1.6417608305789965e-05,201711,229,True,False
2017-10-27,2.4451425364008065e-05,201711,228,True,False
2017-10-30,4.0511226881637134e-05,201711,230,True,False
2017-10-31,1.8931203732253275e-05,201711,229,True,False
2017-11-01,2.3813951672965246e-05,201711,229,True,False
2017-11-02,2.9698009765403586e-05,201711,229,True,False
2017-11-03,1.7551835887561034e-05,201711,229,True,False
2017-11-06,2.4997470835672477e-05,201711,229,True,False
2017-11-07,1.0580182263292062e-05,201711,228,True,False
2017-11-08,9.308040501973215e-06,201711,230,True,False
2017-11-09,2.925704812641905e-05,201711,229,True,False
2017-11-10,2.453024684242031e-05,201711,230,True,False
2017-11-13,1.699591898667211e-05,201711,229,True,False
2017-11-14,2.0968343691588386e-05,201711,230,True,False
2017-11-15,2.3832763562009463e-05,201711,229,True,False
2017-11-16,1.9545512670519417e-05,201712,230,True,True
2017-11-17,1.9216361255345527e-05,201712,229,True,False
2017-11-20,1.2673386273343737e-05,201712,230,True,False
2017-11-21,1.692730105630974e-05,201712,230,True,False
2017-11-22,2.6885244759962167e-05,201712,230,True,False
2017-11-23,1.802730077335301e-05,201712,230,True,False
2017-11-24,1.451347930887472e-05,201712,227,True,False
2017-11-27,3.069885829097778e-05,201712,227,True,False
2017-11-28,2.072391915060758e-05,201712,228,True,False
2017-11-29,1.5029911352067835e-05,201712,229,True,False
2017-11-30,4.306070717487137e-05,201712,228,True,False
2017-12-01,7.179339396305304e-05,201712,229,True,False
2017-12-04,0.00010251716334603133,201712,229,True,False
2017-12-05,4.82010950073075e-05,201712,229,True,False
2017-12-06,5.1468305922342325e-05,201712,230,True,False
2017-12-07,8.397167922923358e-05,201712,230,True,False
2017-12-08,6.050274533264284e-05,201712,230,True,False
2017-12-11,3.020946889317316e-05,201712,230,True,False
2017-12-12,3.324780539294512e-05,201712,229,True,False
2017-12-13,2.4739318014186814e-05,201712,229,True,False
2017-12-14,3.892584365890187e-05,201712,230,True,False
2017-12-15,3.43123698666965e-05,201712,230,True,False
2017-12-18,4.214636310687275e-05,201712,230,True,False
2017-12-19,2.86411229691381e-05,201712,230,True,False
2017-12-20,3.1003581424521194e-05,201712,229,True,False
2017-12-21,3.282608949620456e-05,201801,229,True,True
2017-12-22,1.0125590668322461e-05,201801,230,True,False
2017-12-25,1.714056491897917e-05,201801,228,True,False
2017-12-26,2.5593874347062935e-05,201801,200,True,False
2017-12-27,2.2743985445500777e-05,201801,229,True,False
2017-12-28,3.567542723378471e-05,201801,229,True,False
2017-12-29,1.7718893595194384e-05,201801,229,True,False
2018-01-02,2.265064458875578e-05,201801,230,True,False
2018-01-03,1.7884579332334008e-05,201801,230,True,False
2018-01-04,2.8008626948588592e-05,201801,230,True,False
2018-01-05,2.4698079946388437e-05,201801,230,True,False
2018-01-08,1.9994875271594086e-05,201801,229,True,False
2018-01-09,2.0010482948267786e-05,201801,228,True,False
2018-01-10,2.0178939435964298e-05,201801,230,True,False
2018-01-11,3.819251635436998e-05,201801,230,True,False
2018-01-12,1.7364176949174458e-05,201801,230,True,False
2018-01-15,2.3538672973063344e-05,201801,230,True,False
2018-01-16,1.3212646323741775e-05,201801,227,True,False
2018-01-17,2.527789401012502e-05,201801,229,True,False
2018-01-18,3.062129948721472e-05,201802,229,True,True
2018-01-19,2.8819655358412242e-05,201802,229,True,False
2018-01-22,5.890825149912565e-05,201802,229,True,False
2018-01-23,3.6678961570183026e-05,201802,230,True,False
2018-01-24,3.836085013943981e-05,201802,229,True,False
2018-01-25,9.884808840308359e-05,201802,229,True,False
2018-01-26,4.5553567770295245e-05,201802,230,True,False
2018-01-29,4.6092231454248486e-05,201802,230,True,False
2018-01-30,3.317818712534441e-05,201802,230,True,False
2018-01-31,6.8216504653078e-05,201802,230,True,False
2018-02-01,3.74415438571945e-05,201802,230,True,False
2018-02-02,7.416533851201899e-05,201802,230,True,False
2018-02-05,9.174137656532822e-05,201802,230,True,False
2018-02-06,0.0005034241258166967,201802,229,True,False
2018-02-07,0.00031778745105362916,201802,229,True,False
2018-02-08,0.00012123814618874719,201802,229,True,False
2018-02-09,0.0003183202230604264,201802,230,True,False
2018-02-12,0.00029348073743872444,201802,230,True,False
2018-02-21,0.000334960507781795,201802,229,True,False
2018-02-22,6.958463300538693e-05,201803,229,True,True
2018-02-23,6.736758109271665e-05,201803,229,True,False
2018-02-26,4.285571134619242e-05,201803,230,True,False
2018-02-27,4.2735577616406545e-05,201803,229,True,False
2018-03-01,0.0001532854801572852,201803,230,True,False
2018-03-02,0.00018389242781739296,201803,230,True,False
2018-03-05,0.00012787891333500116,201803,229,True,False
2018-03-06,8.014243070844189e-05,201803,229,True,False
2018-03-07,0.00012874005457185378,201803,229,True,False
2018-03-08,4.687812940714198e-05,201803,230,True,False
2018-03-09,5.877466771230785e-05,201803,230,True,False
2018-03-12,4.120308233501888e-05,201803,230,True,False
2018-03-13,3.134736132919941e-05,201803,230,True,False
2018-03-14,4.971371418199394e-05,201803,230,True,False
2018-03-15,5.093992403615469e-05,201803,230,True,False
2018-03-16,8.418212010045644e-05,201803,230,True,False
2018-03-19,3.8250393964197915e-05,201803,230,True,False
2018-03-20,3.842233029150749e-05,201803,229,True,False
2018-03-21,3.478132042744432e-05,201803,228,True,False
2018-03-22,8.693996319001215e-05,201804,229,True,True
2018-03-23,0.0001311744591493057,201804,229,True,False
2018-03-26,0.0001750370062121595,201804,230,True,False
2018-03-27,8.418819235108402e-05,201804,230,True,False
2018-03-28,6.736502596712656e-05,201804,230,True,False
2018-03-29,0.00012164404254989624,201804,230,True,False
2018-03-30,3.9692566903011824e-05,201804,229,True,False
2018-03-31,7.128499146385657e-06,201804,227,True,False
2018-04-02,3.9570119663713084e-05,201804,61,True,False
2018-04-03,7.935934422748911e-05,201804,230,True,False
2018-04-09,5.9742071982897634e-05,201804,229,True,False
2018-04-10,5.452772755329396e-05,201804,230,True,False
2018-04-11,3.908602897333473e-05,201804,229,True,False
2018-04-12,5.6325531530217966e-05,201804,229,True,False
2018-04-13,3.1892273016101926e-05,201804,230,True,False
2018-04-16,3.706089996999155e-05,201804,230,True,False
2018-04-17,5.0964544173624776e-05,201804,229,True,False
2018-04-18,4.753028766084972e-05,201804,230,True,False
2018-04-19,4.623709239460013e-05,201805,230,True,True
2018-04-20,7.140898645800647e-05,201805,230,True,False
2018-04-23,0.00010411610519488139,201805,230,True,False
2018-04-24,9.60061773718136e-05,201805,229,True,False
2018-04-25,0.00015616686595781797,201805,230,True,False
2018-04-26,0.00010117542350881518,201805,230,True,False
2018-04-27,6.534549401457357e-05,201805,230,True,False
2018-04-30,6.915375593205834e-05,201805,230,True,False
2018-05-02,5.858804059634303e-05,201805,229,True,False
2018-05-03,5.863538015249218e-05,201805,229,True,False
2018-05-04,9.216784763179051e-05,201805,229,True,False
2018-05-07,5.500745636517556e-05,201805,229,True,False
2018-05-08,2.7044550470600404e-05,201805,230,True,False
2018-05-09,3.304398511624821e-05,201805,230,True,False
2018-05-10,1.864820999733107e-05,201805,230,True,False
2018-05-11,2.2667834595769314e-05,201805,229,True,False
2018-05-14,3.3347543471384585e-05,201805,230,True,False
2018-05-15,3.063009763689923e-05,201805,229,True,False
2018-05-16,4.336318753327305e-05,201805,228,True,False
2018-05-17,2.8946978962271996e-05,201806,229,True,True
2018-05-18,4.4485841592721915e-05,201806,230,True,False
2018-05-21,6.504620763516541e-05,201806,229,True,False
2018-05-22,3.006452527082254e-05,201806,230,True,False
2018-05-23,4.019032201159782e-05,201806,229,True,False
2018-05-24,4.624317668843776e-05,201806,229,True,False
2018-05-25,3.914763887880091e-05,201806,230,True,False
2018-05-28,3.510261792184157e-05,201806,230,True,False
2018-05-29,2.2302988589058215e-05,201806,227,True,False
2018-05-30,4.608385187240546e-05,201806,229,True,False
2018-05-31,2.8690425427667234e-05,201806,230,True,False
2018-06-01,4.168345664651399e-05,201806,230,True,False
2018-06-04,2.0819007741902895e-05,201806,230,True,False
2018-06-05,4.6923946572614885e-05,201806,229,True,False
2018-06-06,2.6522354349581674e-05,201806,229,True,False
2018-06-07,3.777576603503945e-05,201806,229,True,False
2018-06-08,3.389034143529806e-05,201806,229,True,False
2018-06-11,5.328389887966238e-05,201806,229,True,False
2018-06-12,6.154712488666656e-05,201806,229,True,False
2018-06-13,3.110907012368149e-05,201806,230,True,False
2018-06-14,3.550647700393632e-05,201806,230,True,False
2018-06-15,4.9254492744060425e-05,201806,230,True,False
2018-06-19,9.578757952316799e-05,201806,229,True,False
2018-06-20,9.258775205951786e-05,201806,228,True,False
2018-06-21,3.756178288951895e-05,201807,230,True,True
2018-06-22,6.0682046269819586e-05,201807,230,True,False
2018-06-25,5.6510993704785265e-05,201807,230,True,False
2018-06-26,8.407437125168125e-05,201807,229,True,False
2018-06-27,4.8930959402310025e-05,201807,229,True,False
2018-06-28,7.591457328863494e-05,201807,229,True,False
2018-06-29,5.758267331344027e-05,201807,230,True,False
2018-07-02,3.7008654859259534e-05,201807,229,True,False
2018-07-03,8.560138268130121e-05,201807,229,True,False
2018-07-04,4.923795978107595e-05,201807,229,True,False
2018-07-05,4.7164799995837e-05,201807,229,True,False
2018-07-06,9.684781783613427e-05,201807,229,True,False
2018-07-09,8.934337264859016e-05,201807,230,True,False
2018-07-10,2.825846831421739e-05,201807,230,True,False
2018-07-11,0.0001022833687921693,201807,61,True,False
2018-07-12,3.83872508393789e-05,201807,230,True,False
2018-07-13,3.284498152053677e-05,201807,229,True,False
2018-07-16,2.868844441499218e-05,201807,229,True,False
2018-07-17,2.333061745996876e-05,201807,229,True,False
2018-07-18,3.716036348545843e-05,201807,229,True,False
2018-07-19,2.6179222953012668e-05,201808,229,True,True
2018-07-20,6.480184718174013e-05,201808,229,True,False
2018-07-23,4.344203308517275e-05,201808,229,True,False
2018-07-24,2.1015839288560692e-05,201808,229,True,False
2018-07-25,2.248870671022238e-05,201808,229,True,False
2018-07-26,2.3118640383071157e-05,201808,230,True,False
2018-07-27,1.9206732432149892e-05,201808,229,True,False
2018-07-30,4.111379426791319e-05,201808,229,True,False
2018-07-31,2.793818018109579e-05,201808,229,True,False
2018-08-01,1.792256798767853e-05,201808,229,True,False
2018-08-02,3.811247497673464e-05,201808,230,True,False
2018-08-03,2.6593033373600678e-05,201808,229,True,False
2018-08-06,3.729082578205582e-05,201808,229,True,False
2018-08-07,2.5179710691976495e-05,201808,229,True,False
2018-08-08,1.8358097718249843e-05,201808,229,True,False
2018-08-09,2.9162912947268744e-05,201808,229,True,False
2018-08-10,3.6878288285921815e-05,201808,229,True,False
2018-08-13,8.453991438551527e-05,201808,230,True,False
2018-08-14,6.735429023334907e-05,201808,230,True,False
2018-08-15,5.143306816424978e-05,201808,228,True,False
2018-08-16,6.0356535449116e-05,201809,230,True,True
2018-08-17,4.153818912002463e-05,201809,230,True,False
2018-08-20,5.6624129382866825e-05,201809,229,True,False
2018-08-21,4.7329525256201415e-05,201809,230,True,False
2018-08-22,2.6771967388855652e-05,201809,229,True,False
2018-08-23,4.86070986233701e-05,201809,229,True,False
2018-08-24,4.021455036107925e-05,201809,229,True,False
2018-08-27,3.698340046319233e-05,201809,230,True,False
2018-08-28,1.788721124610635e-05,201809,229,True,False
2018-08-29,1.9563927210089438e-05,201809,229,True,False
2018-08-30,5.3291741096457356e-05,201809,229,True,False
2018-08-31,4.834194712334395e-05,201809,229,True,False
2018-09-03,4.785102102389657e-05,201809,229,True,False
2018-09-04,2.6567953668509246e-05,201809,229,True,False
2018-09-05,3.9953989666310154e-05,201809,229,True,False
2018-09-06,8.89275385315511e-05,201809,229,True,False
2018-09-07,4.918063550751971e-05,201809,230,True,False
2018-09-10,7.652500639593674e-05,201809,229,True,False
2018-09-11,5.722990741392032e-05,201809,230,True,False
2018-09-12,3.776007517003879e-05,201809,229,True,False
2018-09-13,4.27957000439779e-05,201809,229,True,False
2018-09-14,4.523440945581593e-05,201809,229,True,False
2018-09-17,3.4867394708525165e-05,201809,229,True,False
2018-09-18,2.5720662715434384e-05,201809,229,True,False
2018-09-19,2.369441471375896e-05,201809,228,True,False
2018-09-20,2.7818229484120695e-05,201810,229,True,True
2018-09-21,3.4143959588432045e-05,201810,229,True,False
2018-09-25,2.513336380757084e-05,201810,230,True,False
2018-09-26,1.924610128857044e-05,201810,229,True,False
2018-09-27,2.8332221377815275e-05,201810,229,True,False
2018-09-28,4.11731348873887e-05,201810,229,True,False
2018-10-01,2.7397100847169532e-05,201810,230,True,False
2018-10-02,3.0221564375277284e-05,201810,229,True,False
2018-10-03,3.274495317058133e-05,201810,228,True,False
2018-10-04,6.629292224920289e-05,201810,230,True,False
2018-10-05,0.00021774833519589782,201810,230,True,False
2018-10-08,0.00011534401230831299,201810,230,True,False
2018-10-09,0.00011368292282657343,201810,229,True,False
2018-10-11,0.003333251163341621,201810,229,True,False
2018-10-12,0.0003969998425449744,201810,229,True,False
2018-10-15,0.00019349451389262816,201810,230,True,False
2018-10-16,0.00012542765418096507,201810,229,True,False
2018-10-17,7.294833595495123e-05,201810,228,True,False
2018-10-18,0.0001718601936941655,201811,230,True,True
2018-10-19,0.00015074840558846714,201811,229,True,False
2018-10-22,0.00019800216889643988,201811,230,True,False
2018-10-23,0.00018209065746579916,201811,230,True,False
2018-10-24,0.00023172099337423057,201811,229,True,False
2018-10-25,0.0002642951772185873,201811,229,True,False
2018-10-26,0.000216479221759799,201811,230,True,False
2018-10-29,0.0003811594886016846,201811,230,True,False
2018-10-30,0.0003284536879786803,201811,229,True,False
2018-10-31,0.00013078875667159854,201811,229,True,False
2018-11-01,9.040378488863857e-05,201811,229,True,False
2018-11-02,0.00010153624938590212,201811,229,True,False
2018-11-05,0.00017862972342430345,201811,229,True,False
2018-11-06,7.616335451912606e-05,201811,229,True,False
2018-11-07,8.49756619195206e-05,201811,229,True,False
2018-11-08,5.89815916390227e-05,201811,229,True,False
2018-11-09,7.902405390212394e-05,201811,229,True,False
2018-11-12,9.891337620953779e-05,201811,231,True,False
2018-11-13,0.00023643291396122258,201811,229,True,False
2018-11-14,0.00012099717316181944,201811,229,True,False
2018-11-15,0.0001574701833197052,201811,230,True,False
2018-11-16,0.00013458883223277935,201811,229,True,False
2018-11-19,6.994485052812626e-05,201811,230,True,False
2018-11-20,8.21990314871045e-05,201811,229,True,False
2018-11-21,0.00011696014183408023,201811,228,True,False
2018-11-22,3.768975789615959e-05,201812,229,True,True
2018-11-23,8.084157365191644e-05,201812,229,True,False
2018-11-26,0.00019810168673289714,201812,229,True,False
2018-11-27,0.00013582735017110043,201812,229,True,False
2018-11-28,9.674818432743622e-05,201812,229,True,False
2018-11-29,7.485613492863463e-05,201812,229,True,False
2018-11-30,7.757504462238679e-05,201812,229,True,False
2018-12-03,0.000212478318050509,201812,230,True,False
2018-12-04,7.44276984002217e-05,201812,230,True,False
2018-12-05,9.069854137446675e-05,201812,229,True,False
2018-12-06,0.00018435186502645435,201812,225,True,False
2018-12-07,0.00014381985055688512,201812,231,True,False
2018-12-10,0.0001437803868117101,201812,229,True,False
2018-12-11,0.00016229347862001383,201812,229,True,False
2018-12-12,0.00015079284186308618,201812,230,True,False
2018-12-13,5.535216182011752e-05,201812,230,True,False
2018-12-14,0.0001298554607448907,201812,229,True,False
2018-12-17,0.0001284032348873068,201812,229,True,False
2018-12-18,8.602423560923876e-05,201812,229,True,False
2018-12-19,4.1865617575231534e-05,201812,229,True,False
2018-12-20,0.00019409582189361838,201901,230,True,True
2018-12-21,0.00012386153019980958,201901,229,True,False
2018-12-22,5.125994144568457e-05,201901,229,True,False
2018-12-24,1.516063915963686e-05,201901,61,True,False
2018-12-25,0.00011109647144084515,201901,229,True,False
2018-12-26,6.099303085931848e-05,201901,226,True,False
2018-12-27,8.641113773332057e-05,201901,229,True,False
2018-12-28,6.222639093190929e-05,201901,229,True,False
2019-01-02,0.00015217566064668105,201901,229,True,False
2019-01-03,0.00019338196319125436,201901,229,True,False
2019-01-04,0.00016814165919951677,201901,229,True,False
2019-01-07,0.000118700481997472,201901,230,True,False
2019-01-08,6.614390707453555e-05,201901,230,True,False
2019-01-09,6.83744914994851e-05,201901,229,True,False
2019-01-10,7.089762366127755e-05,201901,230,True,False
2019-01-11,6.214250650128232e-05,201901,229,True,False
2019-01-14,5.105512239247313e-05,201901,229,True,False
2019-01-15,6.201445271839009e-05,201901,230,True,False
2019-01-16,4.3695382563683295e-05,201901,229,True,False
2019-01-17,5.383526529956112e-05,201902,229,True,True
2019-01-18,8.242476615411108e-05,201902,229,True,False
2019-01-21,4.913852823414603e-05,201902,230,True,False
2019-01-22,4.2718292466695806e-05,201902,228,True,False
2019-01-23,3.3768714367783094e-05,201902,229,True,False
2019-01-24,3.8863706993318466e-05,201902,230,True,False
2019-01-25,3.8126742841531336e-05,201902,230,True,False
2019-01-28,2.7465809961811358e-05,201902,230,True,False
2019-01-29,4.808875404263126e-05,201902,230,True,False
2019-01-30,2.856898603952699e-05,201902,229,True,False
2019-02-11,8.679114929876682e-05,201902,229,True,False
2019-02-12,2.805462482770322e-05,201902,229,True,False
2019-02-13,3.3671593613603046e-05,201902,230,True,False
2019-02-14,4.167718096367702e-05,201902,230,True,False
2019-02-15,5.0123720900026836e-05,201902,228,True,False
2019-02-18,3.052873162961687e-05,201902,229,True,False
2019-02-19,2.0595405387258472e-05,201902,225,True,False
2019-02-20,2.3709923403610726e-05,201902,230,True,False
2019-02-21,3.71434567968917e-05,201903,230,True,True
2019-02-22,3.0533289547623156e-05,201903,230,True,False
2019-02-25,3.658048650632906e-05,201903,229,True,False
2019-02-26,3.180319446559558e-05,201903,229,True,False
2019-02-27,2.7137111877940473e-05,201903,229,True,False
2019-03-04,7.281115185437293e-05,201903,229,True,False
2019-03-05,3.747572652272878e-05,201903,230,True,False
2019-03-06,2.795345733270086e-05,201903,229,True,False
2019-03-07,2.4134772214450034e-05,201903,229,True,False
2019-03-08,4.073777226669319e-05,201903,229,True,False
2019-03-11,2.655438430496453e-05,201903,229,True,False
2019-03-12,3.3420706263658195e-05,201903,229,True,False
2019-03-13,2.906216405767194e-05,201903,230,True,False
2019-03-14,3.0156849318171982e-05,201903,230,True,False
2019-03-15,2.2664820431238827e-05,201903,229,True,False
2019-03-18,2.1396650989545147e-05,201903,229,True,False
2019-03-19,1.9429012645966315e-05,201903,229,True,False
2019-03-20,2.8374030634542066e-05,201903,228,True,False
2019-03-21,5.718052918807531e-05,201904,229,True,True
2019-03-22,3.5688489580231866e-05,201904,229,True,False
2019-03-25,7.246786221553845e-05,201904,229,True,False
2019-03-26,4.2742666294898004e-05,201904,229,True,False
2019-03-27,5.011235012749203e-05,201904,229,True,False
2019-03-28,4.9180733998411056e-05,201904,229,True,False
2019-03-29,4.548159375498914e-05,201904,229,True,False
2019-04-01,7.029142299832852e-05,201904,229,True,False
2019-04-02,2.4771887997245777e-05,201904,230,True,False
2019-04-03,3.320259946767601e-05,201904,230,True,False
2019-04-08,2.8736085893781786e-05,201904,229,True,False
2019-04-09,1.3858124137337954e-05,201904,229,True,False
2019-04-10,2.109414202853343e-05,201904,229,True,False
2019-04-11,3.495968771252651e-05,201904,229,True,False
2019-04-12,2.7649300170608685e-05,201904,229,True,False
2019-04-15,2.0026648133766062e-05,201904,229,True,False
2019-04-16,2.017039294893114e-05,201904,230,True,False
2019-04-17,1.4791772397557804e-05,201904,229,True,False
2019-04-18,3.47320147801296e-05,201905,229,True,True
2019-04-19,2.7698494538687546e-05,201905,229,True,False
2019-04-22,3.281103241388571e-05,201905,227,True,False
2019-04-23,3.109577240396515e-05,201905,229,True,False
2019-04-24,2.5005012286901906e-05,201905,229,True,False
2019-04-25,2.4390106660703865e-05,201905,229,True,False
2019-04-26,4.19724269022064e-05,201905,229,True,False
2019-04-29,3.350988135377667e-05,201905,229,True,False
2019-04-30,2.6752189761464647e-05,201905,229,True,False
2019-05-02,3.414552627372308e-05,201905,230,True,False
2019-05-03,3.401849155156563e-05,201905,229,True,False
2019-05-06,0.0003083034944164204,201905,230,True,False
2019-05-07,3.594252240893602e-05,201905,229,True,False
2019-05-08,5.738493422013746e-05,201905,229,True,False
2019-05-09,0.00010289574898099304,201905,229,True,False
2019-05-10,0.0002124284887283648,201905,229,True,False
2019-05-13,0.00020533410126962644,201905,229,True,False
2019-05-14,0.0002368090988231827,201905,229,True,False
2019-05-15,6.729939542556708e-05,201905,228,True,False
2019-05-16,8.916250660148082e-05,201906,229,True,True
2019-05-17,7.107624404000918e-05,201906,229,True,False
2019-05-20,0.00012458267750638276,201906,229,True,False
2019-05-21,7.53337455233738e-05,201906,229,True,False
2019-05-22,4.939591231716712e-05,201906,229,True,False
2019-05-23,0.00010651970077852785,201906,229,True,False
2019-05-24,9.263343856223992e-05,201906,229,True,False
2019-05-27,6.571445155296828e-05,201906,228,True,False
2019-05-28,3.479036936794024e-05,201906,227,True,False
2019-05-29,5.17882215139701e-05,201906,229,True,False
2019-05-30,5.6162499006752506e-05,201906,230,True,False
2019-05-31,5.1535460930311145e-05,201906,229,True,False
2019-06-03,6.690146562723508e-05,201906,229,True,False
2019-06-04,4.2986426435188246e-05,201906,229,True,False
2019-06-05,2.187665264317781e-05,201906,229,True,False
2019-06-06,7.515729292626656e-05,201906,229,True,False
2019-06-10,0.000121624388395441,201906,229,True,False
2019-06-11,2.1711987217804584e-05,201906,229,True,False
2019-06-12,2.850470037465516e-05,201906,229,True,False
2019-06-13,2.691491397842506e-05,201906,229,True,False
2019-06-14,2.1384774997241204e-05,201906,230,True,False
2019-06-17,3.0276424740178344e-05,201906,230,True,False
2019-06-18,1.7821760176054128e-05,201906,229,True,False
2019-06-19,4.447348524504192e-05,201906,228,True,False
2019-06-20,3.1489396271635687e-05,201907,229,True,True
2019-06-21,4.3358977073390336e-05,201907,229,True,False
2019-06-24,3.193804335510573e-05,201907,229,True,False
2019-06-25,2.5242703463416055e-05,201907,230,True,False
2019-06-26,3.595027484951094e-05,201907,229,True,False
2019-06-27,3.235217904897052e-05,201907,230,True,False
2019-06-28,3.323491220683556e-05,201907,229,True,False
2019-07-01,0.00014549284000360034,201907,230,True,False
2019-07-02,1.8078697593570896e-05,201907,229,True,False
