date,rv_day,rv_night,rv_total
2019-11-12,1.0429775265950666e-05,9.276822318116682e-06,1.9706597584067348e-05
2019-11-13,2.2099857087048418e-05,7.801811248377201e-06,2.990166833542562e-05
2019-11-14,2.1349233591846863e-05,1.7034489522753696e-05,3.838372311460056e-05
2019-11-15,1.1021855968474104e-05,9.958798655011732e-06,2.0980654623485836e-05
2019-11-18,1.3191942083231404e-05,5.522423366664699e-06,1.8714365449896104e-05
2019-11-19,1.0864784073666377e-05,1.2971466931785544e-05,2.383625100545192e-05
2019-11-20,1.1219645847321143e-05,7.059710293356376e-06,1.827935614067752e-05
2019-11-21,2.474857987744171e-05,1.0751244535789988e-05,3.54998244132317e-05
2019-11-22,1.1003184436263411e-05,1.0156280666651357e-05,2.1159465102914768e-05
2019-11-25,1.5223287838244592e-05,4.432805091337186e-06,1.9656092929581778e-05
2019-11-26,1.3171621788108048e-05,4.085566010343515e-06,1.725718779845156e-05
2019-11-27,8.810188298228025e-06,4.053923970123685e-06,1.286411226835171e-05
2019-11-28,1.4455393632856682e-05,5.1852086387075666e-06,1.9640602271564247e-05
2019-11-29,2.626132522186264e-05,4.641770359487e-06,3.090309558134964e-05
2019-12-02,1.697348129306506e-05,1.5518710570510207e-05,3.2492191863575266e-05
2019-12-03,2.034351745869987e-05,1.6387006512062625e-05,3.67305239707625e-05
2019-12-04,1.680418830221575e-05,1.9574375128413422e-05,3.6378563430629175e-05
2019-12-05,1.6488020559645836e-05,1.2958581157396738e-05,2.9446601717042575e-05
2019-12-06,1.3949476746606997e-05,7.526097946704669e-06,2.1475574693311667e-05
2019-12-09,1.0401968459841172e-05,6.10853634954961e-06,1.651050480939078e-05
2019-12-10,7.901328393808158e-06,5.56937318959199e-06,1.3470701583400148e-05
2019-12-11,1.1979783859859752e-05,1.4691264216158503e-05,2.6671048076018253e-05
2019-12-12,2.1981181886700188e-05,1.131747319287464e-05,3.3298655079574826e-05
2019-12-13,3.433536436381905e-05,4.360090428890976e-05,7.793626865272881e-05
2019-12-16,1.5732069855193916e-05,3.3666007212425616e-05,4.939807706761953e-05
2019-12-17,2.0033286067469114e-05,4.706626090377026e-06,2.4739912157846138e-05
2019-12-18,8.273681107746394e-06,6.994425757333368e-06,1.5268106865079764e-05
2019-12-19,1.926568061044053e-05,6.986858901858333e-06,2.6252539512298862e-05
2019-12-20,4.802752964790843e-05,7.024719579990763e-06,5.50522492278992e-05
2019-12-23,1.7448153269676274e-05,5.593805493461196e-06,2.304195876313747e-05
2019-12-24,8.898657447313e-06,4.921650472293945e-06,1.3820307919606943e-05
2019-12-25,5.109873742287305e-06,5.813372670932516e-06,1.092324641321982e-05
2019-12-26,4.7000219413452826e-06,1.4544355601408851e-06,6.154457501486167e-06
2019-12-27,1.590619859531467e-05,2.806563548517319e-06,1.871276214383199e-05
2019-12-30,1.1202201201942296e-05,4.188425178647123e-06,1.539062638058942e-05
2019-12-31,1.4301376042533996e-05,6.797404189687662e-06,2.109878023222166e-05
2020-01-02,1.4326470903746078e-05,1.0004161130975237e-05,2.4330632034721315e-05
2020-01-03,5.890854675130141e-05,9.675518569549045e-06,6.858406532085046e-05
2020-01-06,2.3949347365181938e-05,2.0372442641732e-05,4.432179000691394e-05
2020-01-07,4.368533804151508e-05,1.6358667532540557e-05,6.004400557405564e-05
2020-01-08,5.068845297414244e-05,1.7395701091326923e-05,6.808415406546936e-05
2020-01-09,2.340993856868325e-05,1.643401775307154e-05,3.984395632175479e-05
2020-01-10,2.919468955366427e-05,1.2514059133923296e-05,4.170874868758757e-05
2020-01-13,3.186127136898585e-05,6.87999649645252e-06,3.874126786543837e-05
2020-01-14,1.140118396247744e-05,5.688030332031421e-06,1.708921429450886e-05
2020-01-15,1.8875004671763144e-05,8.451816450634186e-06,2.732682112239733e-05
2020-01-16,3.029364645826785e-05,9.95489350271731e-06,4.0248539960985156e-05
2020-01-17,2.2023720474625204e-05,1.0594019115590052e-05,3.261773959021526e-05
2020-01-20,1.6415834558114152e-05,4.675977347702376e-06,2.109181190581653e-05
2020-01-30,0.0002589430703734889,4.584741286862558e-06,0.00026352781166035145
2020-01-31,9.133223597288363e-05,0.00011607235068754055,0.0002074045866604242
2020-02-03,0.000251276687555748,8.42288768285358e-05,0.0003355055643842838
2020-02-04,3.7180963380888044e-05,3.39632645658543e-05,7.114422794674234e-05
2020-02-05,8.90835619452008e-05,2.1779842287912614e-05,0.00011086340423311341
2020-02-06,3.4217561199584885e-05,5.159874460290225e-05,8.581630580248713e-05
2020-02-07,3.340750950382904e-05,2.746959257519338e-05,6.087710207902242e-05
2020-02-10,6.159612507772079e-05,3.412154638711068e-05,9.571767146483147e-05
2020-02-11,1.8560126473401645e-05,2.4301482271070643e-05,4.286160874447229e-05
2020-02-12,1.9961122429624968e-05,2.1266448983022462e-05,4.122757141264743e-05
2020-02-13,3.261863024272537e-05,1.8821319841436236e-05,5.1439950084161606e-05
2020-02-14,1.8541487603193405e-05,3.0317004814626428e-05,4.885849241781983e-05
2020-02-17,1.1344096574204173e-05,1.6644585714833973e-05,2.7988682289038144e-05
2020-02-18,4.098567025466885e-05,6.331891223786887e-06,4.731756147845574e-05
2020-02-19,4.12107425955367e-05,1.5146737774264679e-05,5.635748036980138e-05
2020-02-20,3.6300488583853166e-05,8.781025813598003e-06,4.508151439745117e-05
2020-02-21,6.304229501716189e-05,2.7492353299356022e-05,9.053464831651791e-05
2020-02-24,5.576761590364044e-05,2.264927661105341e-05,7.841689251469385e-05
2020-02-25,6.36207761640521e-05,6.208405884380275e-05,0.00012570483500785485
2020-02-26,4.989912935229179e-05,6.814343266540946e-05,0.00011804256201770124
2020-02-27,6.716177921502387e-05,0.00010490839842238663,0.0001720701776374105
2020-03-02,7.50878228896407e-05,0.00015958046786073948,0.00023466829075038018
2020-03-03,5.228874780676774e-05,0.0001730866934343976,0.00022537544124116534
2020-03-04,4.7913772716384036e-05,0.0002042288055347326,0.00025214257825111665
2020-03-05,2.427487220855432e-05,1.9861464885126724e-05,4.4136337093681045e-05
2020-03-06,4.76851751134829e-05,3.2568095700702595e-05,8.02532708141855e-05
2020-03-09,0.0001592960823992336,9.115401088670154e-05,0.0002504500932859351
2020-03-10,0.00016096987858334817,0.0002610176736492998,0.000421987552232648
2020-03-11,8.953115419140787e-05,0.00011421049861923803,0.00020374165281064589
2020-03-12,0.0005240630952799009,8.422599443395893e-05,0.0006082890897138599
2020-03-13,0.0015384439010693582,0.0008845418745320367,0.002422985775601395
2020-03-16,0.000400099900821957,0.0014661041165876247,0.0018662040174095818
2020-03-17,0.0008757584823312777,0.001300896813943663,0.0021766552962749408
2020-03-18,0.00036734324928167295,0.0011664718403124482,0.0015338150895941212
2020-03-19,0.0011392824354850423,0.0009778653539458911,0.0021171477894309336
2020-03-20,0.0010448996487061935,0.0005908586029824664,0.0016357582516886599
2020-03-23,0.0007016477243482923,0.0006723238382778216,0.001373971562626114
2020-03-24,0.00035099818518391404,0.001232446945541228,0.0015834451307251422
2020-03-25,0.00043874783867415965,0.00024563632758053326,0.0006843841662546929
2020-03-26,0.0005521984607238417,0.0005415204675677158,0.0010937189282915574
2020-03-27,0.0003425588476070694,0.00028006899345876693,0.0006226278410658363
2020-03-30,0.00045754085164956634,0.00022292922367184485,0.0006804700753214112
2020-03-31,0.00023671599081939626,0.00021220595406483647,0.0004489219448842327
2020-04-01,9.95179054862151e-05,0.00013711355095424887,0.000236631456440464
2020-04-06,0.00022425677199863338,7.679776857005279e-05,0.0003010545405686862
2020-04-07,0.00011583500515833535,7.712692851059868e-05,0.00019296193366893403
2020-04-08,0.00012694818941145616,0.00015250225151089937,0.00027945044092235553
2020-04-09,0.00012001546189687277,0.00010079641933805864,0.0002208118812349314
2020-04-10,3.5749051578051074e-05,9.813921250265991e-05,0.000133888264080711
2020-04-13,7.145104803724506e-05,2.2880845405876297e-05,9.433189344312135e-05
2020-04-14,7.364880027788097e-05,3.9814166128707086e-05,0.00011346296640658806
2020-04-15,7.223445786989827e-05,3.607276398498175e-05,0.00010830722185488003
2020-04-16,6.309268293280435e-05,4.912547870341514e-05,0.0001122181616362195
2020-04-17,0.0001728348062083453,8.019355232779805e-05,0.00025302835853614335
2020-04-20,7.842837083094027e-05,5.2320929194704836e-05,0.0001307493000256451
2020-04-21,0.00019984246522496103,5.031286872068061e-05,0.00025015533394564165
2020-04-22,0.0001249350918084377,9.812719172472188e-05,0.00022306228353315957
2020-04-23,0.00020740900937449972,3.676578120055065e-05,0.00024417479057505035
2020-04-24,6.966366276574925e-05,7.969471930849997e-05,0.00014935838207424923
2020-04-27,4.828991597940752e-05,3.0121973332540643e-05,7.841188931194816e-05
2020-04-28,7.765961293534007e-05,3.1932465505122884e-05,0.00010959207844046295
2020-04-29,7.263338028070285e-05,5.021189193036608e-05,0.00012284527221106893
2020-04-30,5.3466063958375765e-05,3.646666067252552e-05,8.993272463090128e-05
2020-05-04,0.00016923661522534153,6.978419670683892e-05,0.00023902081193218045
2020-05-05,5.719192534768242e-05,7.950575761041996e-05,0.00013669768295810237
2020-05-06,9.07497322122386e-05,5.2201027844799936e-05,0.00014295076005703855
2020-05-07,7.227427060882625e-05,4.1946623098816326e-05,0.00011422089370764257
2020-05-08,8.62977380633159e-05,3.2287498449361394e-05,0.0001185852365126773
2020-05-11,4.61002399153134e-05,2.2928774592324765e-05,6.902901450763817e-05
2020-05-12,7.560918482890208e-05,4.290734702992878e-05,0.00011851653185883086
2020-05-13,5.285844465064693e-05,3.8869069213708715e-05,9.172751386435565e-05
2020-05-14,6.599790395422465e-05,6.887227384668198e-05,0.00013487017780090664
2020-05-15,8.814691758174894e-05,0.00010230821925759732,0.00019045513683934624
2020-05-18,5.4232592514806416e-05,6.36503708160636e-05,0.00011788296333087001
2020-05-19,4.439281305350115e-05,3.5174792936645745e-05,7.95676059901469e-05
2020-05-20,3.5610534336084175e-05,4.513083055186087e-05,8.074136488794505e-05
2020-05-21,6.400252271001552e-05,2.795658446553811e-05,9.195910717555363e-05
2020-05-22,6.60185408827527e-05,4.318219882107948e-05,0.00010920073970383217
2020-05-25,0.00012736597655096162,3.9761375101789176e-05,0.0001671273516527508
2020-05-26,5.727374911555041e-05,1.9018013332247507e-05,7.629176244779792e-05
2020-05-27,4.291860629192579e-05,2.5335949052996354e-05,6.825455534492214e-05
2020-05-28,0.0001163477646481938,3.155249741464535e-05,0.00014790026206283917
2020-05-29,5.978917384735728e-05,5.0537215751323885e-05,0.00011032638959868117
2020-06-01,4.045524500244859e-05,8.20307682255409e-05,0.0001224860132279895
2020-06-02,3.041525061071336e-05,2.8595468781239395e-05,5.901071939195275e-05
2020-06-03,3.999970215296533e-05,1.7027535455988046e-05,5.7027237608953375e-05
2020-06-04,4.9311995986188424e-05,2.8218869039831762e-05,7.753086502602019e-05
2020-06-05,1.98906265889174e-05,4.04050538912545e-05,6.02956804801719e-05
2020-06-08,4.282989073924531e-05,4.314005544268265e-05,8.596994618192795e-05
2020-06-09,5.660763682716871e-05,3.193488599194744e-05,8.854252281911615e-05
2020-06-10,3.682611066773139e-05,2.510693776265445e-05,6.193304843038583e-05
2020-06-11,8.391833602941044e-05,3.990717449074467e-05,0.0001238255105201551
2020-06-12,9.561164027280303e-05,6.632783940276297e-05,0.000161939479675566
2020-06-15,0.00011598965898244406,0.00010281857590720416,0.00021880823488964823
2020-06-16,4.025855112296471e-05,8.074209291921074e-05,0.00012100064404217545
2020-06-17,6.58728331286009e-05,6.1539138453582e-05,0.0001274119715821829
2020-06-18,8.381213284846933e-05,2.9367677411985723e-05,0.00011317981026045505
2020-06-19,4.134926298994875e-05,3.095551595550398e-05,7.230477894545273e-05
2020-06-22,5.456303207978142e-05,4.240938267063841e-05,9.697241475041982e-05
2020-06-23,7.62335705187091e-05,1.968503653123679e-05,9.591860704994589e-05
2020-06-24,2.1401600537593118e-05,1.4842385111455681e-05,3.62439856490488e-05
2020-06-29,7.913147654969002e-05,4.7171348097399565e-05,0.00012630282464708959
2020-06-30,2.4885515732583524e-05,2.3867845080788442e-05,4.875336081337196e-05
2020-07-01,3.3942610870253254e-05,1.9387358524086236e-05,5.332996939433949e-05
2020-07-02,3.912389375058863e-05,2.737424707670809e-05,6.649814082729672e-05
2020-07-03,4.062276139189006e-05,3.3600665484267644e-05,7.422342687615771e-05
2020-07-06,3.74811580378054e-05,1.1934925136539666e-05,4.9416083174345066e-05
2020-07-07,0.00012178284869976702,2.0415252966456762e-05,0.0001421981016662238
2020-07-08,5.209310880325337e-05,4.18788554259239e-05,9.397196422917727e-05
2020-07-09,3.4893026257848834e-05,2.042059859656668e-05,5.5313624854415514e-05
2020-07-10,0.00010391761339504827,3.437075631060526e-05,0.00013828836970565354
2020-07-13,2.5309623104633697e-05,2.48350539289491e-05,5.01446770335828e-05
2020-07-14,5.2433378606911865e-05,4.936606446853044e-05,0.0001017994430754423
2020-07-15,5.215733556371441e-05,3.1306294049866557e-05,8.346362961358097e-05
2020-07-16,7.249083303339757e-05,3.177512121651919e-05,0.00010426595424991676
2020-07-17,4.323427852989666e-05,2.89927162093864e-05,7.222699473928306e-05
2020-07-20,0.00010557803626359107,1.1873520964892312e-05,0.00011745155722848338
2020-07-21,3.555840997471927e-05,1.2204845847297068e-05,4.776325582201633e-05
2020-07-22,4.290353896236702e-05,3.662268450927251e-05,7.952622347163953e-05
2020-07-23,3.167974111646453e-05,2.337520774891601e-05,5.505494886538054e-05
2020-07-24,9.774641926015373e-05,4.029903351295553e-05,0.00013804545277310926
2020-07-27,8.98566804687968e-05,0.00014066281185905763,0.00023051949232785442
2020-07-28,0.0003042632592555322,4.042097035423555e-05,0.0003446842296097677
2020-07-29,0.00012311671959429278,0.00015483590219388785,0.00027795262178818066
2020-07-30,5.609822062579368e-05,5.377849149424005e-05,0.00010987671212003372
2020-07-31,8.048870093530613e-05,7.33912328407848e-05,0.00015387993377609092
2020-08-03,7.090385973024642e-05,4.973469782222144e-05,0.00012063855755246786
2020-08-04,3.190983406716843e-05,4.3909261642085834e-05,7.581909570925427e-05
2020-08-05,2.2390546017543534e-05,2.5236512361675405e-05,4.7627058379218936e-05
2020-08-06,6.320185022959275e-05,2.887589634452353e-05,9.207774657411628e-05
2020-08-07,4.076552873517903e-05,3.1208414954324384e-05,7.197394368950341e-05
2020-08-10,3.74996382909465e-05,2.559111585465371e-05,6.309075414560021e-05
2020-08-11,4.04819709143391e-05,2.1243112231141406e-05,6.172508314548051e-05
2020-08-12,4.485330612918558e-05,4.3408507277644703e-05,8.826181340683028e-05
2020-08-13,4.35924895652923e-05,2.295105411715795e-05,6.654354368245026e-05
2020-08-14,2.7247790846232934e-05,3.754332977184808e-05,6.479112061808102e-05
2020-08-17,3.4264937517599736e-05,1.495975287832608e-05,4.9224690395925814e-05
2020-08-18,5.8124743596662734e-05,2.1604079985845192e-05,7.972882358250793e-05
2020-08-19,5.133608789361579e-05,2.563712092195302e-05,7.697320881556881e-05
2020-08-20,0.00031217671649798426,1.9589678218571217e-05,0.0003317663947165555
2020-08-21,7.908501932982777e-05,6.713849091582143e-05,0.00014622351024564918
2020-08-24,6.941700862747988e-05,3.263696950231139e-05,0.00010205397812979127
2020-08-25,4.516839754047342e-05,2.974796780491755e-05,7.491636534539097e-05
2020-08-26,4.427464437420422e-05,1.914491617266104e-05,6.341956054686526e-05
2020-08-27,8.587398237600229e-05,1.9302924015725553e-05,0.00010517690639172785
2020-08-28,7.308182513098807e-05,3.5380648601504235e-05,0.00010846247373249231
2020-08-31,0.00010074698731752255,2.1681593845955176e-05,0.00012242858116347772
2020-09-01,6.201615484086474e-05,5.141252824079529e-05,0.00011342868308166003
2020-09-02,4.3784842080200775e-05,1.3093668062019116e-05,5.687851014221989e-05
2020-09-03,6.798191259670457e-05,3.623159373809361e-05,0.00010421350633479817
2020-09-04,7.523765933371315e-05,0.00012831310303071936,0.00020355076236443253
2020-09-07,7.504841814006557e-05,7.611997677140796e-05,0.00015116839491147353
2020-09-08,3.424506980236353e-05,1.264889795147469e-05,4.689396775383822e-05
2020-09-09,8.83600337938146e-05,4.5470638315183056e-05,0.00013383067210899767
2020-09-10,3.4198324806133006e-05,2.44213426344476e-05,5.86196674405806e-05
2020-09-11,3.1962504570950604e-05,4.4094786004153557e-05,7.605729057510416e-05
2020-09-14,3.0372199968632215e-05,2.622093657007229e-05,5.65931365387045e-05
2020-09-15,1.636623063783346e-05,1.1731010089489624e-05,2.8097240727323084e-05
2020-09-16,2.5544380540884504e-05,2.339905596437466e-05,4.8943436505259166e-05
2020-09-17,3.97826115570434e-05,1.5845760072458133e-05,5.5628371629501535e-05
2020-09-18,3.53994238521554e-05,2.6378914843063494e-05,6.177833869521889e-05
2020-09-21,5.055996571375048e-05,2.1081589250482203e-05,7.164155496423268e-05
2020-09-22,8.937780957491857e-05,7.933235108157659e-05,0.00016871016065649516
2020-09-23,5.528151150181267e-05,4.0301163478617775e-05,9.558267498043044e-05
2020-09-24,0.00013001971185288796,4.016823535924517e-05,0.00017018794721213314
2020-09-25,9.056661918643201e-05,0.00013624201267242676,0.00022680863185885877
2020-09-28,4.459124654324389e-05,5.358782493984316e-05,9.817907148308705e-05
2020-09-29,5.4748245657569195e-05,2.84045677416299e-05,8.315281339919909e-05
2020-09-30,3.774251432719042e-05,2.81428728292826e-05,6.588538715647302e-05
2020-10-05,4.101092493062422e-05,2.6650536332932656e-05,6.766146126355688e-05
2020-10-06,3.3263358966532575e-05,1.669900711646151e-05,4.9962366082994085e-05
2020-10-07,2.0963896254016412e-05,4.48453304346626e-05,6.580922668867901e-05
2020-10-08,3.432890695852351e-05,1.6377213776054207e-05,5.0706120734577716e-05
2020-10-12,3.93077070360258e-05,3.1265760670983104e-05,7.057346770700891e-05
2020-10-13,4.4044474934491935e-05,1.1890877896827972e-05,5.5935352831319905e-05
2020-10-14,3.063880562911667e-05,2.1428352409245197e-05,5.2067158038361865e-05
2020-10-15,4.3476876960903406e-05,1.8475069725893315e-05,6.195194668679672e-05
2020-10-16,5.4746365096489066e-05,2.6155877066061192e-05,8.090224216255026e-05
2020-10-19,2.8995982474944024e-05,1.8032938834489875e-05,4.70289213094339e-05
2020-10-20,2.1597645547688476e-05,2.682756649953056e-05,4.8425212047219035e-05
2020-10-21,2.2754825186541066e-05,1.679230230480824e-05,3.9547127491349305e-05
2020-10-22,3.3674624722689646e-05,1.7137130288040724e-05,5.0811755010730366e-05
2020-10-23,2.4359797091821118e-05,1.5307261464406652e-05,3.966705855622777e-05
2020-10-26,4.669268880078266e-05,9.140274464507969e-06,5.583296326529063e-05
2020-10-27,1.9997026546623818e-05,2.2263875029489784e-05,4.22609015761136e-05
2020-10-28,2.1997790504864848e-05,1.0285405781568732e-05,3.228319628643358e-05
2020-10-29,5.625489012142606e-05,5.1968814382685557e-05,0.00010822370450411161
2020-10-30,6.282484994802001e-05,4.736236860162092e-05,0.00011018721854964093
2020-11-02,4.516948366927135e-05,4.80331083743577e-05,9.320259204362904e-05
2020-11-03,1.8016752687197476e-05,2.80656853222297e-05,4.6082438009427174e-05
2020-11-04,0.00011098788997325518,1.8888290308888385e-05,0.00012987618028214356
2020-11-05,4.050887513059411e-05,4.656389975827114e-05,8.707277488886525e-05
2020-11-06,3.1841408416125086e-05,1.8185427014021645e-05,5.002683543014673e-05
2020-11-09,4.073707363475626e-05,1.744434438375281e-05,5.818141801850907e-05
2020-11-10,2.9408866561559848e-05,8.031180020989708e-05,0.00010972066677145692
2020-11-11,3.104640378210245e-05,4.1912004282960516e-05,7.295840806506297e-05
2020-11-12,5.177552754237018e-05,4.69919005763373e-05,9.876742811870748e-05
2020-11-13,2.344733843380682e-05,1.9270403931554387e-05,4.2717742365361205e-05
2020-11-16,1.823949382224345e-05,1.3051269434971283e-05,3.1290763257214735e-05
2020-11-17,4.6671933527440626e-05,4.405169760037344e-05,9.072363112781406e-05
2020-11-18,3.1208320437098795e-05,2.0072943835202912e-05,5.128126427230171e-05
2020-11-19,3.435608377261855e-05,3.3466440460809164e-05,6.78225242334277e-05
2020-11-20,2.636590977242099e-05,2.6615476081557716e-05,5.2981385853978705e-05
2020-11-23,5.069996144836945e-05,1.70062063081484e-05,6.770616775651786e-05
2020-11-24,3.067108176042811e-05,2.2712562152925862e-05,5.338364391335397e-05
2020-11-25,4.7764151018813285e-05,1.4528041255147826e-05,6.229219227396111e-05
2020-11-26,2.884895842343472e-05,1.9024271296768467e-05,4.787322972020319e-05
2020-11-27,2.8957543220490512e-05,1.6705020608939194e-05,4.56625638294297e-05
2020-11-30,8.462312072373561e-05,1.836539874654311e-05,0.00010298851947027872
2020-12-01,2.094769125463246e-05,3.45747458823685e-05,5.552243713700096e-05
2020-12-02,3.863362983062501e-05,1.7372041487207637e-05,5.600567131783265e-05
2020-12-03,5.097311922633697e-05,1.2956484911263567e-05,6.392960413760053e-05
2020-12-04,3.246907142006779e-05,1.2083354735842527e-05,4.4552426155910314e-05
2020-12-07,8.809169157655509e-05,1.0333041583464785e-05,9.842473316001987e-05
2020-12-08,2.7271811268511367e-05,1.61823024855313e-05,4.3454113754042665e-05
2020-12-09,2.610515858882574e-05,1.3938140890006445e-05,4.0043299478832184e-05
2020-12-10,6.044378524761324e-05,3.668816918513103e-05,9.713195443274427e-05
2020-12-11,6.636025104953745e-05,4.6648487286448284e-05,0.00011300873833598573
2020-12-14,4.366029408747275e-05,3.573440908145878e-05,7.939470316893152e-05
2020-12-15,5.8486183708765995e-05,1.714548219956433e-05,7.563166590833033e-05
2020-12-16,2.4077449973304938e-05,1.0454384072486307e-05,3.4531834045791245e-05
2020-12-17,4.7859432369430214e-05,1.586891047772994e-05,6.372834284716015e-05
2020-12-18,2.0837541229198395e-05,1.2983753373015293e-05,3.382129460221369e-05
2020-12-21,7.773213554737853e-05,1.012140234991703e-05,8.785353789729557e-05
2020-12-22,6.754048267748112e-05,3.7849322586189474e-05,0.0001053898052636706
2020-12-23,5.7947588243701334e-05,3.250468283012422e-05,9.045227107382556e-05
2020-12-24,3.688968241283586e-05,5.966068554648734e-06,4.285575096748459e-05
2020-12-25,2.6120191577294302e-05,7.076451906807529e-06,3.319664348410183e-05
2020-12-28,1.9374827962096834e-05,5.421542016053078e-06,2.479636997814991e-05
2020-12-29,2.8481601086846306e-05,9.612244062131391e-06,3.80938451489777e-05
2020-12-30,1.5414309649588345e-05,8.009157530294169e-06,2.3423467179882513e-05
2020-12-31,3.142164711189837e-05,1.0108142064050723e-05,4.152978917594909e-05
2021-01-04,6.788132034683719e-05,9.39730080555583e-06,7.727862115239302e-05
2021-01-05,4.817350093303127e-05,6.611269575652377e-05,0.00011428619668955503
2021-01-06,0.0001601006045609507,1.878466034577388e-05,0.00017888526490672456
2021-01-07,5.9471818734329926e-05,3.65728616743855e-05,9.604468040871542e-05
2021-01-08,9.902186874175816e-05,3.618042882207498e-05,0.00013520229756383315
2021-01-11,6.838522470945748e-05,6.696339818557146e-05,0.00013534862289502894
2021-01-12,9.440399419669311e-05,2.727883751035045e-05,0.00012168283170704356
2021-01-13,4.018793889806958e-05,1.7386611012393854e-05,5.757454991046344e-05
2021-01-14,4.614128460263712e-05,3.6537751045586595e-05,8.267903564822371e-05
2021-01-15,0.00019361915124413434,5.4159923443224476e-05,0.00024777907468735884
2021-01-18,0.00025037924784392747,5.416913677349416e-05,0.00030454838461742165
2021-01-19,5.42459498801577e-05,1.451486612495149e-05,6.876081600510919e-05
2021-01-20,0.00013346348139511407,2.236069770602742e-05,0.0001558241791011415
2021-01-21,0.00015932813748629454,1.6004368805215162e-05,0.00017533250629150971
2021-01-22,7.181267905447237e-05,2.2960392569804413e-05,9.477307162427678e-05
2021-01-25,0.00015805931253110427,4.737271611957166e-05,0.00020543202865067593
2021-01-26,0.00014215296920635633,3.761931054657877e-05,0.0001797722797529351
2021-01-27,0.0001165776602707105,2.2517882664379726e-05,0.00013909554293509022
2021-01-28,0.00012634845889814407,6.776060525759829e-05,0.00019410906415574236
2021-01-29,0.00013851994344446524,0.00010099821114099196,0.0002395181545854572
2021-02-01,9.19993959270872e-05,0.00012909077543762129,0.0002210901713647085
2021-02-03,5.3777122910791446e-05,3.863981037980678e-05,9.241693329059822e-05
2021-02-04,8.595542325362057e-05,2.889483977809942e-05,0.00011485026303172
2021-02-05,0.00011172351360298372,2.2061030335181562e-05,0.00013378454393816528
2021-02-17,8.665111442637816e-05,1.5147087128743623e-05,0.00010179820155512179
2021-02-18,0.00010257545832874778,2.4998323249417746e-05,0.00012757378157816554
2021-02-19,8.328251028615367e-05,2.4700395159632823e-05,0.0001079829054457865
2021-02-22,8.05168163791722e-05,2.938866119618119e-05,0.0001099054775753534
2021-02-23,6.308206947830213e-05,4.7951599270260343e-05,0.00011103366874856247
2021-02-24,9.756014595601722e-05,6.269233335656715e-05,0.00016025247931258436
2021-02-25,6.450118170888925e-05,4.727132585191072e-05,0.00011177250756079998
2021-02-26,0.00014420273574846079,5.684505586588188e-05,0.00020104779161434267
2021-03-02,9.227910959398843e-05,0.0001583838684777241,0.0002506629780717125
2021-03-03,9.118860354615432e-05,5.439501419065964e-05,0.00014558361773681395
2021-03-04,0.00012989424529501341,7.07526879370091e-05,0.00020064693323202252
2021-03-05,0.0001003885306209342,0.00018962395980160306,0.00029001249042253724
2021-03-08,0.00014710859841594317,0.00013541298485790403,0.0002825215832738472
2021-03-09,0.0001595521593857909,7.342129297260714e-05,0.00023297345235839803
2021-03-10,5.981802636154856e-05,2.6104475013793825e-05,8.592250137534239e-05
2021-03-11,3.931537057231098e-05,5.1751294740159755e-05,9.106666531247074e-05
2021-03-12,6.115947814241771e-05,1.957840633230002e-05,8.073788447471773e-05
2021-03-15,4.3112535092411864e-05,3.282558918022212e-05,7.593812427263399e-05
2021-03-16,3.471782552250786e-05,1.3507335733934222e-05,4.8225161256442085e-05
2021-03-17,4.3487407233510414e-05,1.2708074809305275e-05,5.619548204281569e-05
2021-03-18,7.200064958880233e-05,1.9916847095817577e-05,9.191749668461991e-05
2021-03-19,9.515724803959463e-05,2.6781983585612785e-05,0.0001219392316252074
2021-03-22,8.140476586460837e-05,3.242667507034299e-05,0.00011383144093495135
2021-03-23,3.554174739824752e-05,1.2742954932434116e-05,4.8284702330681636e-05
2021-03-24,4.648533514828558e-05,2.474697257817649e-05,7.123230772646207e-05
2021-03-25,5.7527115553880714e-05,3.1241637363022726e-05,8.876875291690344e-05
2021-03-26,3.2840739264734786e-05,2.3642228861958032e-05,5.648296812669282e-05
2021-03-29,3.3722440107295897e-05,2.8374959965608893e-05,6.209740007290479e-05
2021-03-30,4.048166768877957e-05,1.9877345407282094e-05,6.0359013096061666e-05
2021-03-31,2.7034008551890118e-05,8.521056907779123e-06,3.555506545966924e-05
2021-04-01,4.548346115118823e-05,9.040522267228494e-06,5.452398341841673e-05
2021-04-06,5.3506361824202685e-05,1.082461102250336e-05,6.433097284670604e-05
2021-04-07,2.1797735402967653e-05,1.2189646630784438e-05,3.398738203375209e-05
2021-04-08,3.4947957271065357e-05,1.0262737654605168e-05,4.5210694925670525e-05
2021-04-09,3.913546093400284e-05,7.330329174313252e-06,4.646579010831609e-05
2021-04-12,4.763541134458965e-05,9.337097543702139e-06,5.6972508888291786e-05
2021-04-13,5.744252879538615e-05,1.4098048084128973e-05,7.154057687951513e-05
2021-04-14,0.00013843780875680454,1.4484519440851388e-05,0.00015292232819765593
2021-04-15,4.595596766616372e-05,1.845595569620831e-05,6.441192336237203e-05
2021-04-16,4.602912617055538e-05,1.9210064061912063e-05,6.523919023246744e-05
2021-04-19,2.814571367585149e-05,7.529040503597679e-06,3.567475417944917e-05
2021-04-20,2.3216149273645595e-05,1.1138800925881265e-05,3.435495019952686e-05
2021-04-21,4.135597415357945e-05,1.1425700147834352e-05,5.27816743014138e-05
