date,actual_rv,base_pred_rv,pollution_pred_rv,aqi_lag1,pm25_defining_lag1
2023-03-24,9.644552174215091e-05,7.735605796784845e-05,8.07162129976129e-05,60.0,1.0
2023-03-27,2.9270677530791995e-05,6.135198040861973e-05,5.6027521608422305e-05,44.0,0.0
2023-03-28,2.5041435267843344e-05,4.2407302433209575e-05,4.3927550991397806e-05,42.0,1.0
2023-03-29,2.1774004113732126e-05,3.812697692006701e-05,3.513077464389995e-05,38.0,0.0
2023-03-30,2.028617649536878e-05,3.3161978046127e-05,3.065530182341311e-05,39.0,0.0
2023-03-31,2.784133563854454e-05,2.7716803946449513e-05,2.582166438133385e-05,39.0,0.0
2023-04-03,1.5407782709120828e-05,2.8543369871357447e-05,2.6481315534823465e-05,44.0,0.0
2023-04-04,4.5298520368205325e-05,2.28457160609941e-05,2.1337459357653805e-05,42.0,0.0
2023-04-05,2.3746638629353853e-05,3.0925169720514755e-05,3.3102904890208895e-05,63.0,1.0
2023-04-06,2.9871369411935272e-05,2.689594194809024e-05,2.84770232518901e-05,48.0,1.0
2023-04-10,2.0726783143066253e-05,2.7118862701900325e-05,2.5134135910791244e-05,41.0,0.0
2023-04-11,1.4518088700696408e-05,2.5765505991172696e-05,2.3975100476115983e-05,43.0,0.0
2023-04-12,3.307098888689141e-05,2.4056519607299138e-05,2.2286753249693112e-05,49.0,0.0
2023-04-13,5.9321324931076284e-05,2.8750611045635976e-05,2.6045145589148046e-05,67.0,0.0
2023-04-14,7.404292623630857e-05,3.147287192011858e-05,2.774046306428701e-05,93.0,0.0
2023-04-17,1.862287602300397e-05,3.0155900488335965e-05,2.755915067942607e-05,34.0,0.0
2023-04-18,2.09731916505219e-05,2.2372844934082734e-05,2.057336123627497e-05,41.0,0.0
2023-04-19,1.6577423065702975e-05,2.2638845912548215e-05,2.0772375575540957e-05,38.0,0.0
2023-04-20,3.363434132016634e-05,2.009032497828874e-05,1.842601730540655e-05,43.0,0.0
2023-04-21,1.8609139073662574e-05,2.5231358666083293e-05,2.324321449707147e-05,31.0,0.0
2023-04-24,1.7054625681955837e-05,1.96933246962405e-05,1.8192664391004453e-05,42.0,0.0
2023-04-25,3.221188882849446e-05,1.9557531491007048e-05,1.8070575119156076e-05,41.0,0.0
2023-04-26,3.696533082966822e-05,2.9695150372997416e-05,2.7494870614822342e-05,38.0,0.0
2023-04-27,3.8095462693062745e-05,2.9837653990128087e-05,2.7516004127123687e-05,43.0,0.0
2023-04-28,1.4934434295543467e-05,2.7630646189343897e-05,2.8653727002521912e-05,52.0,1.0
2023-05-01,1.59183222236107e-05,1.850609043788433e-05,1.892139683632413e-05,34.0,1.0
2023-05-02,0.0001098074821295744,1.853851035172878e-05,1.709460907917424e-05,35.0,0.0
2023-05-03,8.456640965801043e-05,3.676551801183894e-05,3.39411256459257e-05,24.0,0.0
2023-05-04,3.0298898731614615e-05,3.734137724120491e-05,3.472861929848709e-05,25.0,0.0
2023-05-05,4.4638642824722206e-05,3.496939878880218e-05,3.566672248902469e-05,25.0,1.0
2023-05-08,1.1181639219599861e-05,3.228501492018983e-05,2.96965252217454e-05,42.0,0.0
2023-05-09,5.699023486636945e-06,2.108251761751361e-05,1.9522030535266834e-05,40.0,0.0
2023-05-10,9.243897843100198e-05,1.768818585405966e-05,1.6564437989327535e-05,41.0,0.0
2023-05-11,1.7821363740115357e-05,2.9450511276766452e-05,2.707110949327342e-05,44.0,0.0
2023-05-12,5.411058716450518e-05,2.0195245763632358e-05,1.8600807292425503e-05,61.0,0.0
2023-05-15,2.8771840083022704e-05,2.5770558312396138e-05,2.389688194180922e-05,40.0,0.0
2023-05-16,1.3726348918826473e-05,2.4090534179036204e-05,2.2346252925947983e-05,45.0,0.0
2023-05-17,6.10664080177619e-05,2.384962746856436e-05,2.2111294324569893e-05,54.0,0.0
2023-05-18,3.0189307459088745e-05,2.9213681671156313e-05,2.7002463725849353e-05,41.0,0.0
2023-05-19,2.7062942673015242e-05,2.344034165465491e-05,2.4209296909459097e-05,52.0,1.0
2023-05-22,2.6287343211853835e-05,2.3108948586926252e-05,2.4280965779830134e-05,68.0,1.0
2023-05-23,5.3326850711624325e-05,2.3723723721004356e-05,2.47457165936065e-05,57.0,1.0
2023-05-24,2.1511009594915938e-05,3.50111075768921e-05,3.592887076394147e-05,41.0,1.0
2023-05-25,4.094936165860861e-05,3.124606494882352e-05,3.264883473872926e-05,48.0,1.0
2023-05-26,3.8486227420610234e-05,3.3522409778934765e-05,3.132656788953714e-05,31.0,0.0
2023-05-30,3.4209723868058055e-05,3.0749910778641755e-05,2.850731023599433e-05,47.0,0.0
2023-05-31,2.5381013959641694e-05,2.7051902085577175e-05,2.8104036831721294e-05,55.0,1.0
2023-06-01,7.611336563578457e-05,2.661712002813921e-05,2.7693593961641085e-05,51.0,1.0
2023-06-02,3.824054468218201e-05,2.823369402737623e-05,2.9179408249256276e-05,60.0,1.0
2023-06-05,2.589076556858331e-05,2.240631947661357e-05,2.0608259940389817e-05,30.0,0.0
2023-06-06,1.4458930754215534e-05,1.936235363532202e-05,1.996331839809058e-05,54.0,1.0
2023-06-07,2.6098739353109558e-05,1.5125169011743011e-05,1.7292361640158422e-05,158.0,1.0
2023-06-08,2.5760062734509845e-05,1.7214395535246813e-05,2.227581026865292e-05,208.0,1.0
2023-06-09,2.6263475830031578e-05,1.6083722673889503e-05,1.971208626719576e-05,157.0,1.0
2023-06-12,1.9732686777266533e-05,1.592214051591426e-05,1.7321903529873694e-05,82.0,1.0
2023-06-13,1.5527149961974078e-05,1.7830274761500492e-05,1.9150181451368645e-05,71.0,1.0
2023-06-14,7.852592301317361e-05,1.6043115037684567e-05,1.4704860550554495e-05,51.0,0.0
2023-06-15,7.326011214769281e-05,2.0914124296862435e-05,2.1596025006679596e-05,62.0,1.0
2023-06-16,3.013311645415018e-05,2.5107432593330473e-05,2.2770384803515465e-05,41.0,0.0
2023-06-20,2.9100975080250984e-05,1.7893494027041467e-05,1.626720240420599e-05,43.0,0.0
2023-06-21,1.560898167723523e-05,1.911878335969423e-05,1.908553103038428e-05,42.0,1.0
2023-06-22,1.0722391984435928e-05,1.5459045812954408e-05,1.4150908779965909e-05,29.0,0.0
2023-06-23,1.766484877145309e-05,1.2489304412224806e-05,1.1498925447407754e-05,30.0,0.0
2023-06-26,2.832494969432847e-05,1.4274033669263122e-05,1.3174421979149739e-05,44.0,0.0
2023-06-27,3.452541369442289e-05,1.7010353469357416e-05,1.7630745998132678e-05,56.0,1.0
2023-06-28,2.0502862016567147e-05,1.7592607382487442e-05,1.6199096373997814e-05,47.0,0.0
2023-06-29,1.0315745495692214e-05,1.450901037444129e-05,1.474977469409269e-05,47.0,1.0
2023-06-30,1.9277864219059995e-05,1.2968305694430607e-05,1.4513391595964246e-05,96.0,1.0
2023-07-03,3.860542006430812e-06,1.5651595424525514e-05,1.6665147023229536e-05,71.0,1.0
2023-07-05,7.158388122746629e-06,9.57020967109628e-06,1.047047742194904e-05,81.0,1.0
2023-07-06,2.3907738525920736e-05,1.0924283676062879e-05,1.0108551009880488e-05,115.0,0.0
2023-07-07,4.8530430771561716e-05,1.689607542597864e-05,1.588328411877476e-05,50.0,0.0
2023-07-10,8.759238104479257e-06,1.9099599963228585e-05,1.772172339473499e-05,31.0,0.0
2023-07-11,2.399873509408216e-05,1.3251427202689647e-05,1.2459558929848131e-05,40.0,0.0
2023-07-12,1.6322259645191744e-05,1.760837742628604e-05,1.6699918905878635e-05,84.0,0.0
2023-07-13,1.6013428796159215e-05,1.463129124778988e-05,1.3836736523110912e-05,90.0,0.0
2023-07-14,1.7596368692171088e-05,1.4451233715444493e-05,1.4982703085713203e-05,60.0,1.0
2023-07-17,1.4432417617235362e-05,1.309929107667951e-05,1.2090070978080709e-05,25.0,0.0
2023-07-18,3.080279515412385e-05,1.3298069428274032e-05,1.2689765794317072e-05,101.0,0.0
2023-07-19,1.2916790119112423e-05,1.5806295812470474e-05,1.644883630854805e-05,66.0,1.0
2023-07-20,2.5151378052744312e-05,1.3411201267086523e-05,1.4553103961155305e-05,89.0,1.0
2023-07-21,3.7763826853186476e-06,1.6585644565492375e-05,1.7472583116153035e-05,71.0,1.0
2023-07-24,1.6946580189896574e-05,9.6164381932067e-06,9.896084415504804e-06,52.0,1.0
2023-07-25,1.5549849412853923e-05,1.4025106207346927e-05,1.3132132449720253e-05,46.0,0.0
2023-07-26,2.943088217006531e-05,1.3175391050109532e-05,1.2375588223134045e-05,47.0,0.0
2023-07-27,7.072642714083143e-05,1.4162039398079316e-05,1.3844669817436854e-05,100.0,0.0
2023-07-28,6.554207125594764e-05,2.1491102582402982e-05,2.064306600538004e-05,61.0,0.0
2023-07-31,1.0387565635740436e-05,2.171088381069362e-05,1.9708096117060703e-05,27.0,0.0
2023-08-01,7.3546645189318695e-06,1.4234353170847542e-05,1.435608353032491e-05,46.0,1.0
2023-08-02,2.4232292576608656e-05,1.3288444292609812e-05,1.238057482448966e-05,36.0,0.0
2023-08-03,2.7769604958647834e-05,2.2872417516871208e-05,2.1529703372339017e-05,40.0,0.0
2023-08-04,7.941497664902788e-05,2.0831351574390878e-05,1.966594465978183e-05,41.0,0.0
2023-08-07,1.2891816458810058e-05,2.9738199053756153e-05,2.9101325199725145e-05,61.0,0.0
2023-08-08,7.259860530554421e-05,1.8467784131011043e-05,1.898368713302393e-05,55.0,1.0
2023-08-09,2.4208644656063065e-05,2.906226101526521e-05,2.6825937278881503e-05,30.0,0.0
2023-08-10,0.00011191840025307582,2.346476664446567e-05,2.355027207176258e-05,40.0,1.0
2023-08-11,2.282282975468745e-05,3.259884254979098e-05,3.3340977264665055e-05,58.0,1.0
2023-08-14,1.2392799806192622e-05,2.0112285775853085e-05,1.892337073364205e-05,41.0,0.0
2023-08-15,2.534549301402824e-05,1.820552148292066e-05,1.723860060302661e-05,44.0,0.0
2023-08-16,3.958422665917002e-05,2.4733488995447265e-05,2.301479139132115e-05,31.0,0.0
2023-08-17,3.626185165701324e-05,2.7779525177974083e-05,2.6309171806230855e-05,42.0,0.0
2023-08-18,3.4865725085474456e-05,2.8834257227103087e-05,2.7009594129280345e-05,32.0,0.0
2023-08-21,5.343866992854818e-05,2.6416586784523053e-05,2.7049838265218823e-05,51.0,1.0
2023-08-22,1.5406299988067273e-05,3.1435886099657285e-05,3.258883077525666e-05,63.0,1.0
2023-08-23,2.523830448791652e-05,2.297264071276677e-05,2.3576873782542258e-05,51.0,1.0
2023-08-24,5.869461080899266e-05,2.3803087632652995e-05,2.2430423854909884e-05,37.0,0.0
2023-08-25,0.00010004509625135127,3.3068648836021006e-05,3.0765454880628696e-05,27.0,0.0
2023-08-28,2.961984627845081e-05,3.203234021893556e-05,2.9951500070484975e-05,31.0,0.0
2023-08-29,4.0506167534350035e-05,2.284363432967832e-05,2.314066335882689e-05,46.0,1.0
2023-08-30,1.6315000117332673e-05,2.5109811821442555e-05,2.3637638601190538e-05,36.0,0.0
2023-08-31,1.4276171815332829e-05,1.794039204527384e-05,1.709330500125473e-05,44.0,0.0
2023-09-01,3.16119669622668e-05,1.5528805159121146e-05,1.4553883495171412e-05,31.0,0.0
2023-09-05,4.579841781738497e-06,1.6491121606738875e-05,1.6931155337437098e-05,60.0,1.0
2023-09-06,4.63123011908602e-05,1.15730288394933e-05,1.2069757397135087e-05,68.0,1.0
2023-09-07,1.393790832626576e-05,1.9768770376587746e-05,1.9633780157419545e-05,77.0,0.0
2023-09-08,1.5995975181653973e-05,1.5043589123607707e-05,1.5126863591785902e-05,87.0,0.0
2023-09-11,1.3116148295822516e-05,1.4451420824485672e-05,1.4427381344640433e-05,32.0,1.0
2023-09-12,2.2890869571602566e-05,1.3745488349223925e-05,1.295287656539291e-05,32.0,0.0
2023-09-13,1.7192830023481943e-05,1.723081569081294e-05,1.645009348256631e-05,44.0,0.0
2023-09-14,2.4771654578198577e-05,1.3906263643472344e-05,1.3144741540144949e-05,35.0,0.0
2023-09-15,2.476168342470485e-05,1.490895174408439e-05,1.405411873431553e-05,33.0,0.0
2023-09-18,1.4085734417809402e-05,1.7522452745916965e-05,1.7730317637505296e-05,45.0,1.0
2023-09-19,2.8770734366211766e-05,1.491873744271055e-05,1.504029384165784e-05,41.0,1.0
2023-09-20,3.54878100479281e-05,1.7768969160359736e-05,1.7819729496484226e-05,37.0,1.0
2023-09-21,2.1574525076745986e-05,2.246118164136581e-05,2.1400620319682704e-05,40.0,0.0
2023-09-22,3.669638894089386e-05,2.6748377373635198e-05,2.7456928983572776e-05,52.0,1.0
2023-09-25,1.4501964942815412e-05,2.664062140249628e-05,2.520934308224649e-05,31.0,0.0
2023-09-26,4.127865275809083e-05,2.190710853300247e-05,2.0658484666401492e-05,27.0,0.0
2023-09-27,7.783651760435599e-05,3.506436868796892e-05,3.612033788932757e-05,56.0,1.0
2023-09-28,5.95887951959713e-05,3.518436482776363e-05,3.592874016721136e-05,51.0,1.0
2023-09-29,5.916322010212455e-05,3.36520107464202e-05,3.437918003615745e-05,52.0,1.0
2023-10-02,4.609769264343935e-05,3.4190169063412564e-05,3.5072586994368584e-05,56.0,1.0
2023-10-03,0.00011798311379565015,3.414619225814763e-05,3.510622144700378e-05,58.0,1.0
2023-10-04,5.1820135789862036e-05,5.656513540856739e-05,5.859897684866202e-05,64.0,1.0
2023-10-05,4.918876624599073e-05,4.1110981216608396e-05,4.2531405660388964e-05,62.0,1.0
2023-10-06,0.00018359447024579316,3.8222525801463615e-05,3.917633777770333e-05,53.0,1.0
2023-10-09,4.684114967975181e-05,5.180427289356511e-05,4.7878768073992806e-05,20.0,0.0
2023-10-10,5.289956916683676e-05,3.904610284544392e-05,3.9243661453177194e-05,35.0,1.0
2023-10-11,2.9622999528525447e-05,3.6023226105574256e-05,3.6644122850483594e-05,46.0,1.0
2023-10-12,7.690632039420596e-05,2.843396504967866e-05,2.922359478301435e-05,55.0,1.0
2023-10-13,8.671739678973984e-05,3.769818412639808e-05,3.872203864676843e-05,56.0,1.0
2023-10-16,2.355778835364528e-05,4.6224339946351684e-05,4.589093452766923e-05,20.0,1.0
2023-10-17,6.434366956094524e-05,3.0053862477304553e-05,2.797723104154852e-05,19.0,0.0
2023-10-18,6.654846897185475e-05,3.661711210043155e-05,3.625749836926068e-05,23.0,1.0
2023-10-19,9.345303957343418e-05,4.664612628561348e-05,4.747429423668761e-05,42.0,1.0
2023-10-20,3.3591403792655776e-05,5.743225566414172e-05,5.834769159699794e-05,38.0,1.0
2023-10-23,0.0001231025584078753,4.687152458716806e-05,4.445497341048988e-05,28.0,0.0
2023-10-24,4.4494203531426784e-05,5.5533070441110605e-05,5.223970829598269e-05,24.0,0.0
2023-10-25,2.69259193779845e-05,4.174984037780616e-05,4.268346133576928e-05,46.0,1.0
2023-10-26,6.136966013742893e-05,4.154898214771728e-05,4.323579639623807e-05,58.0,1.0
2023-10-27,5.7639798373659536e-05,4.8714808800583075e-05,5.1153871333496454e-05,67.0,1.0
2023-10-30,4.864113145654382e-05,4.909659835988555e-05,4.6138231548319626e-05,17.0,0.0
2023-10-31,4.476891693314691e-05,4.262253645754762e-05,4.319483493485812e-05,36.0,1.0
2023-11-01,4.02346042739894e-05,3.5595846003512525e-05,3.350773355540532e-05,22.0,0.0
2023-11-02,1.4977623930688164e-05,3.285497732762275e-05,3.30400952087162e-05,33.0,1.0
2023-11-03,2.354449470898217e-05,2.3858917878965364e-05,2.40716010546464e-05,36.0,1.0
2023-11-06,1.602861618853556e-05,2.1689378553786762e-05,2.2635281347647276e-05,65.0,1.0
2023-11-07,2.1825795246267457e-05,1.8180341652592497e-05,1.8665397978844834e-05,51.0,1.0
2023-11-08,2.7030098104123777e-05,1.8593377870350668e-05,1.937983354215575e-05,64.0,1.0
2023-11-09,2.4845457456303235e-05,1.8100881169131252e-05,1.7102236278547742e-05,29.0,0.0
2023-11-10,8.865427535457385e-05,2.087342792706404e-05,2.1419460374148003e-05,51.0,1.0
2023-11-13,2.004099630445921e-05,2.6965657140039345e-05,2.5342636560710165e-05,29.0,0.0
2023-11-14,2.8048773154729485e-05,1.968067544479434e-05,1.9947672981425995e-05,42.0,1.0
2023-11-15,1.6076418351630895e-05,2.2610415362108937e-05,2.2749923301758513e-05,37.0,1.0
2023-11-16,1.2795175272420167e-05,1.7680067838446557e-05,1.788208629814701e-05,41.0,1.0
2023-11-17,1.0608883996799798e-05,1.6510814275152608e-05,1.719087536864434e-05,63.0,1.0
2023-11-20,2.5562084517195326e-05,1.3565759233125074e-05,1.3783960077934403e-05,43.0,1.0
2023-11-21,1.1456100009057256e-05,1.633294649965308e-05,1.6310626397647054e-05,31.0,1.0
2023-11-22,1.4962371000746156e-05,1.2807220886443504e-05,1.2071158222027887e-05,26.0,0.0
2023-11-24,1.33257811463408e-06,1.2859841424286896e-05,1.2961100177782014e-05,39.0,1.0
2023-11-27,4.752150107290274e-06,6.681185893309647e-06,6.772058180409585e-06,41.0,1.0
2023-11-28,1.7189582313811134e-05,8.490119315435777e-06,8.488271805915036e-06,34.0,1.0
2023-11-29,2.8778402659725513e-05,1.0684632640377471e-05,1.063927234006618e-05,32.0,1.0
2023-11-30,2.6670280806823426e-05,1.2872712288220623e-05,1.300477546199072e-05,42.0,1.0
2023-12-01,2.7708091996248103e-05,1.3303924829761582e-05,1.3679266012635362e-05,56.0,1.0
2023-12-04,5.256064613332368e-05,1.5221570729783846e-05,1.52319319420377e-05,38.0,1.0
2023-12-05,1.443548066705416e-05,2.050242496149996e-05,2.0448842061048563e-05,36.0,1.0
2023-12-06,1.885342913734612e-05,1.4748601865062344e-05,1.4688855774562675e-05,33.0,1.0
2023-12-07,1.3051375102649875e-05,1.5886922822280255e-05,1.575155213483063e-05,28.0,1.0
2023-12-08,1.596766859818836e-05,1.4742480025633999e-05,1.5068674447641823e-05,53.0,1.0
2023-12-11,7.54277753867948e-06,1.3471682955113415e-05,1.3759861838733842e-05,54.0,1.0
2023-12-12,1.930681790343632e-05,1.0890311760656334e-05,1.0891570860270324e-05,32.0,1.0
2023-12-13,3.705031953019459e-05,1.2535940251335115e-05,1.2698534894655591e-05,46.0,1.0
2023-12-14,4.47270737513596e-05,1.6013983027806563e-05,1.6298866265060476e-05,52.0,1.0
2023-12-15,2.425522305291824e-05,1.7158080344541788e-05,1.7172911790406558e-05,37.0,1.0
2023-12-18,1.977735870584101e-05,1.4978726005851738e-05,1.5231912326671932e-05,52.0,1.0
2023-12-19,4.4084526780902665e-06,1.5995667687767378e-05,1.4986308811461046e-05,35.0,0.0
2023-12-20,9.006780310539583e-05,1.0898535525983021e-05,1.104481740228784e-05,41.0,1.0
2023-12-21,3.539155473404553e-05,2.5245382860855852e-05,2.607510318231494e-05,68.0,1.0
2023-12-22,3.012048811498216e-05,2.012996711089143e-05,2.0425958760110137e-05,44.0,1.0
2023-12-26,1.0571242999644797e-05,1.750408681311282e-05,1.8047018540375983e-05,64.0,1.0
2023-12-27,4.967846282967846e-06,1.3926013741950349e-05,1.449720918760754e-05,72.0,1.0
2023-12-28,3.5968866476780327e-06,1.1030534959719644e-05,1.1305802209297091e-05,52.0,1.0
2023-12-29,2.8436097366220633e-05,8.760297172794774e-06,8.873440631299488e-06,28.0,1.0
2024-01-02,2.2272747356310382e-05,1.3402627915178623e-05,1.376890796329144e-05,58.0,1.0
2024-01-03,1.5960744109792006e-05,1.4029853862774102e-05,1.4425712944927021e-05,54.0,1.0
2024-01-04,3.291499907052592e-05,1.492669646718514e-05,1.5370445428875794e-05,53.0,1.0
2024-01-05,3.631445901559574e-05,1.8420565925234084e-05,1.8871714784229272e-05,51.0,1.0
2024-01-08,2.7413796448235085e-05,1.9042693521822583e-05,1.937624741373263e-05,47.0,1.0
2024-01-09,2.164631496886691e-05,1.9120586729396882e-05,1.954685586428241e-05,54.0,1.0
2024-01-10,1.8476966103587857e-05,1.6062392862843602e-05,1.6338033059152297e-05,45.0,1.0
2024-01-11,7.342874245415531e-05,1.6007673468441213e-05,1.6312983102958147e-05,48.0,1.0
2024-01-12,2.268400781727191e-05,2.0755801715297567e-05,2.1101345967418895e-05,54.0,1.0
2024-01-16,2.7761066387482172e-05,1.652018035582806e-05,1.6872725508044003e-05,53.0,1.0
2024-01-17,1.8807825575817756e-05,1.9949011652484053e-05,2.0417817356503814e-05,53.0,1.0
2024-01-18,3.7244776197790745e-05,2.0413765210066426e-05,2.0975059487108004e-05,55.0,1.0
2024-01-19,4.4710411241100734e-05,2.3304522152593674e-05,2.3866249320305806e-05,57.0,1.0
2024-01-22,1.2189836841110542e-05,2.2302350592301607e-05,2.2709499039875164e-05,47.0,1.0
2024-01-23,9.329804964809002e-06,1.5230232156887496e-05,1.5624414038466023e-05,55.0,1.0
2024-01-24,2.237019586303457e-05,1.2792490853522906e-05,1.3202178793679557e-05,66.0,1.0
2024-01-25,1.765758621954341e-05,1.628055666991027e-05,1.6980842652606926e-05,89.0,1.0
2024-01-26,1.3932579739731247e-05,1.5987034165864925e-05,1.6561095186634612e-05,71.0,1.0
2024-01-29,1.7520385204930116e-05,1.3711432163217008e-05,1.4087183200877753e-05,53.0,1.0
2024-01-30,4.556870041951175e-06,1.5892467021811346e-05,1.6261927953537706e-05,45.0,1.0
2024-01-31,2.796955016540635e-05,1.0744065974008594e-05,1.1098204927553543e-05,56.0,1.0
2024-02-01,2.8256688252542362e-05,1.9482338787567398e-05,2.010351298804332e-05,57.0,1.0
2024-02-02,5.860501451979914e-05,1.8622619961406145e-05,1.9143727705489176e-05,54.0,1.0
2024-02-05,3.342955431444306e-05,2.2723740033381382e-05,2.2972546390532448e-05,34.0,1.0
2024-02-06,1.0257484350764694e-05,1.95702440622763e-05,1.9812804825468626e-05,34.0,1.0
2024-02-07,1.5226543361749742e-05,1.4918298197911522e-05,1.5144637932754676e-05,40.0,1.0
2024-02-08,4.163671417149293e-06,1.5936884064157355e-05,1.6202149316216128e-05,44.0,1.0
2024-02-09,1.1360309638081891e-05,1.0472829716108267e-05,1.0806874685550963e-05,57.0,1.0
2024-02-12,2.10418305322266e-05,1.255098470644248e-05,1.2856918885562778e-05,48.0,1.0
2024-02-13,8.285111549168773e-05,1.491351778551159e-05,1.5256528510964789e-05,44.0,1.0
2024-02-14,3.925248775092523e-05,2.898974476595373e-05,2.9576583582288836e-05,42.0,1.0
