date,actual_rv,base_pred_rv,pollution_pred_rv,aqi_lag1,pm25_defining_lag1
2024-02-15,1.1672096322245862e-05,2.187450617505506e-05,2.2203751941806042e-05,38.0,1.0
2024-02-16,2.644641083450056e-05,1.6934475388204643e-05,1.7175382841933486e-05,37.0,1.0
2024-02-20,3.0376245065071164e-05,2.103575096055392e-05,2.1335332397168494e-05,41.0,1.0
2024-02-21,2.454176907533447e-05,2.4777724780182685e-05,2.507350948670753e-05,34.0,1.0
2024-02-22,4.009425495358545e-05,2.1534253183702845e-05,2.1879453402866584e-05,37.0,1.0
2024-02-23,1.4733504071843547e-05,2.548628645603517e-05,2.57423943833409e-05,30.0,1.0
2024-02-26,8.212307390101144e-06,1.6774822575575263e-05,1.6942029050236017e-05,32.0,1.0
2024-02-27,1.1264902380390204e-05,1.4364706457901449e-05,1.4809168131419762e-05,57.0,1.0
2024-02-28,5.746228060892846e-06,1.3979126235553916e-05,1.4499319986796688e-05,66.0,1.0
2024-02-29,3.740679379782707e-05,1.182454108664459e-05,1.2225929416629242e-05,56.0,1.0
2024-03-01,2.068939512171607e-05,1.6812836185299876e-05,1.5631899218005914e-05,33.0,0.0
2024-03-04,9.084834967806958e-06,1.529335303460986e-05,1.4237719630667676e-05,31.0,0.0
2024-03-05,5.102728796989166e-05,1.2741898364594402e-05,1.1947587676034974e-05,41.0,0.0
2024-03-06,2.463596009327363e-05,2.28929104109515e-05,2.1253048410164808e-05,25.0,0.0
2024-03-07,6.619821348720265e-05,2.0473121527629193e-05,2.0479161796284844e-05,19.0,1.0
2024-03-08,7.440176816764823e-05,2.651376346857828e-05,2.4498142242511025e-05,22.0,0.0
2024-03-11,2.099821002957439e-05,2.8971428985271677e-05,2.6982919613159257e-05,30.0,0.0
2024-03-12,6.427367363841945e-05,2.3402871420222847e-05,2.192198380435638e-05,40.0,0.0
2024-03-13,1.2847277758823707e-05,2.7957450518937376e-05,2.617966151756047e-05,43.0,0.0
2024-03-14,4.734380288673437e-05,1.808099463663814e-05,1.849909226013772e-05,56.0,1.0
2024-03-15,2.4432134262500758e-05,2.4893875312170944e-05,2.561715753373227e-05,71.0,1.0
2024-03-18,1.5588134400131416e-05,2.1459292722398708e-05,2.0128589267835212e-05,37.0,0.0
2024-03-19,2.661171855702346e-05,1.9046832534797693e-05,1.7849115366378886e-05,33.0,0.0
2024-03-20,2.5303095874698437e-05,1.9273343726811066e-05,1.8085583505367258e-05,35.0,0.0
2024-03-21,6.845630318739099e-06,1.8652903958705233e-05,1.898584789882519e-05,42.0,1.0
2024-03-22,3.7896829013564594e-06,1.2358741850631744e-05,1.2531351097808506e-05,26.0,1.0
2024-03-25,3.3155460275057236e-06,1.0061691422102113e-05,9.523485659995963e-06,36.0,0.0
2024-03-26,1.0333970793054481e-05,9.251685230030808e-06,9.459684895758224e-06,36.0,1.0
2024-03-27,2.2440382866930846e-05,1.117155127795802e-05,1.1447402481235662e-05,41.0,1.0
2024-03-28,6.077464696883075e-06,1.2988390580443315e-05,1.3497270147928895e-05,65.0,1.0
2024-04-01,1.7343774842904224e-05,9.548721525614963e-06,9.059922248050181e-06,42.0,0.0
2024-04-02,1.1141303864758798e-05,1.3761423711960296e-05,1.4184333275446997e-05,54.0,1.0
2024-04-03,1.5844012724383687e-05,1.5152638456659887e-05,1.5691792678721642e-05,61.0,1.0
2024-04-04,7.269704252685485e-05,1.5576778497826403e-05,1.591341675558093e-05,41.0,1.0
2024-04-05,5.444871793091027e-05,2.931810170682665e-05,2.7604248276073168e-05,34.0,0.0
2024-04-08,9.467565705231954e-06,2.9432348469463143e-05,2.7722654442067866e-05,39.0,0.0
2024-04-09,7.447110383744769e-05,1.7294708583684913e-05,1.766377401685913e-05,38.0,1.0
2024-04-10,3.073450898031402e-05,2.8315165573523983e-05,2.890166295988011e-05,53.0,1.0
2024-04-11,9.513991570727976e-05,2.8072321813226652e-05,2.91857351124219e-05,98.0,1.0
2024-04-12,6.828214593140346e-05,3.238537850119134e-05,3.3625860910413505e-05,79.0,1.0
2024-04-15,9.509892030947539e-05,3.9747073504284064e-05,3.719240771377675e-05,44.0,0.0
2024-04-16,3.315526158834655e-05,5.4707479793667154e-05,5.142928071914777e-05,51.0,0.0
2024-04-17,5.362369177706075e-05,3.698434061355196e-05,3.471842099523001e-05,45.0,0.0
2024-04-18,5.239573550657879e-05,4.248533530476361e-05,4.29562826101663e-05,37.0,1.0
2024-04-19,5.950722999130257e-05,3.9341078126404206e-05,3.677015624133216e-05,33.0,0.0
2024-04-22,9.148623050890314e-05,4.438786482341665e-05,4.1607136646983865e-05,32.0,0.0
2024-04-23,6.230821056689194e-05,4.213127040360979e-05,3.9576608516524064e-05,44.0,0.0
2024-04-24,3.321669879265147e-05,3.667635812962086e-05,3.438563169397198e-05,39.0,0.0
2024-04-25,6.306577668259059e-05,2.982753637545097e-05,2.8106397870915564e-05,45.0,0.0
2024-04-26,2.840528722450886e-05,3.3194396815496824e-05,3.1179604089127876e-05,35.0,0.0
2024-04-29,2.3640105199262764e-05,2.735134111692955e-05,2.807502350362259e-05,55.0,1.0
2024-04-30,4.679570422422223e-05,2.2874148458829985e-05,2.3629618757437987e-05,62.0,1.0
2024-05-01,0.00013461257356214438,3.08352925313767e-05,3.1827932002946904e-05,58.0,1.0
2024-05-02,7.835148233043392e-05,3.6771244541835834e-05,3.787776322070736e-05,60.0,1.0
2024-05-03,3.051248753947477e-05,3.261163198736583e-05,3.354766381091552e-05,58.0,1.0
2024-05-06,9.082653515897837e-06,2.447340193719829e-05,2.462883056779999e-05,34.0,1.0
2024-05-07,8.136227965664505e-06,1.7845845167439797e-05,1.8458686373227265e-05,60.0,1.0
2024-05-08,7.27325449482677e-06,1.4583894869594374e-05,1.3811494156667688e-05,49.0,0.0
2024-05-09,1.161371427446039e-05,1.1940642214933884e-05,1.2284131805345853e-05,49.0,1.0
2024-05-10,1.5790527990136678e-05,1.2084703715358138e-05,1.1450270062889066e-05,40.0,0.0
2024-05-13,1.1937464303445933e-05,1.1966567485395677e-05,1.2070269870477066e-05,29.0,1.0
2024-05-14,1.2812842768663191e-05,1.2751702519492097e-05,1.3121881189641632e-05,47.0,1.0
2024-05-15,2.1487711300804074e-05,1.3402825862583855e-05,1.3753116716491444e-05,46.0,1.0
2024-05-16,1.3853084244524513e-05,1.4963880298732079e-05,1.5152857916862766e-05,38.0,1.0
2024-05-17,8.101720074274465e-06,1.281828777241889e-05,1.2066961515443187e-05,35.0,0.0
2024-05-20,9.823263093194968e-06,1.0521664868282776e-05,9.89493014282801e-06,32.0,0.0
2024-05-21,4.730405271474702e-06,1.1059641439340024e-05,1.1167262964038543e-05,34.0,1.0
2024-05-22,2.4559014390125955e-05,8.82072966075014e-06,9.07099529049857e-06,51.0,1.0
2024-05-23,5.7106545816223414e-05,1.3285766536505683e-05,1.3574554524956389e-05,48.0,1.0
2024-05-24,1.7071999706187434e-05,1.8607648082857243e-05,1.9006589404904146e-05,50.0,1.0
2024-05-28,2.0378893642978153e-05,1.352297328575193e-05,1.3714562819349486e-05,44.0,1.0
2024-05-29,6.546333345240795e-06,1.5662056560881562e-05,1.4694162355062224e-05,46.0,0.0
2024-05-30,2.2208475117442603e-05,1.5049813483111555e-05,1.4172054502401669e-05,44.0,0.0
2024-05-31,0.00013276741542624202,1.9689044503763888e-05,2.005969738645112e-05,44.0,1.0
2024-06-03,7.932348226057436e-05,2.5934161950740622e-05,2.4334402794085837e-05,80.0,0.0
2024-06-04,2.6427697148412766e-05,2.4383072127054516e-05,2.3411102606631714e-05,93.0,0.0
2024-06-05,4.2120368301702704e-05,1.970774756163288e-05,1.8912144418646825e-05,84.0,0.0
2024-06-06,1.302322194096923e-05,2.429397040225686e-05,2.4719334844889953e-05,54.0,1.0
2024-06-07,3.2925371902113015e-05,1.6798041011025834e-05,1.680482775072849e-05,32.0,1.0
2024-06-10,1.216860309144634e-05,1.8620431972071196e-05,1.73392064903815e-05,37.0,0.0
2024-06-11,3.187953918558138e-05,1.4747166341463698e-05,1.473224304811452e-05,22.0,1.0
2024-06-12,2.4721955068461772e-05,1.840481916749879e-05,1.710018501560802e-05,31.0,0.0
2024-06-13,2.32126539577653e-05,1.617766248542964e-05,1.5159845714793535e-05,40.0,0.0
2024-06-14,1.019968988382976e-05,1.5562834211417014e-05,1.4980754518663713e-05,71.0,0.0
2024-06-17,4.776899020405169e-05,1.3250647891464266e-05,1.250219087794614e-05,43.0,0.0
2024-06-18,3.6777089392713465e-06,2.0888769294566594e-05,1.974496838655802e-05,47.0,0.0
2024-06-20,3.30317625214204e-05,1.0049898187429394e-05,9.51825607226678e-06,46.0,0.0
2024-06-21,1.1656423416325618e-05,1.7899140403565113e-05,1.7639379591688087e-05,100.0,0.0
2024-06-24,2.8280873919742776e-05,1.3718335854968204e-05,1.3149179874007923e-05,64.0,0.0
2024-06-25,1.1959304030242473e-05,1.7733680967795344e-05,1.675245222602946e-05,41.0,0.0
2024-06-26,1.305414539666015e-05,1.3256673027909877e-05,1.366175816518853e-05,55.0,1.0
2024-06-27,7.973546963262527e-06,1.3692207862933345e-05,1.3373669799203457e-05,90.0,0.0
2024-06-28,7.870147476000105e-05,1.117644920366696e-05,1.0580837577397234e-05,44.0,0.0
2024-07-01,1.895116607969817e-05,2.0374746237354077e-05,1.916453142226995e-05,36.0,0.0
2024-07-02,1.1638412794755029e-05,1.4404095292222026e-05,1.3528269334010435e-05,27.0,0.0
2024-07-03,6.904299795112277e-06,1.3183555629573856e-05,1.3475047080988988e-05,47.0,1.0
2024-07-05,1.4847828131528787e-05,1.1414085310904958e-05,1.1930903408492253e-05,80.0,1.0
2024-07-08,6.850890927991892e-06,1.4534166016086192e-05,1.4001651359418102e-05,74.0,0.0
2024-07-09,4.209305354094507e-06,1.055113519524424e-05,1.0377267392098337e-05,129.0,0.0
2024-07-10,1.60742155055428e-05,9.012206851372397e-06,9.326495031433534e-06,54.0,1.0
2024-07-11,3.7168341340380264e-05,1.327627244806619e-05,1.3627101428044911e-05,45.0,1.0
2024-07-12,6.0789735220930364e-05,1.7141934405914582e-05,1.616083945120388e-05,64.0,0.0
2024-07-15,4.262979596335828e-05,1.905700192501377e-05,1.953864702067913e-05,54.0,1.0
2024-07-16,9.92618488638445e-06,2.0319139547991526e-05,1.9203675722690234e-05,100.0,0.0
2024-07-17,2.0082240904634225e-05,1.611122309866452e-05,1.5049239760906812e-05,93.0,0.0
2024-07-18,9.131505554914629e-05,2.2753031314940438e-05,2.1400938997740408e-05,84.0,0.0
2024-07-19,4.7713511261173204e-05,3.535341642881393e-05,3.604403025330947e-05,46.0,1.0
2024-07-22,2.608823134830822e-05,3.195377322878286e-05,3.0613781794210925e-05,87.0,0.0
2024-07-23,1.870535598013198e-05,2.4503390198894275e-05,2.507881795421414e-05,48.0,1.0
2024-07-24,5.717423563273135e-05,2.1746594782673368e-05,2.226388934231224e-05,50.0,1.0
2024-07-25,0.00015881354338288095,4.4491236014934e-05,4.5578907278060334e-05,47.0,1.0
2024-07-26,4.87219402412256e-05,5.1051747565418826e-05,5.239291756420511e-05,52.0,1.0
2024-07-29,2.951322866922261e-05,3.557775368147788e-05,3.693804977103009e-05,70.0,1.0
2024-07-30,0.00010828142836616825,3.029968386638578e-05,3.1347095363356775e-05,64.0,1.0
2024-07-31,5.353684316044211e-05,4.857986027971854e-05,5.0048004741265986e-05,59.0,1.0
2024-08-01,0.0002805479250932665,4.0981869706338223e-05,3.867148611400628e-05,50.0,0.0
2024-08-02,0.00011300200132687015,6.953149641031054e-05,7.18457375305234e-05,66.0,1.0
2024-08-05,0.00028344876353382693,8.49835148151476e-05,8.741159892730557e-05,50.0,1.0
2024-08-06,0.00024498031518702275,0.00024496566756444967,0.00023695526765320742,71.0,0.0
2024-08-07,0.00019721612790796653,0.00013480470360379145,0.0001295352253924106,74.0,0.0
2024-08-08,9.792443319026188e-05,0.00013559801978391112,0.00013775813108356873,32.0,1.0
2024-08-09,4.8820886529769364e-05,0.00010097296884256646,9.551112346416923e-05,27.0,0.0
2024-08-12,3.896403786173216e-05,5.866709294588916e-05,5.5710572143920315e-05,42.0,0.0
2024-08-13,2.1568677769110808e-05,5.0157253583635895e-05,4.761800635412069e-05,36.0,0.0
2024-08-14,3.873299725732081e-05,3.7007405881312995e-05,3.788043724830545e-05,37.0,1.0
2024-08-15,1.683988252540146e-05,2.9851117104934086e-05,3.115127528668953e-05,65.0,1.0
2024-08-16,1.2548095205885556e-05,2.351874535071495e-05,2.4469206211392233e-05,59.0,1.0
2024-08-19,2.3701588401792488e-05,1.7692940840797542e-05,1.845483391031223e-05,63.0,1.0
2024-08-20,1.9457187646237863e-05,2.062474415311029e-05,1.9641196016973724e-05,43.0,0.0
2024-08-21,8.644281852363072e-05,2.073478553714609e-05,1.9674801982370184e-05,31.0,0.0
2024-08-22,5.7941223641893415e-05,3.0899627774076914e-05,2.932051161088774e-05,29.0,0.0
2024-08-23,4.5298433937244074e-05,3.469857131896177e-05,3.538813853676996e-05,33.0,1.0
2024-08-26,3.0474089788444326e-05,3.126231188356821e-05,3.0174467314965668e-05,84.0,0.0
2024-08-27,1.7018249343031132e-05,2.8132373066894378e-05,2.729832969758304e-05,100.0,0.0
2024-08-28,5.963787337778073e-05,2.3083166147816627e-05,2.2124929758726406e-05,80.0,0.0
2024-08-29,6.251749546777729e-05,3.5115345586507475e-05,3.632220992194327e-05,57.0,1.0
2024-08-30,6.893372926080078e-05,3.0298649695128934e-05,2.8723653695783768e-05,31.0,0.0
2024-09-03,0.00011928960480730743,3.2120347114894185e-05,3.263581049492695e-05,36.0,1.0
2024-09-04,3.9823945865370445e-05,6.504547079155942e-05,6.20396430942353e-05,37.0,0.0
2024-09-05,7.198874083002785e-05,4.850353309556023e-05,4.6316611778614735e-05,40.0,0.0
2024-09-06,0.00012915598909395913,5.0927751241180654e-05,4.852689932685369e-05,40.0,0.0
2024-09-09,3.8540643067182316e-05,7.797383361419134e-05,7.426420895018493e-05,31.0,0.0
2024-09-10,5.5548744777516505e-05,4.670608463442699e-05,4.448549439526631e-05,37.0,0.0
2024-09-11,0.0003538612896098414,4.512690452422489e-05,4.3021368301426277e-05,40.0,0.0
2024-09-12,5.100237999327424e-05,7.032326905987045e-05,6.691039029969309e-05,41.0,0.0
2024-09-13,1.3848212381532891e-05,4.312382686399862e-05,4.4218362706786835e-05,53.0,1.0
2024-09-16,1.486200324381846e-05,2.7416663036652017e-05,2.8106404842255336e-05,48.0,1.0
2024-09-17,4.775274285776103e-05,2.7041102381343513e-05,2.5905193199211736e-05,38.0,0.0
2024-09-18,9.016678370450805e-05,3.537016385211159e-05,3.6183683051695163e-05,45.0,1.0
2024-09-19,3.539658973125816e-05,4.032764558950739e-05,4.137591372122893e-05,47.0,1.0
2024-09-20,2.643324575389793e-05,3.094415701158884e-05,3.182181138776714e-05,52.0,1.0
2024-09-23,7.5447295870965506e-06,2.6532649967958605e-05,2.5406034932014614e-05,34.0,0.0
2024-09-24,2.099988929971876e-05,1.937534954506415e-05,1.8523977717585457e-05,31.0,0.0
2024-09-25,1.2211871568074455e-05,2.2253498349874336e-05,2.1249658499739938e-05,31.0,0.0
2024-09-26,3.0234836422244138e-05,1.7949483783388194e-05,1.8312217633281653e-05,30.0,1.0
2024-09-27,1.7696375697659125e-05,2.181064062944676e-05,2.2393887495208197e-05,44.0,1.0
2024-09-30,4.765141031996995e-05,2.1391047002601314e-05,2.041096845209801e-05,23.0,0.0
2024-10-01,7.289695737506798e-05,2.893299258244428e-05,2.9496855188942885e-05,31.0,1.0
2024-10-02,3.1689957103764286e-05,4.22042266793364e-05,4.031963672212642e-05,27.0,0.0
2024-10-03,2.8571601263322945e-05,3.397896889816444e-05,3.248476196294741e-05,32.0,0.0
2024-10-04,4.200302429047991e-05,3.739149994932499e-05,3.843257262422869e-05,41.0,1.0
2024-10-07,2.9240796365279606e-05,4.085050618374502e-05,3.9053794631230256e-05,37.0,0.0
2024-10-08,1.8701339072226103e-05,4.612220321694286e-05,4.745650201457334e-05,40.0,1.0
2024-10-09,2.1750002384205538e-05,3.658922932445491e-05,3.5074306127409436e-05,32.0,0.0
2024-10-10,1.4237037373981947e-05,3.517185256018964e-05,3.3704430958239385e-05,35.0,0.0
2024-10-11,1.4809648481374293e-05,3.0077009519787997e-05,2.8614241050196524e-05,16.0,0.0
2024-10-14,1.939090834564118e-05,2.8902265481626875e-05,2.7571764534634437e-05,30.0,0.0
2024-10-15,3.3399509173940285e-05,2.900689825416179e-05,3.0006430699932947e-05,52.0,1.0
2024-10-16,1.4926133707361108e-05,3.5561402358887894e-05,3.374891936977005e-05,24.0,0.0
2024-10-17,8.630852840044605e-06,2.6646757698136796e-05,2.531522029127424e-05,29.0,0.0
2024-10-18,1.1270633226180084e-05,2.168678944869777e-05,2.0550913402578492e-05,28.0,0.0
2024-10-21,2.654164350850872e-05,2.158600865223771e-05,2.2331863536854572e-05,49.0,1.0
2024-10-22,1.9145739683496617e-05,2.665050899072534e-05,2.7679663007739107e-05,64.0,1.0
2024-10-23,6.722714527367734e-05,2.366389722278576e-05,2.4583081830251232e-05,65.0,1.0
2024-10-24,1.757960435143168e-05,3.826294134054923e-05,3.9671123316485373e-05,60.0,1.0
2024-10-25,5.323787792087468e-05,2.7859561189316424e-05,2.8647408588953143e-05,36.0,1.0
2024-10-28,3.5929201569063958e-06,4.093256499397266e-05,3.8551306773799096e-05,29.0,0.0
2024-10-29,2.5540826343313965e-05,2.0495666017328483e-05,1.9278034572035112e-05,27.0,0.0
2024-10-30,2.2154446322542528e-05,3.02631932971403e-05,3.121245285893096e-05,38.0,1.0
2024-10-31,2.2474954630891693e-05,3.0003483972061304e-05,3.124663596541266e-05,61.0,1.0
2024-11-01,3.690954592746666e-05,4.0829233413678324e-05,4.2555203858769866e-05,60.0,1.0
2024-11-04,3.0455701454851217e-05,3.682124415380929e-05,3.46951165409443e-05,31.0,0.0
2024-11-05,1.7099334855009125e-05,3.895060930010429e-05,4.015364302603615e-05,34.0,1.0
2024-11-06,5.796125147527324e-05,3.314101822607644e-05,3.4382678510656606e-05,55.0,1.0
2024-11-07,1.182761389192696e-05,3.6741225198170414e-05,3.763212396386803e-05,43.0,1.0
2024-11-08,1.2421299777336516e-05,2.049093317161657e-05,1.9234776962590446e-05,33.0,0.0
2024-11-11,1.2836959415599543e-05,1.8686364813768015e-05,1.9115213315229283e-05,35.0,1.0
2024-11-12,3.0553350166921376e-05,1.7619938731330067e-05,1.7982739639683456e-05,31.0,1.0
2024-11-13,2.5535120036234925e-05,2.1632482257187142e-05,2.011968601032774e-05,26.0,0.0
2024-11-14,2.0396588059298074e-05,1.8429345829606982e-05,1.883157606127206e-05,36.0,1.0
2024-11-15,4.0697861518149e-05,1.9378007640874414e-05,1.9808712929370352e-05,36.0,1.0
2024-11-18,2.0782259630925854e-05,2.9155374030619266e-05,3.0197986834898322e-05,67.0,1.0
2024-11-19,3.620549328184922e-05,2.3190667575880382e-05,2.3786872894324153e-05,38.0,1.0
2024-11-20,5.4914025705779305e-05,2.7889129386861017e-05,2.860146652279918e-05,36.0,1.0
2024-11-21,8.405519286708464e-05,3.2913943572415976e-05,3.3911818996081275e-05,51.0,1.0
2024-11-22,8.986157187626767e-06,3.924269461879366e-05,3.622262117002801e-05,19.0,0.0
2024-11-25,4.0517473736957965e-05,1.9550513708602865e-05,2.0074440838044262e-05,27.0,1.0
2024-11-26,1.1099488810284978e-05,2.6309870225564977e-05,2.6989459840523232e-05,32.0,1.0
2024-11-27,1.4901762024966972e-05,1.831204359748735e-05,1.8837978827148762e-05,42.0,1.0
2024-11-29,1.2861372572502868e-05,1.7915182029839576e-05,1.838597001531626e-05,33.0,1.0
2024-12-02,4.237960825867415e-06,1.529999426396471e-05,1.5771314811916944e-05,48.0,1.0
2024-12-03,4.264250463477499e-06,1.1115830434665448e-05,1.1428139695126135e-05,36.0,1.0
2024-12-04,7.58651417281648e-06,9.787812245691077e-06,1.0036599905394863e-05,32.0,1.0
2024-12-05,5.393006288216822e-06,1.1469173848506047e-05,1.178340962831573e-05,41.0,1.0
2024-12-06,5.540085758493447e-06,9.892855519357193e-06,1.0181998324551326e-05,44.0,1.0
2024-12-09,9.931126001609986e-06,8.828708595327728e-06,9.112434525216801e-06,53.0,1.0
2024-12-10,1.1470081876988313e-05,1.2293124472722713e-05,1.2738512060485674e-05,61.0,1.0
2024-12-11,8.688597204631116e-06,1.3122983880155384e-05,1.3542704596767384e-05,55.0,1.0
2024-12-12,5.578348816702886e-06,1.2138623554899873e-05,1.2384544041571908e-05,34.0,1.0
2024-12-13,2.0439556295404366e-05,1.1212742828696053e-05,1.1521275365178473e-05,47.0,1.0
2024-12-16,8.322525238959069e-06,1.5130592706897365e-05,1.5428708392809092e-05,39.0,1.0
2024-12-17,7.113223256469263e-06,1.3832809404533839e-05,1.4084539359820748e-05,33.0,1.0
2024-12-18,0.0002507671398793819,1.442194515030659e-05,1.4809856469134199e-05,45.0,1.0
2024-12-19,4.273992391219214e-05,9.102877470483164e-05,9.390536002048969e-05,47.0,1.0
2024-12-20,0.00021933359647444617,4.689102185317287e-05,4.804184395697238e-05,34.0,1.0
2024-12-23,6.754996297257572e-05,5.6449964547103464e-05,5.7557314564398677e-05,41.0,1.0
2024-12-24,1.8520519634786408e-05,4.203204917199996e-05,4.2996541503743e-05,47.0,1.0
2024-12-26,2.323568906408141e-05,2.8012905619933054e-05,2.8700526762453497e-05,54.0,1.0
2024-12-27,6.281892300828511e-05,2.5134166802534083e-05,2.582177877875055e-05,56.0,1.0
2024-12-30,7.756135209924468e-05,3.776879754882739e-05,3.868023159586985e-05,52.0,1.0
2024-12-31,3.965130678709825e-05,4.226573759980491e-05,4.302992282436849e-05,36.0,1.0
