,date,session_type,r,x
106,2017-07-31,0,-0.0006772118480651978,7.508733015800799e-06
107,2017-07-31,1,0.0021268376153295095,2.0578383025086513e-05
108,2017-08-01,0,0.0012546447623713354,8.389315182171283e-06
109,2017-08-01,1,-9.645526894380963e-05,2.034524321165728e-05
110,2017-08-02,0,0.005099351984245719,1.0129356455734757e-05
111,2017-08-02,1,0.0031619822253491797,1.569898034526263e-05
112,2017-08-03,0,-0.003161982225349187,1.629821212962423e-05
113,2017-08-03,1,-0.0013444734571090833,1.7578772616670684e-05
114,2017-08-04,0,-0.000480607497115672,4.609627482741552e-06
115,2017-08-04,1,0.0036468370551653367,7.178501868860117e-06
116,2017-08-07,0,0.003538134219304103,6.574992567006414e-06
117,2017-08-07,1,0.005046428229156731,9.90561185874505e-06
118,2017-08-08,0,0.00275051152680218,2.0881056425213876e-06
119,2017-08-08,1,-0.0030354794698372514,2.563739322484031e-05
120,2017-08-09,0,-0.005716478981571198,2.1137646376210488e-05
121,2017-08-09,1,-0.0012428893994459792,1.7527647130718593e-05
122,2017-08-10,0,0.00229335982025786,7.097734376610024e-06
123,2017-08-10,1,-0.014323724826486533,4.2197818454516714e-05
124,2017-08-11,0,-0.009729596115401137,1.1148349123919828e-05
125,2017-08-11,1,0.007014837806649968,3.626123383356974e-05
126,2017-08-14,0,0.00426274623396624,1.917979056441266e-05
127,2017-08-14,1,-0.010984314572753461,3.591580539397442e-05
128,2017-08-15,0,0.0076919711320655405,8.573202260060814e-06
129,2017-08-15,1,-9.699791462091525e-05,2.5328272756935546e-05
130,2017-08-16,0,-0.00310891147131159,1.3137568618544314e-05
131,2017-08-16,1,-0.0022405152814271943,2.9496103324225522e-05
132,2017-08-17,0,0.00039001560556796937,8.000209475769589e-06
133,2017-08-17,1,0.0038918126568729507,1.8151099842282912e-05
134,2017-08-18,0,-0.006625121660414491,1.2189166971805827e-05
135,2017-08-18,1,0.002830789142040667,2.173667396450204e-05
136,2017-08-21,0,0.0,1.1652201464383453e-05
137,2017-08-21,1,0.0009742791105823625,2.0785076221855215e-05
138,2017-08-22,0,0.004566439802940387,1.505680636630241e-05
139,2017-08-22,1,0.0032904316922798198,8.555280094075246e-06
140,2017-08-23,0,0.004915435659618067,7.4728242847224635e-06
141,2017-08-23,1,-0.0038531981013813625,1.4456862964986691e-05
142,2017-08-24,0,0.001061110406803156,1.0039531215509503e-05
143,2017-08-24,1,0.007396412375555811,1.3325024860395039e-05
144,2017-08-25,0,0.0021032512533510966,1.4392514523389595e-05
145,2017-08-25,1,0.0015268635469429753,1.0519727652883798e-05
146,2017-08-28,0,-0.0020044869022520363,1.5049302381813519e-05
147,2017-08-28,1,0.0022905144581898094,2.0483398697060416e-05
148,2017-08-29,0,-0.003724754795839168,3.172331945619939e-05
149,2017-08-29,1,0.0011475567865436628,1.0971821342373006e-05
150,2017-08-30,0,0.004291647424383223,9.391649786420344e-06
151,2017-08-30,1,0.0021864165751666696,1.5047165561367377e-05
152,2017-08-31,0,0.002749989879655194,5.687349414850299e-06
153,2017-08-31,1,-0.0008526361181603218,1.775006911829033e-05
154,2017-09-01,0,0.001893760626570832,2.5905774784206815e-06
155,2017-09-01,1,0.00047288032280455876,9.834867405876145e-06
156,2017-09-04,0,-0.002461423187254993,1.4674714668808811e-05
157,2017-09-04,1,0.00018955549293804102,1.0909519365506548e-05
158,2017-09-05,0,0.002177309517328097,3.3807952421435757e-06
159,2017-09-05,1,0.0006617195495983383,8.146205891512811e-06
160,2017-09-06,0,-0.00397690136872376,1.2752290221006965e-05
161,2017-09-06,1,-0.0019943973560791668,2.3069551509864265e-05
162,2017-09-07,0,0.0030374964028180356,5.328039730730449e-06
163,2017-09-07,1,-0.005798219751749302,1.768800648492482e-05
164,2017-09-08,0,0.0010480683156505594,6.356070084345677e-06
165,2017-09-08,1,0.0052239279172213915,1.7090854748151158e-05
166,2017-09-11,0,0.006797609256489496,4.86642441605916e-05
167,2017-09-11,1,-0.005945376829547015,2.1957337332558422e-05
168,2017-09-12,0,0.0036846373587590964,3.2656784836521755e-06
169,2017-09-12,1,-0.0013211288134640513,1.1441224276111296e-05
170,2017-09-13,0,0.0004720321069474027,3.2503302305604578e-06
171,2017-09-13,1,-0.007008931894111669,2.6851374565617093e-05
172,2017-09-14,0,-9.505251658697545e-05,5.535786013590427e-06
173,2017-09-14,1,0.0008551475650585271,1.759308084068524e-05
174,2017-09-15,0,-9.498029166088634e-05,3.45275367515857e-06
175,2017-09-15,1,0.003602924159162745,1.588596694700155e-05
176,2017-09-18,0,0.00368428927452174,4.30201232924512e-06
177,2017-09-18,1,0.0029188853641277175,1.5744455525314396e-05
178,2017-09-19,0,0.0010336889516956774,1.958765740750629e-06
179,2017-09-19,1,-0.006312735902315823,1.2808591383466847e-05
180,2017-09-20,0,-0.0007564296881105858,3.0154141391026194e-06
181,2017-09-20,1,-0.005881811853183041,3.1660853765360064e-05
182,2017-09-21,0,-0.0004758505918960729,1.0322384091660175e-05
183,2017-09-21,1,0.006641390635377844,1.6099340601713876e-05
184,2017-09-22,0,-0.001987789948865507,3.4659569593906234e-06
185,2017-09-22,1,-0.011531075497643827,2.946704282844984e-05
186,2017-09-25,0,-0.000671173139918169,4.710941867563826e-06
187,2017-09-25,1,-0.008960029113696267,4.310172910121077e-05
188,2017-09-26,0,-0.003295854088553123,1.3314545897486701e-05
189,2017-09-26,1,-0.0034041758303293423,3.29902086342551e-05
190,2017-09-27,0,0.003501267922254745,6.948821577996655e-06
191,2017-09-27,1,0.001842960897987287,1.8367163880436435e-05
192,2017-09-28,0,0.0029030405524587506,4.891536653349232e-06
193,2017-09-28,1,-0.004843093542371263,4.2909141981375515e-05
194,2017-09-29,0,0.0,5.506834726614908e-06
195,2017-09-29,1,0.002133851440131643,2.1770124439742853e-05
196,2017-09-30,0,0.003771582247540768,3.1341412009101476e-06
197,2017-09-30,1,0.0019286409064056863,4.625981805044164e-06
198,2017-10-02,0,0.0011554016305558895,1.3349529278912082e-06
199,2017-10-02,1,0.005470000683675516,1.0311004054724797e-05
200,2017-10-03,0,0.002007744830471621,5.5339624228735156e-06
201,2017-10-03,1,-0.0007643799340261654,1.635830495318809e-05
202,2017-10-05,0,-0.0001911863116424919,1.819235237811509e-06
203,2017-10-05,1,0.004292875660186859,9.921439614239311e-06
204,2017-10-06,0,0.003041538320426798,2.9502103106600158e-06
205,2017-10-06,1,-0.0012345094393442745,9.620443606173722e-06
206,2017-10-11,0,0.0030360554630314385,1.7596428409175108e-05
207,2017-10-11,1,0.0072679540278715775,2.5394016205721187e-05
208,2017-10-12,0,0.002254580569869998,2.102464376229531e-06
209,2017-10-12,1,0.0037463750851747654,1.2031522596005553e-05
210,2017-10-13,0,-0.0008417115297038848,2.500512484384271e-06
211,2017-10-13,1,0.002149633988202613,6.592184177910304e-06
212,2017-10-16,0,0.0031692793119811867,5.898594170623392e-06
213,2017-10-16,1,0.0011161753553945548,1.4865619219121776e-05
214,2017-10-17,0,0.0017647336581945842,1.8215059563516477e-06
215,2017-10-17,1,-0.004837218734349987,8.93537965772905e-06
216,2017-10-18,0,0.0019563097207609013,4.005535253970866e-06
217,2017-10-18,1,-0.0016766024791816316,1.6683976729797444e-05
218,2017-10-19,0,0.00195576313795259,5.398128278841013e-06
219,2017-10-19,1,0.0012087964650104321,1.3929730124598911e-05
220,2017-10-20,0,-0.0023259069889292566,1.3075919659673142e-05
221,2017-10-20,1,-0.00037264766594823795,1.465025885162869e-05
222,2017-10-23,0,0.002977300301281702,5.371830556597409e-06
223,2017-10-23,1,-0.002604652635333384,1.4810996495454155e-05
224,2017-10-24,0,-0.001025115415245297,3.988925128580769e-06
225,2017-10-24,1,0.001769994406855691,9.984016020133892e-06
226,2017-10-25,0,0.0023241771258074493,2.8165958649914047e-06
227,2017-10-25,1,-0.0027896614706643982,1.2923082569372456e-05
228,2017-10-26,0,-0.002237345950539083,8.128979841654383e-06
229,2017-10-26,1,0.0012125170538371034,8.05286897052617e-06
230,2017-10-27,0,0.001862544773867494,2.6777115110265936e-06
231,2017-10-27,1,-0.0035418062935873495,2.177640406095141e-05
232,2017-10-30,0,0.004936441822503765,5.3361289965974185e-06
233,2017-10-30,1,-0.0013946355289164416,3.2088693317755226e-05
234,2017-10-31,0,0.0005580876342415198,5.28709235767563e-06
235,2017-10-31,1,0.0026930415124490617,1.4185850015604487e-05
236,2017-11-01,0,0.0034254535184002136,7.788812134166772e-06
237,2017-11-01,1,-0.0010171529842695707,1.559524321407838e-05
238,2017-11-02,0,-0.003614629265768622,1.096296623255104e-05
239,2017-11-02,1,0.0010208343886836438,1.3421029445851091e-05
240,2017-11-03,0,0.00231620986489318,5.625087521964706e-06
241,2017-11-03,1,-0.0016671301443904945,1.2296991931058781e-05
242,2017-11-06,0,0.00046337056572562645,2.7009970256524163e-06
243,2017-11-06,1,-0.0020404384745760715,2.1832313360546445e-05
244,2017-11-07,0,0.0016697592005698186,2.023301158088658e-06
245,2017-11-07,1,0.0033311773193504717,8.709684020851229e-06
246,2017-11-08,0,-0.0013866422374366146,3.436917124372915e-06
247,2017-11-08,1,-0.000555195720747804,4.485752608023685e-06
248,2017-11-09,0,0.0007401924838321372,1.3366315513144307e-06
249,2017-11-09,1,-0.008265661176192596,2.8033682142930687e-05
250,2017-11-10,0,-0.0033629176952489136,1.1233829011574492e-05
251,2017-11-10,1,0.0038290964366176363,1.3380970022020918e-05
252,2017-11-13,0,-0.0016792615197200253,3.893009456711997e-06
253,2017-11-13,1,-0.0015885626851378416,1.329902659580412e-05
254,2017-11-14,0,0.00018702075984950274,3.331637190925433e-06
255,2017-11-14,1,-0.0010290472866545356,1.666647031696457e-05
256,2017-11-15,0,-0.0036569969022715995,6.8360357493920605e-06
257,2017-11-15,1,-0.0006578020253169059,1.668948855050025e-05
258,2017-11-16,0,-0.004805662958883116,2.346481345203515e-05
259,2017-11-16,1,0.0028296566701933173,7.258142637549568e-06
260,2017-11-17,0,0.006852235005517854,7.69795911585627e-06
261,2017-11-17,1,0.001589008139179198,1.1872939053373323e-05
262,2017-11-20,0,0.0006535642826355107,3.029331399937207e-06
263,2017-11-20,1,-0.004396433815422832,9.121367221268245e-06
264,2017-11-21,0,0.0026214788910231437,2.9121163943658966e-06
265,2017-11-21,1,0.008658062743114531,1.4399563979402309e-05
266,2017-11-22,0,0.0034238686110701164,3.0963947337177532e-06
267,2017-11-22,1,0.0001847404402076171,2.381022030309402e-05
268,2017-11-23,0,-9.236595397507191e-05,6.185322236896138e-06
269,2017-11-23,1,0.0027672741577817782,9.166181414435506e-06
270,2017-11-24,0,-0.0013826798534133688,7.307748401330537e-06
271,2017-11-24,1,0.0013826798534133998,5.1644359078892135e-06
272,2017-11-27,0,-0.0013826798534133688,7.833059214527158e-06
273,2017-11-27,1,-0.0084294881054829,2.194747437061249e-05
274,2017-11-28,0,-0.001396323242927416,6.15881981319601e-06
275,2017-11-28,1,-0.0025183056726383046,1.4062756741707807e-05
276,2017-11-29,0,0.003635520200910267,5.644471963156518e-06
277,2017-11-29,1,-0.001676290204407071,8.778793140358883e-06
278,2017-11-30,0,-0.0073904634991750874,1.7805053709046203e-05
279,2017-11-30,1,-0.007161734342175653,2.5255455519321246e-05
280,2017-12-01,0,0.0031160027100746767,1.2255665712677965e-05
281,2017-12-01,1,-0.0002828720965540994,5.620428594466053e-05
282,2017-12-04,0,0.0,4.452364581977129e-05
283,2017-12-04,1,0.0042347026064675315,3.827359196902949e-05
284,2017-12-05,0,-0.005083799312984331,1.1737761669089765e-05
285,2017-12-05,1,-0.00207860996987297,3.531868581343333e-05
286,2017-12-06,0,-0.0031260386371731977,1.156246164187298e-05
287,2017-12-06,1,-0.0147187976910891,4.1257308469069124e-05
288,2017-12-07,0,0.00019254837837490656,3.37229052130771e-05
289,2017-12-07,1,-0.002699056969165058,4.808841000183607e-05
290,2017-12-08,0,0.0026990569691649835,1.3624606653758583e-05
291,2017-12-08,1,0.0008660091953311337,4.4344248539100393e-05
292,2017-12-11,0,0.0018257824703802378,9.204747099449615e-06
293,2017-12-11,1,0.006030169026591231,1.6378169550219897e-05
294,2017-12-12,0,0.0016209777089286454,3.93178127383176e-06
295,2017-12-12,1,-0.006116227017436094,2.818743253156023e-05
296,2017-12-13,0,9.585430153527443e-05,3.478907954858121e-06
297,2017-12-13,1,0.0015324205661414176,1.968835384506162e-05
298,2017-12-14,0,0.005630591771319709,1.2693036790487315e-05
299,2017-12-14,1,0.001901502759667982,2.24212866693167e-05
300,2017-12-15,0,-0.001711189694101621,5.971100370415974e-06
301,2017-12-15,1,-0.0023815205349765386,2.8366492845179817e-05
302,2017-12-18,0,0.003997720915304402,1.134192080270807e-05
303,2017-12-18,1,-0.002377670053520248,2.7265296444834487e-05
304,2017-12-19,0,0.0019025880929479874,4.439936640196182e-06
305,2017-12-19,1,-0.006005451536484398,2.0368357808209818e-05
306,2017-12-20,0,-0.0001912411556794555,6.981402473573169e-06
307,2017-12-20,1,0.003817891437208993,1.7443072396892974e-05
308,2017-12-21,0,-0.0004764400490334133,1.0661196149272274e-05
309,2017-12-21,1,0.00047644004903349337,1.962650124195711e-05
310,2017-12-22,0,9.526077644740704e-05,2.7868937664508523e-06
311,2017-12-22,1,0.0035182844260444133,7.815307251392557e-06
312,2017-12-25,0,0.0013280214435193206,3.2625686296930347e-06
313,2017-12-25,1,-0.002182681768084452,1.2401363186566505e-05
314,2017-12-26,0,0.0013291561816290809,1.1898470859018708e-06
315,2017-12-26,1,-0.011834457647002796,2.4964160810768588e-05
316,2017-12-27,0,-0.0017296055046893502,4.835203488339096e-06
317,2017-12-27,1,0.007473446683941451,1.7650136811618473e-05
318,2017-12-28,0,0.0018120266271309151,3.774636804632133e-06
319,2017-12-28,1,0.0063637010121451384,2.6263524700210576e-05
320,2017-12-29,0,0.002930751329617612,3.1085778243316437e-06
321,2017-12-29,1,0.004051067766414329,1.5989197836245743e-05
322,2018-01-02,0,-0.0006583588293287618,6.142776321824194e-06
323,2018-01-02,1,0.007498394867293395,1.4994275626731248e-05
324,2018-01-03,0,0.0036351813345069078,6.679734928204823e-06
325,2018-01-03,1,0.0038074058159581954,1.0324048553984932e-05
326,2018-01-04,0,0.003885296284397042,3.6353768205537158e-06
327,2018-01-04,1,0.0005538120872580507,2.4466205611805393e-05
328,2018-01-05,0,9.227220306420712e-05,8.198733207799108e-06
329,2018-01-05,1,0.0017515561057926555,1.727988449675747e-05
330,2018-01-08,0,0.0026675267622931673,2.701572198071852e-06
331,2018-01-08,1,0.0,1.686902940118837e-05
332,2018-01-09,0,0.0002755453519157133,4.614532924828588e-06
333,2018-01-09,1,-0.0007349563950489305,1.5691293869840445e-05
334,2018-01-10,0,0.0003675457176356872,4.6873751285636934e-06
335,2018-01-10,1,-0.007006574252444877,1.6384143213204426e-05
336,2018-01-11,0,-9.251977616809164e-05,1.0252341813875577e-05
337,2018-01-11,1,-0.000647878221560643,1.973637372949541e-05
338,2018-01-12,0,0.0021271684321498593,4.554173795095515e-06
339,2018-01-12,1,0.0047926359017374355,1.3060968972355937e-05
340,2018-01-15,0,0.00495277541822287,5.627260448548584e-06
341,2018-01-15,1,0.0022846708589827486,1.4099962544458118e-05
342,2018-01-16,0,-0.0014615879097761152,2.4717507397727883e-06
343,2018-01-16,1,0.004014237668555133,9.103683642754471e-06
344,2018-01-17,0,-0.002552649758778978,8.20060738644509e-06
345,2018-01-17,1,0.005915830677338645,1.687015781078143e-05
346,2018-01-18,0,0.003894403328005483,1.0836070093447266e-05
347,2018-01-18,1,-0.000813853641702612,2.780224640012213e-05
348,2018-01-19,0,0.003792329601459163,1.222452889374578e-05
349,2018-01-19,1,0.003867780850522262,1.2357927483704693e-05
350,2018-01-22,0,-0.0002693602709889319,2.319230296189924e-05
351,2018-01-22,1,0.007693033736716324,2.7843541400161326e-05
352,2018-01-23,0,0.0016916711508797608,8.157008661250728e-06
353,2018-01-23,1,-0.0014243748513419988,2.739855795110033e-05
354,2018-01-24,0,-0.0023189450277614995,9.092937994037652e-06
355,2018-01-24,1,-0.006539776947454963,2.8634739906820248e-05
356,2018-01-25,0,-0.0008092434016235444,1.3785654744374172e-05
357,2018-01-25,1,0.0033227097158839286,7.329760770016805e-05
358,2018-01-26,0,0.0014334351137474635,1.0965617867660502e-05
359,2018-01-26,1,-0.0021509239337647065,3.45821179197132e-05
360,2018-01-29,0,0.006171478824826994,1.4621661751973686e-05
361,2018-01-29,1,-0.0016955963189645325,2.6523065895567902e-05
362,2018-01-30,0,-0.0028622559791313304,8.054937333984194e-06
363,2018-01-30,1,-0.008997721311618658,2.5672503782860847e-05
364,2018-01-31,0,-0.0012661663986952777,2.0124840595116235e-05
365,2018-01-31,1,0.004334483939947706,4.200727620885013e-05
366,2018-02-01,0,0.002609675271854016,1.2101323895607891e-05
367,2018-02-01,1,0.002961369777601473,2.5131642013682967e-05
368,2018-02-02,0,-0.004400348351293194,1.3928005728603362e-05
369,2018-02-02,1,0.00044990327838569734,5.677033585681391e-05
370,2018-02-05,0,-0.020724246531092363,7.623597017417628e-05
371,2018-02-05,1,0.0036670374792693397,4.20555368003632e-05
372,2018-02-06,0,-0.026425903769526964,0.0001630718363161682
373,2018-02-06,1,-0.02319275138081151,0.0003479726558504144
374,2018-02-07,0,0.01914435343992578,0.00023514916474327076
375,2018-02-07,1,-0.007861005580130033,6.688720962963007e-05
376,2018-02-08,0,0.0008553913936958599,7.258887966647726e-05
377,2018-02-08,1,-0.0007603117644347397,4.841137329629892e-05
378,2018-02-09,0,-0.030406280473984363,0.00011797935675146346
379,2018-02-09,1,0.014594538090807855,0.00016653079950118983
380,2018-02-12,0,0.006450703541244754,0.0002731311034644557
381,2018-02-12,1,-0.0009601536983433704,1.7058690875656443e-05
382,2018-02-21,0,0.020913309726979117,0.00033839651624959584
383,2018-02-21,1,0.007030729687789456,3.024656633160732e-05
384,2018-02-22,0,-0.005526687291080525,3.186186031457415e-05
385,2018-02-22,1,-0.0018804067218141359,2.3385266252726413e-05
386,2018-02-23,0,0.005069005503297231,4.2597249179171355e-05
387,2018-02-23,1,0.009412492024931997,1.6411014699452694e-05
388,2018-02-26,0,0.007945348523733617,1.812109809965861e-05
389,2018-02-26,1,-0.004149574860171047,2.2804206029185317e-05
390,2018-02-27,0,0.0062638377243255045,1.1753833118942856e-05
391,2018-02-27,1,-0.009132483563272474,2.8783592327960788e-05
392,2018-03-01,0,-0.017481164954817427,0.00018765206803320888
393,2018-03-01,1,0.01227814290396526,3.5092937285766296e-05
394,2018-03-02,0,-0.011335546925041119,0.00012963945139989164
395,2018-03-02,1,0.00629257770185509,5.294161631278888e-05
396,2018-03-05,0,0.0013098804268105344,6.363988340125752e-05
397,2018-03-05,1,-0.005625893882168437,6.990678186814662e-05
398,2018-03-06,0,0.008893107990406577,3.4341912003296114e-05
399,2018-03-06,1,0.005298148750684938,3.4899166258571735e-05
400,2018-03-07,0,-0.0069770970044206754,9.057557824442125e-05
401,2018-03-07,1,0.0,3.90018677680645e-05
402,2018-03-08,0,0.00614241112243354,2.1884161222284833e-05
403,2018-03-08,1,0.004720701134937394,2.26397568073724e-05
404,2018-03-09,0,0.007085375857627427,3.5565236858272446e-05
405,2018-03-09,1,-0.0037664827954768934,2.5396381149456505e-05
406,2018-03-12,0,0.009161768161458453,1.680931818342444e-05
407,2018-03-12,1,0.005366332401451224,2.4076685402080572e-05
408,2018-03-13,0,0.00036277889024748783,1.4796965000590767e-05
409,2018-03-13,1,0.006507615156738215,1.3466267664107114e-05
410,2018-03-14,0,-0.004695692211297409,2.401591080369269e-05
411,2018-03-14,1,-0.0015399251197463553,1.8782723993340642e-05
412,2018-03-15,0,-0.0033598215487760357,3.3559958446303634e-05
413,2018-03-15,1,0.004265947018531418,1.7595352330184806e-05
414,2018-03-16,0,-0.00027175143969036835,2.100199075989393e-05
415,2018-03-16,1,-0.0018135659667847704,6.389111595013184e-05
416,2018-03-19,0,-0.003910340089289718,1.2391853609630046e-05
417,2018-03-19,1,0.004817534200315296,2.1932659271939374e-05
418,2018-03-20,0,-0.00499978315288819,2.7440160279892658e-05
419,2018-03-20,1,0.0035478772716988844,9.715850908477743e-06
420,2018-03-21,0,0.0016332459850501933,1.3394609013583327e-05
421,2018-03-21,1,0.001268460802496945,2.081764432073628e-05
422,2018-03-22,0,-0.0007246377128683454,4.344913813436338e-05
423,2018-03-22,1,-0.004267883890252591,4.634412255815003e-05
424,2018-03-23,0,-0.02385121582217991,9.530312322793922e-05
425,2018-03-23,1,0.00037271711203007787,5.606455898340306e-05
426,2018-03-26,0,-0.0038269519801175976,0.0001002612610693701
427,2018-03-26,1,0.013653674236980646,4.198819065013279e-05
428,2018-03-27,0,0.00991379516693247,6.281521894665918e-05
429,2018-03-27,1,0.003737981286354412,1.7516772213683537e-05
430,2018-03-28,0,-0.0100604470258414,3.4862971618256906e-05
431,2018-03-28,1,-0.005438052020610128,3.1466988612695024e-05
