Date,Close,High,Low,Open,Volume
2018-01-02,99.4598388671875,100.26826553313532,99.12696014442936,100.25241071004592,16238200
2018-01-03,99.93539428710938,100.0225776853692,99.45985232641112,99.86406571408448,8605100
2018-01-04,99.91951751708984,99.99085211697503,99.36471972617126,99.58663884253868,9217900
2018-01-05,99.6342544555664,100.00676437171472,99.35685538402392,99.76106891504084,10915400
2018-01-08,99.57078552246094,99.8878154278394,99.2062032476706,99.85611183261727,8850600
2018-01-09,98.23928833007812,98.93675549863798,98.12832874359704,98.92090067380128,16226400
2018-01-10,98.120361328125,98.22339345383264,97.21683023548536,97.3357111317476,14302600
2018-01-11,98.52457427978516,98.74649336168429,97.73200267480748,97.8905206239079,12511000
2018-01-12,98.69102478027344,98.90502252411056,98.20756160951872,98.35814611968476,9987100
2018-01-16,99.10318756103516,99.29340311712322,98.72275040201552,99.20621972749046,9125900
2018-01-17,98.9684600830078,99.5787378147063,98.7544622734977,99.13489946438013,8327000
2018-01-18,98.04906463623048,98.4929029453812,97.91432887050163,98.22343141392352,10843900
2018-01-19,97.53385925292967,97.93014505330316,97.47045812046942,97.8033367415412,11374300
2018-01-22,97.62898254394533,98.04904457872446,97.47839198549912,97.84297424298371,8984700
2018-01-23,98.04906463623048,98.43742315673737,97.6765548924032,98.12832061331548,12325700
2018-01-24,97.5180206298828,97.58934917888904,97.12173478826926,97.3674300750802,9038900
2018-01-25,98.3185577392578,98.3978137288575,97.3278427521506,97.61316915218502,12173300
2018-01-26,97.95396423339844,98.20759306194256,97.56560567166744,98.18381082413346,6462900
2018-01-29,97.27230834960938,97.46252382723748,96.93150234348684,97.46252382723748,12223000
2018-01-30,96.70169067382812,96.9870170163827,96.45598929466864,96.91568240732246,12064400
2018-01-31,97.27230834960938,97.43082023982596,96.64617610362416,97.3832678821292,18045100
2018-02-01,95.8625717163086,97.31599910823871,95.80697643101556,97.2762916527046,18632800
2018-02-02,94.97306060791016,95.5131317670334,94.70302199863228,95.42576686927578,23944400
2018-02-05,95.87052154541016,96.75210830903576,94.2264825109739,94.64741913407887,28606200
2018-02-06,95.27486419677734,95.99760907830228,95.08425262581476,95.64020556588582,10935400
2018-02-07,94.3694839477539,95.56876119671928,94.16298447389092,95.40991311704212,16271100
2018-02-08,94.2661590576172,94.65532592604652,93.59900979516584,93.72608815351072,15155100
2018-02-09,93.67054748535156,94.58389796575383,93.55141296981942,93.80556377521916,15661600
2018-02-12,94.0835189819336,94.75066848228616,93.86908175004672,94.16293995450536,10944600
2018-02-13,94.50448608398438,94.52037391928437,94.02795403535868,94.20268386705598,8157600
2018-02-14,93.4561004638672,94.14707577918652,93.29725848903726,94.08353656548135,12043300
2018-02-15,93.77381134033205,94.35359619040264,93.7102721124876,93.8691201820987,8222400
2018-02-16,94.28205871582033,94.67916957186848,93.9881945009496,94.54415333507548,8454100
2018-02-20,93.86907196044922,94.12322268183252,93.54343812960408,93.94054901047993,8268800
2018-02-21,92.71749877929688,93.9485456243291,92.53483106490964,93.90883209019208,12054300
2018-02-22,92.99544525146484,93.44815758018808,92.923968184466,93.11457975589556,9317900
2018-02-23,93.8214340209961,93.9643942101814,93.49580618194938,93.62287853931832,9072900
