asset,date,actual_r2,return,open_to_next_open_return,garch,garch_x_vix,gjr,gjr_x_vix,har_r2,har_r2_x_vix
n225,2021-12-10,0.00010132506956182846,-0.010066035444097565,0.005702365441884849,0.00014779255534253243,0.00018646436123982439,0.00013190802162399562,0.0001466750870290022,0.0005363952991698845,0.0006901157331681213
n225,2021-12-13,5.045664897961055e-05,0.007103284379750718,-0.005239471506372051,0.00014254793563073655,0.000163383836761213,0.00014259035693905706,0.00015571489783045155,0.0005626939659137883,0.0005896170243486976
n225,2021-12-14,5.305164587995078e-05,-0.0072836560791920135,-0.00687759198166249,0.00013142193239164203,0.0001599438504351265,0.00012597224761548177,0.0001373830179827925,0.000560712516339003,0.0006554271799073957
n225,2021-12-15,9.062582300338583e-07,0.0009519759608487277,0.01798046315113222,0.000122577251696903,0.00017307938534445334,0.00012549370929040423,0.00013807274304523102,0.0005020364832501052,0.0006673748279293423
n225,2021-12-16,0.0004448027522646073,0.021090347371833573,-0.00047697641605337626,0.0001083066857465143,0.0001469820140921982,0.00011173764733396005,0.0001225842991488315,0.0003859022499756553,0.0004836214084143065
n225,2021-12-17,0.00032668849377475177,-0.018074526100972932,-0.01833810480957354,0.00015579941550619033,0.00022015471212147766,0.00010028440530535337,0.00011124305040520984,0.0006112195895624961,0.0006949426907142897
n225,2021-12-20,0.0004633089276344498,-0.021524612136678556,-0.0005599671673480744,0.0001792593811152012,0.0002365362249645729,0.00017300389339066903,0.00018919778323173912,0.0006822117964875331,0.0007913069133518985
n225,2021-12-21,0.00042189555637928746,0.02054009630890974,0.010754688928880984,0.00021688521068240454,0.0002767841431834939,0.00026794888587457823,0.00028831939579369316,0.0007985127552016541,0.0009400912198011264
n225,2021-12-22,2.4444192426930826e-06,0.0015634638603732043,0.0031085842781484185,0.00024243737548342866,0.00026765820218822834,0.0002303452561694321,0.00024337189836864655,0.0008873772328655802,0.0009011404532806648
n225,2021-12-23,6.780221800963003e-05,0.008234210223793781,0.004635089376039181,0.00020752906294256172,0.0001765150709556529,0.00019903662485250316,0.0002058322094018324,0.0007780188551285839,0.0007218655710777656
n225,2021-12-24,3.0038450079248356e-07,-0.0005480734447065316,-0.001724254943999859,0.00018741959257399953,0.00014870777123658437,0.00017296918395316797,0.00017551559995127342,0.0008059287176856372,0.0006954075555442801
n225,2021-12-27,1.3646191502151084e-05,-0.0036940751890224277,0.005801025484033495,0.0001617923058515824,0.0001276060255502047,0.0001513411696290352,0.00015148942993978097,0.0006394508155703016,0.0006090339364393483
n225,2021-12-28,0.0001849930199997851,0.01360121391640412,0.0014647769510458541,0.000142403807604719,0.00011997660273714938,0.00013669405172810946,0.0001357153162776049,0.000610182970486744,0.000569104045741036
n225,2021-12-29,3.133945092717173e-05,-0.00559816496069665,-0.006948962178833673,0.00014926999636169267,0.00014395444757031773,0.00012106300753868191,0.00011947950219139227,0.0005317087810117352,0.0005115601189548697
n225,2021-12-30,1.593708400189951e-05,-0.003992127753704722,0.010563568248342925,0.0001344219824873965,0.00012351826661001996,0.0001159394807729409,0.00011444775370166485,0.0005014367214873826,0.00047638725620039124
n225,2022-01-04,0.000308390240637344,0.01756104326733876,0.006542990629991641,0.00011632664438107825,0.00010505437853516297,0.00010712478138383382,0.00010425036048705332,0.00044648977326427943,0.00041660356737477453
n225,2022-01-05,1.0732048846654472e-06,0.0010359560244843635,-0.005191430758316962,0.00014492085561140165,0.00014730844273761083,9.696629627189392e-05,9.474609090571482e-05,0.0006210185186430769,0.0005214204812238007
n225,2022-01-06,0.0008530008253760443,-0.0292061778631858,-0.014593964773868096,0.00012611751609541833,0.00013522808343943655,8.860694162055074e-05,9.039022056587777e-05,0.0004917201291283058,0.000560427623339803
n225,2022-01-07,1.0680464735956488e-07,-0.00032680980303467777,-0.011515544951692491,0.00022699829448119538,0.00025886310682105533,0.0002922893676569265,0.000301887683431753,0.0008361698848124703,0.0007624630315674674
n225,2022-01-11,8.158971558805137e-05,-0.009032702562802086,0.002418137032490719,0.00019216908903354262,0.0001714950441806384,0.0002493634550661711,0.0002496331409900774,0.0005833068977624901,0.0005987167800951647
n225,2022-01-12,0.00036341626691021597,0.019063479926556326,0.00733549592586491,0.00017518349135564352,0.00014625360460043723,0.0002341538554668433,0.00022883716679581215,0.0007399866379418748,0.0006490062800587038
n225,2022-01-13,9.330939561069573e-05,-0.009659678856499099,-0.01434947664790498,0.00019987533278527803,0.0001746380385678575,0.0002014977366973497,0.00019143454212467402,0.0008086173619249991,0.000642904907074023
n225,2022-01-14,0.00016613678656289733,-0.012889405981770352,0.003035030211667289,0.00018299378960446794,0.00016310261846978776,0.0001976584274762498,0.00018906553992172097,0.0007844437018945707,0.0007699477081776331
