Date,GLD,SPY,IRX,TNX
2005-12-01,50.16999816894531,86.75826263427734,3.877000093460083,4.520999908447266
2005-12-02,50.31999969482422,86.86785125732422,3.8919999599456787,4.519000053405762
2005-12-05,50.779998779296875,86.68293762207031,3.9100000858306885,4.566999912261963
2005-12-06,50.88999938964844,86.84729766845703,3.931999921798706,4.49399995803833
2005-12-07,51.31999969482422,86.34054565429688,3.930000066757202,4.517000198364258
2005-12-08,51.900001525878906,86.2857666015625,3.8450000286102295,4.464000225067139
2005-12-09,52.400001525878906,86.5117416381836,3.8420000076293945,4.5370001792907715
2005-12-12,52.560001373291016,86.59391784667969,3.825000047683716,4.546999931335449
2005-12-13,51.650001525878906,87.18285369873047,3.8269999027252197,4.534999847412109
2005-12-14,50.349998474121094,87.5252685546875,3.802000045776367,4.449999809265137
2005-12-15,50.2400016784668,87.27186584472656,3.8399999141693115,4.4679999351501465
2005-12-16,50.09000015258789,86.99097442626953,3.8320000171661377,4.447999954223633
2005-12-19,50.220001220703125,86.54349517822266,3.859999895095825,4.441999912261963
2005-12-20,49.040000915527344,86.62611389160156,3.88700008392334,4.466000080108643
2005-12-21,49.369998931884766,86.76380920410156,3.8919999599456787,4.486000061035156
2005-12-22,50.13999938964844,87.21817016601562,3.9019999504089355,4.433000087738037
2005-12-23,50.119998931884766,87.266357421875,3.8949999809265137,4.380000114440918
2005-12-27,50.63999938964844,86.37825775146484,3.877000093460083,4.341000080108643
2005-12-28,51.470001220703125,86.57103729248047,3.861999988555908,4.377999782562256
2005-12-29,51.470001220703125,86.1855239868164,3.9119999408721924,4.375999927520752
2005-12-30,51.58000183105469,85.71737670898438,3.984999895095825,4.394999980926514
2006-01-03,53.119998931884766,87.22505950927734,4.019999980926514,4.369999885559082
2006-01-04,53.29999923706055,87.63813781738281,4.081999778747559,4.355999946594238
2006-01-05,52.34000015258789,87.69319152832031,4.090000152587891,4.355999946594238
2006-01-06,53.720001220703125,88.42295837402344,4.10699987411499,4.379000186920166
2006-01-09,54.599998474121094,88.65010833740234,4.117000102996826,4.379000186920166
2006-01-10,54.060001373291016,88.7396240234375,4.177000045776367,4.427999973297119
2006-01-11,54.529998779296875,89.02190399169922,4.191999912261963,4.458000183105469
2006-01-12,54.43000030517578,88.67076110839844,4.204999923706055,4.409999847412109
2006-01-13,55.439998626708984,88.58815002441406,4.21999979019165,4.349999904632568
2006-01-17,55.2599983215332,88.34719848632812,4.23199987411499,4.331999778747559
2006-01-18,54.06999969482422,87.99613952636719,4.247000217437744,4.340000152587891
2006-01-19,55.59000015258789,88.33345794677734,4.242000102996826,4.379000186920166
2006-01-20,55.20000076293945,86.7225112915039,4.251999855041504,4.361000061035156
2006-01-23,55.77000045776367,87.03231048583984,4.247000217437744,4.35699987411499
2006-01-24,55.72999954223633,87.12178802490234,4.295000076293945,4.389999866485596
2006-01-25,56.13999938964844,87.19752502441406,4.307000160217285,4.479000091552734
2006-01-26,55.880001068115234,87.67940521240234,4.331999778747559,4.5229997634887695
2006-01-27,55.630001068115234,88.4917984008789,4.336999893188477,4.502999782562256
2006-01-30,56.68000030517578,88.42295837402344,4.3420000076293945,4.534999847412109
2006-01-31,56.70000076293945,87.7757797241211,4.369999885559082,4.5269999504089355
2006-02-01,56.70000076293945,88.3885269165039,4.361999988555908,4.560999870300293
2006-02-02,56.97999954223633,87.36275482177734,4.361999988555908,4.560999870300293
2006-02-03,56.5,86.92902374267578,4.361999988555908,4.5329999923706055
2006-02-06,56.720001220703125,87.15618896484375,4.3470001220703125,4.545000076293945
2006-02-07,54.599998474121094,86.3851547241211,4.381999969482422,4.566999912261963
2006-02-08,54.83000183105469,87.16996002197266,4.392000198364258,4.59499979019165
2006-02-09,56.18000030517578,87.02542877197266,4.396999835968018,4.540999889373779
2006-02-10,54.790000915527344,87.1837158203125,4.425000190734863,4.580999851226807
2006-02-13,53.720001220703125,87.02542877197266,4.421999931335449,4.583000183105469
2006-02-14,54.4900016784668,87.94791412353516,4.447000026702881,4.613999843597412
2006-02-15,53.7599983215332,88.25772857666016,4.432000160217285,4.605999946594238
2006-02-16,54.52000045776367,88.91861724853516,4.429999828338623,4.5960001945495605
2006-02-17,54.959999084472656,88.67765045166016,4.427000045776367,4.540999889373779
2006-02-21,55.119998931884766,88.4573745727539,4.445000171661377,4.563000202178955
2006-02-22,55.34000015258789,88.99433898925781,4.452000141143799,4.531000137329102
2006-02-23,54.63999938964844,88.8635482788086,4.4770002365112305,4.566999912261963
2006-02-24,55.63999938964844,89.09070587158203,4.48199987411499,4.566999912261963
