Date,ACGL,AXS,EG,KIE,RNR,SPY,^VIX
2009-09-01,6.8063201904296875,18.95487403869629,59.12837600708008,8.168664932250977,44.76847839355469,74.02648162841797,29.149999618530273
2009-09-02,6.78307580947876,18.69329071044922,58.46012878417969,8.126713752746582,44.41617965698242,73.74571228027344,28.899999618530273
2009-09-03,6.916201591491699,19.22282600402832,59.35346984863281,8.311806678771973,45.095619201660156,74.35894012451172,27.100000381469727
2009-09-04,6.883449077606201,19.07608985900879,59.655914306640625,8.32907772064209,45.24660873413086,75.40061950683594,25.260000228881836
2009-09-08,6.774623394012451,18.827272415161133,59.64889144897461,8.403117179870605,45.29694366455078,76.05076599121094,25.6200008392334
2009-09-09,6.835904121398926,18.967636108398438,59.14947509765625,8.568465232849121,46.66424560546875,76.63440704345703,24.31999969482422
2009-09-10,6.795754909515381,19.025047302246094,59.29719543457031,8.681987762451172,46.722957611083984,77.41754150390625,23.549999237060547
2009-09-11,6.81899881362915,18.91020965576172,59.613704681396484,8.731341361999512,47.059959411621094,77.40274810791016,24.149999618530273
2009-09-14,6.757719039916992,19.190929412841797,59.89506912231445,8.84239673614502,46.941993713378906,77.7795181274414,23.860000610351562
2009-09-15,6.810546398162842,18.980388641357422,60.24679946899414,8.862140655517578,46.714534759521484,78.10457611083984,23.420000076293945
2009-09-16,6.945785045623779,18.884687423706055,60.331172943115234,9.195305824279785,46.05741882324219,79.28666687011719,23.690000534057617
2009-09-17,6.993330001831055,18.763471603393555,60.18345642089844,9.05957317352295,45.05489730834961,79.16848754882812,23.649999618530273
2009-09-18,7.0715155601501465,18.80812644958496,60.556270599365234,9.017226219177246,44.55782699584961,79.21891784667969,23.920000076293945
2009-09-21,7.086306571960449,18.712430953979492,60.9150390625,8.920639038085938,45.15598678588867,79.01849365234375,24.059999465942383
2009-09-22,7.016574859619141,18.425331115722656,60.27491760253906,8.989980697631836,44.50729751586914,79.47872161865234,23.079999923706055
2009-09-23,6.978538990020752,18.31049919128418,59.655914306640625,8.806715965270996,44.52414321899414,78.81809997558594,23.489999771118164
2009-09-24,7.025027275085449,18.565692901611328,59.6981315612793,8.660594940185547,44.70105743408203,77.94956970214844,24.950000762939453
2009-09-25,7.081024646759033,19.031429290771484,60.18345642089844,8.628399848937988,44.90325164794922,77.53388214111328,25.610000610351562
2009-09-28,7.26909065246582,19.75723648071289,62.15303039550781,9.071704864501953,46.596595764160156,78.92201232910156,24.8799991607666
2009-09-29,7.190905570983887,19.532428741455078,62.596168518066406,8.985026359558105,46.55447006225586,78.6844711303711,25.190000534057617
2009-09-30,7.135964870452881,19.38470458984375,61.68873977661133,8.947877883911133,46.13323974609375,78.38013458251953,25.610000610351562
2009-10-01,7.107437610626221,19.069965362548828,61.49184036254883,8.60859203338623,46.38597106933594,76.43526458740234,28.270000457763672
2009-10-02,7.084193706512451,19.26265525817871,61.49184036254883,8.6209716796875,46.259605407714844,76.07897186279297,28.68000030517578
2009-10-05,7.123286247253418,19.558116912841797,61.78725051879883,8.789376258850098,46.60501480102539,77.2146987915039,26.84000015258789
2009-10-06,7.2976179122924805,19.92423439025879,63.39803695678711,8.987505912780762,47.49803161621094,78.32073974609375,25.700000762939453
2009-10-07,7.4117255210876465,19.99488067626953,64.39691162109375,9.017226219177246,47.79289245605469,78.53599548339844,24.68000030517578
2009-10-08,7.405386447906494,20.071962356567383,64.34764099121094,9.056848526000977,47.66651916503906,79.1373062133789,24.18000030517578
2009-10-09,7.29022216796875,20.10407829284668,64.3687515258789,9.084092140197754,47.750789642333984,79.61978912353516,23.1200008392334
2009-10-12,7.363123893737793,19.975618362426758,64.75563049316406,9.079134941101074,47.85186767578125,79.93154907226562,23.010000228881836
2009-10-13,7.274374008178711,20.03984260559082,64.50941467285156,8.908256530761719,47.152618408203125,79.76824951171875,22.989999771118164
2009-10-14,7.370520114898682,20.206844329833984,64.83299255371094,9.21782398223877,46.86617660522461,81.14149475097656,22.860000610351562
2009-10-15,7.442366123199463,19.551700592041016,64.6993408203125,9.168295860290527,46.714534759521484,81.43841552734375,21.719999313354492
2009-10-16,7.368407249450684,19.570966720581055,64.1225357055664,8.977599143981934,46.65556716918945,80.8297348022461,21.43000030517578
2009-10-19,7.418065071105957,19.782920837402344,65.05807495117188,9.044464111328125,46.84933853149414,81.49781036376953,21.489999771118164
2009-10-20,7.31874942779541,19.378273010253906,64.50238037109375,8.881010055541992,46.65556716918945,81.06724548339844,20.899999618530273
2009-10-21,7.214150428771973,19.42966079711914,63.201114654541016,8.747279167175293,46.63029098510742,80.33981323242188,22.219999313354492
2009-10-22,7.295504570007324,19.577390670776367,63.38397216796875,9.037030220031738,46.613441467285156,81.15631866455078,20.690000534057617
2009-10-23,7.277543067932129,19.519580841064453,62.680564880371094,8.772038459777832,46.68926239013672,80.22845458984375,22.270000457763672
2009-10-26,7.26909065246582,19.378273010253906,61.991233825683594,8.514477729797363,46.92515182495117,79.3599624633789,24.309999465942383
2009-10-27,7.231054782867432,18.980052947998047,62.434364318847656,8.422844886779785,47.33795928955078,78.99624633789062,24.829999923706055
2009-10-28,7.121173858642578,18.845157623291016,60.992408752441406,8.170231819152832,46.032135009765625,77.50418090820312,27.90999984741211
2009-10-29,7.1718878746032715,19.121353149414062,61.8083610534668,8.618494033813477,45.45084762573242,79.16698455810547,24.760000228881836
2009-10-30,7.118004322052002,18.556119918823242,61.54104995727539,8.264342308044434,44.229278564453125,76.87322998046875,30.690000534057617
2009-11-02,7.163434982299805,18.472627639770508,60.774330139160156,8.2470064163208,44.86111831665039,77.4373779296875,29.780000686645508
2009-11-03,7.201470851898193,18.453357696533203,61.08384323120117,8.316349029541016,44.709468841552734,77.68238067626953,28.809999465942383
