Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,SPY
2018-06-19,24.884986877441406,46.2041130065918,26.374025344848633,23.501094818115234,64.09521484375,33.14059829711914,41.185298919677734,24.02459144592285,19.56110382080078,74.01786804199219,51.813148498535156,243.9216766357422
2018-06-20,24.804141998291016,46.77750015258789,26.49047088623047,23.440948486328125,64.13898468017578,33.21018981933594,41.22563934326172,24.28389549255371,19.576702117919922,74.17488098144531,52.058799743652344,244.337890625
2018-06-21,24.540361404418945,46.490806579589844,25.99997901916504,23.37220573425293,63.333736419677734,32.95500564575195,41.30628967285156,24.428810119628906,19.642959594726562,73.74747467041016,51.68798065185547,242.80606079101562
2018-06-22,24.89773941040039,46.69426727294922,26.518705368041992,23.260496139526367,63.55256271362305,32.848289489746094,41.645057678222656,24.642362594604492,19.77937126159668,74.0789566040039,51.59990692138672,243.24874877929688
2018-06-25,24.510578155517578,45.73244094848633,25.985858917236328,23.011310577392578,62.747344970703125,32.166263580322266,41.85478210449219,24.58135414123535,20.10675048828125,73.39860534667969,50.47816848754883,239.93748474121094
2018-06-26,24.60418128967285,45.80828094482422,26.31403923034668,22.933969497680664,62.9836311340332,32.29618835449219,41.67732238769531,24.711002349853516,20.130130767822266,73.17181396484375,50.8397331237793,240.46865844726562
2018-06-27,24.527599334716797,45.40876770019531,26.666919708251953,22.650419235229492,62.47599792480469,31.855419158935547,41.588600158691406,24.642362594604492,20.22756576538086,72.55255126953125,50.181522369384766,238.47659301757812
2018-06-28,24.621196746826172,45.86193084716797,26.63162612915039,22.84804344177246,62.56351852416992,32.24514389038086,41.588600158691406,24.88642692565918,20.21977424621582,72.6484603881836,50.57551956176758,239.84011840820312
2018-06-29,24.706295013427734,45.806427001953125,26.797483444213867,22.84804344177246,62.694801330566406,32.23122787475586,41.56439971923828,24.94743537902832,20.250953674316406,72.79674530029297,50.66359329223633,240.18531799316406
2018-07-02,24.57439422607422,46.0931282043457,26.402250289916992,22.959753036499023,62.834877014160156,32.518898010253906,41.322410583496094,24.80253028869629,20.39515495300293,73.02350616455078,50.73311233520508,240.69894409179688
2018-07-03,24.531850814819336,45.52898406982422,26.568105697631836,22.753530502319336,62.633544921875,32.13380432128906,41.419212341308594,24.94743537902832,20.4536190032959,73.197998046875,50.47816848754883,239.84889221191406
2018-07-05,24.74458122253418,46.22260665893555,26.539875030517578,22.805089950561523,62.93988800048828,32.588478088378906,41.99189758300781,25.275386810302734,20.5627384185791,73.95683288574219,50.72848129272461,241.80560302734375
2018-07-06,24.867965698242188,46.953208923339844,26.70220184326172,22.91678810119629,63.158687591552734,32.968929290771484,42.12095642089844,25.382165908813477,20.722536087036133,75.02095031738281,51.127113342285156,243.850830078125
2018-07-09,25.089204788208008,47.22140121459961,27.100955963134766,23.440948486328125,64.33153533935547,33.21945571899414,41.95963668823242,25.145734786987305,20.08336067199707,75.57046508789062,51.738975524902344,246.0465545654297
2018-07-10,25.301929473876953,47.201995849609375,27.302091598510742,23.355018615722656,64.5328598022461,33.2983283996582,42.459739685058594,25.267763137817383,20.27433967590332,75.85830688476562,51.850223541259766,246.9319305419922
