date,current_state,turbulent_state,current_is_turbulent,current_state_prob,regime_obs,vt_scale,lowest_tail_sector,highest_tail_sector,state_0_mean_pct,state_1_mean_pct,state_0_vol_ann,state_1_vol_ann,weight_XLB,weight_XLC,weight_XLE,weight_XLF,weight_XLI,weight_XLK,weight_XLP,weight_XLRE,weight_XLU,weight_XLV,weight_XLY,tail_score_XLB,tail_score_XLC,tail_score_XLE,tail_score_XLF,tail_score_XLI,tail_score_XLK,tail_score_XLP,tail_score_XLRE,tail_score_XLU,tail_score_XLV,tail_score_XLY
2021-06-30,1,0,False,0.9891614538155912,553,1.1527456998039867,XLP,XLE,-0.1706211703359083,0.17178590360732057,0.39583937067038844,0.09954723985275112,0.07932777030596654,0.08330107643484301,0.06497909157264915,0.10841984048460566,0.09032350105933183,0.07661888312275209,0.12544563192692734,0.08613516617896051,0.08343433193421727,0.10430876004637134,0.09770594693337517,0.015969189233075706,0.015207488662464257,0.019495504550684765,0.011684209917591734,0.014025144736382684,0.016533785456313517,0.010098400047853883,0.014707119422303662,0.015183200321574287,0.012144715121632899,0.012965435730516624
2021-07-30,1,0,False,0.9818422277800519,556,1.0595542453867102,XLP,XLE,-0.1799490259962178,0.1677205667213183,0.4006890021728326,0.10200842613439798,0.07981175813890257,0.0884319102157345,0.06121481875380699,0.10064437848530636,0.08935309432199431,0.07780136024524707,0.12498557898082724,0.08765078943715848,0.08780699082581878,0.10602029754119252,0.09627902305401125,0.01614020677759489,0.014566894195802142,0.02104356928386995,0.012799306817055336,0.014416717064136338,0.01655727194980469,0.01030661529233613,0.014696710524995814,0.014670566290110276,0.012150298664694633,0.013379635966212788
2021-08-31,1,0,False,0.9870441227542326,556,1.1836483341427015,XLP,XLE,-0.1833713833559186,0.1675893664091864,0.402287105738185,0.10274655020483335,0.08031323761516164,0.08991488347471313,0.06090006139745769,0.10015195651125765,0.0900656373242118,0.07803781482752165,0.12495159711847008,0.08837214025346801,0.08853036697870148,0.1051329165086178,0.09362938799041919,0.016159362560109518,0.014433769748081885,0.02131049945138151,0.01295841609298707,0.014409610186045278,0.016630536463226576,0.010386507695208824,0.014685745092030765,0.014659497856953963,0.012344475622848721,0.013861147155339983
2021-09-30,1,0,False,0.5903348641146952,561,1.0872250983854308,XLP,XLE,-0.21570396336969822,0.16048530605908748,0.4131015235609999,0.10785575409718325,0.08128777629000047,0.09038968837894447,0.05999010631845441,0.09931185849738178,0.08970246839840294,0.07841581171083116,0.12648809158198715,0.08911432353388588,0.0880588798031308,0.10416281839891087,0.09307817708807012,0.016418925856865295,0.014765599881035412,0.022247968104773926,0.013439059465493307,0.014878720684109208,0.01702026597514161,0.01055164921284207,0.014976918625965492,0.015156426869826236,0.012813189893380667,0.014339107336751165
2021-10-29,1,0,False,0.9898404479926828,614,1.130881838658856,XLP,XLE,-0.22534109801890045,0.16890505475790243,0.44209901164214244,0.11212264345896786,0.08219162811783977,0.08704596516672808,0.0597591057026706,0.09497423210063893,0.0873046576905999,0.07514997522004609,0.13145937333235613,0.08906060440608927,0.0927928624199463,0.10694031205779177,0.0933212837852932,0.016900448462017086,0.015957952472055274,0.023244581033828093,0.014625813173650082,0.01591066744614689,0.018484043021271587,0.010566575359392285,0.015596967753340907,0.01496963601282588,0.01298925866481625,0.014884872117819433
2021-11-30,0,0,True,0.9781847949924575,151,1.0097233688165055,XLP,XLE,-0.2102494707029777,0.16738391458373852,0.43363025434996616,0.10635119562242525,0.07326124607076165,0.07536123207292297,0.047431523202940064,0.06544383669771676,0.07336526886771501,0.07225518748520632,0.19158887682704465,0.07459432474158892,0.15194973319768654,0.09474100363214288,0.08000776720427427,0.06495141245747858,0.06314150233221248,0.10032191861795237,0.07271000067844259,0.06485931945905885,0.06585577556857244,0.043464096698193885,0.0637906627236735,0.05480258038936661,0.05022557528698669,0.05947449325190844
2021-12-31,1,0,False,0.9912994551548533,635,0.9617675705479862,XLP,XLE,-0.19770428890244487,0.16475197188243496,0.4601639449670617,0.11157341102035286,0.08278631484327499,0.0875127974209728,0.05886744954606094,0.09459337531403383,0.08837737080053823,0.07630504110349211,0.13038607776438155,0.08921864699535464,0.09418271669959997,0.10720035242592883,0.09056985708636218,0.01670135479703709,0.015799330581168208,0.023487404791588635,0.014616706634546164,0.015644769741535842,0.018119951140075814,0.0106042273856516,0.015497249320635228,0.014680438885053168,0.012897752528305403,0.01526604613296833
2022-01-31,0,0,True,0.912867434593405,133,0.8631669887169233,XLP,XLE,-0.19654973309430157,0.1505165533816215,0.4449385286215857,0.11155150090353048,0.0740177111478062,0.0760837189102175,0.0476469950266974,0.0634787928506786,0.07440112113848468,0.07366638833974587,0.1924525850279753,0.07212100274813008,0.15137532990197763,0.09646298805619906,0.07829336685208767,0.06604791935237844,0.064254427708862,0.1026028150106574,0.07701337087549368,0.06570755576973708,0.06636290887495967,0.04445382054856679,0.06778491188774687,0.056516822684920455,0.05067970539840415,0.062440996129004646
2022-02-28,1,0,False,0.9472729749615811,702,0.7358934833608353,XLP,XLE,-0.36680147176673816,0.11974045631927761,0.5896498788981364,0.13655450842828865,0.08867743073213002,0.07770721072163037,0.06134690955093798,0.08461907204045768,0.09124993403368914,0.07539791847540388,0.12870979330755392,0.09435640709185386,0.10220546327150379,0.11274648353466918,0.08298337724017008,0.018944160627872644,0.021618579231655572,0.027383930244467156,0.019852728839348723,0.018410089932079307,0.02228071445240946,0.013051994325267303,0.017803979015660876,0.01643668976279573,0.014899972391067539,0.020244048238655155
2022-03-31,1,0,False,0.9882625840952407,702,0.7191205086664656,XLP,XLE,-0.40918885281697437,0.11929060755098207,0.619755421733263,0.14347264755199443,0.08857437506551444,0.0779272238601957,0.06148586552814927,0.08361244992633153,0.09245912941384188,0.07512646562856383,0.1270307942453609,0.0952242434099013,0.1042358090776994,0.11378362208289212,0.08054002176154984,0.019355666551206595,0.02200021999789612,0.027883092382666654,0.020504315688155614,0.018542420630806234,0.02282040096529933,0.013496066673709041,0.018003987297328765,0.01644747696515356,0.015067336031020718,0.021286511118973585
