Date,cf_hmm_rotation_gross_return,cf_hmm_rotation_transaction_cost,cf_hmm_rotation_turnover,cf_hmm_rotation_net_return,cf_hmm_rotation_active,sector_ew_gross_return,sector_ew_transaction_cost,sector_ew_turnover,sector_ew_net_return,sector_ew_active,sector_ew_vt_gross_return,sector_ew_vt_transaction_cost,sector_ew_vt_turnover,sector_ew_vt_net_return,sector_ew_vt_active
2021-07-01,0.006179463451623576,0.0009999999999999998,0.9999999999999999,0.005179463451623576,True,0.006688576071628396,0.001,1.0,0.005688576071628396,True,0.007710227304381477,0.0011527456998039864,1.1527456998039864,0.00655748160457749,True
2021-07-02,0.004291576526545029,0.0,0.0,0.004291576526545029,True,0.004274608067773346,0.0,0.0,0.004274608067773346,True,0.004927536068473153,0.0,0.0,0.004927536068473153,True
2021-07-06,-0.005153788122000277,0.0,0.0,-0.005153788122000277,True,-0.005642344232082572,0.0,0.0,-0.005642344232082572,True,-0.006504188050347011,0.0,0.0,-0.006504188050347011,True
2021-07-07,0.0033709677630669567,0.0,0.0,0.0033709677630669567,True,0.0029273215397296127,0.0,0.0,0.0029273215397296127,True,0.0033744573168668955,0.0,0.0,0.0033744573168668955,True
2021-07-08,-0.008128334206383757,0.0,0.0,-0.008128334206383757,True,-0.008118165301778434,0.0,0.0,-0.008118165301778434,True,-0.009358180141923026,0.0,0.0,-0.009358180141923026,True
2021-07-09,0.01217951607668059,0.0,0.0,0.01217951607668059,True,0.012426403134029377,0.0,0.0,0.012426403134029377,True,0.014324482776783146,0.0,0.0,0.014324482776783146,True
2021-07-12,0.003694653059461015,0.0,0.0,0.003694653059461015,True,0.00363501211419114,0.0,0.0,0.00363501211419114,True,0.004190244583369234,0.0,0.0,0.004190244583369234,True
2021-07-13,-0.006206675522385878,0.0,0.0,-0.006206675522385878,True,-0.006301182485126879,0.0,0.0,-0.006301182485126879,True,-0.007263661013410208,0.0,0.0,-0.007263661013410208,True
2021-07-14,0.00020953574266389875,0.0,0.0,0.00020953574266389875,True,-0.0005799663388900851,0.0,0.0,-0.0005799663388900851,True,-0.0006685537031866069,0.0,0.0,-0.0006685537031866069,True
2021-07-15,-0.000894728954944901,0.0,0.0,-0.000894728954944901,True,-0.001450405336808746,0.0,0.0,-0.001450405336808746,True,-0.0016719485149790346,0.0,0.0,-0.0016719485149790346,True
2021-07-16,-0.006387196603538137,0.0,0.0,-0.006387196603538137,True,-0.0071775920859559715,0.0,0.0,-0.0071775920859559715,True,-0.008273938412032873,0.0,0.0,-0.008273938412032873,True
2021-07-19,-0.016488725334137876,0.0,0.0,-0.016488725334137876,True,-0.01736072537453552,0.0,0.0,-0.01736072537453552,True,-0.020012501520973777,0.0,0.0,-0.020012501520973777,True
2021-07-20,0.01408278782464131,0.0,0.0,0.01408278782464131,True,0.01426221032355467,0.0,0.0,0.01426221032355467,True,0.01644070162017767,0.0,0.0,0.01644070162017767,True
2021-07-21,0.006872685470589792,0.0,0.0,0.006872685470589792,True,0.007715790058747633,0.0,0.0,0.007715790058747633,True,0.008894343810811684,0.0,0.0,0.008894343810811684,True
2021-07-22,-0.0008707069670760524,0.0,0.0,-0.0008707069670760524,True,-0.0009270540811473793,0.0,0.0,-0.0009270540811473793,True,-0.0010686576055283774,0.0,0.0,-0.0010686576055283774,True
2021-07-23,0.009150949711305038,0.0,0.0,0.009150949711305038,True,0.008948503241959525,0.0,0.0,0.008948503241959525,True,0.010315348631850876,0.0,0.0,0.010315348631850876,True
