Date,MTUM,QUAL,VLUE,USMV,SIZE,SPY
2010-01-04,,,,,,84.79637908935547
2010-01-05,,,,,,85.02079010009766
2010-01-06,,,,,,85.08070373535156
2010-01-07,,,,,,85.43983459472656
2010-01-08,,,,,,85.72418212890625
2010-01-11,,,,,,85.8438720703125
2010-01-12,,,,,,85.04328155517578
2010-01-13,,,,,,85.7615966796875
2010-01-14,,,,,,85.99353790283203
2010-01-15,,,,,,85.02831268310547
2010-01-19,,,,,,86.09078216552734
2010-01-20,,,,,,85.21536254882812
2010-01-21,,,,,,83.57674407958984
2010-01-22,,,,,,81.71369171142578
2010-01-25,,,,,,82.13272857666016
2010-01-26,,,,,,81.78849792480469
2010-01-27,,,,,,82.1776123046875
2010-01-28,,,,,,81.23480987548828
2010-01-29,,,,,,80.35189819335938
2010-02-01,,,,,,81.60140991210938
2010-02-02,,,,,,82.58909606933594
2010-02-03,,,,,,82.1776123046875
2010-02-04,,,,,,79.64111328125
2010-02-05,,,,,,79.80573272705078
2010-02-08,,,,,,79.22956848144531
2010-02-09,,,,,,80.22471618652344
2010-02-10,,,,,,80.06758880615234
2010-02-11,,,,,,80.90560913085938
2010-02-12,,,,,,80.83828735351562
2010-02-16,,,,,,82.11024475097656
2010-02-17,,,,,,82.49932098388672
2010-02-18,,,,,,82.98568725585938
2010-02-19,,,,,,83.15774536132812
2010-02-22,,,,,,83.17273712158203
2010-02-23,,,,,,82.16260528564453
2010-02-24,,,,,,82.9183578491211
2010-02-25,,,,,,82.80609893798828
2010-02-26,,,,,,82.85847473144531
2010-03-01,,,,,,83.71890258789062
2010-03-02,,,,,,83.95088958740234
2010-03-03,,,,,,84.02571868896484
2010-03-04,,,,,,84.28010559082031
2010-03-05,,,,,,85.48473358154297
2010-03-08,,,,,,85.49972534179688
2010-03-09,,,,,,85.64186096191406
2010-03-10,,,,,,86.02346801757812
2010-03-11,,,,,,86.3825912475586
2010-03-12,,,,,,86.39006805419922
2010-03-15,,,,,,86.41255187988281
2010-03-16,,,,,,87.10089874267578
2010-03-17,,,,,,87.61717224121094
2010-03-18,,,,,,87.5722885131836
2010-03-19,,,,,,87.12903594970703
2010-03-22,,,,,,87.59480285644531
2010-03-23,,,,,,88.21087646484375
2010-03-24,,,,,,87.78265380859375
2010-03-25,,,,,,87.6399154663086
2010-03-26,,,,,,87.58731842041016
2010-03-29,,,,,,88.14330291748047
2010-03-30,,,,,,88.20337677001953
2010-03-31,,,,,,87.90284729003906
2010-04-01,,,,,,88.50392150878906
2010-04-05,,,,,,89.22514343261719
2010-04-06,,,,,,89.43553924560547
2010-04-07,,,,,,88.9246597290039
2010-04-08,,,,,,89.23265075683594
2010-04-09,,,,,,89.8187255859375
2010-04-12,,,,,,89.96147155761719
2010-04-13,,,,,,90.0290756225586
2010-04-14,,,,,,91.05084991455078
2010-04-15,,,,,,91.12596130371094
2010-04-16,,,,,,89.67591857910156
2010-04-19,,,,,,90.0140380859375
2010-04-20,,,,,,90.81791687011719
2010-04-21,,,,,,90.65264129638672
2010-04-22,,,,,,90.92311096191406
2010-04-23,,,,,,91.51663970947266
2010-04-26,,,,,,91.1710433959961
2010-04-27,,,,,,89.01480865478516
2010-04-28,,,,,,89.69097137451172
2010-04-29,,,,,,90.80293273925781
2010-04-30,,,,,,89.26274871826172
2010-05-03,,,,,,90.41971588134766
2010-05-04,,,,,,88.29354858398438
2010-05-05,,,,,,87.76763916015625
2010-05-06,,,,,,84.85254669189453
2010-05-07,,,,,,83.59037017822266
2010-05-10,,,,,,87.27175903320312
2010-05-11,,,,,,87.02388000488281
2010-05-12,,,,,,88.24095916748047
2010-05-13,,,,,,87.14404296875
2010-05-14,,,,,,85.56627655029297
2010-05-17,,,,,,85.61138916015625
2010-05-18,,,,,,84.44683837890625
2010-05-19,,,,,,83.96602630615234
2010-05-20,,,,,,80.7955322265625
2010-05-21,,,,,,81.97505950927734
2010-05-24,,,,,,80.92324829101562
2010-05-25,,,,,,81.0058822631836
2010-05-26,,,,,,80.51750183105469
2010-05-27,,,,,,83.2147216796875
2010-05-28,,,,,,82.1703872680664
2010-06-01,,,,,,80.7879867553711
2010-06-02,,,,,,82.89163208007812
2010-06-03,,,,,,83.1771240234375
2010-06-04,,,,,,80.25454711914062
2010-06-07,,,,,,79.2553482055664
2010-06-08,,,,,,80.10432434082031
2010-06-09,,,,,,79.67606353759766
2010-06-10,,,,,,82.00511932373047
2010-06-11,,,,,,82.40328216552734
2010-06-14,,,,,,82.27557373046875
2010-06-15,,,,,,84.14634704589844
2010-06-16,,,,,,84.11628723144531
2010-06-17,,,,,,84.25152587890625
2010-06-18,,,,,,84.34285736083984
2010-06-21,,,,,,84.10128784179688
2010-06-22,,,,,,82.7123031616211
2010-06-23,,,,,,82.45567321777344
2010-06-24,,,,,,81.08931732177734
2010-06-25,,,,,,81.42902374267578
2010-06-28,,,,,,81.1723403930664
2010-06-29,,,,,,78.6661605834961
2010-06-30,,,,,,77.9188232421875
2010-07-01,,,,,,77.57156372070312
2010-07-02,,,,,,77.14884185791016
2010-07-06,,,,,,77.65460968017578
2010-07-07,,,,,,80.10044860839844
2010-07-08,,,,,,80.8930435180664
2010-07-09,,,,,,81.49694061279297
2010-07-12,,,,,,81.54979705810547
2010-07-13,,,,,,82.78022003173828
2010-07-14,,,,,,82.77272033691406
2010-07-15,,,,,,82.79534912109375
2010-07-16,,,,,,80.51561737060547
2010-07-19,,,,,,80.99120330810547
2010-07-20,,,,,,81.88948059082031
2010-07-21,,,,,,80.82510375976562
2010-07-22,,,,,,82.62928009033203
2010-07-23,,,,,,83.3464126586914
2010-07-26,,,,,,84.21453857421875
2010-07-27,,,,,,84.20699310302734
2010-07-28,,,,,,83.6634521484375
2010-07-29,,,,,,83.25584411621094
2010-07-30,,,,,,83.24073028564453
2010-08-02,,,,,,85.12037658691406
2010-08-03,,,,,,84.71276092529297
2010-08-04,,,,,,85.27893829345703
2010-08-05,,,,,,85.18833923339844
2010-08-06,,,,,,84.84107208251953
2010-08-09,,,,,,85.29400634765625
2010-08-10,,,,,,84.83353424072266
2010-08-11,,,,,,82.50852966308594
2010-08-12,,,,,,82.0027084350586
2010-08-13,,,,,,81.76115417480469
2010-08-16,,,,,,81.72342681884766
2010-08-17,,,,,,82.72740173339844
2010-08-18,,,,,,82.87837982177734
2010-08-19,,,,,,81.4365234375
2010-08-20,,,,,,81.1723403930664
2010-08-23,,,,,,80.86284637451172
2010-08-24,,,,,,79.66259002685547
2010-08-25,,,,,,79.97208404541016
2010-08-26,,,,,,79.43612670898438
2010-08-27,,,,,,80.66659545898438
2010-08-30,,,,,,79.49652862548828
2010-08-31,,,,,,79.49652862548828
2010-09-01,,,,,,81.87439727783203
2010-09-02,,,,,,82.63682556152344
2010-09-03,,,,,,83.70877838134766
2010-09-07,,,,,,82.76516723632812
2010-09-08,,,,,,83.3464126586914
2010-09-09,,,,,,83.73138427734375
2010-09-10,,,,,,84.15413665771484
2010-09-13,,,,,,85.09019470214844
2010-09-14,,,,,,85.03736114501953
2010-09-15,,,,,,85.36195373535156
2010-09-16,,,,,,85.3393325805664
2010-09-17,,,,,,85.3711929321289
2010-09-20,,,,,,86.67650604248047
2010-09-21,,,,,,86.50199127197266
2010-09-22,,,,,,86.07696533203125
2010-09-23,,,,,,85.3787612915039
2010-09-24,,,,,,87.13945770263672
2010-09-27,,,,,,86.7220687866211
2010-09-28,,,,,,87.0256118774414
2010-09-29,,,,,,86.87384033203125
2010-09-30,,,,,,86.61582946777344
2010-10-01,,,,,,86.98009490966797
2010-10-04,,,,,,86.32740020751953
2010-10-05,,,,,,88.06536865234375
2010-10-06,,,,,,88.05776977539062
2010-10-07,,,,,,87.95149993896484
2010-10-08,,,,,,88.44482421875
2010-10-11,,,,,,88.52828979492188
2010-10-12,,,,,,88.80152893066406
2010-10-13,,,,,,89.49214172363281
2010-10-14,,,,,,89.14302825927734
2010-10-15,,,,,,89.32518005371094
2010-10-18,,,,,,89.76531982421875
2010-10-19,,,,,,88.58900451660156
2010-10-20,,,,,,89.45417022705078
2010-10-21,,,,,,89.65149688720703
2010-10-22,,,,,,89.81849670410156
2010-10-25,,,,,,90.08409118652344
2010-10-26,,,,,,90.09923553466797
2010-10-27,,,,,,89.84122467041016
2010-10-28,,,,,,89.85639953613281
2010-10-29,,,,,,89.92471313476562
2010-11-01,,,,,,89.95507049560547
2010-11-02,,,,,,90.66845703125
2010-11-03,,,,,,91.03273010253906
2010-11-04,,,,,,92.78584289550781
2010-11-05,,,,,,93.13495635986328
2010-11-08,,,,,,92.96040344238281
2010-11-09,,,,,,92.29254913330078
2010-11-10,,,,,,92.6644287109375
2010-11-11,,,,,,92.31531524658203
2010-11-12,,,,,,91.2224349975586
2010-11-15,,,,,,91.09343719482422
2010-11-16,,,,,,89.6742935180664
2010-11-17,,,,,,89.71978759765625
2010-11-18,,,,,,91.04032897949219
2010-11-19,,,,,,91.29076385498047
2010-11-22,,,,,,91.21490478515625
2010-11-23,,,,,,89.89435577392578
2010-11-24,,,,,,91.2224349975586
2010-11-26,,,,,,90.15995788574219
2010-11-29,,,,,,90.43317413330078
2010-11-30,,,,,,89.92471313476562
2010-12-01,,,,,,91.83721160888672
2010-12-02,,,,,,93.01353454589844
2010-12-03,,,,,,93.26396942138672
2010-12-06,,,,,,93.16529846191406
2010-12-07,,,,,,93.21844482421875
2010-12-08,,,,,,93.55997467041016
2010-12-09,,,,,,93.92423248291016
2010-12-10,,,,,,94.47066497802734
2010-12-13,,,,,,94.53136444091797
2010-12-14,,,,,,94.6148452758789
2010-12-15,,,,,,94.18224334716797
2010-12-16,,,,,,94.72869110107422
2010-12-17,,,,,,94.83016204833984
2010-12-20,,,,,,95.05904388427734
2010-12-21,,,,,,95.6617431640625
2010-12-22,,,,,,95.95926666259766
2010-12-23,,,,,,95.82194519042969
2010-12-27,,,,,,95.86009216308594
2010-12-28,,,,,,95.99742126464844
2010-12-29,,,,,,96.06609344482422
2010-12-30,,,,,,95.91349792480469
2010-12-31,,,,,,95.93639373779297
2011-01-03,,,,,,96.92816925048828
2011-01-04,,,,,,96.874755859375
2011-01-05,,,,,,97.37828826904297
2011-01-06,,,,,,97.18758392333984
2011-01-07,,,,,,96.99683380126953
2011-01-10,,,,,,96.874755859375
2011-01-11,,,,,,97.21804809570312
2011-01-12,,,,,,98.09544372558594
2011-01-13,,,,,,97.93521881103516
2011-01-14,,,,,,98.64474487304688
2011-01-18,,,,,,98.81256866455078
2011-01-19,,,,,,97.84367370605469
2011-01-20,,,,,,97.71397399902344
2011-01-21,,,,,,97.93521881103516
2011-01-24,,,,,,98.49213409423828
2011-01-25,,,,,,98.54557037353516
2011-01-26,,,,,,98.92700958251953
2011-01-27,,,,,,99.1711654663086
2011-01-28,,,,,,97.43933868408203
2011-01-31,,,,,,98.17169952392578
2011-02-01,,,,,,99.74330139160156
2011-02-02,,,,,,99.55259704589844
2011-02-03,,,,,,99.7738265991211
2011-02-04,,,,,,100.05611419677734
2011-02-07,,,,,,100.68171691894531
2011-02-08,,,,,,101.13948822021484
2011-02-09,,,,,,100.91056060791016
2011-02-10,,,,,,100.94873809814453
2011-02-11,,,,,,101.55139923095703
2011-02-14,,,,,,101.79552459716797
2011-02-15,,,,,,101.47510528564453
2011-02-16,,,,,,102.1159896850586
2011-02-17,,,,,,102.42113494873047
2011-02-18,,,,,,102.63472747802734
2011-02-22,,,,,,100.5749282836914
2011-02-23,,,,,,99.9569320678711
2011-02-24,,,,,,99.8882827758789
2011-02-25,,,,,,100.95635223388672
2011-02-28,,,,,,101.58193969726562
2011-03-01,,,,,,99.8882827758789
2011-03-02,,,,,,100.10186767578125
2011-03-03,,,,,,101.82608032226562
2011-03-04,,,,,,101.06316375732422
2011-03-07,,,,,,100.26971435546875
2011-03-08,,,,,,101.14707946777344
2011-03-09,,,,,,101.00214385986328
2011-03-10,,,,,,99.13298797607422
2011-03-11,,,,,,99.81961059570312
2011-03-14,,,,,,99.2169189453125
2011-03-15,,,,,,98.08015441894531
2011-03-16,,,,,,96.26445770263672
2011-03-17,,,,,,97.53850555419922
2011-03-18,,,,,,97.89324951171875
2011-03-21,,,,,,99.41038513183594
2011-03-22,,,,,,99.06558990478516
2011-03-23,,,,,,99.34907531738281
2011-03-24,,,,,,100.29920959472656
2011-03-25,,,,,,100.60572052001953
2011-03-28,,,,,,100.36052703857422
2011-03-29,,,,,,101.0348129272461
2011-03-30,,,,,,101.7320785522461
2011-03-31,,,,,,101.59413146972656
2011-04-01,,,,,,102.02323150634766
2011-04-04,,,,,,102.1075210571289
2011-04-05,,,,,,102.09220886230469
2011-04-06,,,,,,102.41401672363281
2011-04-07,,,,,,102.15348815917969
2011-04-08,,,,,,101.801025390625
2011-04-11,,,,,,101.49453735351562
2011-04-12,,,,,,100.73597717285156
2011-04-13,,,,,,100.7282943725586
2011-04-14,,,,,,100.80493927001953
2011-04-15,,,,,,101.17272186279297
2011-04-18,,,,,,100.03868103027344
2011-04-19,,,,,,100.61334228515625
2011-04-20,,,,,,101.98492431640625
2011-04-21,,,,,,102.50597381591797
2011-04-25,,,,,,102.39868927001953
2011-04-26,,,,,,103.27983856201172
2011-04-27,,,,,,103.95414733886719
2011-04-28,,,,,,104.29125213623047
2011-04-29,,,,,,104.53645324707031
2011-05-02,,,,,,104.37555694580078
2011-05-03,,,,,,104.00008392333984
2011-05-04,,,,,,103.31050109863281
2011-05-05,,,,,,102.3757095336914
2011-05-06,,,,,,102.82776641845703
2011-05-09,,,,,,103.22621154785156
2011-05-10,,,,,,104.10736846923828
2011-05-11,,,,,,103.01168060302734
2011-05-12,,,,,,103.50208282470703
2011-05-13,,,,,,102.70516967773438
2011-05-16,,,,,,102.05390930175781
2011-05-17,,,,,,102.03855895996094
2011-05-18,,,,,,102.95036315917969
2011-05-19,,,,,,103.19552612304688
2011-05-20,,,,,,102.3757095336914
2011-05-23,,,,,,101.18804168701172
2011-05-24,,,,,,101.10374450683594
2011-05-25,,,,,,101.44091796875
2011-05-26,,,,,,101.90828704833984
2011-05-27,,,,,,102.2990493774414
2011-05-31,,,,,,103.3641128540039
2011-06-01,,,,,,101.04246520996094
2011-06-02,,,,,,100.9351806640625
2011-06-03,,,,,,99.93144226074219
2011-06-06,,,,,,98.87401580810547
2011-06-07,,,,,,98.8127212524414
2011-06-08,,,,,,98.39897155761719
2011-06-09,,,,,,99.14987182617188
2011-06-10,,,,,,97.77066802978516
2011-06-13,,,,,,97.84730529785156
2011-06-14,,,,,,99.08860778808594
2011-06-15,,,,,,97.3262710571289
2011-06-16,,,,,,97.54081726074219
2011-06-17,,,,,,97.83186340332031
