month_end,beta,n_assets
2013-06-30,-0.006530810665765971,4
2013-07-31,0.0031054906770302945,4
2013-08-31,-0.001113110765167952,4
2013-09-30,0.0021240659278525245,5
2013-10-31,-0.0023400498832220284,5
2013-11-30,-0.007872484314503993,5
2013-12-31,0.002127129692768291,5
2014-01-31,-0.00024384680703856167,5
2014-02-28,0.00955393433915978,5
2014-03-31,-0.012875292232073439,5
2014-04-30,-0.005862079726956735,5
2014-05-31,0.00971481766926304,5
2014-06-30,0.0037774278617035352,5
2014-07-31,-0.002347099197474963,5
2014-08-31,0.005607804198550427,5
2014-09-30,0.0012041304836774504,5
2014-10-31,-0.008675175395753585,5
2014-11-30,0.001896087284926296,5
2014-12-31,-0.0006572607196022314,5
2015-01-31,-0.010670425461940969,5
2015-02-28,0.0076633641671720616,5
2015-03-31,0.0002751650757707824,5
2015-04-30,-0.0031187086587194752,5
2015-05-31,0.0026946259102145725,5
2015-06-30,0.005151699454538406,5
2015-07-31,0.0045330357251667005,5
2015-08-31,-0.0017989128689589557,5
2015-09-30,0.003463680240658734,5
2015-10-31,0.0009102364756504574,5
2015-11-30,-0.002927231032388694,5
2015-12-31,-0.00011170139960046346,5
2016-01-31,0.012133727806229917,5
2016-02-29,0.009958745498610373,5
2016-03-31,0.0010383327711740334,5
2016-04-30,-0.0007653046094379886,5
2016-05-31,2.7592035490633357e-05,5
2016-06-30,-0.0051902992194247325,5
2016-07-31,0.0037188430628661623,5
2016-08-31,0.01069984484271894,5
2016-09-30,0.0024716555833341237,5
2016-10-31,0.0009450666044560289,5
2016-11-30,0.015041750549066054,5
2016-12-31,-0.0009162396092955594,5
2017-01-31,-0.0012435524745940132,5
2017-02-28,-0.0005320744049109912,5
2017-03-31,-0.007081197934644495,5
2017-04-30,-0.006460564866045686,5
2017-05-31,-0.0009364115539570242,5
2017-06-30,-0.0011430354071477098,5
2017-07-31,0.006397228186851142,5
2017-08-31,0.004607432163909875,5
2017-09-30,0.004524836949186494,5
2017-10-31,0.007146051328650206,5
2017-11-30,-0.0010368941373596974,5
2017-12-31,0.003741416883252912,5
2018-01-31,0.008164563241781187,5
2018-02-28,0.009438666114891185,5
2018-03-31,-0.00483945214939827,5
2018-04-30,0.0005338288147301487,5
2018-05-31,0.007802725698755677,5
2018-06-30,-0.008100400409694805,5
2018-07-31,-0.0038645558750721827,5
2018-08-31,0.01006158781737353,5
2018-09-30,-0.0028128811459991196,5
2018-10-31,-0.019343443745271027,5
2018-11-30,-0.002514519533731862,5
2018-12-31,0.004842729968569863,5
2019-01-31,0.0023576024463353414,5
2019-02-28,-0.0016995967383400935,5
2019-03-31,-0.011594684191173849,5
2019-04-30,0.004391714682718569,5
2019-05-31,-0.030004328415087555,5
2019-06-30,0.009773704619588462,5
2019-07-31,-0.0008629298845768162,5
2019-08-31,-0.004759706894630997,5
2019-09-30,-0.008564766677172896,5
2019-10-31,0.010680139572752344,5
2019-11-30,0.0007551477561137799,5
2019-12-31,0.00520744766324476,5
2020-01-31,-0.0232193297838192,5
2020-02-29,-0.0018266270297524006,5
2020-03-31,-0.031249789259223115,5
2020-04-30,0.009691398775999909,5
2020-05-31,0.0031538873028149972,5
2020-06-30,-0.007483073416688491,5
2020-07-31,-0.013911829299114779,5
2020-08-31,0.006606801980953758,5
2020-09-30,-0.005814036088733472,5
2020-10-31,-0.008723758840336172,5
2020-11-30,0.012876953763110119,5
2020-12-31,0.0016061401936513595,5
2021-01-31,0.01802481558272676,5
2021-02-28,0.003781241353467673,5
2021-03-31,-0.012039711301136239,5
2021-04-30,0.011109863429319362,5
2021-05-31,-0.005575340120783893,5
2021-06-30,-0.0021326456022584183,5
2021-07-31,-0.015335863289529829,5
2021-08-31,0.0034833554000196043,5
2021-09-30,0.006815397531101055,5
2021-10-31,0.006270373983774498,5
2021-11-30,-0.0013954710998700286,5
2021-12-31,-0.01745859937433593,5
2022-01-31,-0.015504963072304803,5
2022-02-28,-0.005941892625796955,5
2022-03-31,-0.005991704014134951,5
2022-04-30,-0.024452885354679224,5
2022-05-31,-0.008094136055813328,5
2022-06-30,-0.006554487690776412,5
2022-07-31,0.00882650868969238,5
2022-08-31,-0.007350813195013857,5
2022-09-30,-0.01471631878010185,5
2022-10-31,-0.005061914220276911,5
2022-11-30,0.002703697706620037,5
2022-12-31,-0.007110696162592051,5
2023-01-31,0.027025288090280618,5
2023-02-28,0.0026122367189932434,5
2023-03-31,0.00445067227099609,5
2023-04-30,-0.006594552752184266,5
2023-05-31,0.01053891646426891,5
2023-06-30,0.008982367398979894,5
2023-07-31,0.007814436732045698,5
2023-08-31,-0.008901203057448638,5
2023-09-30,-0.008522995232060808,5
2023-10-31,-0.013077855490631896,5
2023-11-30,0.010084517498191463,5
2023-12-31,0.0167636278975259,5
2024-01-31,-0.017909115928569842,5
2024-02-29,0.024903351152000805,5
2024-03-31,-0.0071105242537133455,5
2024-04-30,-0.005466415126559714,5
2024-05-31,0.008811655125628311,5
2024-06-30,0.014243202262898207,5
2024-07-31,-0.02311747431742343,5
2024-08-31,-0.002604403204002952,5
2024-09-30,0.006977024725011155,5
2024-10-31,0.003936584912147075,5
2024-11-30,0.00771673210543322,5
2024-12-31,-0.009743305007907328,5
2025-01-31,0.007424136537182343,5
2025-02-28,-0.007256306837882644,5
2025-03-31,-0.016103204251409826,5
2025-04-30,0.01949404573275371,5
2025-05-31,0.025725490288344813,5
2025-06-30,0.012840879755493808,5
2025-07-31,0.0018682357545328739,5
2025-08-31,0.008963409577662363,5
2025-09-30,0.005825000604383095,5
2025-10-31,0.005447421911611282,5
2025-11-30,-0.01055899533560177,5
2025-12-31,0.008695141636003158,5
2026-01-31,0.014422616356324856,5
2026-02-28,0.000542433688508282,5
2026-03-31,-0.00011455907350846147,5
2026-04-30,0.04651925925923696,5
2026-05-31,0.03957221824483968,5
