month_end,beta,n_assets
2013-06-30,0.0009648347541898333,4
2013-07-31,0.0073496146926032985,4
2013-08-31,0.006479035568080899,4
2013-09-30,0.008852121904901249,5
2013-10-31,-0.008872707840024079,5
2013-11-30,0.0007602738697885802,5
2013-12-31,0.0026737888295512574,5
2014-01-31,0.003521192577013766,5
2014-02-28,0.01919679890480186,5
2014-03-31,0.013241372947381515,5
2014-04-30,0.041483053540096626,5
2014-05-31,0.01605055358260334,5
2014-06-30,0.005862230972932392,5
2014-07-31,-0.004902715702097625,5
2014-08-31,0.002270436495754039,5
2014-09-30,-0.0038511496131449184,5
2014-10-31,0.027433378606235227,5
2014-11-30,0.004479624666963779,5
2014-12-31,-0.0042323916459325595,5
2015-01-31,0.01684428374422876,5
2015-02-28,0.012451745508142669,5
2015-03-31,-0.002533667736567418,5
2015-04-30,-0.0022608832579642316,5
2015-05-31,0.006645304293064234,5
2015-06-30,0.006896547904493567,5
2015-07-31,0.0003931052159564189,5
2015-08-31,0.0017961823623123957,5
2015-09-30,-0.004282405980977464,5
2015-10-31,-0.0035809760546201934,5
2015-11-30,0.0058584193241170805,5
2015-12-31,0.009889207836392924,5
2016-01-31,0.003262921334206593,5
2016-02-29,-0.00979840122484648,5
2016-03-31,0.025706055993226375,5
2016-04-30,0.0034044578227053444,5
2016-05-31,0.009219573695253365,5
2016-06-30,0.0030149078944918914,5
2016-07-31,0.0051504951501675795,5
2016-08-31,0.010254630844900714,5
2016-09-30,0.0013571050122203818,5
2016-10-31,0.006656636113885301,5
2016-11-30,0.00817794133982254,5
2016-12-31,0.002833213465177874,5
2017-01-31,0.012248540886885033,5
2017-02-28,0.007895476650255934,5
2017-03-31,0.012960129465019482,5
2017-04-30,0.01138789611898383,5
2017-05-31,0.014773091182785934,5
2017-06-30,0.012453525202381611,5
2017-07-31,0.0034620499751116425,5
2017-08-31,0.017827799499490562,5
2017-09-30,0.018144229819085027,5
2017-10-31,0.009616049394969581,5
2017-11-30,0.012339205377780825,5
2017-12-31,0.012320995380765164,5
2018-01-31,0.011087500347303318,5
2018-02-28,0.02796647127957921,5
2018-03-31,0.011831656544624258,5
2018-04-30,0.022870154388006013,5
2018-05-31,0.0071003751628316535,5
2018-06-30,0.02523047981464,5
2018-07-31,0.023449464552695663,5
2018-08-31,0.013893138929644963,5
2018-09-30,0.010865587153950525,5
2018-10-31,0.05028274624885137,5
2018-11-30,0.04710291351878655,5
2018-12-31,0.027905251424053035,5
2019-01-31,0.02390714158027693,5
2019-02-28,0.011515625309434082,5
2019-03-31,0.018618856700483844,5
2019-04-30,0.0022760983760165936,5
2019-05-31,0.01929205797494674,5
2019-06-30,0.009627293182433733,5
2019-07-31,0.004304628628414053,5
2019-08-31,0.0019004487725991157,5
2019-09-30,0.0063492666750145765,5
2019-10-31,0.01680251066381951,5
2019-11-30,0.013361444999385562,5
2019-12-31,0.014338871586706464,5
2020-01-31,0.011760390783418735,5
2020-02-29,0.013097123835841131,5
2020-03-31,0.051185899317456915,5
2020-04-30,0.010924885674896884,5
2020-05-31,0.04800048711165296,5
2020-06-30,0.05624006380327475,5
2020-07-31,0.017907967886384227,5
2020-08-31,0.029735293488242467,5
2020-09-30,0.04384332783576733,5
2020-10-31,0.012076342704393998,5
2020-11-30,0.035493982918788,5
2020-12-31,0.019021223534297943,5
2021-01-31,0.015597003055321504,5
2021-02-28,0.04504042455889382,5
2021-03-31,0.06157618250000181,5
2021-04-30,0.031991750292767615,5
2021-05-31,0.03452644582628463,5
2021-06-30,0.008781922156621831,5
2021-07-31,0.03229023426688209,5
2021-08-31,0.01947040369072334,5
2021-09-30,0.026068835012222263,5
2021-10-31,0.015150247192865667,5
2021-11-30,0.01814192954053434,5
2021-12-31,0.03460466250045526,5
2022-01-31,0.038617587082677415,5
2022-02-28,0.0359432750192873,5
2022-03-31,0.04773545212334295,5
2022-04-30,0.029479462801599757,5
2022-05-31,0.05008034893526354,5
2022-06-30,0.0028491634282747855,5
2022-07-31,0.018923013781518155,5
2022-08-31,0.03308968965500138,5
2022-09-30,0.02245965952795014,5
2022-10-31,0.020339759726951595,5
2022-11-30,0.02715805591529938,5
2022-12-31,0.02117943613191535,5
2023-01-31,0.014571524715852758,5
2023-02-28,0.014699543794817506,5
2023-03-31,0.0042197798556284916,5
2023-04-30,0.015004559505292104,5
2023-05-31,0.007027956584487856,5
2023-06-30,0.014543747132926403,5
2023-07-31,0.008502147025213007,5
2023-08-31,0.012930625708464163,5
2023-09-30,0.01255895916497577,5
2023-10-31,0.005433073109138178,5
2023-11-30,0.01133218362114509,5
2023-12-31,0.016330267675839456,5
2024-01-31,0.0049425120497572275,5
2024-02-29,0.04443804427655512,5
2024-03-31,0.038972064286610084,5
2024-04-30,0.032705526344800596,5
2024-05-31,0.019221542958453193,5
2024-06-30,0.025748767025124283,5
2024-07-31,0.055196290390148305,5
2024-08-31,0.050515718957804066,5
2024-09-30,0.033570283890726686,5
2024-10-31,0.008230432542210592,5
2024-11-30,0.009489119137689878,5
2024-12-31,0.008215650467917512,5
2025-01-31,0.028095980069467855,5
2025-02-28,0.027820901102008334,5
2025-03-31,0.0523406761541509,5
2025-04-30,0.06616487225323009,5
2025-05-31,0.015904327975810657,5
2025-06-30,0.010507791158442227,5
2025-07-31,0.008085125182911507,5
2025-08-31,0.01130694820697339,5
2025-09-30,0.007283203219828376,5
2025-10-31,0.016232127015685823,5
2025-11-30,0.0361763510824509,5
2025-12-31,0.025035061654339594,5
2026-01-31,0.03390871659483553,5
2026-02-28,0.02305992568617958,5
2026-03-31,0.060421795903107485,5
2026-04-30,0.03398716295191588,5
2026-05-31,0.06862036859609405,5
