event_date,recipient,event_type,primary_ticker,test_ticker,is_primary_recipient,pre_mean,post_mean,ratio,n_pre,n_post,pre_start,pre_end,post_start,post_end,boot_p_value,boot_n_anchors,boot_null_dist_mean,boot_null_dist_p95,boot_null_dist_p99
2025-01-15,Intel,award_final,INTC,KLAC,False,0.0003937332568754602,0.0004772271336901672,1.2120569582495708,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.307,507,1.266025270552084,4.47145337754973,7.547893756050153
2025-01-15,Intel,award_final,INTC,LRCX,False,0.0007719921555856121,0.0006040446093945689,0.7824491544688782,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.548,507,1.1916516740854026,3.6841284413665836,5.9795379023279045
2025-01-15,Intel,award_final,INTC,NVDA,False,0.0005244050238599201,0.0007412238344866462,1.4134567762734536,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.259,507,1.2216518721807765,3.25862171617857,8.011472785517203
2025-01-15,Intel,award_final,INTC,SMH,False,0.0003511597009669375,0.00022877311005640451,0.6514788269453049,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.622,507,1.3368546657495257,4.534164115635453,8.657631278130516
2025-01-15,Intel,award_final,INTC,SOXX,False,0.00035839190463219983,0.00021952088859800194,0.6125163145726897,25,5,2024-11-29,2025-01-06,2025-01-16,2025-01-23,0.611,507,1.305697635357475,4.40382273709709,10.608670068934577
2025-02-14,Wolfspeed,delay,WOLF,AMAT,False,0.0006366866145758484,0.0003058793790688508,0.4804237627527686,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.599,507,1.2459773182968792,3.6428827972264632,12.049790624261766
2025-02-14,Wolfspeed,delay,WOLF,AMD,False,0.0008920594157354397,0.0003278683344545937,0.36754091562868546,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.797,507,1.5550856903802535,5.330660906513297,17.44235186799222
2025-02-14,Wolfspeed,delay,WOLF,ASML,False,0.0006485388296485177,3.358912259611057e-05,0.0517919992767658,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.986,507,1.2833588337223163,5.1808742740869915,7.603503158753671
2025-02-14,Wolfspeed,delay,WOLF,KLAC,False,0.0005376304005829955,0.00038221411606321456,0.7109235557527055,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.533,507,1.3083981309230712,4.817208323890161,9.380697114257586
2025-02-14,Wolfspeed,delay,WOLF,LRCX,False,0.0006600151158135049,0.0009229585274403767,1.398389984300253,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.249,507,1.1881981559244934,3.696820869354344,7.880765731200083
2025-02-14,Wolfspeed,delay,WOLF,NVDA,False,0.00262306644416367,0.0005505544021231518,0.209889613489638,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.906,507,1.2208989720793841,3.390876630718393,8.067465888077368
2025-02-14,Wolfspeed,delay,WOLF,SMH,False,0.0007251845338059655,0.00037652192971370337,0.5192084389025976,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.706,507,1.2928207602352968,4.336871210066567,7.65458567118596
2025-02-14,Wolfspeed,delay,WOLF,SOXX,False,0.0004925407826165281,0.0004164936224834952,0.8456023078352071,25,5,2024-12-31,2025-02-06,2025-02-18,2025-02-24,0.525,507,1.303321039858537,4.094596672883233,10.608670068934577
2025-03-07,Intel,delay,INTC,AMAT,False,0.0009421821716914546,0.0006844520123863815,0.7264540053412575,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.489,507,1.4017976174818438,4.094892450531612,14.815331517068444
2025-03-07,Intel,delay,INTC,AMD,False,0.000799067068399007,0.0009231627750542887,1.1553007395285568,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.303,507,1.4294893243954134,4.438057216340809,16.779778611205337
2025-03-07,Intel,delay,INTC,ASML,False,0.0006465570042637661,0.0012401815929702948,1.918131865855337,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.228,507,1.4248900423099697,5.386693809064132,8.13991164829491
2025-03-07,Intel,delay,INTC,INTC,True,0.002101365770188201,0.004411412641970606,2.0993073669299918,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.231,507,1.805319448579699,6.556969140151475,11.232726846299627
2025-03-07,Intel,delay,INTC,KLAC,False,0.0005448887001372077,0.0010627127182774514,1.9503298894064989,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.178,507,1.2338679016583647,4.49521771218113,7.547893756050153
2025-03-07,Intel,delay,INTC,LRCX,False,0.0008670436437842132,0.0017644006019731507,2.0349616938224955,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.162,507,1.2528113209762057,4.148332074275126,7.880765731200083
2025-03-07,Intel,delay,INTC,NVDA,False,0.00264615278109528,0.0018991013009980666,0.7176839200539289,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.557,507,1.1881943823743903,3.297567972512914,8.020234299461535
2025-03-07,Intel,delay,INTC,SMH,False,0.0008349389226820968,0.0008322279197432352,0.996753052390763,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.445,507,1.3386276659051608,4.54821097392529,8.656251085586366
2025-03-07,Intel,delay,INTC,SOXX,False,0.0006128543786944626,0.0007499720830642018,1.2237361910701121,25,5,2025-01-23,2025-02-27,2025-03-10,2025-03-14,0.313,507,1.3730373311230624,4.587662693162677,11.404113457845126
2025-08-22,Intel,equity_swap,INTC,AMAT,False,0.0003013322866314693,0.00020846905808251,0.6918244985060913,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.525,507,1.3934926032152182,4.020565958622798,11.212176693273873
2025-08-22,Intel,equity_swap,INTC,AMD,False,0.0009078179661496426,0.0004943892571620835,0.5445907391092429,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.646,507,1.538741648294369,5.296612723189188,17.44235186799222
2025-08-22,Intel,equity_swap,INTC,ASML,False,0.000598270281570817,0.00021008040081938896,0.3511463084340448,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.765,507,1.2811338932834722,5.127602335958242,7.598084891182553
2025-08-22,Intel,equity_swap,INTC,INTC,True,0.0009608586164438296,0.00022943435915600223,0.23878056066681966,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.78,507,1.9514986284414104,6.612082105179283,42.27975468502958
2025-08-22,Intel,equity_swap,INTC,KLAC,False,0.0004167287538005313,0.00017206374960433826,0.4128914744546213,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.734,507,1.361965468388974,4.866879842920501,10.423526081914579
2025-08-22,Intel,equity_swap,INTC,LRCX,False,0.0003582801877517422,0.0004347295874331263,1.2133788088063553,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.334,507,1.2783581556093664,3.993352440102775,7.878184162242503
2025-08-22,Intel,equity_swap,INTC,NVDA,False,0.00025525874505384025,0.0002855281016831073,1.1185830347276937,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.344,507,1.1963361128487067,3.706040633101101,7.9519585937412876
2025-08-22,Intel,equity_swap,INTC,SMH,False,0.00014418629843771373,0.00019384701750881214,1.3444205143566472,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.281,507,1.2937167997240977,4.787813764027855,8.656251085586366
2025-08-22,Intel,equity_swap,INTC,SOXX,False,0.0001530203155308036,0.00019275917125740848,1.2596966003419676,25,5,2025-07-11,2025-08-14,2025-08-25,2025-08-29,0.3,507,1.297010267795215,4.084705850879482,11.404806080899757
