Date,LEN
2010-01-04,10.757743835449219
2010-01-05,11.20425796508789
2010-01-06,11.32829475402832
2010-01-07,12.78360652923584
2010-01-08,13.188775062561035
2010-01-11,13.445111274719238
2010-01-12,13.33761215209961
2010-01-13,13.43683910369873
2010-01-14,13.51952838897705
2010-01-15,13.197047233581543
2010-01-19,13.403762817382812
2010-01-20,13.015131950378418
2010-01-21,12.659570693969727
2010-01-22,12.253335952758789
2010-01-25,12.187012672424316
2010-01-26,12.07094955444336
2010-01-27,12.526922225952148
2010-01-28,12.759054183959961
2010-01-29,12.734185218811035
2010-02-01,12.701020240783691
2010-02-02,13.72075366973877
2010-02-03,13.480328559875488
2010-02-04,12.71760368347168
2010-02-05,12.195304870605469
2010-02-08,12.759054183959961
2010-02-09,12.93315601348877
2010-02-10,12.941448211669922
2010-02-11,14.08553695678711
2010-02-12,14.060667037963867
2010-02-16,14.375700950622559
2010-02-17,14.375700950622559
2010-02-18,14.12698745727539
2010-02-19,14.350831031799316
2010-02-22,14.23476505279541
2010-02-23,13.496909141540527
2010-02-24,13.488618850708008
2010-02-25,13.488618850708008
2010-02-26,13.604687690734863
2010-03-01,13.795370101928711
2010-03-02,13.762203216552734
2010-03-03,13.919726371765137
2010-03-04,13.72075366973877
2010-03-05,14.102115631103516
2010-03-08,14.259634971618652
2010-03-09,14.334246635437012
2010-03-10,14.03579044342041
2010-03-11,13.795370101928711
2010-03-12,13.538362503051758
2010-03-15,13.339395523071289
2010-03-16,13.878273963928223
2010-03-17,13.795370101928711
2010-03-18,13.712462425231934
2010-03-19,13.35597038269043
2010-03-22,13.5134916305542
2010-03-23,14.143571853637695
2010-03-24,14.665864944458008
2010-03-25,14.96433162689209
2010-03-26,15.171592712402344
2010-03-29,15.121849060058594
2010-03-30,14.96433162689209
2010-03-31,14.267925262451172
2010-04-01,14.201602935791016
2010-04-05,14.558095932006836
2010-04-06,14.334246635437012
2010-04-07,14.052375793457031
2010-04-08,14.309375762939453
2010-04-09,14.524932861328125
2010-04-12,14.23476505279541
2010-04-13,14.325958251953125
2010-04-14,15.155008316040039
2010-04-15,14.748780250549316
2010-04-16,14.218182563781738
2010-04-19,14.292790412902832
2010-04-20,14.898003578186035
2010-04-21,15.35398006439209
2010-04-22,16.365415573120117
2010-04-23,17.02037239074707
2010-04-26,16.663875579833984
2010-04-27,15.70218276977539
2010-04-28,16.042098999023438
2010-04-29,17.0120849609375
2010-04-30,16.5146484375
2010-05-03,17.20414161682129
2010-05-04,16.63095474243164
2010-05-05,16.041135787963867
2010-05-06,15.326725006103516
2010-05-07,14.529232025146484
2010-05-10,16.414968490600586
2010-05-11,16.165740966796875
2010-05-12,16.165740966796875
2010-05-13,15.575940132141113
2010-05-14,15.293492317199707
2010-05-17,15.301797866821289
2010-05-18,15.085813522338867
2010-05-19,15.07751178741455
2010-05-20,14.487699508666992
2010-05-21,14.512616157531738
2010-05-24,14.371397972106934
2010-05-25,14.255096435546875
2010-05-26,14.329867362976074
2010-05-27,14.595691680908203
2010-05-28,14.371397972106934
2010-06-01,13.565603256225586
2010-06-02,13.748359680175781
2010-06-03,13.524065971374512
2010-06-04,12.851183891296387
2010-06-07,12.261375427246094
2010-06-08,12.253069877624512
2010-06-09,11.987241744995117
2010-06-10,12.942564010620117
2010-06-11,12.917645454406738
2010-06-14,12.668429374694824
2010-06-15,13.092095375061035
2010-06-16,12.917645454406738
2010-06-17,12.70996379852295
2010-06-18,12.244765281677246
2010-06-21,12.103546142578125
2010-06-22,11.796177864074707
2010-06-23,12.244765281677246
2010-06-24,12.103546142578125
2010-06-25,12.194920539855957
2010-06-28,11.937399864196777
2010-06-29,11.60511302947998
2010-06-30,11.555270195007324
2010-07-01,11.704797744750977
2010-07-02,11.33928108215332
2010-07-06,11.28943920135498
2010-07-07,11.854328155517578
2010-07-08,11.779561996459961
2010-07-09,12.103546142578125
2010-07-12,12.253069877624512
2010-07-13,12.66012191772461
2010-07-14,12.120158195495605
2010-07-15,12.361065864562988
2010-07-16,11.671571731567383
2010-07-19,11.513286590576172
2010-07-20,12.238069534301758
2010-07-21,11.92149543762207
2010-07-22,12.296381950378418
2010-07-23,12.43801212310791
2010-07-26,12.846220016479492
2010-07-27,12.512988090515137
2010-07-28,12.088111877441406
2010-07-29,12.254730224609375
2010-07-30,12.304716110229492
2010-08-02,12.646286964416504
2010-08-03,12.179752349853516
2010-08-04,12.038125038146973
2010-08-05,12.088111877441406
2010-08-06,11.988143920898438
2010-08-09,12.329707145690918
2010-08-10,11.679900169372559
2010-08-11,11.354995727539062
2010-08-12,11.171714782714844
2010-08-13,11.105069160461426
2010-08-16,10.946783065795898
2010-08-17,11.063414573669434
2010-08-18,11.230032920837402
2010-08-19,10.738512992858887
2010-08-20,10.63853645324707
2010-08-23,10.59688663482666
2010-08-24,10.746841430664062
2010-08-25,11.12173080444336
2010-08-26,10.888463973999023
2010-08-27,11.221699714660645
2010-08-30,10.938451766967773
2010-08-31,10.95511531829834
2010-09-01,11.446640014648438
2010-09-02,11.646574020385742
2010-09-03,12.038125038146973
2010-09-07,11.779868125915527
2010-09-08,12.029796600341797
2010-09-09,12.121435165405273
2010-09-10,12.104776382446289
2010-09-13,12.44633960723877
2010-09-14,12.279723167419434
2010-09-15,12.071447372436523
2010-09-16,11.7382173538208
2010-09-17,11.654906272888184
2010-09-20,12.612959861755371
2010-09-21,12.671277046203613
2010-09-22,12.34637451171875
2010-09-23,12.238069534301758
2010-09-24,12.687936782836914
2010-09-27,12.829562187194824
2010-09-28,13.00451374053955
2010-09-29,12.696269989013672
2010-09-30,12.81290054321289
2010-10-01,13.054496765136719
2010-10-04,12.796236991882324
2010-10-05,12.88787841796875
2010-10-06,12.837890625
2010-10-07,12.804567337036133
2010-10-08,13.429387092590332
2010-10-11,13.571012496948242
2010-10-12,13.27871036529541
2010-10-13,13.236955642700195
2010-10-14,13.362225532531738
2010-10-15,12.794326782226562
2010-10-18,12.644004821777344
2010-10-19,12.34335708618164
2010-10-20,12.017653465270996
2010-10-21,12.309953689575195
2010-10-22,12.376761436462402
2010-10-25,12.443570137023926
2010-10-26,12.443570137023926
2010-10-27,12.259843826293945
2010-10-28,12.184677124023438
2010-10-29,12.117867469787598
2010-11-01,12.159626960754395
2010-11-02,13.053226470947266
2010-11-03,12.902896881103516
2010-11-04,13.203548431396484
2010-11-05,13.236955642700195
2010-11-08,13.470792770385742
2010-11-09,13.312116622924805
