Date,KBE
2010-01-04,15.337092399597168
2010-01-05,15.669129371643066
2010-01-06,15.874004364013672
2010-01-07,16.538068771362305
2010-01-08,16.4744815826416
2010-01-11,16.481550216674805
2010-01-12,16.20603370666504
2010-01-13,16.481550216674805
2010-01-14,16.728805541992188
2010-01-15,16.361452102661133
2010-01-19,16.5310001373291
2010-01-20,16.7499942779541
2010-01-21,16.721742630004883
2010-01-22,16.22016143798828
2010-01-25,16.248411178588867
2010-01-26,15.944646835327148
2010-01-27,16.38264274597168
2010-01-28,16.46036148071289
2010-01-29,16.312000274658203
2010-02-01,16.545137405395508
2010-02-02,16.5804500579834
2010-02-03,16.213102340698242
2010-02-04,15.527838706970215
2010-02-05,15.71151065826416
2010-02-08,15.478391647338867
2010-02-09,15.669129371643066
2010-02-10,15.78216552734375
2010-02-11,15.810420036315918
2010-02-12,15.70445442199707
2010-02-16,16.114192962646484
2010-02-17,16.128324508666992
2010-02-18,16.142452239990234
2010-02-19,16.354389190673828
2010-02-22,16.665220260620117
2010-02-23,16.319068908691406
2010-02-24,16.64404296875
2010-02-25,16.5310001373291
2010-02-26,16.608707427978516
2010-03-01,16.55219268798828
2010-03-02,16.658161163330078
2010-03-03,16.636964797973633
2010-03-04,16.636964797973633
2010-03-05,17.05377197265625
2010-03-08,17.096168518066406
2010-03-09,17.202125549316406
2010-03-10,17.59775161743164
2010-03-11,17.873249053955078
2010-03-12,17.69664764404297
2010-03-15,17.746103286743164
2010-03-16,18.064010620117188
2010-03-17,18.381906509399414
2010-03-18,18.092267990112305
2010-03-19,17.94514274597168
2010-03-22,18.1502628326416
2010-03-23,18.312950134277344
2010-03-24,18.3978271484375
2010-03-25,18.440271377563477
2010-03-26,18.3978271484375
2010-03-29,18.312950134277344
2010-03-30,18.199777603149414
2010-03-31,18.25636863708496
2010-04-01,18.383689880371094
2010-04-05,18.822227478027344
2010-04-06,19.23249053955078
2010-04-07,19.154687881469727
2010-04-08,19.352733612060547
2010-04-09,19.437618255615234
2010-04-12,19.656892776489258
2010-04-13,19.44468879699707
2010-04-14,20.088367462158203
2010-04-15,19.925682067871094
2010-04-16,19.281999588012695
2010-04-19,19.4305477142334
2010-04-20,19.968120574951172
2010-04-21,20.109588623046875
2010-04-22,20.293489456176758
2010-04-23,20.314714431762695
2010-04-26,19.72762107849121
2010-04-27,19.14760398864746
2010-04-28,19.395185470581055
2010-04-29,19.819578170776367
2010-04-30,19.564937591552734
2010-05-03,19.890310287475586
2010-05-04,19.345666885375977
2010-05-05,19.345666885375977
2010-05-06,18.468564987182617
2010-05-07,18.17855453491211
2010-05-10,19.274927139282227
2010-05-11,19.381025314331055
2010-05-12,19.64274787902832
2010-05-13,19.310298919677734
2010-05-14,18.75857162475586
2010-05-17,18.73028564453125
2010-05-18,18.001720428466797
2010-05-19,17.916847229003906
2010-05-20,17.068042755126953
2010-05-21,17.725858688354492
2010-05-24,17.145843505859375
2010-05-25,17.294389724731445
2010-05-26,17.23072624206543
2010-05-27,17.94514274597168
2010-05-28,17.52073860168457
2010-06-01,17.13169288635254
2010-06-02,17.648054122924805
2010-06-03,17.52073860168457
2010-06-04,16.742666244506836
2010-06-07,16.38192367553711
2010-06-08,16.71436882019043
2010-06-09,16.572900772094727
2010-06-10,17.21657943725586
2010-06-11,17.18828582763672
2010-06-14,17.068042755126953
2010-06-15,17.541954040527344
2010-06-16,17.499507904052734
2010-06-17,17.47122573852539
2010-06-18,17.593753814697266
2010-06-21,17.579587936401367
2010-06-22,17.33876609802246
2010-06-23,17.21128273010254
2010-06-24,16.81464195251465
2010-06-25,17.2891902923584
2010-06-28,17.23961067199707
2010-06-29,16.48883628845215
2010-06-30,16.212600708007812
2010-07-01,16.070941925048828
2010-07-02,15.823043823242188
2010-07-06,15.993032455444336
2010-07-07,16.90671730041504
2010-07-08,16.956300735473633
2010-07-09,17.35293960571289
2010-07-12,17.41667938232422
2010-07-13,17.91248321533203
2010-07-14,17.64333152770996
2010-07-15,17.558340072631836
2010-07-16,16.57383155822754
2010-07-19,16.531335830688477
2010-07-20,16.517162322998047
2010-07-21,16.14177703857422
2010-07-22,16.715478897094727
2010-07-23,16.828807830810547
2010-07-26,17.260860443115234
