Date,ITB
2010-01-04,11.012716293334961
2010-01-05,11.112335205078125
2010-01-06,11.103276252746582
2010-01-07,11.746289253234863
2010-01-08,11.755348205566406
2010-01-11,11.728171348571777
2010-01-12,11.565160751342773
2010-01-13,11.773456573486328
2010-01-14,11.791569709777832
2010-01-15,11.601383209228516
2010-01-19,11.737236022949219
2010-01-20,11.565160751342773
2010-01-21,11.266294479370117
2010-01-22,11.003655433654785
2010-01-25,11.012716293334961
2010-01-26,11.048938751220703
2010-01-27,11.175728797912598
2010-01-28,11.184784889221191
2010-01-29,11.175728797912598
2010-02-01,11.202902793884277
2010-02-02,11.800629615783691
2010-02-03,11.773456573486328
2010-02-04,11.420255661010742
2010-02-05,11.230072021484375
2010-02-08,11.429314613342285
2010-02-09,11.510820388793945
2010-02-10,11.501758575439453
2010-02-11,11.818740844726562
2010-02-12,11.882135391235352
2010-02-16,12.017988204956055
2010-02-17,12.063265800476074
2010-02-18,11.972700119018555
2010-02-19,12.017988204956055
2010-02-22,11.95458698272705
2010-02-23,11.655722618103027
2010-02-24,11.673835754394531
2010-02-25,11.664785385131836
2010-02-26,11.673835754394531
2010-03-01,11.84591007232666
2010-03-02,11.827800750732422
2010-03-03,12.017988204956055
2010-03-04,11.96364688873291
2010-03-05,12.244396209716797
2010-03-08,12.380243301391602
2010-03-09,12.470807075500488
2010-03-10,12.461755752563477
2010-03-11,12.44364070892334
2010-03-12,12.353074073791504
2010-03-15,12.298735618591309
2010-03-16,12.470807075500488
2010-03-17,12.53420352935791
2010-03-18,12.389302253723145
2010-03-19,12.190056800842285
2010-03-22,12.289681434631348
2010-03-23,12.4074125289917
2010-03-24,12.4074125289917
2010-03-25,12.470903396606445
2010-03-26,12.552532196044922
2010-03-29,12.525321006774902
2010-03-30,12.470903396606445
2010-03-31,12.289510726928711
2010-04-01,12.271364212036133
2010-04-05,12.470903396606445
2010-04-06,12.343923568725586
2010-04-07,12.198805809020996
2010-04-08,12.235088348388672
2010-04-09,12.352993965148926
2010-04-12,12.416482925415039
2010-04-13,12.516252517700195
2010-04-14,12.942532539367676
2010-04-15,12.87903881072998
2010-04-16,12.670437812805176
2010-04-19,12.661368370056152
2010-04-20,12.897177696228027
2010-04-21,13.151135444641113
2010-04-22,13.686249732971191
2010-04-23,14.085315704345703
2010-04-26,13.922062873840332
2010-04-27,13.35067081451416
2010-04-28,13.541133880615234
2010-04-29,13.97647762298584
2010-04-30,13.804153442382812
2010-05-03,14.212294578552246
2010-05-04,13.695318222045898
2010-05-05,13.405086517333984
2010-05-06,12.806485176086426
2010-05-07,12.289510726928711
2010-05-10,13.287177085876465
2010-05-11,13.287177085876465
2010-05-12,13.405086517333984
2010-05-13,12.96973991394043
2010-05-14,12.752063751220703
2010-05-17,12.797411918640137
2010-05-18,12.697649002075195
2010-05-19,12.489042282104492
2010-05-20,11.908575057983398
2010-05-21,12.01740837097168
2010-05-24,11.854156494140625
2010-05-25,11.944852828979492
2010-05-26,11.95392894744873
2010-05-27,12.352993965148926
2010-05-28,12.216947555541992
2010-06-01,11.772533416748047
2010-06-02,11.962991714477539
2010-06-03,11.899507522583008
2010-06-04,11.309974670410156
2010-06-07,10.892767906188965
2010-06-08,10.87462329864502
2010-06-09,10.792997360229492
2010-06-10,11.328109741210938
2010-06-11,11.319045066833496
2010-06-14,11.309974670410156
2010-06-15,11.591136932373047
2010-06-16,11.464162826538086
2010-06-17,11.192069053649902
2010-06-18,11.119513511657715
2010-06-21,10.965323448181152
2010-06-22,10.711369514465332
2010-06-23,10.865556716918945
2010-06-24,10.785601615905762
2010-06-25,10.749255180358887
2010-06-28,10.649298667907715
2010-06-29,10.331279754638672
2010-06-30,10.204068183898926
2010-07-01,10.122283935546875
2010-07-02,9.98598575592041
2010-07-06,9.949644088745117
2010-07-07,10.28583812713623
2010-07-08,10.28583812713623
2010-07-09,10.485742568969727
2010-07-12,10.3676176071167
2010-07-13,10.758336067199707
2010-07-14,10.54935073852539
2010-07-15,10.540266036987305
2010-07-16,10.031420707702637
2010-07-19,9.949644088745117
2010-07-20,10.349451065063477
2010-07-21,10.131372451782227
2010-07-22,10.467571258544922
2010-07-23,10.721988677978516
2010-07-26,11.00367259979248
2010-07-27,10.776508331298828
2010-07-28,10.45848560333252
2010-07-29,10.54935073852539
2010-07-30,10.60386848449707
2010-08-02,10.867375373840332
2010-08-03,10.631128311157227
2010-08-04,10.594782829284668
2010-08-05,10.47666072845459
2010-08-06,10.494827270507812
2010-08-09,10.794683456420898
2010-08-10,10.5130033493042
2010-08-11,10.131372451782227
2010-08-12,9.976903915405273
2010-08-13,9.922383308410645
2010-08-16,9.904213905334473
2010-08-17,10.194979667663574
2010-08-18,10.394881248474121
2010-08-19,10.040508270263672
2010-08-20,9.98598575592041
2010-08-23,9.813347816467285
2010-08-24,9.831521987915039
2010-08-25,10.131372451782227
2010-08-26,10.022334098815918
2010-08-27,10.222236633300781
2010-08-30,9.976903915405273
2010-08-31,9.98598575592041
2010-09-01,10.349451065063477
2010-09-02,10.585693359375
2010-09-03,10.73107624053955
2010-09-07,10.50391674041748
2010-09-08,10.540266036987305
2010-09-09,10.640214920043945
2010-09-10,10.676558494567871
2010-09-13,10.849201202392578
2010-09-14,10.812854766845703
2010-09-15,10.703814506530762
2010-09-16,10.4493989944458
2010-09-17,10.413050651550293
2010-09-20,10.812854766845703
2010-09-21,10.803767204284668
2010-09-22,10.71290397644043
2010-09-23,10.546380996704102
2010-09-24,10.855769157409668
2010-09-27,10.88306713104248
2010-09-28,11.010462760925293
2010-09-29,10.88306713104248
2010-09-30,10.964963912963867
2010-10-01,10.928564071655273
2010-10-04,10.792071342468262
2010-10-05,10.928564071655273
2010-10-06,10.892169952392578
2010-10-07,10.810271263122559
2010-10-08,10.919461250305176
2010-10-11,10.81937026977539
2010-10-12,10.810271263122559
2010-10-13,10.837568283081055
2010-10-14,10.7556734085083
2010-10-15,10.610086441040039
2010-10-18,10.619182586669922
2010-10-19,10.573678970336914
2010-10-20,10.537285804748535
2010-10-21,10.619182586669922
2010-10-22,10.582782745361328
2010-10-25,10.591882705688477
2010-10-26,10.509984970092773
2010-10-27,10.437187194824219
2010-10-28,10.346193313598633
2010-10-29,10.346193313598633
